IBGE;MUNIC;UF;REG;CAP;AMZ;SEMIAR;IPS25;POP;PIB21;PIBPC21;IVCM;CADPBF;CADPES;CADPBFPERC;RENDATOT;RENDAHOM;RENDAMUL;AREAFLOR;AREANFLOR ;AREAAGRO;AREANVEG;AREAAGUA;AREANAOBSV
1303700;Santo Antônio do Içá;AM;Norte;Não;1;0;48,52851594;30679;237314;8473,517146;53,65;422547;1056802;39,98355416;1382,11;1471,69;1243,77;1174985,965;5852,345192;1884,571059;911,2559236;52940,46323;24,63769056
1303809;São Gabriel da Cachoeira;AM;Norte;Não;1;0;46,5573948;57396;423054;8227,479374;56,74;801747;1807167;44,36485394;1948,88;2109,52;1687,85;10697622,94;29580,7369;3809,879551;1163,584929;132355,4323;299,6256399
1303908;São Paulo de Olivença;AM;Norte;Não;1;0;48,83995147;35442;334131;10209,30495;64,14;640365;1434555;44,6385813;1341,03;1355,05;1317,87;1891504,589;4218,486083;2747,223634;1186,02688;66172,93825;14,72312174
1303957;São Sebastião do Uatumã;AM;Norte;Não;1;0;56,09446182;12338;136609;11791,45207;51,02;161159;377403;42,70209829;1448,83;1379,32;1565,22;998602,4145;5937,529079;11900,75508;480,5957486;47768,14356;62,70418258
1304005;Silves;AM;Norte;Não;1;0;53,7653338;12619;175042;15253,89797;49,56;189254;432663;43,74166499;1389,64;1343,65;1486,51;296232,4026;16171,7057;6743,114932;471,4554941;52666,39594;56,69716619
1304062;Tabatinga;AM;Norte;Não;1;0;46,72858017;73348;758036;11436,84715;49,13;879326;2042546;43,05048699;1629,15;1766,69;1418,2;307303,447;1573,436145;2718,368584;1793,561642;12546,07492;52,79472968
1304104;Tapauá;AM;Norte;Não;1;0;50,08150517;20728;239944;12332,0369;51,12;328933;759150;43,32911809;1246,13;1243,41;1251,45;8289981,972;56922,85622;26952,96264;414,8534722;120142,7048;126,123281
1304203;Tefé;AM;Norte;Não;1;0;52,90014874;80137;1098392;15018,66812;65,46;1098483;2526689;43,4751962;1807,31;1879,96;1683,05;2281771,547;7487,657576;13657,99064;1344,6687;64815,63635;149,4355701
1304237;Tonantins;AM;Norte;Não;1;0;52,60032007;20257;185410;9703,511872;58,67;323327;714419;45,25733498;1182,22;1233,97;1107,65;598572,2711;4618,455043;1177,735837;340,9100304;39968,92059;33,57273789
1304260;Uarini;AM;Norte;Não;1;0;49,63395798;15640;229209;15999,04551;56,43;264497;563752;46,91726149;1157,25;1123,51;1215,46;960586,4406;6586,09288;7070,215272;298,370827;52812,93096;111,8602849
1304302;Urucará;AM;Norte;Não;1;0;57,75782402;19617;205656;11118,95705;51,56;259246;598962;43,28254547;1339,61;1329,88;1357,33;2706479,001;17539,37407;10246,81206;3866,450438;52069,13811;56,27911891
1304401;Urucurituba;AM;Norte;Não;1;0;60,26368369;25965;232661;9787,405525;53,99;356209;778943;45,72979024;1375,63;1390,72;1352,69;155707,1052;44804,20799;4995,350013;445,5688667;82658,59244;41,06658685
1400027;Amajari;RR;Norte;Não;1;0;40,94879399;16112;240826;17418,25446;67,59;160453;367844;43,61984972;1644,49;1554;1795,82;2269738,342;484820,7498;45531,17498;1807,642819;16469,91378;224,6425153
1400050;Alto Alegre;RR;Norte;Não;1;0;41,06897439;23589;385507;18407,33794;57,16;209612;494691;42,37230918;2002,01;1934,78;2113,99;2215966,936;221956,8077;86552,39131;2112,794967;14119,48316;154,8860022
1400100;Boa Vista;RR;Norte;Capital;1;0;63,36634149;485477;13493364;32871,40449;47,74;2494210;7396123;33,72320877;2719,51;2841,76;2560,42;35061,67934;466912,7538;37308,31405;12730,2075;16624,43234;158,5383149
1400159;Bonfim;RR;Norte;Não;1;0;47,00053463;15570;522405;37794,91176;55,8;301596;675573;44,64299195;1485,93;1416,2;1619,17;221207,1566;503936,9516;75415,62449;951,8593307;5842,822845;314,3405734
1400175;Cantá;RR;Norte;Não;1;0;47,59509909;21102;353071;19036,95634;55,3;321587;756801;42,49294068;1801,59;1681,64;2048,43;586105,0891;57015,94568;113927,1181;1012,573595;8278,845425;137,2907037
1400209;Caracaraí;RR;Norte;Não;1;0;46,85893699;22750;453298;21787,8072;54,03;295201;720755;40,95719072;1625,99;1609,46;1655,04;3758943,018;736569,3551;105556,7407;1164,031904;134838,0189;342,3574207
1400233;Caroebe;RR;Norte;Não;1;0;50,44500249;12004;236788;22383,3101;52,42;162961;392732;41,49419961;1843,09;1810,01;1916,29;1111774,597;1217,930888;85925,8092;710,5497372;6179,983326;24,04506609
1400282;Iracema;RR;Norte;Não;1;0;48,41326703;10937;208477;20951,6993;60,95;106013;252473;41,98983654;1748,8;1785,88;1676,57;1294553,433;2158,330557;99374,79344;2401,826863;1798,666858;66,10571476
1400308;Mucajaí;RR;Norte;Não;1;0;49,06299542;20006;393852;21924,68193;52,19;318704;719180;44,31491421;1619,67;1625,76;1607,53;1037159,549;8846,444137;179530,0378;1416,301272;6788,583342;44,9231946
1400407;Normandia;RR;Norte;Não;1;0;46,7109997;16323;202859;14610,31537;54,31;277925;607869;45,7211998;1728,43;1770,35;1666,96;32866,45497;640349,9008;16514,46623;879,1556582;5134,262305;144,8533974
1400456;Pacaraima;RR;Norte;Não;1;0;49,53069497;23112;329092;17171,42562;54,19;373699;861046;43,40058487;1603,12;1637,6;1551,46;152087,4386;633982,2961;12063,59079;773,0049667;2471,93472;97,99466013
1400472;Rorainópolis;RR;Norte;Não;1;0;50,60471886;37787;732356;22596,32428;53,89;315220;808385;38,99379627;1908,36;1939,92;1850,84;2851170,31;292300,55;140505,6122;2200,217373;71707,06561;91,62697531
1400506;São João da Baliza;RR;Norte;Não;1;0;54,93967206;9969;327768;37272,60176;52,81;97627;246068;39,67480534;1797,89;1863,36;1665,49;386169,3673;119,511323;41049,47094;532,2927885;519,2696628;14,57025604
1400605;São Luiz;RR;Norte;Não;1;0;55,19735928;7848;178972;24645,04383;53,64;118146;273226;43,24112639;1776,53;1734,76;1878,82;103313,4109;195,5729512;48436,46731;501,8072812;230,4404076;10,72660547
1400704;Uiramutã;RR;Norte;Não;1;0;37,58639938;16186;143945;10544,38212;57,7;255536;565238;45,20856701;1807,65;1697,6;1950,2;223491,6476;579158,9094;3350,968392;437,0557665;2179,160347;74,41016107
1500107;Abaetetuba;PA;Norte;Não;1;0;53,45897142;172344;1949341;12412,89598;51,14;2500815;5801869;43,10361023;1491,3;1494,5;1485,28;99864,65614;3897,994013;12446,0351;2753,551969;42055,74245;48,60883882
1500131;Abel Figueiredo;PA;Norte;Não;1;0;53,11254527;6275;105496;15116,09115;52,2;101077;236729;42,69734591;1732,1;1783,72;1641,37;13458,92178;651,1425722;47060,99482;231,7599396;10,6881989;0
1500206;Acará;PA;Norte;Não;1;0;46,97274674;63110;1433440;24463,41447;55,34;966287;2182131;44,28180526;1118,09;1085,72;1191,49;294223,083;2314,306353;131365,9301;779,4309096;5669,225158;83,53715585
1500305;Afuá;PA;Norte;Não;1;0;52,01555446;40473;444236;11849,03807;52,82;781485;1713892;45,59709713;1413,92;1411,9;1419,63;541510,8574;9952,58706;573,6599482;138,7443135;281648,8352;21,72344371
1500347;Água Azul do Norte;PA;Norte;Não;1;0;51,55743432;17596;643132;35831,13184;62,52;183907;461835;39,82093172;2075,73;2262,34;1587,28;281014,0097;7638,319547;421575,0766;992,6968629;150,941615;22,01783592
1500404;Alenquer;PA;Norte;Não;1;0;49,94876927;75882;745403;10822,67094;65,54;972768;2140014;45,45615122;1272,11;1267,83;1280,83;2050856,595;57161,00117;196009,3135;1773,368849;58513,72913;61,30314915
1500503;Almeirim;PA;Norte;Não;1;0;53,79371729;36442;688370;20227,39501;53,44;540263;1194263;45,23819293;1822,91;1868,52;1736,87;6959635,339;90630,4963;121784,634;2818,27514;116363,8582;222,0887039
1500602;Altamira;PA;Norte;Não;1;0;46,53484212;138749;3120219;24889,30542;63,1;1100863;2954689;37,25816829;2491,17;2647,79;2254,82;14611675,58;42236,9506;1114758,807;14514,69473;169793,4324;340,4649309
1500701;Anajás;PA;Norte;Não;1;0;45,54398338;30247;259020;9314,585199;53,79;635035;1407409;45,12085684;1464,66;1367,49;1735,97;668730,4681;8981,883561;195,2202909;158,0324384;13290,06074;3,128732813
1500800;Ananindeua;PA;Norte;Não;1;0;56,1940027;509227;8939830;18808,48903;52,56;3080363;9065537;33,97882552;2188,16;2407,98;1900,55;10063,03678;29,67158947;585,5711717;6517,967597;1855,401769;10,54615934
1500859;Anapu;PA;Norte;Não;1;0;43,39109338;35638;588032;18597,31974;57,68;569338;1262453;45,09775809;1912,77;1910,08;1917,88;870055,6884;7234,456636;299481,9911;1697,297073;11029,82015;23,11329471
1500909;Augusto Corrêa;PA;Norte;Não;1;0;48,80227179;47912;363771;8220,81817;55,36;790198;1779858;44,39668783;1177,15;1130,3;1284,3;80033,13202;1238,207048;21155,12732;934,6785689;4127,130082;16,08860842
1500958;Aurora do Pará;PA;Norte;Não;1;0;50,34695794;24193;308633;13076,72335;51,53;374466;859850;43,5501541;1246,1;1211,7;1310,49;63754,03028;133,37143;114831,806;603,9931045;1851,660222;13,668029
1501006;Aveiro;PA;Norte;Não;1;0;46,75278244;19380;151969;8369,511957;60,9;226807;519144;43,68864901;1388,15;1454,51;1271,48;1539840,579;4216,262339;92451,80073;853,592606;70046,822;56,48061185
1501105;Bagre;PA;Norte;Não;1;0;51,10874938;35147;250548;7913,489289;55,39;441769;938436;47,07502696;1231,71;1192,07;1326,79;403181,4972;1943,871768;8278,769738;146,2641987;26144,26167;35,37302239
1501204;Baião;PA;Norte;Não;1;0;52,39216421;56850;562147;10965,13764;53,52;543658;1210496;44,91200301;1223,67;1264,89;1145,24;257178,5382;3356,954421;86926,89195;982,2316729;27483,35859;62,13416027
1501253;Bannach;PA;Norte;Não;1;0;40,98727205;4290;129007;32237,34833;61,96;39842;107465;37,07439632;2236,98;2437,63;1635,24;92385,19743;6337,600773;195273,8946;1503,991806;143,1807448;19,86109052
1501303;Barcarena;PA;Norte;Não;1;0;55,04209856;139076;9243937;73520,86648;42,58;1270371;3282979;38,69567853;1959,18;2104,58;1709,16;63689,70529;205,2737252;9734,407437;5333,800397;52041,53421;26,72027615
1501402;Belém;PA;Norte;Capital;1;0;62,32853005;1397315;33467126;25864,16942;59,7;11423708;29225243;39,0884962;2986,88;3286,98;2618,45;30764,3778;96,16952621;3479,568876;15048,61353;56536,36864;18,50065247
1501451;Belterra;PA;Norte;Não;1;0;54,41942738;19075;237196;13201,14541;59,76;207306;582934;35,56251651;1536,1;1531,18;1544,91;317222,95;505,3766396;63065,71331;746,0786366;58274,39093;26,33677458
1501501;Benevides;PA;Norte;Não;1;0;59,68429374;68962;1986729;31482,24899;50,3;777541;2030675;38,28978049;1602,09;1726,4;1391,63;10627,13348;68,10302521;5318,935934;2057,386098;705,9418434;4,558137311
1501576;Bom Jesus do Tocantins;PA;Norte;Não;1;0;49,91685577;19129;243883;13644,17361;51,74;164305;440555;37,29500289;1944,2;2036,75;1692,88;114933,4753;526,5499917;160813,1864;514,5578592;4861,05976;6,855212494
1501600;Bonito;PA;Norte;Não;1;0;53,53902247;12961;206682;16494,27813;53,93;197827;463303;42,69927024;1333,53;1350,52;1293,92;18028,36899;21,89613693;40292,36015;312,1775752;34,58780815;5,809244623
1501709;Bragança;PA;Norte;Não;1;0;50,85615007;132489;1389573;11372,23057;56,46;1615930;3860527;41,85775673;1486,54;1451,19;1550,17;133032,4271;944,7862494;69856,40645;2484,136434;5001,069111;18,94875908
1501725;Brasil Novo;PA;Norte;Não;1;0;53,11252728;27130;379813;15478,01743;55,93;263960;657615;40,1389871;1843,85;1862,86;1804,77;402152,0963;73,42395129;232418,1563;1029,65869;576,8609664;11,95766979
1501758;Brejo Grande do Araguaia;PA;Norte;Não;1;0;52,26212189;6966;115088;17090,98369;49,85;106739;260886;40,91403908;1676,27;1654,35;1729,94;27064,11281;543,8829405;98048,2391;191,5515023;2991,715271;5,250075757
1501782;Breu Branco;PA;Norte;Não;1;0;50,26818936;47066;794309;17503,22575;47,1;598938;1431067;41,85254778;1550,16;1633,82;1384,48;136725,4864;925,3838718;228698,4635;1492,201416;26332,77574;19,45165798
1501808;Breves;PA;Norte;Não;1;0;47,62280204;116058;893933;8418,01951;54,53;1916823;4184831;45,8040719;1619,99;1570,97;1715,28;848671,052;183,2172662;1382,936402;922,7473946;105475,6425;24,39611398
1501907;Bujaru;PA;Norte;Não;1;0;51,16965398;25065;536730;22173,15872;52,31;457767;1047124;43,71659899;1028,34;1015,93;1051,53;67819,73018;83,82353925;25192,15735;274,7101472;6076,001142;24,84301312
1501956;Cachoeira do Piriá;PA;Norte;Não;1;0;45,43333475;19223;227634;11680,88274;59,29;360542;789903;45,64383222;1062,53;1009,49;1182,99;146986,1696;146,4510473;89969,64347;3977,098973;870,1642825;12,33028486
1502004;Cachoeira do Arari;PA;Norte;Não;1;0;53,73391041;25467;255830;10745,90547;62,65;381837;842207;45,33766639;1035,26;1015,76;1079,99;43187,77896;213334,962;2535,1158;442,2748437;50508,24419;20,37939612
1502103;Cametá;PA;Norte;Não;1;0;52,98821423;144859;1393690;10462,2305;55,79;2241519;4904278;45,70538212;1230,95;1178,53;1326,58;188186,3382;52704,92518;17936,87469;1724,318751;47428,27147;156,8573771
1502152;Canaã dos Carajás;PA;Norte;Não;1;0;61,13498135;89524;34989610;457258,5808;45,99;580427;1625890;35,69903253;2739,62;2907,56;2439,19;166017,4942;6755,884334;130632,4418;10798,80026;452,765137;32,34581964
1502202;Capanema;PA;Norte;Não;1;0;51,75175668;75309;1427144;20421,6574;52,14;705234;1765876;39,93677925;1713,23;1759,3;1640,71;25242,93768;459,2488936;34508,21179;1845,767193;84,01793372;8,401988287
1502301;Capitão Poço;PA;Norte;Não;1;0;55,00492005;60318;615773;10977,03152;55,06;806161;1879671;42,88840973;1272,37;1305,99;1204,64;96638,13695;302,2536504;190578,9552;2230,185188;352,7223527;3,484207745
1502400;Castanhal;PA;Norte;Não;1;0;53,16596544;209126;4709312;24673,82021;48,34;1394575;4168141;33,45796123;2095,25;2250,02;1859,19;39186,20187;62,91911848;58244,77137;5371,553922;61,58008655;6,703162476
1502509;Chaves;PA;Norte;Não;1;0;51,10683297;21501;248270;12048,09804;55,03;406445;858898;47,3216843;1230,19;1105,42;1583,44;410131,7675;508445,2902;1471,915767;287,6792926;321518,4264;53,01223368
1502608;Colares;PA;Norte;Não;1;0;54,44035242;13625;100969;7903,798081;53,6;182576;435053;41,96638111;1281,04;1313,02;1221,37;20301,29782;292,5609149;2929,521986;364,4266548;14500,92002;15,01680169
1502707;Conceição do Araguaia;PA;Norte;Não;1;0;53,66809589;47144;662825;14964,33249;61,24;265786;973605;27,29916136;2036,93;2120,45;1886,97;164495,9606;31360,52608;371443,9508;1517,395809;14057,41479;68,05009272
1502756;Concórdia do Pará;PA;Norte;Não;1;0;49,31909214;28270;420236;15747,32052;62,38;487656;1100856;44,29789182;1295,58;1276,72;1331,99;39023,934;56,02462498;30427,47476;524,1884214;16,52944993;11,25865682
1502764;Cumaru do Norte;PA;Norte;Não;1;0;43,55172968;15150;406927;29203,30344;52,51;130293;316987;41,10357838;2419,93;2504,84;2204,61;965094,0409;42676,52022;686720,1704;11311,50412;2579,985705;120,3793776
1502772;Curionópolis;PA;Norte;Não;1;0;54,21644971;20975;3667341;185168,5508;53,53;231649;612335;37,83043595;2024,49;2189,72;1720,19;48946,19041;6281,243712;175750,0747;5726,147592;197,0852956;7,820582263
1502806;Curralinho;PA;Norte;Não;1;0;49,77149485;36814;282512;8393,780421;50,15;646827;1406814;45,97814636;1296,9;1217,69;1482,78;311972,4835;11806,29916;857,7966835;211,0554605;36871,00665;6,255417432
1502855;Curuá;PA;Norte;Não;1;0;55,55732744;14954;149717;10682,85996;52,52;230421;552991;41,66812841;1176,51;1023,33;1469,09;51495,67611;22881,92116;23363,66674;621,2622096;44721,88265;20,99817847
1502905;Curuçá;PA;Norte;Não;1;0;56,83439152;44880;369777;9027,104166;54,52;656398;1463907;44,83877733;1229,5;1288,24;1119,07;49580,28329;795,9429646;10512,35373;1692,515465;4069,098605;26,19148506
1502939;Dom Eliseu;PA;Norte;Não;1;0;55,07466279;62823;940611;16200,62684;59,43;396625;1051378;37,72430087;1744,74;1933,77;1419,88;260359,0525;356,4661707;264193,9368;1458,636803;450,0334289;39,05648304
1502954;Eldorado do Carajás;PA;Norte;Não;1;0;51,16443087;29287;556042;19867,3775;41,56;291346;842141;34,59586934;1909,39;2074,06;1549,55;25689,60323;340,8497692;267985,7824;1245,022735;405,3739628;0
1503002;Faro;PA;Norte;Não;1;0;57,4169847;9167;76730;8855,422663;58,02;175619;386921;45,38885199;1469,34;1432,67;1535,56;1144182,427;5664,593067;12751,42857;495,9168937;14024,95611;47,97958159
1503044;Floresta do Araguaia;PA;Norte;Não;1;0;46,58794511;18595;602623;33915,6413;50,9;236265;586882;40,25766679;1851,65;1893,81;1758,36;72143,79446;29895,03528;234559,5791;1655,382283;6159,348607;10,19172555
1503077;Garrafão do Norte;PA;Norte;Não;1;0;52,48626645;25558;276033;11255,63862;51,72;363615;857991;42,37981517;958,94;910,42;1045,4;64228,98898;0,714784491;95909,62855;608,0727872;50,30174609;0,804079797
1503093;Goianésia do Pará;PA;Norte;Não;1;0;48,2703608;26703;506638;19358,79134;57,98;294951;800502;36,84575429;1814,3;1938,52;1567,85;314913,4166;746,1737715;338369,0367;818,4759721;47523,32909;14,53789193
1503101;Gurupá;PA;Norte;Não;1;0;52,61749529;34137;334287;10593,57249;54,98;668583;1453424;46,00054767;1463,61;1412,43;1593,34;702229,9335;10821,14164;5408,588257;290,18548;138243,0384;30,92153997
1503200;Igarapé-Açu;PA;Norte;Não;1;0;51,26067147;37925;415894;11702,93673;54,56;471266;1151754;40,91724448;1453,46;1461,96;1437,4;30529,8941;106,5403184;46862,67077;915,3368881;175,1910128;10,18950331
1503309;Igarapé-Miri;PA;Norte;Não;1;0;49,54964486;69446;691233;10739,90839;56,02;1012034;2303201;43,94032479;1243,65;1165,52;1473,45;144380,6288;17360,93735;4785,691287;646,3884783;32453,62057;53,15251314
1503408;Inhangapi;PA;Norte;Não;1;0;50,81336878;10784;174628;17036,58929;56,46;133993;333929;40,12619449;1203,24;1264,26;1060,11;26098,01371;149,513422;18314,17187;181,6892773;2495,209795;21,00139763
1503457;Ipixuna do Pará;PA;Norte;Não;1;0;51,44244779;29264;625213;20764,84734;63,97;533418;1215332;43,89072286;1478,67;1417,47;1589,49;298910,4565;1257,901174;211971,1032;3107,829112;6258,928873;46,5225176
1503507;Irituia;PA;Norte;Não;1;0;54,38223878;32740;278006;9046,533478;52,57;504529;1146028;44,02414252;1041,5;995,89;1130,04;48651,92834;517,2954388;88506,33721;508,6117042;321,1683893;15,01224943
1503606;Itaituba;PA;Norte;Não;1;0;48,57617843;135369;3078558;25147,44046;53,34;1322409;3297198;40,10705454;2204,49;2390,79;1884,26;5556357,512;8043,551118;434349,8787;119643,4059;85773,17314;82,59833724
1503705;Itupiranga;PA;Norte;Não;1;0;50,33969045;52201;841956;17045,91146;55,85;646839;1555512;41,58367149;1430,44;1431,63;1427,68;360022,6856;1513,430847;413140,6938;1268,193975;12068,7941;6,412639691
1503754;Jacareacanga;PA;Norte;Não;1;0;40,04021581;26579;625760;26217,78754;62,31;366911;826437;44,39672958;2445,5;2628,62;2115,13;5042100,28;33766,75622;147673,8338;32476,2961;74392,19457;43,40907784
1503804;Jacundá;PA;Norte;Não;1;0;50,05783179;37726;615695;16447,59789;51,76;466690;1164360;40,08124635;1732,88;1852,36;1529,52;45899,78772;2113,102718;127154,8052;1189,14767;24424,81512;15,68537751
1503903;Juruti;PA;Norte;Não;1;0;54,48463393;54255;1451756;28740,66584;55,57;651101;1541781;42,23044648;1883,29;1843,22;1954,9;638115,152;40693,5048;40898,46284;7951,875556;102644,1633;109,3979272
1504000;Limoeiro do Ajuru;PA;Norte;Não;1;0;50,49247082;32088;503051;17136,97698;56;528878;1164664;45,41035011;1150,35;1099,44;1287,07;93097,00284;4418,748997;78,2692241;77,64497871;51343,63221;3,484440308
1504059;Mãe do Rio;PA;Norte;Não;1;0;50,28228159;37473;340311;9978,612357;49,8;462027;1088114;42,46126785;1750,1;1774,24;1710,63;10337,43465;119,3620015;35635,7347;798,7195455;44,13616061;0
1504109;Magalhães Barata;PA;Norte;Não;1;0;52,72560567;8439;98432;12218,18282;50,04;101993;261269;39,03754368;1294,5;1267,51;1345,17;25563,7598;101,0099059;4106,307246;333,5108728;2280,339118;12,51458358
1504208;Marabá;PA;Norte;Não;1;0;51,37633644;290975;13523145;51107,60753;53,82;2027396;5640597;35,94293299;2361,56;2552,83;2061,38;716587,8774;2173,029839;767522,5676;14110,49155;12364,8195;40,67052456
1504307;Maracanã;PA;Norte;Não;1;0;51,5439022;27129;289997;11247,69851;47,59;476219;1113388;42,77206149;1303,36;1305,39;1299,3;55388,39608;1962,563815;15021,23848;1604,291175;6113,187845;59,53381078
1504406;Marapanim;PA;Norte;Não;1;0;50,45075423;28159;263657;9994,419;52,43;391110;890254;43,93240581;1072,04;1135,62;959,02;55857,09734;2433,639947;16045,71515;1674,301403;3688,358795;70,6180066
1504422;Marituba;PA;Norte;Não;1;0;54,35472011;119437;2578541;23235,35671;51,15;1260187;3216994;39,17281164;1743;1882,22;1532,32;5967,586424;42,36243379;1347,558544;2292,408162;668,3049203;2,681195465
1504455;Medicilândia;PA;Norte;Não;1;0;47,75127701;28677;1023972;38069,20335;51,29;473949;1059793;44,72090304;1454,92;1516,19;1280,17;599947,1293;9,998556293;225725,6902;1047,6053;516,6278838;13,56955443
