IBGE;MUNIC;UF;REG;CAP;AMZ;SEMIAR;IPS25;POP;PIB21;PIBPC21;IVCM;CADPBF;CADPES;CADPBFPERC;RENDATOT;RENDAHOM;RENDAMUL;AREAFLOR;AREANFLOR ;AREAAGRO;AREANVEG;AREAAGUA;AREANAOBSV
3144102;Muzambinho;MG;Sudeste;Não;0;0;62,13403395;22620;535441;24637,96626;47,02;69967;314749;22,22945903;2615,64;2898,44;2222,29;5188,484542;1,334074811;35214,20509;554,2890207;35,94425232;
3144201;Nacip Raydan;MG;Sudeste;Não;0;1;59,69871699;2400;37386;15314,72867;42,38;23242;75364;30,83965819;1684,59;1901,33;1302,56;7225,117686;44,31940334;15872,61989;102,4025649;106,5116648;
3144300;Nanuque;MG;Sudeste;Não;0;1;57,81181434;35263;808599;23246,24044;35,65;194645;696384;27,95081449;2055,88;2391,94;1612,63;6444,24169;1155,491723;142417,8047;1074,029878;724,0908264;
3144359;Naque;MG;Sudeste;Não;0;1;60,6266001;6443;90048;14390,82189;48,44;55629;192537;28,89262843;1718,77;1816,48;1576,15;3057,380735;62,65804798;9196,996803;186,9117474;213,9787852;
3144375;Natalândia;MG;Sudeste;Não;0;0;57,89493686;3642;75129;21499,27321;49,42;33664;96384;34,92695883;1879,1;2111,49;1464,53;18951,4354;705,7423293;26871,54643;115,9935909;220,2351251;
3144409;Natércia;MG;Sudeste;Não;0;0;63,529233;4805;115354;24770,00303;50,98;16249;64919;25,02965234;2148,58;2354,18;1798,27;4133,53668;26,55755067;14639,3998;72,18842173;1,24449696;
3144508;Nazareno;MG;Sudeste;Não;0;0;63,30891773;8407;668882;82377,41027;42,66;41396;146778;28,20313671;2221,22;2440,3;1856,54;5335,231224;1472,64518;25936,77198;560,8085496;839,2637847;
3144607;Nepomuceno;MG;Sudeste;Não;0;0;61,50486211;25757;618502;24902,7526;51,3;124531;418853;29,73143322;2034,02;2305,86;1613,57;8349,829118;144,2378773;47269,52241;556,0958092;1934,01698;
3144656;Ninheira;MG;Sudeste;Não;0;1;51,94910241;10965;126384;12023,66861;53,67;103245;279727;36,90920076;1575,59;1697,23;1344,45;63248,10362;0,0862888;44130,01807;2205,839156;1241,131113;
3144672;Nova Belém;MG;Sudeste;Não;0;1;55,54655715;3126;83428;26669,95379;50,63;38867;108886;35,69513069;1669,46;1722,86;1555,1;3017,985144;865,0541838;10722,70785;62,23026551;9,762561066;
3144706;Nova Era;MG;Sudeste;Não;0;0;63,75812364;17813;432891;25005,79793;50,92;73198;261180;28,02588253;2037,85;2231,15;1776,39;16701,98944;311,0124213;18034,05477;863,3228304;280,736267;
3144805;Nova Lima;MG;Sudeste;Não;0;0;69,91091252;120959;21042646;189765,6814;54,38;252319;970317;26,0037699;6929,48;8532,19;5082,06;16064,6225;13972,9114;3324,518075;9113,886034;455,800607;
3144904;Nova Módica;MG;Sudeste;Não;0;1;59,0705406;3726;58650;16128,34971;49,22;35017;108133;32,38326875;1698,17;1775,17;1566,73;4202,311692;40,06921061;33268,83785;71,6722572;12,05596251;
3145000;Nova Ponte;MG;Sudeste;Não;0;0;63,71186022;15220;1116305;77027,95085;49,7;48137;192967;24,94571611;2494,16;2863,97;1924,4;11999,05078;6100,674826;87259,25105;780,8103725;4968,148673;
3145059;Nova Porteirinha;MG;Sudeste;Não;0;1;58,89612645;6746;116257;17462,82077;53,43;84401;222460;37,93985436;1314,2;1363,6;1229,22;3969,743215;3,961275781;7837,722177;255,4547161;28,43061676;
3145109;Nova Resende;MG;Sudeste;Não;0;0;59,47455242;16919;385669;23706,8642;52,05;84836;258219;32,85428261;2067;2224,07;1797,11;5956,483041;33,50240907;32575,37297;413,680199;36,83766567;
3145208;Nova Serrana;MG;Sudeste;Não;0;0;63,67742776;114791;2635892;25154,74848;44,67;224309;966182;23,21601934;2128,72;2296,95;1933,04;7514,782193;126,1599156;17445,55632;2986,455194;176,347016;
3145307;Novo Cruzeiro;MG;Sudeste;Não;0;1;50,18584428;27268;330447;12339,54636;69,2;259024;702298;36,88234909;1339,91;1387,73;1265,43;106915,4409;685,3023271;61918,12998;628,2081845;147,230565;
3145356;Novo Oriente de Minas;MG;Sudeste;Não;0;1;53,34770785;10503;121571;11918,0991;50,95;115865;296654;39,05728559;1506,46;1594,29;1378,65;35024,30547;833,7365354;39465,34543;124,0352468;68,03574825;
3145372;Novorizonte;MG;Sudeste;Não;0;1;59,43640691;4612;70417;15517,62067;45,63;47345;139907;33,8403368;1355,89;1359,16;1350,88;19188,76998;17,89251114;7403,343553;462,0447117;85,82235806;
3145406;Olaria;MG;Sudeste;Não;0;0;61,85731672;1986;31909;16525,41681;45,43;11417;40391;28,26619792;1521,41;1480,65;1600,49;7494,402945;686,0412786;9599,712754;42,63304589;0;
3145455;Olhos-d'Água;MG;Sudeste;Não;0;0;56,2276757;5530;211931;39643,10052;57,62;68417;185738;36,8352195;1617,55;1693,61;1475,5;103205,9582;49169,00361;55675,86748;527,6809207;622,3148357;
3145505;Olímpio Noronha;MG;Sudeste;Não;0;0;65,43935777;2618;43929;17318,85781;47,76;17101;67435;25,35923482;1647,05;1815,94;1349,72;1341,735305;3,983758179;4049,165949;63,08206218;4,979803546;
3145604;Oliveira;MG;Sudeste;Não;0;0;64,03249979;40576;1105051;28351,02319;43,63;146491;548108;26,72666701;2135,95;2456,79;1730,75;12829,24052;5289,716145;69912,4193;1412,857025;284,0410674;
3145703;Oliveira Fortes;MG;Sudeste;Não;0;0;60,35325545;2058;40532;20142,02447;53,37;12754;39251;32,49343966;1731,09;1812,37;1575,17;2193,211909;2,252574738;8866,641209;48,4647363;3,753983783;
3145802;Onça de Pitangui;MG;Sudeste;Não;0;0;58,55780342;3024;64915;22023,87319;58,3;14452;54738;26,4021338;1840,88;1970,73;1602,49;10030,21849;362,3953747;14160,14005;119,8382907;26,46205744;
3145851;Oratórios;MG;Sudeste;Não;0;0;60,97741844;5102;70864;14517,24775;50,77;21025;82686;25,42752098;1954,88;2215,68;1563,44;1975,263704;2,265354327;6849,537118;78,29120493;1,17480025;
3145877;Orizânia;MG;Sudeste;Não;0;0;56,93450847;8828;122059;14572,71906;59,14;95948;264571;36,26550151;1329,69;1404,18;1194,42;2047,807236;150,4483124;9818,396887;162,7063353;1,34218075;
3145901;Ouro Branco;MG;Sudeste;Não;0;0;66,79274379;40638;8842769;230020,6904;52,47;120422;447172;26,92968254;2952,61;3399,86;2379,59;10660,68776;5302,210541;8436,326734;1201,788374;272,2510988;
3146008;Ouro Fino;MG;Sudeste;Não;0;0;62,67026317;33285;934189;29320,38947;41;34346;189524;18,12224309;2065,65;2280,08;1762,75;10098,05973;23,12414413;42280,49874;842,6686941;127,6380102;
3146107;Ouro Preto;MG;Sudeste;Não;0;0;65,28589088;77914;9520035;128166,307;50,95;276552;978203;28,27143241;2499,63;2800,77;2127,51;55710,40115;26865,88931;33041,94055;8445,63744;523,9027035;
3146206;Ouro Verde de Minas;MG;Sudeste;Não;0;1;56,96019808;5847;67814;11865,38861;49,68;99381;245747;40,4403716;1618,32;1710,14;1483,23;3949,144594;1640,490964;11863,12799;87,56654287;8,680722009;
3146255;Padre Carvalho;MG;Sudeste;Não;0;1;57,12840169;5045;58192;11588,92875;50,78;64892;169022;38,39263528;1580,2;1442,72;1806,89;31202,88268;269,0158076;12939,18449;206,8948407;8,075294183;
3146305;Padre Paraíso;MG;Sudeste;Não;0;1;54,16532581;17463;213919;12431,09546;39,93;191004;521684;36,61296877;1473,84;1533,19;1389,97;29255,30275;279,4301994;24477,08753;390,195569;33,28249396;
3146404;Paineiras;MG;Sudeste;Não;0;0;56,76706355;4253;82825;19751,33108;52,84;28682;78866;36,36801664;1912,4;2138,13;1543,94;15606,73581;919,8389924;43062,41234;371,7521275;3772,023029;
3146503;Pains;MG;Sudeste;Não;0;0;65,08406509;8353;531428;65746,42894;49,6;18777;74393;25,24027798;1969,74;2195,09;1634,39;10866,35149;254,2746356;30259,83024;767,9720385;38,27243953;
3146552;Pai Pedro;MG;Sudeste;Não;0;1;51,52196577;5616;58645;10641,88588;52,89;49847;158640;31,42145739;1126,6;1089,15;1210,92;33544,55049;27,09477723;50275,43386;99,84866151;33,55942499;
3146602;Paiva;MG;Sudeste;Não;0;0;64,12197978;1495;27301;18656,91811;52,4;10794;31848;33,89223813;1807,65;1904,18;1670,06;1281,626444;0,667517615;4528,103629;31,37500328;1,669111188;
3146701;Palma;MG;Sudeste;Não;0;0;59,38103379;5699;103673;18298,54791;44,92;46734;141366;33,05886847;1863,39;2015,35;1629,2;5956,598074;43,23213116;25211,36718;103,062686;333,146066;
3146750;Palmópolis;MG;Sudeste;Não;0;0;58,44146219;6342;63874;10211,12208;47,55;71977;185337;38,83574246;1249,86;1211,37;1304,26;11398,9514;541,5282169;31251,24989;119,3657624;5,056308942;
3146909;Papagaios;MG;Sudeste;Não;0;0;58,30127935;14202;374343;27088,77183;54,53;70997;240510;29,5193547;1737,39;1999;1373,56;12315,9276;906,2053251;40076,18612;1417,607895;639,3077241;
3147006;Paracatu;MG;Sudeste;Não;0;0;60,69545937;99005;7198617;77121,20337;47,98;349102;1278272;27,31046287;2671,54;2993,02;2232,14;308509,5832;31464,54689;462705,0968;8365,046361;12058,46146;
3147105;Pará de Minas;MG;Sudeste;Não;0;0;64,34359645;102844;4025297;41741,02748;45,17;208355;854915;24,37142874;2481,52;2843,53;2030,41;13731,4746;260,9509436;37811,88789;3121,455524;200,0215214;
3147204;Paraguaçu;MG;Sudeste;Não;0;0;61,49209419;22452;650754;30175,59749;54,93;42959;245033;17,53192427;2041,65;2277,08;1741,1;4566,632103;127,3564431;34962,20062;621,057585;2153,404685;
3147303;Paraisópolis;MG;Sudeste;Não;0;0;63,76706629;21076;592590;29196,18034;49,1;59209;263554;22,46560477;2097,6;2314,86;1801,22;5717,605977;48,38728734;26885,7446;448,1969908;24,15109595;
3147402;Paraopeba;MG;Sudeste;Não;0;0;60,62933619;24899;918487;38378,56038;50,9;118454;377633;31,36749172;1784;1973,8;1543,35;16106,86159;1333,880043;42657,04658;1992,8095;472,767889;
3147501;Passabém;MG;Sudeste;Não;0;0;58,67994939;1609;23595;14854,52719;59,2;8562;30222;28,33035537;1704,27;1723,15;1681,59;2448,353794;16,80790193;6933,767859;19,09021437;0;
3147600;Passa Quatro;MG;Sudeste;Não;0;0;64,4454585;15847;472423;30671,71691;48,71;35654;195387;18,24788753;2144,72;2299,29;1916,07;11056,68932;815,1467872;15463,89274;381,9888082;5,961702344;
3147709;Passa Tempo;MG;Sudeste;Não;0;0;61,53686065;8716;480322;57102,36641;52,22;12970;99341;13,0560393;1918,47;2155,06;1558;8148,767488;1371,920981;32894,07207;393,2405039;108,3882229;
3147808;Passa Vinte;MG;Sudeste;Não;0;0;57,48049141;2311;42087;18985,32696;52,76;12207;37838;32,26121888;1738,65;1845,88;1555,16;14845,02684;150,1433824;9623,721381;31,09633192;5,969869958;
3147907;Passos;MG;Sudeste;Não;0;0;62,74131123;116951;3024709;27218,30082;49,39;364404;1304997;27,92374235;2671,3;3037,21;2199,32;24655,21449;1026,06321;100964,9385;2507,290117;4652,919984;
3147956;Patis;MG;Sudeste;Não;0;1;57,16853038;4825;55018;11457,43878;55,11;58280;159493;36,54078862;1348,21;1349,91;1345,68;22620,79013;55,21083917;21603,11666;123,3148445;17,97313801;
3148004;Patos de Minas;MG;Sudeste;Não;0;0;65,11426276;169173;6145130;38873,29701;65,28;318682;1227248;25,96720467;3022,91;3539,94;2376,88;78549,16061;2092,663118;232097,891;5131,683252;1176,268215;
3148103;Patrocínio;MG;Sudeste;Não;0;0;63,31789758;94357;3678404;41249,26357;49,49;329292;1162040;28,33740663;2720,32;3178,56;2098,01;68654,24612;6593,193656;200481,1027;3037,597299;8671,954005;
3148202;Patrocínio do Muriaé;MG;Sudeste;Não;0;0;59,10758291;5754;116065;20967,05066;49,38;37990;119797;31,71197943;2054,97;2202,62;1831,51;1593,257182;7,683288354;8985,558389;102,396621;136,0526757;
3148301;Paula Cândido;MG;Sudeste;Não;0;0;57,70675398;8757;136815;15915,66572;55,91;68142;205716;33,1243073;1499,46;1588,28;1349,8;7058,94065;14,9815613;19592,70729;135,307405;30,53053949;
3148400;Paulistas;MG;Sudeste;Não;0;0;57,74088349;4402;67350;15457,20096;57,71;40205;112617;35,7006491;1574,36;1706,18;1337,42;9106,532913;1,527701147;12863,67811;58,17451991;26,06448893;
3148509;Pavão;MG;Sudeste;Não;0;1;54,40446003;8143;93078;11651,23268;55,11;101897;241692;42,15985635;1363,83;1417,91;1258,8;18819,0339;519,7644142;40221,22391;112,3766166;447,06129;
3148608;Peçanha;MG;Sudeste;Não;0;1;54,05713317;17863;270148;15597,84939;49,27;146339;395826;36,97053756;1567,21;1698,15;1342,49;39696,49683;168,7424619;59321,93081;223,8770373;252,5655214;
3148707;Pedra Azul;MG;Sudeste;Não;0;1;56,86026664;25045;401448;16566,10284;55,56;244683;646180;37,86607447;1724,97;1769,13;1658,05;108940,1065;2757,641496;46193,6029;1331,786834;243,5409607;
3148756;Pedra Bonita;MG;Sudeste;Não;0;0;54,90465674;7599;96477;13276,13143;55,38;99151;247493;40,06214317;1436,27;1465,28;1373,46;2946,610249;531,8370487;13818,24748;93,26214685;2,853184894;
3148806;Pedra do Anta;MG;Sudeste;Não;0;0;59,78954141;3366;57727;17562,18879;50,26;23167;75659;30,62028311;1536,19;1657,19;1336,99;3189,807797;7,460840967;14005,67821;66,13187889;43,17888374;
3148905;Pedra do Indaiá;MG;Sudeste;Não;0;0;62,93917508;4247;116154;28453,77534;52,12;13697;57698;23,73912441;1898,84;2023,99;1625,3;4963,120922;242,4534653;29430,21742;141,264758;15,87345569;
3149002;Pedra Dourada;MG;Sudeste;Não;0;0;63,17779565;2916;42293;15452,20852;46,3;27617;87489;31,56625404;1452,22;1537,68;1310,03;1939,592248;19,0834865;4987,449993;48,04176907;5,775467316;
3149101;Pedralva;MG;Sudeste;Não;0;0;58,29469469;10891;182678;17101,44511;46,25;53639;187396;28,62334308;1868,46;1971,07;1682,46;5001,36305;9,779254926;16622,9307;141,6796133;21,21824554;
3149150;Pedras de Maria da Cruz;MG;Sudeste;Não;0;1;57,28308759;10601;109590;10580,8499;58,55;85429;253587;33,68824112;1315,2;1412,99;1154,58;89596,53474;260,4321918;59050,00625;388,5107291;3265,401553;
3149200;Pedrinópolis;MG;Sudeste;Não;0;0;64,25956284;3398;204115;61484,76062;50,3;20141;60012;33,56162101;2670,78;2870;2361,81;7358,463406;98,05927437;22777,7385;127,1404677;5425,289203;
3149309;Pedro Leopoldo;MG;Sudeste;Não;0;0;61,69536787;65174;1939056;31211,42711;54,99;199132;723146;27,53690126;2505,65;2809,24;2121,79;11662,86416;72,51804808;14434,37679;2853,369927;260,6193183;
3149408;Pedro Teixeira;MG;Sudeste;Não;0;0;60,60317034;1857;30268;16844,72729;56,07;13183;41210;31,9898083;1596,89;1580,93;1627,71;3621,389012;6,15784801;7641,153698;24,79678254;2,745160712;
3149507;Pequeri;MG;Sudeste;Não;0;0;62,71585019;3461;62540;18799,32617;49,24;17324;66277;26,13878118;1849,2;2205,23;1402,79;2358,198355;12,05937139;6571,29868;113,9777122;25,52182213;
3149606;Pequi;MG;Sudeste;Não;0;0;57,45381495;4265;85506;20729,28852;47,3;33345;98399;33,88753951;2227,68;2608,98;1652,25;5100,854281;88,32330602;14942,12177;162,9267528;103,4195056;
3149705;Perdigão;MG;Sudeste;Não;0;0;61,82369159;13118;227190;18654,09904;49,41;45176;154063;29,32306913;1989,81;2161,3;1767,95;5032,995199;205,5298192;19130,76588;489,2649208;70,62310702;
3149804;Perdizes;MG;Sudeste;Não;0;0;60,73667861;17992;1629092;95678,64099;49,47;85690;245358;34,9244777;2584,62;3003,53;1924,18;62433,87115;2132,479866;169549,6782;669,92542;10323,38274;
3149903;Perdões;MG;Sudeste;Não;0;0;66,55309921;22075;627041;29536,96218;46,31;54141;282593;19,15864866;2218,43;2563,85;1738,71;3154,792292;56,73563059;22598,07283;678,2825835;576,7045377;
3149952;Periquito;MG;Sudeste;Não;0;1;53,16490338;6624;111678;17166,67929;39,57;51969;179759;28,91037445;1463,95;1576,04;1299,68;5436,418855;147,2922751;16086,41408;305,0483286;913,566628;
3150000;Pescador;MG;Sudeste;Não;0;1;57,9691652;3559;47101;13289,87039;51,1;36579;108720;33,64514349;1811,78;1892,67;1687,11;5549,667283;66,10292946;26051,13491;69,58332707;8,752987231;
3150109;Piau;MG;Sudeste;Não;0;0;59,01875084;2854;92672;33386,44692;50,41;16912;48874;34,60326554;1823,98;1866,83;1748,35;4759,598851;4,75011015;14322,50998;53,24431946;79,82939733;
3150158;Piedade de Caratinga;MG;Sudeste;Não;0;0;58,55178842;8966;140778;16626,2961;47,72;111868;292079;38,30059676;1620,94;1792,7;1328,89;1938,317938;27,97291968;8705,414826;243,8641481;18,95900672;
3150208;Piedade de Ponte Nova;MG;Sudeste;Não;0;0;59,43171131;4054;62735;15893,60299;51,49;20657;85665;24,11369871;1670,12;1841,87;1374,73;975,6345483;0,92427948;7273,16137;97,70120607;24,10926356;
3150307;Piedade do Rio Grande;MG;Sudeste;Não;0;0;60,37414923;4694;110401;24154,41514;49,28;17754;69438;25,56813272;1959,48;2237,72;1500,27;4752,918977;4545,839014;22757,39457;154,184361;68,16467111;
3150406;Piedade dos Gerais;MG;Sudeste;Não;0;0;58,81807609;5199;89821;18026,83668;55,39;43090;114419;37,65982922;1592,4;1671,03;1434,01;3310,926883;315,4552652;22183,57142;124,1674044;28,27181495;
3150505;Pimenta;MG;Sudeste;Não;0;0;59,32222661;8817;281722;33140,08766;47,34;28330;108027;26,22492525;2171,61;2486,51;1714,11;9284,719231;1282,500755;27525,18311;328,37003;3072,65781;
3150539;Pingo-d'Água;MG;Sudeste;Não;0;0;58,70613027;4864;52720;11284,49979;54,61;38457;123439;31,15465939;1647,71;1819,31;1376,55;1605,537729;30,84276239;4787,755121;149,8470458;84,26640542;
3150570;Pintópolis;MG;Sudeste;Não;0;1;51,2498045;7228;71219;10126,8914;62,89;75883;216168;35,10371563;1402,69;1427,47;1367,21;72883,29741;4298,382266;44468,43694;151,6308662;1072,758911;
3150604;Piracema;MG;Sudeste;Não;0;0;58,97538281;6905;303200;45584,08358;51,82;19298;80863;23,86505571;1892,08;2095,51;1558,74;3725,064033;34,2178806;23928,55008;323,8885112;20,29671163;
3150703;Pirajuba;MG;Sudeste;Não;0;0;63,92227436;5814;403824;73464,31555;48,97;31462;88150;35,69143505;2337,02;2642,28;1788,43;2439,211268;640,3686814;30449,3645;226,4477297;41,57915566;
3150802;Piranga;MG;Sudeste;Não;0;0;54,84111814;17358;200178;11848,58969;56,97;120753;370191;32,61910743;1636,03;1649,94;1608,49;27784,15439;82,21986458;37770,60684;196,1338163;45,99831668;
3150901;Piranguçu;MG;Sudeste;Não;0;0;57,30615122;6320;78368;13067,38725;50,03;27725;94824;29,23837847;1900,17;2010,56;1698,6;6950,51485;101,8011032;13198,88698;90,27565811;20,75749831;
3151008;Piranguinho;MG;Sudeste;Não;0;0;62,38215056;9518;136079;15029,86587;42,28;37700;156670;24,0633178;2420,97;2739,3;1912,84;1476,388248;17,73258942;10652,08489;214,9165356;118,5651401;
3151107;Pirapetinga;MG;Sudeste;Não;0;0;62,75442544;11454;639090;58116,39948;43,59;66271;219358;30,21134401;2285,78;2491,99;1968,61;2206,488038;55,03837159;16420,02894;197,3548173;186,5387765;
3151206;Pirapora;MG;Sudeste;Não;0;1;63,13490997;57713;2875259;52085,17769;47,98;383453;1215737;31,54078555;2102,17;2325,96;1812,9;23829,1665;469,0664411;25027,50926;4543,396506;1080,166613;
3151305;Piraúba;MG;Sudeste;Não;0;0;59,789946;12006;200665;17409,97885;50,44;57639;193411;29,80130396;1770,25;1904,86;1579,61;1964,441574;2,754594739;12047,5673;291,0062837;122,5802997;
3151404;Pitangui;MG;Sudeste;Não;0;0;60,27586045;27834;741338;27983,87736;49,28;137982;398461;34,62873405;1979,67;2227,33;1673,79;18087,5009;706,0269738;37067,43487;897,7253575;205,094523;
3151503;Piumhi;MG;Sudeste;Não;0;0;63,63268003;38007;1280835;35776,85917;47,24;126499;478929;26,4128921;2532,86;2822,76;2165,21;16115,32081;2557,440107;70186,19751;1125,11198;261,4158352;
3151602;Planura;MG;Sudeste;Não;0;0;61,68154488;11533;574328;51908,53247;51,47;59191;196241;30,16240235;2185,58;2415,75;1830,78;2205,056984;1458,646865;25378,8552;420,5127809;2288,91017;
3151701;Poço Fundo;MG;Sudeste;Não;0;0;60,28729364;16824;403867;24820,94137;58,7;39965;173582;23,02370061;2519,1;2725,13;2141,69;8677,286637;99,41912812;38258,60816;284,2584889;103,3550105;
3151800;Poços de Caldas;MG;Sudeste;Não;0;0;64,84458834;172339;8531692;52484,84415;37,14;314123;1563274;20,09391828;2888,29;3341,82;2357,02;11190,81597;219,5218745;37350,66779;4705,427929;1230,459023;
3151909;Pocrane;MG;Sudeste;Não;0;0;58,15128437;8438;121719;14683,53877;52,36;83722;216030;38,75480257;1641,29;1821,18;1313,53;13083,4618;2898,162603;52233,05657;209,8480325;681,3983566;
3152006;Pompéu;MG;Sudeste;Não;0;0;57,44012769;32441;1170187;37965,9666;53,59;158340;521399;30,3682976;2136,37;2518,9;1613,99;49235,71285;18712,1951;168702,9555;8846,308133;9612,346703;
3152105;Ponte Nova;MG;Sudeste;Não;0;0;61,67907556;59638;2144994;37397,05857;54,25;188115;804809;23,37386883;2447,92;2783,19;2057,26;10710,5498;11,74962647;34627,3747;1132,45883;584,6702684;
3152131;Ponto Chique;MG;Sudeste;Não;0;1;58,34978969;3797;52076;13999,50755;52,07;47848;122495;39,06118617;1307,92;1306,24;1310,49;21970,0999;138,0753801;36872,98294;113,8853037;1183,079616;
3152170;Ponto dos Volantes;MG;Sudeste;Não;0;1;54,69587786;11059;122556;11343,44012;53,36;102545;303424;33,79594231;1451,42;1328,79;1648,34;70789,20012;436,6470256;49363,45199;555,54521;98,78442902;
3152204;Porteirinha;MG;Sudeste;Não;0;1;58,65974748;38692;526939;14177,72463;57,28;296819;975652;30,4226302;1567,19;1643,38;1462,34;74512,19592;8209,555862;89127,03241;1221,875483;1899,656746;
3152303;Porto Firme;MG;Sudeste;Não;0;0;55,55928571;10840;130247;12413,45474;54,62;103010;272761;37,76566298;1542,36;1550,7;1527,8;9053,345365;15,41726442;18997,1978;158,0994244;256,4057794;
3152402;Poté;MG;Sudeste;Não;0;1;54,17104202;13649;168795;12441,6218;53,23;92438;286760;32,23531873;1592,78;1593,88;1590,96;29482,80981;11,84334727;32710,5688;209,4767396;94,43123613;
3152501;Pouso Alegre;MG;Sudeste;Não;0;0;65,18233975;162133;10720093;70940,49731;41,72;428600;1621312;26,43538073;2962,81;3376,38;2449,98;7285,254184;154,0168738;42212,02846;4182,302453;446,4817418;
3152600;Pouso Alto;MG;Sudeste;Não;0;0;61,49520079;6779;277468;42566,78593;51,26;18053;87288;20,6821098;1829,01;1975,47;1568,28;5800,872086;405,1239874;19939,03669;151,9960842;7,631092957;
3152709;Prados;MG;Sudeste;Não;0;0;62,02334966;9369;229201;25516,59674;57,45;30361;113613;26,72317428;1733,57;1809,42;1624,64;4439,770466;3807,125115;17699,278;444,6423387;17,54346236;
3152808;Prata;MG;Sudeste;Não;0;0;60,99791941;29745;1293341;45966,49458;56,46;90144;340406;26,48131937;2625,35;3116,83;1847,08;89080,35815;20992,29515;372916,7209;1109,008355;653,1676564;
3152907;Pratápolis;MG;Sudeste;Não;0;0;62,53319491;8534;228649;27399,25502;47,48;29919;112865;26,50866079;2199,69;2521,87;1733,71;3177,199332;29,31127941;17971,333;356,7406724;18,25498478;
3153004;Pratinha;MG;Sudeste;Não;0;0;59,96379371;3691;154731;43793,35103;52,49;23342;68132;34,25996595;2781,53;3013,64;2282,28;18192,34319;1706,776338;42243,37754;98,8367216;6,319448615;
3153103;Presidente Bernardes;MG;Sudeste;Não;0;0;56,46242063;4847;67716;14063,98491;51,82;42045;129086;32,57130905;1490,4;1547,81;1395,71;8129,487727;19,75917819;15244,3627;53,25231931;231,5180826;
3153202;Presidente Juscelino;MG;Sudeste;Não;0;0;58,56176461;3471;49095;14272,26364;52,96;15275;64212;23,78838846;1705,68;1876,42;1336,9;17724,544;796,7301635;50297,98788;87,44571528;680,3433568;
3153301;Presidente Kubitschek;MG;Sudeste;Não;0;0;59,15974496;3162;36194;11871,77343;50,18;18334;80457;22,78732739;1708,71;1912,4;1405,02;4287,494617;10462,59967;4037,661933;134,5469408;0,848312024;
3153400;Presidente Olegário;MG;Sudeste;Não;0;0;61,11509197;19192;731489;39266,12682;45,21;69160;258940;26,70889009;2309,18;2607,03;1845,03;156151,7145;14914,81867;177224,2005;1004,446889;1091,949282;
3153509;Alto Jequitibá;MG;Sudeste;Não;0;0;58,34369932;8606;125604;15067,39421;55,85;75223;205067;36,68215754;1758,41;1811,96;1665,5;4306,806224;167,3212856;10632,20732;120,1556726;0;
3153608;Prudente de Morais;MG;Sudeste;Não;0;0;62,2152746;12052;203136;17845,70842;51,09;49482;185088;26,73431017;1873,62;2116,4;1568,99;3797,114239;23,80646714;7853,689809;662,1180689;80,86801655;
3153707;Quartel Geral;MG;Sudeste;Não;0;0;57,88329604;3232;77631;24598,20897;51,18;15964;62018;25,74091393;1828,81;1931,23;1655,13;15096,28386;1860,918463;37759,08334;677,0677307;245,5697887;
3153806;Queluzito;MG;Sudeste;Não;0;0;62,94419116;1796;40046;22790,02023;46,14;3869;20980;18,44137274;1942,02;2061,99;1758,28;3711,78659;289,513613;11261,97476;69,09011307;24,28609142;
3153905;Raposos;MG;Sudeste;Não;0;0;61,58545918;16796;193699;11985,56439;51,01;43239;143911;30,04565322;2169,13;2372,14;1930,19;3075,366906;2850,983797;925,9413969;341,7548765;28,27807547;
3154002;Raul Soares;MG;Sudeste;Não;0;0;58,43317711;23874;423415;18208,85153;55,91;141345;435513;32,45482913;1740,91;1909,96;1474,63;12774,50925;229,6392863;62543,40477;385,9112361;405,5235838;
3154101;Recreio;MG;Sudeste;Não;0;0;60,98264441;11383;123322;11285,75003;50,64;44112;173631;25,40560153;2097,01;2306,25;1754,47;3175,60119;43,80887776;19722,1902;194,7057663;294,403938;
3154150;Reduto;MG;Sudeste;Não;0;0;58,32296213;8246;121225;15559,37086;52,04;43616;166052;26,26647074;1990,7;2228,81;1607,29;3147,876986;107,5548887;11783,57577;128,874202;21,00889104;
3154200;Resende Costa;MG;Sudeste;Não;0;0;60,11822098;11544;207535;18615,31661;50,04;39837;161171;24,7172258;1994,39;2416,23;1447,61;11110,6715;4465,315945;45808,3987;423,0590361;24,02257866;
3154309;Resplendor;MG;Sudeste;Não;0;1;59,24102372;17629;277857;16247,84373;58,05;98486;339594;29,00110132;2029,94;2209,02;1771,33;18776,37036;1153,626493;86735,46856;362,6594523;1152,766732;
3154408;Ressaquinha;MG;Sudeste;Não;0;0;59,84179845;4640;373035;82620,52672;47,62;34766;106130;32,75793838;1973;1996,83;1931,01;4309,282757;610,5452068;13203,67927;177,149769;6,684227087;
3154457;Riachinho;MG;Sudeste;Não;0;1;55,16994587;6830;157263;23081,89129;53,61;79756;213574;37,34349687;1604,33;1644,55;1534,27;66819,62475;5677,522075;94930,03932;3227,649912;1275,221598;
3154507;Riacho dos Machados;MG;Sudeste;Não;0;1;57,36540935;8858;532748;61287,92376;54,12;84604;247840;34,1365397;1441,09;1476,17;1378,32;91094,45111;9153,210429;30669,60237;465,5184962;169,6795137;
3154606;Ribeirão das Neves;MG;Sudeste;Não;0;0;61,16818822;346971;5181711;15826,65995;51,91;1891055;5534614;34,16778478;1866,3;2063,83;1615,6;4802,491546;65,46412151;4684,123682;5935,435345;21,4006199;
