IBGE;MUNIC;NHB1114;NHB1115;NHB1116;NHB1117;NHB1118;NHB1119;NHB1120;NHB1121;NHB1122;NHB1123;NHB1214;NHB1215;NHB1216;NHB1217;NHB1218;NHB1219;NHB1220;NHB1221;NHB1222;NHB1223;NHB1314;NHB1315;NHB1316;NHB1317;NHB1318;NHB1319;NHB1320;NHB1321;NHB1322;NHB1323;NHB1414;NHB1415;NHB1416;NHB1417;NHB1418;NHB1419;NHB1420;NHB1421;NHB1422;NHB1423;NHB1514;NHB1515;NHB1516;NHB1517;NHB1518;NHB1519;NHB1520;NHB1521;NHB1522;NHB1523;NHB1524
1304005;Silves;22,22;9,90;9,62;8,13;30,46;21,83;16,57;4,76;31,41;10,31;56,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,65;0,00;0,00;0,00;0,00;0,00;8,65;0,00;8,65;8,65;3,08;3,88;4,50;4,38;3,48;4,37;4,28;3,52;4,88;4,03;3,54
1304062;Tabatinga;24,73;24,77;26,81;25,87;21,96;30,51;21,78;16,00;21,11;27,01;6,72;0,00;12,41;12,25;12,35;16,48;0,00;11,41;11,76;6,75;1,50;5,99;7,49;7,49;8,99;7,49;5,99;5,99;8,99;4,49;25,46;16,48;14,98;16,48;20,97;20,97;11,98;8,99;19,47;10,48;5,51;4,38;4,75;4,19;4,09;3,92;5,65;2,96;3,63;3,47;2,82
1304104;Tapauá;12,79;22,78;20,57;32,10;30,46;13,89;4,42;23,50;27,03;30,88;105,54;25,00;25,77;24,94;0,00;0,00;22,78;51,41;0,00;23,75;5,10;0,00;0,00;0,00;5,10;20,41;0,00;0,00;5,10;10,20;10,20;10,20;0,00;25,51;20,41;0,00;20,41;5,10;30,61;15,31;6,56;6,36;5,88;4,56;4,13;3,47;3,29;3,45;3,62;3,36;2,52
1304203;Tefé;19,51;21,09;24,42;22,12;26,34;15,05;17,86;13,90;16,15;21,93;13,18;12,06;6,56;6,42;0,00;18,88;0,00;11,91;5,67;5,48;0,00;0,00;5,43;1,36;4,07;2,71;1,36;1,36;4,07;4,07;4,07;17,65;20,36;9,50;14,93;13,57;10,86;9,50;6,79;14,93;4,79;3,81;3,69;3,75;3,79;4,28;3,61;3,37;3,02;3,21;2,79
1304237;Tonantins;16,39;15,35;16,53;19,65;25,29;6,99;16,99;26,67;22,78;21,56;0,00;31,15;32,79;0,00;0,00;27,32;25,58;0,00;0,00;0,00;10,39;5,20;5,20;0,00;0,00;0,00;0,00;10,39;0,00;0,00;10,39;0,00;5,20;0,00;20,78;15,59;5,20;5,20;5,20;0,00;8,25;5,70;5,30;5,62;4,66;4,71;4,64;3,55;5,08;6,16;3,34
1304260;Uarini;19,87;20,34;15,15;24,02;6,99;25,64;14,97;41,34;26,47;15,67;0,00;0,00;0,00;0,00;0,00;0,00;101,69;75,76;0,00;31,35;0,00;6,93;0,00;0,00;0,00;6,93;0,00;13,86;0,00;0,00;0,00;6,93;6,93;6,93;6,93;6,93;13,86;13,86;13,86;13,86;5,38;4,54;3,72;3,92;3,60;4,15;4,27;4,04;4,01;4,19;2,75
1304302;Urucará;24,65;22,06;22,64;14,81;38,31;22,01;13,84;11,32;26,32;8,20;0,00;0,00;34,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,74;0,00;0,00;0,00;0,00;5,37;0,00;0,00;0,00;0,00;10,74;5,37;5,37;5,37;5,37;0,00;10,74;10,74;10,74;16,11;4,72;4,38;5,87;4,22;3,91;5,85;3,45;3,66;3,55;3,81;3,21
1304401;Urucurituba;9,12;14,18;6,69;19,05;12,78;9,35;17,18;10,55;22,95;6,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,69;0,00;0,00;4,18;0,00;0,00;0,00;0,00;0,00;4,18;0,00;8,35;12,53;12,53;25,06;4,18;8,35;8,35;12,53;8,35;4,18;6,30;4,12;4,61;3,10;4,89;6,45;3,83;3,51;3,37;3,35;3,10
1400027;Amajari;67,11;41,30;60,42;42,25;57,74;58,30;63,29;82,76;55,68;122,35;0,00;0,00;38,61;0,00;0,00;33,56;59,00;30,21;28,17;47,06;28,72;14,36;21,54;14,36;14,36;43,08;50,26;150,79;43,08;43,08;14,36;14,36;14,36;28,72;50,26;43,08;43,08;57,44;107,70;150,79;4,07;2,32;2,79;2,44;2,40;3,28;3,19;3,30;2,87;2,96;2,31
1400050;Alto Alegre;65,72;49,09;59,68;57,03;46,13;64,70;43,42;79,43;75,39;106,54;19,53;0,00;29,33;16,67;16,64;0,00;0,00;0,00;19,01;0,00;18,99;4,75;37,98;9,49;4,75;28,48;28,48;56,96;33,23;85,45;37,98;0,00;18,99;23,73;61,71;33,23;52,22;90,19;123,42;199,37;3,87;3,12;2,94;4,26;4,92;2,96;3,53;4,17;2,65;3,63;3,33
1400100;Boa Vista;14,51;13,25;16,45;13,35;16,66;16,90;15,50;16,65;18,24;22,89;1,69;8,28;3,20;3,15;9,45;7,40;14,88;41,49;21,30;11,57;0,24;0,48;0,97;0,24;1,69;2,18;0,97;1,21;1,45;1,45;8,95;10,88;10,40;9,92;16,20;14,75;15,72;17,90;20,80;22,73;10,21;2,85;2,99;2,76;2,49;2,83;2,46;2,66;3,15;3,34;2,97
1400159;Bonfim;18,46;22,54;16,44;39,79;23,02;14,89;32,33;32,33;16,28;40,57;42,37;0,00;0,00;0,00;0,00;30,77;56,34;0,00;26,53;0,00;0,00;14,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,39;0,00;14,39;14,39;50,37;28,78;7,20;14,39;7,20;28,78;2,65;1,97;2,52;1,89;2,29;2,61;2,60;2,44;2,50;2,81;1,80
1400175;Cantá;33,15;30,58;9,52;17,05;14,84;20,78;26,81;14,35;17,81;22,41;0,00;107,91;0,00;31,75;0,00;0,00;61,16;63,49;0,00;28,01;0,00;0,00;5,35;0,00;5,35;5,35;5,35;0,00;5,35;0,00;5,35;0,00;26,76;10,71;5,35;5,35;10,71;21,41;16,06;21,41;3,30;3,34;2,81;2,75;2,29;2,82;0,51;3,62;3,67;3,60;2,88
1400209;Caracaraí;45,80;48,31;55,12;51,60;88,67;33,71;67,29;54,25;30,12;41,90;0,00;0,00;57,31;0,00;0,00;25,45;0,00;26,25;0,00;27,93;9,54;0,00;4,77;19,09;14,32;4,77;0,00;4,77;28,63;9,54;19,09;14,32;23,86;19,09;23,86;9,54;19,09;33,40;33,40;14,32;4,11;4,30;5,86;2,89;3,05;3,32;4,26;3,14;3,86;3,78;3,28
1400233;Caroebe;12,99;35,97;6,90;16,39;27,62;24,51;10,93;4,76;5,52;4,72;0,00;59,52;0,00;0,00;0,00;0,00;71,94;68,97;0,00;0,00;0,00;9,38;9,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,38;28,15;9,38;0,00;0,00;0,00;0,00;3,64;3,03;2,54;2,89;2,71;2,82;3,02;3,19;2,95;2,76;2,48
1400282;Iracema;38,46;17,75;14,49;25,97;50,72;27,03;6,71;49,30;20,83;49,38;0,00;0,00;0,00;0,00;0,00;0,00;59,17;72,46;194,81;61,73;9,98;0,00;0,00;0,00;9,98;29,93;9,98;39,91;0,00;29,93;19,95;0,00;0,00;0,00;9,98;0,00;9,98;9,98;19,95;39,91;3,52;3,83;4,13;3,97;5,06;5,21;5,02;5,21;5,52;6,15;3,24
1400308;Mucajaí;23,41;26,39;22,73;16,18;27,69;18,82;32,64;16,26;30,96;36,72;0,00;0,00;32,36;0,00;0,00;33,44;0,00;0,00;0,00;0,00;0,00;5,54;11,07;0,00;0,00;5,54;0,00;0,00;5,54;0,00;16,61;11,07;27,68;11,07;5,54;22,14;16,61;16,61;22,14;16,61;3,26;2,90;2,70;2,39;2,78;3,45;2,81;3,47;3,38;2,94;2,39
1400407;Normandia;18,62;11,31;28,04;26,51;17,28;16,36;25,27;16,77;17,98;33,33;0,00;41,49;0,00;0,00;78,74;26,60;0,00;0,00;0,00;39,22;0,00;7,32;7,32;0,00;7,32;0,00;0,00;0,00;0,00;7,32;14,63;7,32;7,32;7,32;14,63;7,32;7,32;29,26;7,32;7,32;2,19;2,52;3,12;2,92;2,40;2,33;2,76;2,85;2,95;2,93;1,80
1400456;Pacaraima;17,65;19,39;25,21;39,47;26,00;35,97;15,75;22,99;44,12;51,47;34,84;0,00;0,00;0,00;0,00;0,00;27,70;28,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,54;0,00;0,00;5,18;20,72;10,36;10,36;25,90;15,54;5,18;25,90;5,18;10,36;15,54;46,62;4,15;4,86;7,44;3,03;4,44;5,23;3,42;3,00;2,60;2,78;2,93
1400472;Rorainópolis;22,62;3,80;36,90;8,88;15,92;21,16;15,05;21,39;15,79;11,28;0,00;27,32;0,00;23,70;23,70;22,62;18,98;36,90;0,00;0,00;0,00;3,06;0,00;0,00;0,00;3,06;0,00;3,06;0,00;0,00;3,06;18,38;15,32;12,25;9,19;3,06;12,25;6,13;6,13;9,19;3,27;3,47;3,82;2,96;3,02;3,99;3,39;3,36;3,87;3,79;3,37
1400506;São João da Baliza;17,09;42,74;28,85;8,20;16,81;22,90;31,75;7,09;25,86;15,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,29;0,00;22,58;0,00;11,29;33,87;0,00;0,00;11,29;0,00;4,91;4,43;4,27;3,84;4,34;4,05;3,28;4,14;3,50;3,70;2,75
1400605;São Luiz;89,55;10,99;12,05;9,43;23,26;18,69;18,87;9,80;32,00;11,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,67;0,00;0,00;0,00;0,00;13,67;13,67;13,67;0,00;13,67;13,67;0,00;0,00;6,16;4,06;4,95;3,96;3,03;2,90;3,37;3,30;2,53;2,51;2,11
1400704;Uiramutã;47,21;25,10;23,58;56,18;40,94;21,10;33,17;45,45;31,13;33,93;31,95;0,00;0,00;23,15;0,00;0,00;0,00;58,94;0,00;0,00;0,00;14,54;7,27;0,00;0,00;0,00;14,54;14,54;0,00;0,00;29,09;21,82;14,54;36,36;14,54;50,91;36,36;58,18;21,82;43,63;3,53;2,78;3,07;3,15;3,64;2,62;2,31;2,73;2,66;3,04;1,95
1500131;Abel Figueiredo;10,00;20,98;51,28;28,17;30,77;15,15;20,41;15,15;0,00;8,47;0,00;0,00;0,00;87,72;0,00;100,00;0,00;0,00;70,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,22;14,22;0,00;14,22;0,00;0,00;28,45;42,67;0,00;3,06;3,36;4,23;3,46;3,99;3,65;2,90;4,83;3,79;3,90;3,65
1500305;Afuá;13,65;20,67;19,76;22,73;21,53;16,77;16,60;19,76;23,95;16,70;15,08;0,00;0,00;0,00;12,69;12,41;0,00;32,93;0,00;9,82;2,65;5,30;2,65;0,00;2,65;0,00;2,65;0,00;0,00;0,00;2,65;0,00;13,24;10,59;2,65;0,00;2,65;10,59;5,30;5,30;6,07;4,83;5,52;4,84;4,16;4,99;2,20;4,02;4,30;4,02;2,98
1500347;Água Azul do Norte;16,48;5,03;49,08;18,60;17,94;35,56;23,67;19,14;18,26;32,26;0,00;0,00;52,36;0,00;0,00;0,00;50,25;0,00;0,00;0,00;0,00;5,53;0,00;0,00;0,00;0,00;0,00;5,53;5,53;0,00;11,06;5,53;5,53;0,00;11,06;5,53;5,53;5,53;11,06;11,06;2,27;3,21;2,92;3,09;2,47;2,48;3,61;2,58;3,16;3,48;3,11
1500404;Alenquer;25,60;17,65;25,22;28,27;27,73;25,96;36,45;25,64;19,89;24,73;7,61;8,70;8,12;0,00;8,88;0,00;17,65;9,70;17,67;9,16;1,44;2,88;0,00;0,00;0,00;2,88;2,88;4,32;1,44;2,88;4,32;8,65;8,65;12,97;10,09;11,53;10,09;5,77;20,18;8,65;4,98;5,04;5,43;5,09;3,83;4,10;3,96;3,99;4,08;4,40;4,07
1500503;Almeirim;18,73;26,35;14,88;22,82;12,82;26,96;20,54;11,36;19,20;22,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,53;0,00;15,27;0,00;2,92;0,00;2,92;2,92;0,00;5,83;2,92;0,00;5,83;8,75;2,92;5,83;5,83;14,59;8,75;8,75;2,92;5,83;5,83;5,81;4,90;4,44;4,34;3,69;3,59;4,03;3,77;3,99;3,74;2,83
1500602;Altamira;22,33;20,06;18,62;16,08;17,91;17,29;16,72;25,37;15,77;15,72;5,16;14,68;5,02;14,25;0,00;3,49;13,37;14,05;4,02;0,00;2,38;3,17;1,58;0,79;3,17;2,38;1,58;0,79;3,17;9,50;16,63;15,05;19,01;15,05;11,09;14,25;9,50;15,05;12,67;11,09;6,28;3,52;3,42;2,94;3,53;3,45;3,65;3,74;3,83;3,80;3,25
1500701;Anajás;21,71;6,74;15,87;19,88;16,07;17,92;18,27;16,26;25,41;18,84;0,00;0,00;0,00;13,32;0,00;27,14;13,48;0,00;0,00;25,13;0,00;0,00;0,00;0,00;0,00;3,57;0,00;0,00;0,00;0,00;0,00;7,14;10,71;3,57;3,57;3,57;21,42;3,57;14,28;3,57;5,85;6,68;7,22;8,31;5,06;5,70;3,92;4,33;4,36;4,93;4,18
1500800;Ananindeua;17,63;15,84;16,85;15,49;17,37;14,31;13,81;17,21;16,56;14,66;7,48;7,31;3,22;6,10;7,47;3,62;15,48;8,74;1,26;9,77;6,06;7,73;8,56;7,94;7,31;7,10;5,22;3,76;3,34;2,51;26,32;25,69;20,68;21,72;21,93;27,57;20,47;20,68;21,93;23,60;4,03;3,90;4,25;3,79;4,00;6,14;5,43;4,69;4,11;4,38;3,93
1500859;Anapu;29,52;18,33;38,26;30,16;25,91;13,80;14,26;21,57;22,30;17,24;0,00;0,00;26,25;18,87;0,00;18,45;0,00;17,39;31,75;17,24;3,14;6,28;3,14;0,00;3,14;0,00;0,00;0,00;0,00;0,00;6,28;12,56;28,26;6,28;9,42;6,28;9,42;3,14;6,28;3,14;4,43;4,31;4,11;3,92;3,44;4,04;3,75;4,67;4,14;3,54;3,15
1500909;Augusto Corrêa;16,16;12,58;12,58;24,60;19,98;18,54;16,28;14,44;20,06;10,44;8,67;9,02;8,88;0,00;0,00;30,30;0,00;10,48;10,70;0,00;0,00;4,49;2,24;4,49;4,49;0,00;6,73;0,00;4,49;4,49;15,70;33,65;15,70;24,68;15,70;4,49;13,46;8,97;15,70;15,70;4,91;5,88;5,14;5,00;5,21;4,64;4,96;4,66;4,32;3,94;3,18
1500958;Aurora do Pará;27,54;15,91;25,32;12,47;16,30;4,71;19,23;7,25;11,40;5,05;43,10;0,00;0,00;26,88;23,92;0,00;0,00;0,00;0,00;0,00;4,23;8,46;0,00;0,00;8,46;0,00;8,46;4,23;0,00;8,46;8,46;4,23;8,46;4,23;0,00;12,69;12,69;0,00;12,69;0,00;4,77;4,37;4,93;4,07;3,99;4,07;3,89;3,67;4,10;3,83;3,13
1501006;Aveiro;30,93;20,20;34,15;25,00;5,49;27,40;13,70;32,61;28,74;32,47;0,00;0,00;0,00;48,54;0,00;0,00;0,00;48,78;0,00;0,00;0,00;0,00;5,47;0,00;0,00;0,00;0,00;0,00;0,00;5,47;10,93;5,47;16,40;5,47;0,00;5,47;5,47;5,47;0,00;0,00;5,57;5,34;5,45;5,36;4,18;5,24;5,38;5,41;5,19;5,25;3,65
1501105;Bagre;9,12;19,78;12,46;7,23;30,93;30,97;15,15;24,31;27,03;28,57;0,00;20,41;21,10;0,00;21,74;0,00;35,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,88;0,00;0,00;0,00;5,76;2,88;2,88;11,52;8,64;5,76;2,88;8,64;2,88;2,88;7,96;7,08;5,41;6,70;6,40;10,32;7,20;6,32;5,66;4,86;2,80
1501204;Baião;20,76;20,87;26,46;31,75;20,69;33,93;17,61;16,95;26,02;19,76;19,12;17,06;16,67;0,00;18,80;0,00;17,39;17,64;15,87;0,00;0,00;0,00;0,00;1,94;1,94;11,62;9,68;0,00;0,00;0,00;17,43;5,81;9,68;5,81;15,49;9,68;7,75;3,87;7,75;19,36;4,30;3,95;3,15;2,85;2,64;2,45;2,10;2,78;3,13;3,10;2,95
1501253;Bannach;0,00;44,44;27,03;0,00;0,00;0,00;0,00;0,00;20,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,81;0,00;0,00;24,81;24,81;2,77;3,01;3,89;3,69;3,19;1,98;2,99;4,08;3,60;3,03;1,18
1501451;Belterra;12,50;18,32;20,75;25,74;20,27;19,11;22,65;20,62;14,25;35,26;0,00;0,00;0,00;0,00;74,35;0,00;36,63;0,00;0,00;32,05;5,53;0,00;0,00;11,05;5,53;5,53;11,05;5,53;0,00;0,00;11,05;16,58;22,10;5,53;11,05;0,00;16,58;5,53;11,05;11,05;5,80;5,66;6,17;5,08;4,47;4,40;3,86;3,60;3,77;3,95;3,84
1501501;Benevides;21,32;16,87;20,00;14,41;13,50;16,02;16,97;15,92;15,12;11,44;11,06;10,15;8,97;9,24;0,00;0,00;29,76;10,53;0,00;0,00;4,72;9,44;4,72;7,87;9,44;3,15;4,72;7,87;1,57;1,57;28,32;15,73;18,88;15,73;18,88;12,59;14,16;23,60;17,30;17,30;3,99;3,96;3,60;3,80;3,01;3,34;3,84;3,86;3,28;3,61;3,15
1501576;Bom Jesus do Tocantins;19,70;11,86;24,19;31,11;10,83;10,27;19,69;17,61;12,61;4,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,44;0,00;0,00;0,00;0,00;0,00;5,55;0,00;0,00;0,00;11,11;5,55;0,00;16,66;0,00;22,22;11,11;5,55;16,66;11,11;11,11;11,11;5,08;4,27;5,07;4,44;4,05;4,39;4,42;4,46;5,08;4,87;3,90
1501600;Bonito;37,21;9,43;5,49;27,17;15,96;4,76;4,95;5,15;15,08;5,13;0,00;0,00;0,00;46,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,92;0,00;7,92;7,92;0,00;0,00;23,77;23,77;4,14;3,51;4,13;3,59;3,27;3,66;3,60;3,89;3,86;3,63;3,17
1501709;Bragança;19,98;15,97;20,70;12,86;19,97;11,75;16,05;10,67;12,09;15,07;12,85;4,41;18,42;0,00;9,13;8,50;0,00;28,22;23,82;21,53;2,44;1,62;1,62;0,81;2,44;3,25;2,44;0,00;1,62;4,06;17,06;18,69;19,50;16,25;15,44;8,94;8,12;6,50;19,50;19,50;4,16;3,87;4,52;4,27;3,72;4,20;3,88;3,70;3,48;3,35;3,02
1501725;Brasil Novo;10,34;11,76;18,38;9,01;8,55;15,38;6,85;5,93;3,29;9,68;43,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,05;0,00;0,00;0,00;0,00;4,05;0,00;12,14;12,14;4,05;4,05;8,09;0,00;4,05;4,05;4,05;5,05;4,34;4,43;5,10;4,23;5,65;4,61;4,40;4,11;4,18;4,17
1501758;Brejo Grande do Araguaia;43,48;9,71;12,66;21,51;10,87;10,00;9,35;0,00;9,26;0,00;0,00;0,00;0,00;0,00;105,26;0,00;0,00;126,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,74;14,74;0,00;14,74;44,23;14,74;0,00;0,00;0,00;0,00;4,06;5,28;4,76;4,53;4,20;3,72;4,31;2,90;3,07;3,50;3,24
1501782;Breu Branco;16,45;21,63;7,83;24,20;10,13;18,30;11,28;15,01;3,13;12,16;11,15;0,00;0,00;0,00;25,45;23,50;12,02;26,11;12,74;13,51;2,19;0,00;0,00;0,00;0,00;0,00;2,19;0,00;0,00;6,56;10,94;10,94;6,56;19,69;26,25;17,50;10,94;30,63;8,75;4,38;4,80;4,66;4,65;5,70;4,26;4,82;4,63;4,39;5,08;5,23;4,88
1501808;Breves;24,15;24,73;22,04;19,83;17,90;20,56;16,66;16,25;21,03;18,02;0,00;0,00;0,00;12,59;3,76;14,42;3,86;15,74;14,69;14,41;1,87;0,93;1,87;1,87;1,87;3,74;0,93;0,00;0,00;0,00;6,54;4,67;12,15;7,48;11,22;12,15;11,22;10,28;8,41;12,15;8,44;7,84;7,37;6,11;6,72;7,29;6,01;4,90;5,88;5,29;3,55
1501907;Bujaru;15,97;24,90;19,84;16,91;18,99;8,64;22,00;14,53;27,92;9,39;0,00;38,61;0,00;39,37;20,08;0,00;0,00;19,84;0,00;0,00;0,00;4,10;8,20;0,00;4,10;4,10;4,10;0,00;0,00;0,00;12,30;16,40;20,51;32,81;20,51;24,61;16,40;20,51;12,30;20,51;6,85;5,91;5,82;5,56;4,95;3,54;4,78;4,22;3,66;3,60;3,08
1501956;Cachoeira do Piriá;25,56;26,32;14,53;12,86;6,54;22,65;6,80;11,63;6,37;10,17;0,00;66,01;54,50;0,00;30,96;95,85;0,00;0,00;0,00;0,00;5,09;0,00;0,00;0,00;5,09;0,00;0,00;0,00;0,00;0,00;20,38;5,09;10,19;15,28;5,09;25,47;10,19;15,28;10,19;10,19;5,12;4,45;4,12;3,73;3,96;3,69;4,41;4,11;3,35;3,80;2,73
1502004;Cachoeira do Arari;23,26;34,48;20,65;3,03;20,00;26,24;12,74;12,86;24,92;25,42;0,00;0,00;0,00;0,00;0,00;33,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,17;0,00;0,00;4,17;0,00;0,00;0,00;4,17;4,17;0,00;8,34;0,00;16,68;4,17;8,34;4,17;29,19;5,99;4,98;5,11;4,70;3,97;4,97;5,25;5,39;5,23;4,11;2,80
1502103;Cametá;23,10;24,13;22,86;19,45;18,30;23,71;23,01;16,27;22,14;18,56;7,43;3,75;11,50;20,18;12,15;0,00;0,00;12,47;8,27;18,11;2,98;1,49;2,98;9,69;0,75;0,00;2,24;2,98;2,98;5,96;13,41;13,41;10,43;10,43;8,94;10,43;11,18;5,22;7,45;10,43;6,09;5,14;5,66;5,62;5,33;4,21;3,75;3,94;3,99;3,74;3,38
1502152;Canaã dos Carajás;22,24;18,02;23,91;14,59;17,86;14,48;10,00;9,76;11,52;21,12;0,00;0,00;0,00;0,00;10,48;17,79;7,51;0,00;24,31;0,00;0,00;1,30;1,30;0,00;0,00;0,00;0,00;1,30;0,00;0,00;3,89;6,49;1,30;9,08;6,49;3,89;10,38;15,57;9,08;7,78;3,48;3,18;3,85;3,97;3,44;2,94;2,44;2,90;2,84;2,78;2,45
1502202;Capanema;15,53;13,18;27,62;27,88;21,99;19,83;19,29;17,01;11,26;21,34;34,54;8,50;0,00;0,00;0,00;18,26;26,36;9,52;19,23;10,67;0,00;1,42;5,68;0,00;2,84;0,00;4,26;1,42;2,84;1,42;12,79;14,21;15,63;15,63;11,36;8,52;12,79;17,05;12,79;12,79;4,73;4,10;3,95;2,94;2,88;3,66;3,98;3,33;3,68;3,72;3,41
1502301;Capitão Poço;12,91;17,46;4,96;13,50;22,32;17,97;12,07;24,36;20,14;10,32;21,98;12,45;10,56;0,00;35,76;0,00;11,64;37,17;12,27;0,00;1,78;0,00;1,78;1,78;1,78;1,78;3,55;3,55;7,10;1,78;5,33;3,55;7,10;10,65;7,10;3,55;0,00;5,33;10,65;7,10;4,76;3,53;3,78;3,09;3,07;3,75;3,66;3,31;3,78;3,95;3,78
1502400;Castanhal;13,05;16,06;12,78;11,89;16,34;11,95;16,59;11,30;15,49;17,14;8,63;5,87;0,00;0,00;6,33;6,22;6,06;12,78;9,39;13,71;2,60;2,60;4,16;2,60;1,04;1,04;0,00;1,04;3,12;4,68;12,48;13,00;10,92;13,00;11,44;18,20;15,08;21,33;20,80;17,68;4,89;3,67;3,64;3,60;5,35;5,47;3,86;3,52;3,63;3,45;3,24
1502509;Chaves;20,47;16,90;18,92;8,06;14,32;23,39;14,02;17,16;16,62;12,79;51,55;0,00;0,00;0,00;35,59;29,24;28,17;27,03;26,88;25,58;0,00;0,00;0,00;4,82;0,00;14,45;0,00;0,00;0,00;0,00;4,82;0,00;14,45;4,82;14,45;28,91;4,82;0,00;0,00;19,27;4,58;3,67;2,85;3,35;3,57;4,43;4,90;1,71;5,32;5,08;3,82
1502608;Colares;16,48;21,74;20,10;12,20;16,30;12,74;22,22;21,28;0,00;13,42;0,00;60,98;0,00;0,00;0,00;54,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,77;0,00;0,00;7,77;7,77;7,77;0,00;15,54;0,00;0,00;0,00;0,00;7,77;7,77;15,54;23,31;23,31;5,89;7,28;5,12;5,59;4,23;3,55;3,41;4,09;4,48;4,33;3,98
1502707;Conceição do Araguaia;14,91;16,52;17,15;16,73;24,02;22,63;18,23;10,74;18,26;17,44;21,10;0,00;0,00;13,23;13,42;12,42;0,00;0,00;0,00;0,00;2,24;11,21;6,72;2,24;2,24;0,00;2,24;0,00;0,00;0,00;15,69;4,48;15,69;11,21;20,17;15,69;11,21;17,93;11,21;8,97;5,67;4,43;4,85;4,74;4,45;4,96;4,68;4,39;5,46;5,53;4,93
1502756;Concórdia do Pará;23,76;31,72;16,00;12,05;16,01;18,32;10,85;3,80;13,94;17,58;0,00;20,41;43,38;0,00;0,00;19,80;0,00;40,00;0,00;0,00;0,00;7,44;3,72;0,00;3,72;0,00;3,72;3,72;7,44;0,00;14,88;7,44;3,72;7,44;11,16;3,72;3,72;0,00;22,32;22,32;5,73;3,99;4,46;4,10;3,77;4,29;4,46;3,64;3,45;12,01;3,88
1502764;Cumaru do Norte;43,80;36,23;37,97;24,10;50,00;30,00;45,25;18,87;56,74;30,49;0,00;0,00;0,00;0,00;0,00;72,99;0,00;63,29;0,00;0,00;7,12;14,25;0,00;0,00;0,00;0,00;0,00;0,00;14,25;0,00;7,12;14,25;7,12;7,12;14,25;7,12;0,00;28,50;14,25;21,37;3,73;2,78;2,69;2,68;2,45;2,72;3,00;2,10;3,02;2,83;2,94
1502772;Curionópolis;12,53;12,50;21,34;20,69;29,22;22,44;16,08;15,87;16,30;14,29;28,57;0,00;0,00;0,00;24,10;0,00;0,00;0,00;68,97;0,00;0,00;0,00;10,03;10,03;10,03;0,00;0,00;10,03;5,01;15,04;5,01;25,06;25,06;15,04;30,08;25,06;20,05;20,05;0,00;10,03;3,88;3,46;3,92;4,22;3,22;3,47;3,55;4,41;4,04;5,29;4,12
1502806;Curralinho;18,60;22,03;22,92;20,46;13,37;32,90;25,75;21,98;29,37;28,23;0,00;0,00;0,00;15,85;0,00;62,02;14,68;14,33;13,64;14,86;0,00;2,95;0,00;2,95;0,00;0,00;0,00;2,95;0,00;5,90;2,95;2,95;5,90;5,90;8,85;8,85;5,90;2,95;2,95;0,00;5,67;6,36;5,64;5,28;4,25;3,99;5,05;4,56;4,14;4,50;3,11
1502855;Curuá;8,10;24,04;19,23;15,63;29,41;25,10;25,42;32,56;14,29;4,65;40,98;0,00;0,00;0,00;0,00;0,00;48,08;0,00;0,00;0,00;0,00;7,08;0,00;0,00;0,00;0,00;7,08;0,00;7,08;0,00;0,00;35,42;0,00;7,08;7,08;7,08;0,00;7,08;0,00;7,08;5,78;5,88;7,25;6,57;5,57;5,80;5,38;4,61;5,02;5,41;4,44
