IBGE;ESTADO;IPS;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1501253;PA;42,82;57,63;41,03;29,80;78,43;44,87;66,26;40,94;40,89;9,12;62,01;52,10;21,40;27,60;55,22;14,96;14,29;0,00;30,43;30,66;4,65;42,40;27,64;54,39;44,27;78,13;96,80;38,63;260,76;6,00;122,62;6,00;0,00;14,00;36,00;51,00;4,15;10,50;0,56;0,40;73,63;6,51;61,31;153,28;337,22;122,62;30,43;5,62;74,67;0,51;191,88;63,29;44,44;2,15;5,00;0,00;1,00;33,33;34,73;21,05;0,00;1,00;327,44;129,70;3,00;24,39;14,51
1501303;PA;54,59;60,02;59,63;44,14;91,46;26,65;83,37;38,61;65,94;27,16;81,43;63,97;45,28;50,68;63,24;17,36;10,13;44,03;11,02;1,57;4,15;24,97;6,28;36,35;78,88;62,82;97,11;95,03;91,82;6,00;46,45;6,00;14,17;2,90;23,20;47,50;4,50;1,00;9,03;7,51;113,97;1,74;15,75;51,96;61,40;48,81;3,15;0,00;26,18;1,50;18,42;0,28;60,00;8,33;6,00;10,00;2,00;19,46;4,52;31,09;24,16;5,00;40,29;94,56;3,00;30,47;15,49
1501402;PA;61,41;75,19;60,95;48,07;83,67;77,34;93,12;46,65;69,69;42,66;68,50;62,95;35,01;73,60;36,76;46,91;18,51;106,10;27,41;7,20;5,38;77,76;77,28;76,84;98,26;93,59;94,23;87,32;49,48;6,00;24,21;5,00;6,00;3,00;18,30;33,90;4,65;3,90;16,61;14,63;127,47;4,66;37,61;108,23;163,91;174,24;4,13;1,31;24,18;0,31;1,15;0,00;60,00;4,10;9,00;0,00;7,00;14,81;0,93;52,45;68,67;5,00;252,15;154,51;4,00;78,11;44,50
1501451;PA;57,26;71,90;60,16;39,71;84,02;68,03;80,72;54,84;67,83;12,71;79,80;80,32;18,09;47,05;82,05;11,65;22,65;323,63;16,82;11,21;4,74;74,04;48,36;68,00;50,42;80,93;95,63;88,97;21,27;5,00;16,82;4,00;28,03;1,18;23,30;44,00;4,95;5,70;11,04;0,22;60,28;1,19;33,63;84,09;168,17;56,06;5,61;56,27;20,11;3,85;29,45;5,80;54,55;5,44;2,00;0,00;1,00;21,04;0,45;18,77;0,00;1,00;11,34;41,68;3,00;17,44;12,26
1501501;PA;61,26;78,60;59,63;45,55;87,62;83,30;87,15;56,35;79,28;17,17;82,74;59,33;39,32;53,03;73,48;16,38;16,97;339,37;14,11;4,71;4,41;83,15;95,80;78,78;92,49;71,85;92,09;94,47;33,23;5,00;17,25;4,00;18,82;0,90;12,20;35,70;5,50;1,50;3,63;1,40;125,66;2,11;32,93;72,14;111,34;45,48;0,65;10,47;68,10;0,63;3,30;0,02;72,73;3,97;8,00;3,00;3,00;21,27;0,62;52,72;0,00;1,00;12,23;192,81;4,00;26,06;16,30
1501576;PA;52,83;63,54;52,85;42,11;86,59;46,70;76,16;44,72;63,57;7,26;79,51;61,04;37,37;43,15;81,96;5,95;19,69;0,00;17,53;1,19;6,33;55,46;0,30;53,33;72,70;76,53;69,55;85,47;66,28;6,00;23,37;5,00;17,74;7,30;23,30;47,10;5,00;1,00;0,40;0,39;59,30;3,55;35,05;75,94;105,15;52,58;17,53;22,26;64,49;1,85;69,64;6,38;45,46;1,23;5,00;11,00;2,00;28,74;0,66;42,13;0,00;1,00;12,46;47,90;3,00;8,64;6,43
1501600;PA;55,06;72,91;49,81;42,46;92,57;80,17;72,25;46,64;59,85;6,02;81,97;51,39;36,24;41,66;89,43;2,51;4,95;108,70;6,14;0,00;5,28;81,42;51,81;89,27;53,53;69,89;76,89;84,88;66,39;6,00;24,20;5,00;6,05;3,60;23,20;56,50;4,20;4,00;2,18;0,17;43,67;0,63;90,74;42,35;90,74;36,30;0,68;0,00;92,68;0,08;6,46;2,21;45,46;7,62;6,00;6,00;2,00;26,24;16,86;31,19;0,00;1,00;24,47;21,21;2,00;4,65;2,09
1501709;PA;52,00;60,94;53,08;41,98;90,59;31,10;76,11;45,98;61,30;10,31;83,33;57,39;26,50;56,46;74,77;10,21;16,05;94,03;7,76;2,33;4,31;49,37;17,79;13,57;67,46;69,93;82,66;82,88;54,47;6,00;24,82;5,00;10,08;4,70;23,60;42,50;4,20;4,70;4,46;0,60;67,68;0,27;34,13;55,08;129,54;68,26;1,55;13,02;80,67;0,04;6,61;0,91;58,82;2,27;6,00;0,00;5,00;25,63;1,46;54,23;0,00;1,00;97,17;54,47;3,00;15,22;10,79
1501725;PA;56,93;70,66;59,74;40,40;90,45;68,31;86,22;37,65;74,73;18,19;81,89;64,15;54,10;45,06;46,88;15,54;6,85;0,00;13,26;1,32;5,55;66,84;4,43;94,10;60,87;93,35;92,73;91,76;54,19;6,00;53,39;6,00;20,02;1,60;17,40;34,00;4,90;0,60;11,41;0,36;107,86;2,74;13,35;100,11;226,92;33,37;13,35;24,49;44,86;1,94;144,17;8,33;54,55;1,87;13,00;8,00;1,00;20,89;9,26;16,10;19,49;4,00;181,16;392,38;4,00;22,58;16,80
1501758;PA;53,68;71,23;50,44;39,37;89,16;72,15;73,73;49,87;62,11;11,29;75,68;52,67;19,02;39,79;83,01;15,67;9,35;217,39;13,55;0,00;6,07;69,58;6,36;100,00;55,65;81,85;71,46;81,65;52,33;6,00;13,57;4,00;27,14;6,20;28,30;47,30;4,90;1,50;0,53;0,40;64,05;40,49;40,72;27,14;217,16;54,29;40,72;3,32;83,63;0,48;62,60;2,45;44,44;2,17;4,00;0,00;1,00;27,10;6,20;32,71;0,00;1,00;0,00;52,83;3,00;23,11;16,72
1501782;PA;53,06;60,62;53,89;44,67;89,82;22,10;78,06;52,51;69,41;6,07;85,94;54,15;30,41;49,49;90,76;8,04;11,28;141,04;7,43;1,49;6,19;29,41;36,84;7,56;68,39;86,43;77,44;77,24;35,43;5,00;20,79;5,00;1,49;0,50;23,70;46,40;4,55;0,10;0,91;0,21;47,94;3,21;32,67;40,10;95,05;17,82;5,94;0,00;73,05;1,20;19,92;2,62;53,85;2,33;8,00;0,00;3,00;26,38;0,87;26,94;0,00;1,00;8,80;34,82;2,00;12,30;8,30
1501808;PA;50,01;47,89;54,82;47,31;88,69;19,41;36,78;46,68;48,58;9,31;89,60;71,78;26,26;60,91;90,33;11,74;16,66;36,22;11,60;0,97;5,94;18,65;7,95;24,65;40,56;27,66;62,85;16,32;63,48;6,00;28,02;5,00;5,80;0,10;39,90;59,50;4,80;22,10;4,25;0,19;61,23;3,82;9,66;38,65;56,04;28,02;7,73;9,98;5,77;1,04;3,24;1,19;64,71;0,12;6,00;0,00;6,00;24,01;0,41;80,08;0,00;1,00;13,86;34,96;2,00;18,65;11,70
1501907;PA;51,90;62,13;51,79;41,78;87,24;62,54;60,60;38,15;60,18;5,64;85,06;56,29;28,14;43,88;81,65;13,45;22,01;209,75;13,59;3,40;4,77;43,79;26,98;98,99;33,63;63,61;75,02;63,63;141,39;6,00;64,57;6,00;16,99;0,30;24,20;53,50;4,65;13,30;0,62;0,19;47,18;1,44;23,79;50,97;98,55;54,37;10,30;0,00;67,41;0,31;10,41;4,34;54,55;1,90;4,00;5,00;2,00;24,94;8,17;60,39;0,00;1,00;16,09;69,53;3,00;19,22;14,74
1501956;PA;50,16;61,02;53,70;35,77;89,80;34,07;56,59;63,61;65,21;4,26;90,55;54,77;11,14;37,95;87,62;6,37;6,80;970,87;5,78;0,60;5,02;26,94;29,10;44,71;38,37;45,64;66,97;72,24;18,81;4,00;14,45;4,00;5,78;3,96;22,60;49,00;4,50;0,10;1,80;0,21;24,96;4,29;23,12;17,34;57,79;31,78;2,89;0,00;64,32;2,78;49,64;3,80;30,77;1,19;2,00;0,00;2,00;34,01;5,28;27,55;0,00;1,00;45,76;25,90;2,00;9,43;6,77
1502004;PA;50,72;58,61;54,46;39,08;90,17;22,63;62,89;58,77;49,18;6,57;92,59;69,51;30,42;39,44;82,86;3,61;12,74;291,55;4,16;4,16;5,02;23,80;44,71;12,90;30,96;71,71;86,76;53,56;30,62;5,00;12,47;4,00;4,16;8,50;29,10;45,60;3,75;9,80;1,50;0,22;50,08;2,62;16,62;29,09;87,27;20,78;0,89;0,00;2,82;0,53;9,60;2,59;45,46;0,96;9,00;0,00;3,00;28,98;24,19;77,07;0,00;1,00;1,76;94,86;3,00;5,71;3,61
1502103;PA;53,83;66,62;50,71;44,16;88,38;63,30;68,36;46,46;49,04;6,26;84,87;62,67;20,95;55,86;88,67;11,17;23,01;96,90;10,76;2,15;4,72;45,89;31,07;96,86;43,32;55,46;89,00;80,75;48,02;6,00;20,09;5,00;7,18;8,30;29,40;44,50;4,15;13,70;0,58;0,19;51,59;3,37;29,42;48,08;95,43;56,69;5,02;0,00;37,42;0,10;5,67;2,07;46,67;0,74;5,00;0,00;5,00;25,39;0,56;81,47;0,00;1,00;33,48;34,14;2,00;17,74;11,14
1502152;PA;62,99;71,26;69,23;48,48;89,59;71,57;87,67;36,19;73,84;45,19;86,76;71,15;35,59;56,32;61,92;40,08;10,00;76,92;21,00;1,17;3,93;59,74;62,61;89,51;89,89;82,54;92,77;86,15;87,57;6,00;52,49;6,00;28,87;0,10;15,30;39,90;4,70;2,20;33,57;0,59;247,88;2,86;15,75;52,49;94,48;44,62;5,25;43,85;55,75;0,33;25,63;1,36;53,85;10,39;5,00;5,00;3,00;18,85;1,05;18,77;0,00;1,00;148,41;159,52;4,00;71,07;35,32
1502202;PA;49,68;59,30;53,42;36,31;87,61;26,33;89,19;34,07;63,79;18,29;78,41;53,20;29,44;53,27;50,94;11,57;19,29;304,57;12,96;4,32;4,46;43,33;4,62;13,54;80,86;90,32;90,90;92,81;89,92;6,00;43,21;6,00;41,77;2,80;20,70;44,30;4,40;6,60;10,04;1,66;100,85;0,58;61,93;76,34;133,95;64,81;5,76;0,00;83,53;0,16;3,93;0,26;46,67;2,48;5,00;5,00;3,00;21,83;0,73;32,79;45,66;5,00;185,19;45,28;3,00;17,90;11,83
1502301;PA;54,01;63,52;50,12;48,40;91,27;49,18;76,32;37,31;55,34;12,05;80,99;52,11;58,38;44,91;82,89;7,43;12,08;109,77;3,68;3,68;4,80;73,81;45,43;20,24;61,76;81,87;75,52;82,68;111,97;6,00;55,12;6,00;22,05;5,20;25,90;48,60;4,10;9,10;8,28;0,31;61,58;7,42;79,01;67,98;181,90;20,21;5,51;0,07;88,40;0,14;10,53;2,93;40,00;2,96;15,00;9,00;2,00;25,25;2,87;61,47;0,00;1,00;1,50;51,32;3,00;10,91;7,96
1502400;PA;55,18;65,64;53,47;46,44;89,32;35,09;93,76;44,40;59,87;23,78;77,91;52,30;44,92;68,65;61,53;10,64;16,59;65,06;14,27;1,00;4,58;56,43;1,27;21,47;92,28;91,41;95,10;96,11;71,46;6,00;33,46;5,00;19,68;3,10;23,50;40,50;4,15;10,30;14,00;3,47;109,12;0,84;45,26;67,40;149,57;75,28;4,92;0,00;88,25;0,24;2,50;0,19;61,91;3,26;7,00;10,00;6,00;17,63;0,82;19,88;40,16;5,00;60,44;70,88;3,00;16,88;10,61
1502509;PA;50,21;60,07;52,55;38,00;87,76;12,77;56,95;82,79;45,15;2,76;92,62;69,66;24,03;44,41;74,77;8,79;14,02;233,65;4,18;12,65;5,09;16,47;0,87;12,67;15,49;16,98;94,61;94,24;9,20;3,00;4,24;2,00;1,70;8,00;39,20;62,30;3,30;1,50;1,42;0,09;16,50;1,58;4,18;25,05;20,88;8,35;4,18;0,00;0,79;0,06;34,51;1,74;72,73;0,00;2,00;4,00;2,00;26,17;2,22;57,71;0,00;1,00;97,13;87,05;3,00;13,82;8,85
1502608;PA;52,03;63,43;53,43;39,22;84,39;52,66;76,55;40,12;67,26;10,58;70,31;65,58;19,77;47,74;80,15;9,22;22,22;636,94;8,24;8,24;6,20;83,99;4,38;32,16;41,60;71,63;95,41;89,99;102,60;6,00;41,22;6,00;4,97;2,20;19,80;37,60;4,30;4,30;5,03;0,28;63,45;9,13;123,65;107,16;206,08;74,19;8,28;0,00;23,99;0,30;3,15;0,16;66,67;0,66;3,00;0,00;2,00;22,22;2,98;55,56;0,00;1,00;33,76;61,82;3,00;15,28;8,79
1502707;PA;56,97;70,22;57,28;43,42;87,46;42,50;88,42;62,51;73,59;17,11;79,38;59,03;21,58;48,17;88,28;15,65;18,23;141,44;10,42;2,08;6,56;49,58;7,35;46,97;70,19;91,32;96,39;91,38;16,45;4,00;12,50;4,00;12,50;1,60;15,20;35,50;4,55;0,50;12,73;0,56;85,55;5,22;35,42;56,26;150,03;58,34;12,50;0,00;53,17;0,22;23,34;5,82;53,85;3,54;4,00;0,00;2,00;22,58;4,06;28,75;0,00;1,00;38,02;9,14;2,00;25,13;15,42
1502756;PA;51,57;55,17;51,05;48,48;91,32;27,80;62,56;38,99;58,80;7,06;86,00;52,34;45,06;48,02;91,29;9,54;10,85;183,15;2,96;2,96;5,11;16,13;7,75;49,71;53,61;73,81;45,19;75,65;60,88;6,00;47,36;6,00;11,84;3,10;30,50;57,60;4,25;2,20;0,80;0,21;55,07;6,51;17,76;68,09;121,37;23,68;5,92;0,00;87,66;0,23;6,31;2,89;45,46;3,02;9,00;9,00;2,00;23,43;1,43;30,80;0,00;1,00;2,50;19,64;2,00;14,14;10,14
1502764;PA;51,68;58,98;54,94;41,12;84,14;41,42;70,60;39,75;61,27;8,88;88,00;61,62;32,26;39,70;81,82;10,69;45,25;500,00;7,42;3,22;4,20;56,76;24,54;28,86;48,29;61,13;94,05;74,12;130,82;6,00;58,14;6,00;7,27;0,50;32,80;51,90;3,80;0,10;6,81;0,16;44,83;3,01;7,27;36,34;36,34;43,60;7,27;23,77;44,23;1,88;243,28;54,26;66,67;1,53;8,00;0,00;2,00;33,48;1,83;16,29;7,49;3,00;17,84;28,35;2,00;16,95;10,68
1502772;PA;55,31;66,25;55,27;44,42;84,89;62,12;80,74;37,25;73,96;13,81;81,91;51,42;28,81;46,60;82,00;20,26;16,08;64,94;22,41;6,79;5,91;68,29;24,82;68,51;73,34;93,97;93,40;58,79;170,98;6,00;72,85;6,00;22,41;0,30;13,00;38,40;5,00;5,90;3,38;0,64;98,91;8,52;33,62;39,22;89,66;100,86;5,58;0,00;87,43;0,43;37,94;3,55;45,46;8,69;2,00;7,00;3,00;24,76;16,86;34,08;0,00;1,00;11,96;45,07;3,00;31,98;20,32
1502806;PA;51,17;63,06;51,51;38,94;89,30;18,18;68,38;76,38;34,82;6,36;89,25;75,62;18,85;42,60;82,51;11,78;25,75;143,06;5,72;1,22;4,48;14,43;0,83;29,30;24,80;46,96;98,54;94,92;9,79;3,00;8,57;3,00;0,00;4,20;43,80;61,90;3,20;21,70;2,90;0,11;41,22;3,60;5,72;25,72;40,01;40,01;11,43;33,91;6,28;2,03;4,48;2,45;63,64;0,06;3,00;0,00;2,00;30,04;1,34;22,32;0,00;1,00;5,94;77,41;3,00;20,35;10,72
1502855;PA;57,69;73,64;56,89;42,55;85,10;54,16;69,38;85,93;66,09;8,97;91,66;60,83;21,65;47,21;91,51;9,82;25,42;423,73;6,95;6,86;6,21;76,13;0,61;47,18;32,01;75,89;80,05;80,83;4,91;2,00;2,78;2,00;13,71;2,90;20,40;34,70;3,95;3,00;0,40;0,12;82,15;0,37;6,86;34,28;54,84;27,42;6,95;0,00;27,14;5,82;46,71;4,40;77,78;0,41;3,00;0,00;2,00;24,58;0,00;35,17;0,00;1,00;0,00;21,16;2,00;15,97;9,54
1502905;PA;55,77;72,02;56,73;38,54;85,91;89,70;74,79;37,70;62,35;9,28;82,84;72,48;15,31;42,43;90,67;5,75;29,54;73,99;9,86;4,93;5,61;84,92;77,96;99,99;69,58;75,29;82,30;70,49;124,59;6,00;49,28;6,00;19,71;2,00;25,20;59,80;4,30;1,10;4,36;0,24;59,49;4,13;64,07;41,89;150,31;61,60;2,46;37,20;41,76;0,57;4,24;0,51;53,85;1,11;2,00;0,00;2,00;24,26;20,75;30,59;0,00;1,00;9,90;39,10;2,00;8,79;5,94
1502939;PA;57,95;73,45;54,76;45,63;86,02;76,09;87,59;44,10;68,16;10,32;86,67;53,90;24,34;60,74;90,35;7,10;11,16;318,98;19,85;1,65;6,87;90,98;22,75;77,75;91,69;94,60;71,11;93,95;45,36;6,00;31,42;5,00;21,50;1,20;17,40;40,30;4,70;8,10;7,12;0,32;55,18;2,73;28,11;44,65;145,53;34,73;1,68;0,00;68,65;3,25;31,53;6,26;60,00;2,30;5,00;0,00;5,00;21,69;2,17;27,43;0,00;1,00;13,68;6,27;2,00;11,44;6,98
1502954;PA;53,04;62,10;54,02;43,01;89,81;46,48;75,53;36,58;70,69;8,89;86,00;50,49;35,66;45,42;81,44;9,51;13,10;218,34;8,84;0,61;5,55;30,07;72,05;57,12;47,52;76,91;93,77;77,17;108,40;6,00;64,82;6,00;26,52;0,50;22,00;41,20;4,50;0,60;2,35;0,15;67,44;4,05;44,20;41,25;58,93;23,57;4,82;0,01;93,52;0,33;30,77;1,76;53,85;2,68;7,00;5,00;2,00;25,98;2,46;33,84;0,00;1,00;18,58;116,59;3,00;14,85;9,63
1503002;PA;62,70;82,70;65,34;40,06;82,29;72,89;82,32;93,30;71,54;8,12;86,04;95,65;17,15;42,07;86,48;14,55;26,85;806,45;13,90;13,90;4,12;82,32;36,46;74,95;74,53;89,60;97,59;64,49;0,00;1,00;5,56;2,00;0,00;0,40;18,20;34,40;4,20;1,90;3,82;0,20;55,00;0,45;25,05;42,43;127,30;42,43;13,90;92,91;2,18;1,80;24,55;6,48;66,67;0,28;2,00;0,00;2,00;30,87;0,00;26,17;0,00;1,00;59,19;28,34;2,00;23,74;14,10
1503044;PA;52,92;59,03;55,40;44,33;89,86;36,57;76,76;32,93;67,31;7,30;88,82;58,14;32,31;46,61;84,44;13,96;3,36;335,57;14,62;0,00;5,84;47,83;50,74;17,36;49,02;76,91;85,12;89,93;282,69;6,00;146,16;6,00;48,72;1,30;16,90;40,10;4,30;6,60;0,56;0,22;56,91;8,37;14,62;9,74;121,80;43,85;9,74;0,08;56,16;0,28;34,49;6,22;54,55;1,32;9,00;0,00;2,00;24,83;2,47;28,86;0,00;1,00;83,21;37,43;2,00;21,21;14,51
1503077;PA;52,73;62,77;46,73;48,70;88,47;44,06;61,61;56,93;46,81;8,82;79,61;51,66;43,55;40,88;89,87;20,49;31,11;46,40;3,83;3,83;4,33;26,96;21,72;73,51;44,61;70,86;56,06;70,88;39,29;5,00;11,49;4,00;15,32;5,50;32,80;46,30;3,80;16,90;5,30;0,20;52,05;2,60;76,60;91,92;72,77;22,98;3,84;0,67;89,92;0,15;12,79;4,74;45,46;1,49;10,00;7,00;2,00;29,56;6,29;45,78;0,00;1,00;19,28;27,79;2,00;29,40;22,37
1503093;PA;53,25;59,07;54,61;46,08;91,51;30,01;71,13;43,63;67,52;6,65;88,34;55,92;35,42;45,73;91,09;12,08;15,41;179,21;4,87;2,47;3,78;15,96;79,37;28,79;64,34;71,41;64,45;83,29;44,57;6,00;21,91;5,00;24,34;0,10;24,00;54,70;4,55;0,60;1,35;0,18;51,11;3,76;41,38;31,65;102,24;26,78;4,87;0,03;57,36;2,38;61,83;6,12;38,46;2,02;7,00;7,00;2,00;25,17;1,68;49,32;0,00;1,00;4,92;9,01;2,00;18,04;12,74
1503101;PA;55,28;67,24;54,60;43,99;90,30;34,09;67,58;76,98;54,63;4,79;87,48;71,50;26,85;50,38;90,44;8,31;12,48;56,12;11,99;2,96;4,28;36,74;28,40;32,97;36,08;45,35;96,28;86,92;14,38;4,00;5,93;2,00;5,93;4,30;35,90;57,90;4,05;2,00;0,55;0,07;37,28;5,46;32,59;38,51;85,91;35,55;2,96;16,32;1,60;6,12;11,45;1,26;45,46;0,09;4,00;6,00;4,00;29,27;2,54;25,10;0,00;1,00;12,60;8,78;2,00;13,83;7,88
1503200;PA;52,51;69,11;50,67;37,73;88,16;62,28;82,18;43,84;64,44;10,78;75,15;52,30;17,13;50,35;77,44;6,02;29,14;182,15;5,13;2,56;4,68;78,08;6,81;63,62;79,39;84,11;77,54;87,16;47,65;6,00;20,50;5,00;23,06;0,90;23,60;44,40;3,90;3,30;3,94;0,30;69,00;11,13;99,94;46,13;174,26;89,69;5,13;0,01;87,19;0,04;4,73;0,82;30,77;7,07;3,00;0,00;2,00;20,58;2,33;28,60;0,00;1,00;65,70;55,16;3,00;9,28;6,17
1503309;PA;49,18;54,45;53,78;39,33;89,39;13,93;67,61;46,85;58,92;7,18;84,27;64,76;16,59;56,91;82,74;1,06;19,74;296,15;3,17;3,17;5,03;18,21;11,65;9,51;43,20;40,04;91,78;91,89;94,10;6,00;30,14;5,00;4,76;0,40;27,80;44,50;4,70;16,80;0,49;0,18;58,57;6,07;17,45;38,07;85,67;69,80;1,59;0,00;24,98;1,21;6,89;1,29;46,67;1,44;3,00;0,00;5,00;25,77;4,05;22,31;0,00;1,00;3,21;55,05;3,00;1,75;1,01
1503408;PA;53,16;63,39;52,27;43,80;88,70;46,09;72,54;46,25;59,85;5,59;87,56;56,08;32,14;45,22;87,24;10,61;11,17;123,46;8,43;8,43;5,24;62,28;53,56;23,33;51,09;60,06;91,82;83,05;63,03;6,00;25,29;5,00;8,43;5,60;23,30;51,10;4,60;5,50;1,18;0,33;42,39;0,91;16,86;8,43;151,76;50,59;17,08;0,00;69,39;0,17;8,54;2,00;55,56;3,29;4,00;7,00;2,00;23,46;13,92;20,67;0,00;1,00;50,34;33,10;2,00;15,24;11,58
1503457;PA;55,24;70,87;54,60;40,25;84,95;80,50;71,40;46,63;65,10;4,27;90,11;58,91;21,29;41,96;91,25;6,51;27,73;173,31;9,37;3,05;7,30;75,17;54,65;96,77;60,80;60,86;83,94;78,21;51,80;6,00;35,05;5,00;6,10;1,80;24,30;57,00;4,50;0,10;0,90;0,23;28,94;4,89;21,33;24,38;67,05;16,76;4,57;3,58;54,46;2,22;17,45;3,23;72,73;1,33;3,00;0,00;2,00;30,33;2,47;24,96;0,00;1,00;3,08;5,40;2,00;10,03;6,69
1503507;PA;51,63;64,50;50,93;39,46;89,11;56,01;66,63;46,26;62,68;6,44;82,46;52,14;21,77;46,09;81,95;8,04;21,48;238,66;3,07;3,79;5,03;65,95;10,97;60,67;34,81;67,39;78,34;78,84;47,61;6,00;18,41;4,00;49,09;1,50;22,80;53,80;4,40;5,90;0,42;0,13;53,27;5,25;30,68;92,04;196,35;52,16;3,07;0,00;88,16;0,15;8,69;3,00;46,15;2,24;5,00;0,00;2,00;24,58;4,07;37,47;0,00;1,00;12,57;111,17;3,00;11,21;8,98
1503606;PA;52,63;53,70;59,89;44,31;87,73;14,21;79,52;33,32;60,25;18,07;81,23;80,02;32,75;56,71;68,87;18,92;19,88;84,60;11,84;1,97;5,85;18,18;16,22;8,57;82,96;83,68;77,29;74,54;84,95;6,00;65,09;6,00;46,35;4,50;26,40;42,70;4,60;8,10;8,44;0,78;117,66;1,74;40,44;52,27;168,65;35,51;14,79;75,14;10,97;14,34;115,72;22,47;40,00;2,48;10,00;0,00;4,00;22,84;0,42;19,84;25,61;5,00;74,02;8,14;2,00;28,70;19,70
1503705;PA;53,37;61,05;51,16;47,90;88,86;16,21;81,54;57,60;52,57;7,12;85,48;59,46;57,62;47,19;77,30;9,49;17,82;96,92;7,50;1,14;6,21;10,55;47,10;11,60;60,24;84,39;94,61;81,64;27,12;5,00;16,87;4,00;11,25;7,80;27,50;44,60;3,60;5,70;2,98;0,16;48,59;2,44;24,37;18,74;101,21;52,48;9,37;17,61;64,17;2,14;81,23;6,14;69,23;3,22;13,00;8,00;3,00;29,34;0,62;21,26;0,00;1,00;67,37;84,63;3,00;14,78;9,64
1503754;PA;42,43;46,08;55,40;25,80;63,17;21,32;69,73;30,11;48,10;22,02;82,17;69,32;25,15;37,01;25,81;15,22;25,56;150,38;92,23;26,35;5,72;18,81;16,65;26,15;40,03;85,83;88,16;56,36;264,67;6,00;197,63;6,00;65,88;5,90;31,50;63,30;3,40;5,40;2,45;0,55;183,29;9,15;13,18;65,88;276,68;65,88;13,18;78,47;3,81;15,12;689,54;145,43;54,55;0,92;3,00;5,00;1,00;32,48;1,40;14,29;3,59;3,00;577,64;95,28;3,00;24,74;14,82
1503804;PA;52,15;63,58;51,97;40,89;90,21;30,09;82,66;51,38;62,36;8,73;82,16;54,61;34,54;53,24;69,06;6,71;10,39;148,37;11,70;1,67;4,92;27,27;13,85;39,66;77,66;87,71;73,02;91,27;23,36;5,00;25,07;5,00;8,36;6,60;22,30;39,90;4,05;0,20;2,92;0,27;60,83;4,74;28,41;66,84;135,36;33,42;1,67;0,00;74,07;0,46;12,48;0,48;61,54;1,50;5,00;7,00;4,00;26,26;1,78;23,74;64,10;5,00;71,76;19,11;2,00;9,77;7,24
1503903;PA;57,07;76,19;56,08;38,95;87,94;51,61;78,13;87,07;72,59;8,00;84,65;59,09;17,63;54,70;72,73;10,76;19,54;93,02;11,87;3,39;5,25;73,51;1,24;43,51;53,13;76,09;93,64;83,98;5,89;2,00;5,09;2,00;6,78;1,20;13,60;44,50;4,60;0,80;1,84;0,13;65,02;0,58;47,49;45,79;83,11;25,44;8,48;0,01;15,06;2,36;15,86;2,47;53,33;1,14;3,00;0,00;4,00;24,93;1,26;19,35;0,00;1,00;121,22;81,01;3,00;17,80;10,29
1504000;PA;54,19;66,85;56,70;39,01;90,87;25,68;63,01;87,85;60,36;6,48;90,70;69,26;13,20;47,00;90,90;4,93;21,69;49,75;6,83;0,73;3,76;34,81;14,33;18,67;26,43;27,46;96,80;95,64;4,60;2,00;4,85;2,00;2,07;3,40;32,30;47,70;4,20;1,40;0,84;0,09;51,55;5,73;3,42;20,49;81,96;54,64;0,72;0,00;5,14;0,76;2,20;0,27;45,46;0,17;2,00;0,00;3,00;28,20;1,51;46,42;0,00;1,00;7,11;11,14;2,00;8,17;4,69
1504059;PA;51,80;59,16;53,19;43,04;81,21;31,64;88,29;35,50;69,66;13,04;79,36;50,70;33,23;44,51;82,47;11,96;26,02;177,31;19,85;19,95;4,36;23,65;53,39;33,32;79,98;89,57;91,48;90,18;135,95;6,00;85,99;6,00;33,07;2,00;24,20;45,40;4,95;0,20;1,36;0,64;97,13;14,13;29,77;85,99;132,30;72,76;9,92;0,00;95,55;0,05;5,90;0,49;45,46;4,17;5,00;7,00;2,00;22,31;19,81;26,95;0,00;1,00;6,37;74,94;3,00;17,38;12,93
1504109;PA;53,70;72,51;52,11;36,46;92,24;72,62;81,39;43,80;61,97;8,31;69,34;68,82;23,95;40,45;76,73;4,73;11,11;0,00;11,70;0,00;3,57;93,33;73,45;46,77;75,31;86,42;77,34;84,99;53,87;6,00;21,06;5,00;23,33;2,50;23,30;51,40;3,70;0,50;4,23;0,40;50,58;2,10;116,65;23,33;221,63;128,31;11,67;34,68;52,09;1,82;14,27;2,79;55,56;2,57;2,00;5,00;1,00;26,67;4,83;34,44;0,00;1,00;73,98;88,73;3,00;7,79;4,54
