IBGE;ESTADO;IPS;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1303304;AM;57,99;72,48;58,25;43,22;90,37;60,25;85,62;53,70;71,90;5,66;90,01;65,44;39,17;38,03;90,10;5,60;10,84;314,71;3,84;3,84;5,26;38,96;24,25;100,00;70,59;84,22;96,15;88,06;40,11;6,00;19,20;4,00;3,84;1,00;18,00;38,70;4,40;0,30;1,37;0,14;43,27;2,33;30,72;38,39;126,70;23,04;0,82;64,23;5,58;26,09;386,62;85,92;54,55;0,38;9,00;5,00;2,00;33,06;4,72;50,95;0,00;1,00;16,56;26,94;2,00;9,11;5,45
1303403;AM;60,44;78,93;60,55;41,84;87,27;83,81;86,20;58,45;79,52;9,13;85,66;67,89;37,23;59,57;61,33;9,23;14,96;102,72;13,00;7,88;5,25;83,30;52,46;96,19;70,36;91,31;95,89;83,03;31,32;5,00;13,87;4,00;6,07;1,60;11,20;25,50;5,20;2,00;0,50;0,49;75,79;3,23;30,34;44,21;91,88;41,61;5,20;4,33;16,74;0,94;4,19;0,84;84,62;0,37;9,00;0,00;6,00;27,65;1,58;24,32;13,61;4,00;111,00;118,13;3,00;14,63;9,22
1303502;AM;47,69;55,54;51,21;36,31;87,36;30,29;64,26;40,26;45,35;4,29;91,24;63,96;48,24;33,31;54,09;9,61;19,66;271,00;5,15;5,15;6,28;26,09;16,56;40,61;37,68;49,42;93,73;70,75;87,35;6,00;40,98;6,00;4,12;5,80;48,10;35,80;3,70;12,80;0,25;0,13;36,83;1,60;20,49;25,61;51,22;25,61;1,04;33,89;0,89;21,74;39,36;17,33;54,55;0,10;11,00;8,00;1,00;33,71;1,14;85,39;21,04;4,00;196,25;98,47;3,00;18,05;7,85
1303536;AM;59,62;66,01;63,35;49,50;88,60;50,70;84,69;40,06;71,15;12,19;88,72;81,35;49,15;52,74;73,42;22,70;21,78;36,50;5,38;8,07;4,41;51,62;70,85;42,00;71,59;84,24;94,82;84,99;92,27;6,00;51,09;6,00;5,38;1,90;20,90;30,60;4,85;4,70;6,01;1,65;56,56;8,36;24,20;32,26;61,84;26,89;13,44;49,10;3,24;4,78;23,37;4,20;76,92;4,19;8,00;9,00;4,00;24,86;1,33;71,87;0,00;1,00;113,00;71,20;3,00;36,93;22,08
1303569;AM;54,28;68,41;61,37;33,08;90,97;53,30;83,65;45,71;75,78;11,31;90,29;68,08;28,18;45,67;51,47;6,99;15,27;254,45;8,80;0,00;3,97;47,25;75,60;52,38;53,64;85,14;97,97;90,87;58,28;6,00;32,25;5,00;11,73;0,60;18,70;33,40;4,90;0,10;6,09;0,19;64,44;10,81;14,66;46,91;79,17;20,52;5,86;5,16;10,26;1,93;10,80;0,52;38,46;2,87;5,00;5,00;2,00;23,92;1,91;78,12;23,42;5,00;78,85;150,15;4,00;10,67;7,23
1303601;AM;55,74;67,45;62,95;36,81;82,47;51,95;61,86;73,52;67,86;3,24;91,61;89,10;23,76;41,19;74,67;7,60;37,50;312,50;23,20;3,87;4,32;62,06;56,88;37,64;62,48;65,53;71,48;47,23;3,10;2,00;11,60;4,00;7,73;3,10;21,10;39,60;4,30;0,20;0,43;0,11;22,63;5,47;7,73;30,93;34,80;27,06;3,87;66,45;0,35;1,29;6,46;0,26;63,64;0,27;5,00;0,00;2,00;24,69;16,06;84,69;18,24;4,00;53,80;8,68;2,00;13,70;6,55
1303700;AM;51,95;65,22;57,77;32,88;88,90;24,32;76,84;70,81;59,30;7,55;88,60;75,61;41,18;33,02;50,81;6,51;10,91;272,85;18,83;3,41;3,71;34,79;5,73;18,39;49,03;73,11;94,95;84,05;11,85;4,00;6,47;3,00;2,75;4,50;25,30;45,20;4,15;5,90;0,65;0,22;61,93;4,77;23,54;47,07;51,78;18,83;14,12;24,13;1,17;3,30;9,57;0,96;45,46;0,05;10,00;6,00;2,00;27,69;38,78;79,95;45,09;5,00;186,71;129,67;3,00;11,06;6,03
1303809;AM;46,44;50,19;60,33;28,81;68,61;39,01;51,18;41,95;57,80;8,18;78,40;96,93;10,19;47,62;49,94;7,47;36,28;145,14;73,43;19,44;4,12;27,71;46,05;50,28;45,77;51,91;64,99;40,17;45,89;6,00;25,92;5,00;34,56;7,90;26,80;44,90;4,30;2,70;1,16;0,35;62,43;6,24;21,60;32,40;53,99;84,23;38,87;92,39;1,09;1,01;3,29;2,30;38,46;1,25;1,00;0,00;2,00;21,34;1,31;90,20;26,75;5,00;196,95;131,01;3,00;13,12;6,66
1303908;AM;56,12;70,67;60,89;36,81;83,45;36,74;79,83;82,66;65,82;4,62;90,23;82,90;40,92;45,05;55,79;5,49;33,73;217,63;14,97;9,98;4,37;38,25;37,97;34,41;20,75;87,61;99,27;97,98;8,78;3,00;2,50;2,00;2,50;4,80;20,00;41,60;4,35;0,80;0,26;0,17;36,66;4,56;4,99;24,95;39,93;37,43;12,48;48,15;0,90;3,05;4,82;0,56;66,67;0,15;7,00;8,00;2,00;25,68;1,49;56,91;31,19;5,00;128,09;77,58;3,00;10,46;4,38
1303957;AM;59,23;80,91;64,67;32,09;91,87;77,09;89,26;65,44;77,91;6,16;95,05;79,58;19,41;38,91;62,37;7,67;20,00;0,00;7,13;0,00;3,31;85,14;0,92;95,74;79,64;86,70;99,39;89,07;20,05;5,00;8,63;3,00;4,28;1,10;14,30;25,70;4,80;0,50;0,75;0,51;44,45;4,74;4,51;20,90;20,90;13,94;2,99;38,81;2,17;3,41;8,31;2,52;66,67;0,07;3,00;0,00;1,00;27,81;3,79;55,61;0,00;1,00;243,24;61,56;3,00;11,99;7,77
1304005;AM;56,91;71,22;61,47;38,03;90,07;62,01;75,51;57,29;77,67;11,78;89,20;67,22;24,72;43,58;71,30;12,53;16,58;0,00;10,83;0,00;5,05;45,78;51,09;86,12;47,48;88,73;89,90;68,24;25,07;5,00;13,13;4,00;13,10;0,30;15,60;32,60;4,95;0,10;5,85;0,28;71,38;8,37;10,83;75,84;108,34;10,83;10,83;0,00;11,84;0,94;26,13;4,31;77,78;1,52;4,00;0,00;2,00;25,41;6,56;67,96;64,10;5,00;45,43;31,81;2,00;21,10;11,73
1304062;AM;51,51;66,33;65,77;22,44;88,33;48,42;87,87;40,70;72,44;8,23;87,96;94,44;14,70;36,02;29,79;9,23;21,78;169,49;11,91;5,95;3,42;55,01;39,10;43,79;77,83;87,34;97,57;86,25;179,02;6,00;102,71;6,00;1,49;3,30;11,40;37,70;4,60;1,20;0,52;0,76;61,77;5,29;13,40;29,77;80,38;37,21;11,91;90,06;5,22;2,55;4,37;0,42;53,33;0,27;2,00;0,00;1,00;23,90;25,45;77,56;82,81;5,00;334,33;156,38;4,00;15,39;8,74
1304104;AM;49,96;68,73;56,58;24,56;83,90;60,72;76,94;53,37;66,61;8,33;84,66;66,72;16,29;32,74;33,41;15,79;4,43;221,24;23,51;23,32;3,63;42,98;22,30;97,00;64,54;64,98;88,75;87,52;63,74;6,00;17,63;4,00;5,88;3,20;31,20;29,10;4,55;1,90;0,43;0,32;65,94;8,41;29,39;41,14;111,67;29,39;23,51;42,74;0,54;28,76;43,48;22,10;36,36;0,12;4,00;0,00;1,00;34,96;2,12;65,04;11,22;4,00;339,79;194,63;4,00;28,74;13,45
1304203;AM;54,74;74,09;58,97;31,15;89,56;74,12;86,41;46,26;71,36;11,66;79,14;73,72;51,71;45,56;19,10;8,24;17,86;155,68;13,44;1,68;3,78;77,56;43,21;81,48;76,27;91,91;96,87;77,46;66,49;6,00;31,91;5,00;8,40;1,20;21,00;42,70;4,85;1,00;0,50;0,79;92,33;7,49;26,87;52,06;89,01;68,85;25,19;19,25;2,95;3,33;13,17;3,93;40,00;0,82;14,00;7,00;3,00;30,47;1,97;29,35;62,57;5,00;460,22;234,06;4,00;12,46;8,61
1304237;AM;56,74;72,77;62,00;35,44;89,07;32,28;86,81;82,90;67,83;5,43;94,41;80,35;36,98;37,53;52,02;15,22;16,99;242,72;5,29;2,16;5,88;19,12;22,67;52,11;55,85;90,43;98,76;94,98;7,05;3,00;5,29;2,00;1,08;1,70;19,10;42,60;3,95;0,10;0,38;0,13;44,18;4,72;15,88;10,66;10,58;10,58;1,07;42,38;1,42;1,81;22,29;0,74;45,46;0,05;7,00;8,00;1,00;28,88;1,67;81,31;16,38;4,00;220,60;69,63;3,00;26,95;13,45
1304260;AM;51,11;75,89;55,08;22,37;84,99;77,76;86,98;53,84;47,22;6,46;89,61;77,05;17,07;36,01;31,72;4,66;14,97;898,20;14,61;7,39;4,90;71,83;37,98;100,00;63,71;89,37;96,43;92,97;50,79;6,00;14,61;4,00;2,99;7,90;31,30;52,10;3,80;10,70;0,34;0,09;54,40;5,20;14,61;29,22;43,83;51,13;7,31;32,27;2,70;3,40;26,68;10,26;66,67;0,15;2,00;0,00;2,00;34,73;3,61;73,05;143,15;5,00;311,58;272,43;4,00;7,44;4,63
1304302;AM;60,42;78,88;65,88;36,49;88,48;81,29;92,43;53,31;78,44;8,53;90,13;86,44;13,29;46,66;78,32;7,69;13,84;75,47;12,40;6,15;4,89;89,43;4,68;100,00;78,24;94,80;98,40;94,87;47,51;6,00;12,40;4,00;6,20;0,30;11,60;32,50;4,85;0,50;0,76;0,26;68,91;6,33;18,60;43,40;99,19;12,40;12,40;56,62;1,23;0,79;7,95;1,75;45,46;0,31;2,00;0,00;3,00;28,37;0,56;57,79;0,00;1,00;155,38;19,30;2,00;13,37;6,93
1304401;AM;61,11;81,84;60,16;41,32;89,86;72,02;87,98;77,53;72,89;7,26;92,27;68,23;24,81;47,55;89,28;3,65;17,18;0,00;8,48;0,92;5,42;69,06;59,75;80,27;71,07;94,20;94,20;88,09;15,21;4,00;4,24;2,00;2,62;2,60;16,60;28,40;4,60;2,10;1,71;0,12;53,64;6,13;16,96;12,72;46,64;12,72;8,48;0,00;3,55;2,28;5,98;1,33;63,64;0,09;3,00;4,00;3,00;26,46;1,83;69,76;0,00;1,00;26,29;25,27;2,00;6,23;3,36
1400027;RR;49,44;54,45;57,21;36,65;60,14;50,59;63,91;43,17;63,94;4,09;80,54;80,26;25,07;37,29;75,25;8,98;63,29;506,33;45,51;53,09;3,44;66,17;74,90;22,26;41,77;66,91;76,87;64,65;28,12;5,00;53,09;6,00;17,55;1,40;30,20;38,50;3,90;1,50;0,99;0,27;28,81;2,06;15,17;45,51;15,17;75,84;30,34;63,66;1,51;6,04;237,55;4,57;55,56;0,91;6,00;0,00;1,00;29,37;0,00;87,60;15,01;4,00;47,03;37,93;2,00;13,35;9,51
1400050;RR;49,32;51,40;60,08;36,48;62,38;46,96;63,88;32,39;66,82;5,93;80,31;87,26;35,23;37,22;59,79;13,69;43,42;97,42;71,52;39,01;4,35;57,77;31,14;39,56;41,75;65,50;75,96;67,03;265,32;6,00;201,56;6,00;52,02;1,20;34,80;25,10;4,10;1,00;1,29;0,36;44,21;1,44;26,01;52,02;104,03;78,02;26,01;81,78;3,51;5,98;148,36;2,69;55,56;1,89;10,00;0,00;2,00;31,89;5,86;91,72;13,74;4,00;129,14;71,72;3,00;20,79;14,23
1400100;RR;66,58;79,43;70,59;49,71;89,43;90,05;93,95;44,31;81,65;42,34;85,42;72,95;32,44;70,67;48,37;47,36;15,50;122,03;15,49;0,95;4,22;92,63;61,18;97,70;96,09;93,35;94,41;92,40;57,01;6,00;31,22;5,00;20,26;1,00;14,20;17,80;5,50;3,00;17,63;14,40;124,88;1,47;22,16;75,30;108,19;33,60;4,05;24,84;0,41;8,78;6,36;0,26;65,22;3,84;2,00;9,00;7,00;17,02;1,74;73,55;101,78;5,00;215,50;130,65;3,00;75,85;46,79
1400159;RR;50,60;55,90;58,28;37,63;87,52;51,87;51,12;33,08;67,57;7,09;87,32;71,13;15,68;48,11;74,44;12,31;32,33;431,03;7,96;3,41;3,08;55,11;41,88;51,63;33,42;67,13;61,21;37,07;57,50;6,00;47,78;6,00;47,78;3,50;21,20;30,90;4,20;2,40;1,45;0,88;47,93;1,24;23,89;31,86;79,64;23,89;15,93;21,17;5,29;3,23;125,10;8,50;55,56;1,20;2,00;0,00;2,00;21,77;0,68;71,55;2,18;2,00;52,83;69,95;3,00;19,53;12,28
1400175;RR;52,31;57,97;56,79;42,16;85,04;42,69;67,57;36,57;70,94;4,28;88,85;63,08;43,22;45,51;64,39;15,54;26,81;536,19;10,64;5,32;5,27;45,38;17,91;48,68;23,23;77,18;88,79;70,06;188,92;6,00;79,79;6,00;26,60;1,20;17,10;30,00;3,80;0,70;1,37;0,44;27,39;0,86;10,64;26,60;53,19;21,28;21,28;7,18;22,49;3,03;151,92;2,65;77,78;1,54;8,00;6,00;2,00;24,67;0,00;78,02;3,74;3,00;23,06;227,47;4,00;22,69;16,72
1400209;RR;50,58;63,66;58,03;30,06;78,06;65,94;75,59;35,04;64,86;10,01;89,00;68,25;19,69;55,07;38,11;7,36;67,29;224,72;17,95;4,56;4,67;66,00;49,22;72,13;58,47;66,57;95,84;77,82;63,29;6,00;89,76;6,00;35,90;4,00;25,20;24,60;3,90;3,60;2,47;2,01;55,95;1,04;4,49;67,32;85,27;31,41;4,49;36,14;2,90;7,15;356,46;3,80;63,64;1,44;3,00;0,00;4,00;22,04;1,83;72,16;166,33;5,00;336,34;96,12;3,00;11,62;7,38
1400233;RR;54,81;68,24;59,75;36,45;88,49;53,70;78,69;52,06;66,76;9,01;86,38;76,85;22,38;50,13;65,78;7,52;10,93;546,45;9,83;4,33;5,02;52,22;72,53;48,46;51,01;74,90;93,10;89,79;74,13;6,00;19,26;4,00;13,81;1,80;23,10;35,90;3,95;1,80;0,59;0,48;75,89;1,36;38,53;48,16;57,79;38,53;2,14;54,47;9,87;9,32;117,63;14,54;55,56;4,33;4,00;0,00;2,00;20,22;3,99;31,69;0,00;1,00;103,01;139,47;4,00;11,99;7,46
1400282;RR;54,70;68,66;59,41;36,03;86,56;63,08;73,34;51,66;63,38;5,81;93,60;74,85;18,79;35,24;77,59;12,51;6,71;671,14;8,13;8,13;6,76;68,05;77,47;51,55;58,39;79,59;91,21;59,58;59,33;6,00;16,27;4,00;16,27;6,60;26,60;38,50;4,70;1,50;1,47;1,08;31,70;2,58;14,45;8,13;32,53;24,40;3,66;75,79;7,57;6,51;552,66;0,71;44,44;1,79;4,00;0,00;1,00;31,54;0,96;85,24;4,42;3,00;67,64;28,56;2,00;18,28;13,45
1400308;RR;55,11;66,33;61,66;37,35;83,59;68,38;79,67;33,70;72,97;10,21;87,48;75,97;29,61;48,33;67,90;3,55;32,64;268,82;16,51;5,60;5,19;72,72;58,90;66,59;72,68;76,28;92,97;74,96;41,11;6,00;55,03;6,00;44,02;2,00;19,50;25,20;4,60;2,50;1,73;1,33;70,57;1,21;27,52;60,53;121,07;22,01;11,01;60,22;16,36;6,62;206,75;1,14;54,55;4,73;7,00;0,00;3,00;24,93;1,88;83,98;0,00;1,00;178,13;61,39;3,00;5,41;3,68
1400407;RR;52,10;58,82;64,14;33,35;88,59;41,45;35,41;69,84;65,95;5,48;86,42;98,70;20,57;35,71;64,37;12,74;25,27;204,50;8,67;5,72;3,17;50,30;36,09;32,56;19,10;45,80;44,00;27,99;19,63;4,00;8,67;3,00;8,67;1,90;17,10;39,00;3,50;1,90;1,30;0,27;41,17;1,40;17,34;26,02;69,37;69,37;1,93;96,72;0,29;0,00;10,64;9,34;44,44;0,78;5,00;0,00;0,00;26,90;3,78;61,91;9,31;4,00;75,10;42,32;3,00;20,98;12,23
1400456;RR;52,83;59,30;66,17;33,02;88,66;43,99;58,63;45,90;75,00;8,59;83,04;98,05;13,10;41,60;68,65;8,73;15,75;196,85;5,29;17,24;2,34;42,21;51,76;43,27;38,80;54,10;77,72;59,35;56,10;6,00;26,44;5,00;10,58;1,80;14,80;27,80;4,50;0,60;1,15;0,27;72,11;0,95;15,86;52,87;26,44;52,87;22,99;98,34;1,06;1,84;9,08;5,62;55,56;0,90;1,00;0,00;1,00;25,20;0,00;69,88;6,34;3,00;72,89;56,01;3,00;12,83;9,35
1400472;RR;50,59;63,64;62,02;26,10;88,53;43,70;66,63;55,71;71,73;13,83;91,16;71,35;28,06;48,95;13,86;13,53;15,05;167,22;13,00;3,32;5,01;42,13;22,89;53,44;53,18;69,15;60,02;81,55;33,00;5,00;13,00;4,00;22,74;0,60;21,50;32,10;4,30;0,90;3,89;1,71;87,69;2,76;9,75;35,74;103,96;32,49;6,50;40,44;4,71;13,43;117,03;5,80;53,85;2,40;7,00;0,00;2,00;21,74;1,74;42,98;20,37;4,00;1760,36;270,97;4,00;20,61;14,02
1400506;RR;58,54;72,12;60,42;43,08;82,29;69,98;85,82;50,39;69,89;11,41;84,38;76,01;38,88;51,99;72,37;9,07;31,75;0,00;36,58;0,00;4,72;67,43;83,29;68,13;66,19;87,00;95,47;90,05;113,20;6,00;11,98;4,00;23,96;1,50;21,80;36,40;4,35;0,90;1,66;2,21;71,36;0,78;11,98;47,92;47,92;11,98;36,58;47,71;14,31;7,64;61,77;7,77;44,44;3,35;12,00;0,00;2,00;17,46;4,25;44,44;0,00;1,00;125,41;43,31;3,00;15,31;8,48
1400605;RR;54,36;71,33;56,56;35,18;90,38;68,60;76,55;49,78;74,65;7,12;86,12;58,36;14,48;49,89;71,70;4,65;18,87;0,00;12,33;0,00;3,95;64,87;48,97;80,55;59,64;84,72;95,92;60,71;42,91;6,00;12,33;4,00;27,71;1,10;15,70;27,40;4,25;0,10;1,36;0,44;54,93;0,66;12,33;73,98;61,65;36,99;10,51;0,00;40,86;3,71;74,29;3,52;33,33;1,97;3,00;0,00;2,00;20,76;1,36;43,40;0,00;1,00;133,30;59,45;3,00;7,41;4,62
1400704;RR;45,99;49,87;63,10;24,98;77,35;36,79;10,50;74,85;63,78;3,14;88,01;97,47;27,02;32,39;37,66;2,87;33,17;44,94;46,34;18,54;2,03;67,03;0,72;13,05;9,13;4,44;13,18;15,43;7,58;3,00;9,27;3,00;9,27;1,60;25,70;43,30;3,90;2,30;1,76;0,21;18,10;0,13;37,08;9,27;37,08;46,34;9,47;99,21;0,65;2,89;11,44;11,89;55,56;0,19;7,00;0,00;0,00;29,19;9,86;56,55;21,57;4,00;289,74;340,55;4,00;4,63;2,82
1500107;PA;53,14;57,38;57,41;44,63;91,10;24,97;61,06;52,37;66,09;16,88;85,42;61,25;41,54;58,02;65,16;13,80;17,63;78,37;8,80;1,26;3,59;26,67;51,37;12,96;58,91;60,94;81,16;41,77;40,12;6,00;18,86;4,00;11,94;2,10;19,50;33,90;4,15;6,80;5,57;4,46;73,35;1,57;28,29;45,89;66,01;67,89;3,77;0,00;43,75;0,47;2,48;0,46;60,00;2,21;6,00;10,00;5,00;17,36;28,78;21,59;98,04;5,00;17,64;90,54;3,00;19,77;15,08
1500131;PA;55,00;71,79;54,67;38,53;87,84;80,58;82,17;36,55;69,70;10,45;89,35;49,17;23,54;38,06;82,54;9,98;20,41;757,58;8,30;0,00;4,84;90,49;25,61;89,00;89,53;92,34;95,51;51,11;99,21;6,00;66,79;6,00;26,72;1,10;18,40;50,40;4,65;1,00;0,37;0,43;89,36;3,84;13,36;26,72;146,94;53,43;2,79;0,00;93,87;1,04;44,44;5,57;44,44;1,74;6,00;0,00;2,00;35,71;0,00;20,41;0,00;1,00;5,57;52,49;3,00;13,93;11,15
1500206;PA;49,95;52,14;50,31;47,39;85,91;19,17;65,78;37,69;52,23;5,30;86,00;57,70;58,85;45,52;73,88;11,32;26,40;211,19;19,76;1,11;4,64;25,95;11,47;13,72;23,44;48,11;94,14;89,12;81,90;6,00;43,11;6,00;19,76;0,40;31,90;60,50;4,50;17,70;0,95;0,10;41,15;3,85;19,76;46,71;134,73;41,32;5,40;0,00;57,03;1,28;24,56;7,91;61,54;2,16;15,00;7,00;3,00;27,77;8,74;47,10;0,00;1,00;7,61;134,03;4,00;18,03;11,25
1500305;PA;50,75;52,89;52,93;46,43;91,86;13,31;47,37;59,03;41,28;6,31;91,85;72,27;39,69;45,12;89,70;11,19;16,60;98,62;2,53;2,53;3,95;16,64;3,65;12,82;24,26;23,30;94,36;42,77;25,09;5,00;15,16;4,00;2,53;3,00;43,10;52,50;3,35;18,40;2,93;1,05;29,87;1,83;2,53;15,16;40,44;7,58;15,16;7,78;0,35;0,76;3,01;0,03;63,64;0,00;8,00;6,00;3,00;28,53;1,12;91,08;0,00;1,00;21,25;14,90;2,00;18,09;10,95
1500347;PA;52,54;66,04;53,87;37,71;88,91;33,72;83,27;58,26;56,45;5,03;92,61;61,39;19,72;42,85;82,35;5,90;23,67;591,72;3,62;0,76;4,45;28,80;63,80;28,49;62,78;79,91;93,64;92,40;23,78;5,00;18,11;4,00;7,24;8,80;28,80;36,40;4,30;5,30;2,88;0,18;28,72;2,41;10,86;32,59;28,97;21,73;3,62;22,53;65,88;0,38;74,77;5,58;36,36;1,81;5,00;0,00;1,00;24,85;2,93;25,44;0,00;1,00;7,78;49,86;3,00;9,93;5,54
1500404;PA;54,36;64,51;59,27;39,32;83,53;24,79;73,38;76,33;55,05;9,28;87,06;85,68;14,41;46,13;91,20;5,52;36,45;186,92;12,26;3,50;6,35;27,28;46,96;13,41;49,91;67,70;91,09;79,68;13,21;4,00;5,26;2,00;9,90;7,70;28,60;40,80;3,95;5,30;2,51;0,14;73,83;0,39;47,29;43,79;152,39;40,29;1,76;68,43;11,30;3,51;38,45;5,79;46,67;1,79;2,00;0,00;2,00;24,77;6,27;17,66;0,00;1,00;3,57;11,61;2,00;8,59;5,61
1500503;PA;57,72;67,62;62,88;42,65;88,71;64,92;77,82;39,01;50,55;26,71;86,38;87,88;22,83;45,60;90,99;11,18;20,54;0,00;8,80;5,87;4,51;62,80;25,68;82,25;63,21;65,83;92,46;87,25;62,49;6,00;44,02;6,00;11,74;4,50;33,00;55,40;3,95;10,20;9,07;7,76;103,43;4,81;20,54;35,22;164,34;49,89;2,94;79,02;2,73;3,70;137,26;9,22;61,54;3,82;2,00;3,00;2,00;26,19;2,62;23,11;0,00;1,00;6,05;20,15;2,00;19,18;10,25
1500602;PA;51,28;62,94;66,10;24,78;89,26;45,92;84,02;32,57;73,51;31,07;82,47;77,37;12,71;60,41;9,77;16,21;16,72;171,53;10,35;1,73;4,94;49,22;45,30;42,09;81,36;88,40;78,46;87,17;148,74;6,00;69,85;6,00;50,88;0,40;20,20;32,10;5,10;5,30;12,49;9,57;106,99;1,24;16,38;78,47;177,63;31,91;14,66;86,54;7,49;18,32;307,58;50,65;53,33;4,84;0,00;0,00;5,00;22,77;1,27;17,15;32,14;5,00;600,78;291,01;4,00;24,77;16,77
1500701;PA;46,34;50,86;49,54;38,63;87,99;6,48;39,36;69,60;34,10;6,20;88,78;69,09;14,80;41,26;90,91;7,53;18,27;121,80;20,21;3,42;3,47;4,51;15,72;5,43;34,47;36,59;53,67;31,25;11,36;4,00;6,74;3,00;10,11;5,10;42,70;63,00;3,25;21,90;3,16;0,13;37,44;4,28;20,21;33,68;53,89;20,21;3,37;0,02;2,70;1,07;6,27;0,07;54,55;0,07;2,00;0,00;2,00;31,43;1,63;23,87;0,00;1,00;7,04;36,47;2,00;12,43;7,21
1500800;PA;57,57;65,16;59,02;48,54;87,65;41,02;97,18;34,80;73,73;26,35;76,61;59,41;32,70;69,85;78,93;12,67;13,81;186,97;18,30;4,67;4,53;34,25;82,53;33,79;98,68;94,72;98,69;97,08;84,73;6,00;44,25;6,00;37,35;1,90;17,10;32,30;4,95;2,90;11,02;6,74;105,09;2,44;31,56;75,62;129,21;130,71;1,68;1,96;45,81;0,00;1,59;0,00;48,00;3,91;9,00;0,00;6,00;15,22;0,30;47,29;0,00;1,00;48,13;83,88;3,00;20,28;12,52
1500859;PA;48,26;57,65;52,45;34,69;89,76;28,09;74,67;38,07;49,95;11,24;83,52;65,08;15,70;35,48;82,39;5,21;14,26;153,37;10,49;3,07;4,51;6,04;53,73;45,65;51,46;78,21;89,61;73,60;124,64;6,00;66,42;6,00;17,48;10,30;27,80;45,60;3,85;6,90;4,70;0,12;78,77;3,30;83,90;27,97;108,37;13,98;10,49;43,95;27,14;10,96;305,19;26,95;54,55;1,54;2,00;0,00;1,00;32,65;5,73;22,03;0,00;1,00;7,39;90,94;3,00;8,05;5,32
1500909;PA;52,47;63,62;52,43;41,36;86,90;27,22;64,36;76,02;54,83;6,06;81,11;67,69;30,65;46,08;75,54;13,15;16,28;370,83;12,91;6,46;4,97;49,49;13,55;4,90;49,22;60,28;72,86;71,98;7,58;3,00;8,61;3,00;2,15;1,98;25,20;54,20;4,25;15,10;1,68;0,13;46,07;1,79;90,38;53,80;120,51;27,97;4,30;36,59;65,77;0,00;6,59;1,77;69,23;2,04;7,00;0,00;3,00;29,42;1,01;45,93;0,00;1,00;88,08;61,13;3,00;19,79;13,78
1500958;PA;49,70;58,89;53,12;37,10;88,12;46,85;63,26;37,32;66,88;4,92;89,50;51,17;15,10;36,98;88,28;8,03;19,23;104,22;9,44;6,30;4,79;66,83;48,02;21,78;42,10;35,23;87,28;85,60;96,99;6,00;47,21;6,00;22,03;0,80;23,80;54,50;4,50;0,20;0,63;0,17;35,13;7,40;15,74;44,06;72,39;22,03;3,15;0,39;86,38;0,50;11,53;3,39;45,46;3,27;2,00;0,00;1,00;28,57;12,05;34,07;0,00;1,00;38,05;35,33;2,00;11,49;8,79
1501006;PA;55,36;65,58;57,81;42,68;89,74;33,01;63,79;75,77;61,04;3,23;91,06;75,92;19,95;47,72;99,78;3,25;13,70;125,00;6,10;1,25;6,24;32,56;28,36;35,32;22,56;55,48;94,41;73,58;8,70;3,00;6,10;3,00;3,66;3,20;28,10;43,70;4,05;3,50;0,39;0,25;23,86;2,09;13,70;30,48;42,67;12,19;12,19;50,44;8,86;9,49;114,08;28,68;55,56;0,37;4,00;0,00;2,00;23,97;3,29;13,70;0,00;1,00;2,60;0,00;1,00;5,18;3,23
1501105;PA;50,53;61,03;52,88;37,68;89,75;39,57;60,57;54,23;45,05;4,98;95,12;66,37;15,38;41,86;89,92;3,57;15,15;378,79;3,19;3,19;5,23;45,01;8,09;44,67;44,66;38,25;81,81;75,38;41,03;6,00;15,96;4,00;0,65;3,80;36,60;60,00;4,00;16,90;1,03;0,04;36,38;6,22;3,19;6,39;54,27;25,54;3,19;0,00;5,20;5,61;9,66;2,38;54,55;0,06;1,00;2,00;2,00;30,30;2,59;27,46;0,00;1,00;18,70;26,36;2,00;5,60;3,60
1501204;PA;51,76;66,79;50,95;37,53;88,11;60,67;60,70;57,69;42,63;3,90;93,25;64,04;24,62;40,44;77,89;7,17;17,61;195,70;8,25;10,32;3,91;69,31;20,36;65,15;40,98;70,50;84,94;40,15;27,79;5,00;18,57;4,00;10,73;8,90;34,20;55,00;3,40;10,50;0,58;0,12;30,85;2,20;28,89;24,76;84,61;4,13;2,06;17,91;44,05;1,81;22,19;3,80;53,85;0,68;6,00;0,00;2,00;30,33;6,45;38,55;0,00;1,00;60,33;44,83;3,00;11,75;6,92
