IBGE;MUNIC;OP4114;OP4115;OP4116;OP4117;OP4118;OP4119;OP4120;OP4121;OP4122;OP4123;OP4124;OP4214;OP4215;OP4216;OP4217;OP4218;OP4219;OP4220;OP4221;OP4222;OP4223;OP4224
5105200;Juscimeira;19,63;25,02;29,12;31,43;33,23;36,18;36,43;39,77;41,44;;;25,96;34,53;40,50;45,17;46,47;49,33;50,36;52,44;53,22;;
5105234;Lambari D'Oeste;28,70;42,06;38,72;43,72;39,72;39,72;37,38;49,07;53,74;;;24,91;40,14;35,99;46,37;39,45;40,83;37,37;51,90;62,28;;
5105259;Lucas do Rio Verde;42,11;44,04;46,01;53,12;58,67;65,84;66,51;76,14;75,41;;;51,13;52,10;53,97;61,61;67,47;74,66;75,88;86,08;86,32;;
5105309;Luciara;48,28;44,31;46,30;47,62;50,26;34,39;21,83;45,63;57,54;;;67,03;60,19;4,10;61,56;60,19;42,41;31,46;67,03;87,55;;
5105507;Vila Bela da Santíssima Trindade;32,58;32,68;30,64;30,94;31,15;44,47;48,05;48,46;39,34;;;43,05;44,35;42,19;43,70;41,76;64,47;66,42;66,85;53,22;;
5105580;Marcelândia;28,19;27,75;27,46;27,02;28,19;30,10;28,49;32,60;39,21;;;41,58;40,97;39,76;38,54;40,36;42,79;40,67;46,74;58,88;;
5105606;Matupá;20,74;23,38;23,96;26,52;32,14;36,77;37,43;42,06;44,20;;;27,53;32,43;33,11;37,16;44,93;51,69;52,53;60,81;60,81;;
5105622;Mirassol d'Oeste;30,92;32,48;30,06;31,33;35,37;43,75;42,77;45,32;44,56;;;38,29;41,83;36,69;37,71;41,83;55,09;54,51;57,37;54,86;;
5105903;Nobres;34,00;30,98;27,34;31,81;33,89;40,75;29,11;33,37;41,48;;;42,25;37,79;30,57;35,67;38,00;48,41;31,21;36,31;47,56;;
5106000;Nortelândia;29,20;25,39;26,16;29,71;29,96;31,74;34,28;37,07;38,60;;;36,57;33,01;35,04;39,61;37,58;38,60;41,14;48,25;49,26;;
5106109;Nossa Senhora do Livramento;24,49;24,60;36,11;24,95;28,02;27,57;24,95;29,39;34,06;;;37,38;37,86;58,50;33,98;39,81;36,17;33,98;41,02;50,24;;
5106158;Nova Bandeirantes;16,37;17,16;15,68;16,93;17,96;18,87;18,52;22,16;22,39;;;25,11;26,66;25,89;27,96;28,73;29,77;27,96;34,69;35,98;;
5106174;Nova Nazaré;18,62;27,70;29,61;36,29;36,77;34,38;30,09;39,64;6,69;;;27,78;37,70;37,70;48,61;50,60;48,61;42,66;53,57;11,90;;
5106182;Nova Lacerda;29,01;29,26;27,77;27,77;29,01;34,47;40,42;39,92;38,43;;;37,91;41,60;38,97;43,18;44,76;48,97;54,24;59,51;56,35;;
5106190;Nova Santa Helena;24,67;27,70;30,36;33,02;33,40;37,57;39,85;45,54;37,95;;;35,06;38,25;41,43;46,22;43,82;51,79;54,98;65,34;56,57;;
5106208;Nova Brasilândia;25,58;25,58;24,83;25,96;27,84;31,23;26,71;31,98;32,36;;;35,29;34,51;35,29;36,86;37,65;43,14;37,65;44,71;44,71;;
5106216;Nova Canaã do Norte;28,07;26,36;24,52;26,36;31,37;30,97;33,61;31,37;34,01;;;37,75;37,20;35,27;40,23;46,84;46,84;49,60;45,47;51,25;;
5106224;Nova Mutum;47,22;48,98;46,75;54,31;56,69;65,89;64,90;69,54;74,34;;;58,67;61,01;61,83;68,72;72,26;78,33;78,27;87,75;94,96;;
5106232;Nova Olímpia;48,22;46,80;45,88;42,62;43,54;50,97;48,42;58,39;55,54;;;46,09;41,93;41,31;41,52;40,69;52,94;47,75;58,34;50,65;;
5106240;Nova Ubiratã;33,46;39,42;37,89;35,29;41,25;48,43;54,24;60,81;69,52;;;44,34;53,80;46,30;43,04;48,58;57,06;72,71;74,99;94,23;;
5106257;Nova Xavantina;22,05;22,61;23,73;23,17;29,19;29,69;33,60;32,42;39,44;;;26,90;27,54;29,96;29,58;39,52;39,01;44,62;45,00;53,80;;
5106265;Novo Mundo;23,67;25,42;24,67;25,17;28,66;26,91;29,40;32,89;31,40;;;33,66;38,55;39,63;41,26;48,32;43,43;46,69;47,77;47,23;;
5106273;Novo Horizonte do Norte;29,13;32,08;29,13;30,39;32,93;29,97;25,75;36,72;37,99;;;39,54;45,69;43,94;43,94;47,45;43,94;38,66;50,97;55,36;;
5106281;Novo São Joaquim;44,23;45,12;42,89;43,78;44,23;44,67;35,74;47,58;44,45;;;48,30;50,66;44,51;21,78;54,92;53,03;40,25;63,45;55,87;;
5106299;Paranaíta;40,37;43,42;28,81;29,08;31,60;32,53;29,08;37,71;36,52;;;41,40;42,23;38,09;38,64;44,44;46,37;41,13;51,89;50,23;;
5106307;Paranatinga;21,90;21,33;21,77;23,54;24,16;24,67;31,59;31,15;29,77;;;30,09;28,30;28,71;30,78;32,03;32,85;44,86;40,86;37,27;;
5106315;Novo Santo Antônio;44,60;40,69;31,30;40,69;35,99;43,82;33,65;34,43;54,77;;;52,55;42,69;37,77;54,19;47,62;57,47;41,05;47,62;82,10;;
5106372;Pedra Preta;90,31;40,28;103,53;53,77;62,21;47,68;48,03;57,33;61,68;;;93,17;55,19;96,54;56,08;70,45;60,16;60,16;74,36;75,42;;
5106422;Peixoto de Azevedo;18,14;17,11;17,63;20,25;22,20;23,49;22,31;27,50;34,64;;;27,40;25,49;25,71;27,61;31,21;31,84;29,94;37,45;50,57;;
5106455;Planalto da Serra;33,97;31,39;31,91;30,37;27,79;29,85;36,54;39,11;43,23;;;46,29;43,06;35,52;36,60;34,45;36,60;40,90;46,29;52,74;;
5106505;Poconé;20,90;26,48;21,96;31,25;45,02;35,82;16,33;35,62;43,46;;;29,98;37,30;31,97;55,79;82,53;56,52;21,63;54,33;65,92;;
5106653;Pontal do Araguaia;24,99;25,43;23,22;29,19;25,43;25,65;22,11;29,63;27,20;;;36,42;37,30;35,54;44,32;37,74;38,17;31,59;43,44;38,17;;
5106703;Ponte Branca;13,43;16,25;16,96;27,56;28,27;26,86;31,10;35,34;38,16;;;16,27;20,71;22,19;32,54;42,90;41,42;53,25;60,65;66,57;;
5106752;Pontes e Lacerda;52,25;24,37;54,29;29,67;35,05;35,96;39,94;43,45;40,75;;;56,79;31,71;51,42;33,67;39,17;43,71;51,36;56,54;52,75;;
5106778;Porto Alegre do Norte;15,24;15,38;15,93;17,16;18,95;24,85;23,48;25,81;32,27;;;18,65;18,65;17,79;21,80;25,53;33,56;32,99;33,28;43,32;;
5106802;Porto dos Gaúchos;40,14;37,36;42,10;42,10;49,07;55,48;49,62;65,51;68,86;;;52,66;45,14;50,35;50,93;56,71;70,02;54,40;82,18;79,28;;
5106828;Porto Esperidião;23,04;22,08;20,16;24,64;30,40;31,51;40,15;34,07;43,03;;;28,85;25,86;24,87;25,20;32,82;35,15;47,08;34,81;51,72;;
5106851;Porto Estrela;36,97;34,16;41,65;42,58;42,58;41,18;37,90;42,12;39,31;;;51,08;48,13;53,05;57,96;55,99;55,01;52,06;55,99;52,06;;
5107008;Poxoréu;18,61;17,07;18,01;18,34;25,06;25,87;27,01;31,24;33,13;;;23,36;21,95;22,66;24,91;35,18;35,46;36,59;43,63;43,34;;
5107040;Primavera do Leste;50,52;50,58;53,44;62,45;70,10;72,18;70,86;77,55;81,39;;;62,20;61,06;65,87;77,02;85,93;89,08;88,41;98,66;104,93;;
5107065;Querência;34,08;40,45;37,59;44,62;45,88;58,55;60,80;65,24;63,39;;;44,57;54,85;48,99;59,99;60,42;77,56;79,42;84,85;82,42;;
5107107;São José dos Quatro Marcos;89,70;26,67;28,31;28,07;33,32;33,65;31,27;32,09;31,92;;;78,45;31,96;32,12;32,12;39,06;40,19;36,97;37,13;37,13;;
5107156;Reserva do Cabaçal;48,83;45,92;51,02;57,58;52,48;45,92;42,27;40,82;53,21;;;74,78;65,98;68,91;71,85;67,45;61,58;60,12;57,18;74,78;;
5107180;Ribeirão Cascalheira;21,11;20,14;21,44;26,14;27,44;29,23;31,50;33,78;33,45;;;27,59;26,92;27,93;32,97;34,32;37,69;39,37;43,07;40,71;;
5107198;Ribeirãozinho;33,73;32,54;29,59;33,73;34,32;35,50;33,14;39,64;40,83;;;54,35;39,86;44,69;48,31;50,72;49,52;48,31;57,97;57,97;;
5107206;Rio Branco;30,49;26,13;27,81;33,84;30,82;33,84;33,84;37,19;42,21;;;38,49;33,27;33,27;39,14;35,23;36,53;35,88;42,40;56,75;;
5107248;Santa Carmem;34,12;30,65;29,07;39,81;36,65;42,97;28,75;50,87;39,81;;;48,88;42,93;40,95;56,80;49,54;63,41;41,61;81,90;60,77;;
5107263;Santo Afonso;33,82;33,82;35,63;48,31;53,74;30,19;31,40;33,82;35,02;;;49,43;48,16;50,70;70,98;78,58;46,89;49,43;54,50;53,23;;
5107297;São José do Povo;24,59;23,17;23,64;27,42;29,31;31,21;34,52;43,97;79,43;;;32,98;30,07;32,01;33,95;36,86;38,80;43,65;59,17;98,93;;
5107305;São José do Rio Claro;30,77;30,55;27,96;34,87;31,63;34,98;34,55;35,85;36,93;;;40,36;40,59;37,70;43,47;39,25;47,02;44,36;47,46;50,34;;
5107354;São José do Xingu;30,17;26,52;26,21;35,05;39,32;48,77;49,38;48,77;48,46;;;42,76;38,29;35,10;45,31;49,78;58,71;56,16;54,24;59,99;;
5107404;São Pedro da Cipa;30,84;29,30;25,44;32,00;30,07;35,47;32,77;41,63;38,94;;;49,16;46,85;42,24;50,69;48,39;56,84;52,23;68,36;62,98;;
5107578;Rondolândia;39,67;38,62;29,23;33,92;39,67;44,36;45,41;48,54;44,89;;;51,93;49,72;37,57;43,09;48,62;55,25;57,46;68,51;62,98;;
5107602;Rondonópolis;49,24;50,61;50,43;54,78;60,36;64,86;65,98;71,28;71,26;;;58,02;59,91;58,81;64,32;71,25;75,93;78,19;84,39;84,31;;
5107701;Rosário Oeste;24,91;23,36;20,74;24,04;23,94;26,37;22,10;23,07;24,23;;;34,87;32,84;28,18;30,61;30,61;34,66;29,39;32,23;32,43;;
5107743;Santa Cruz do Xingu;30,03;30,03;34,50;28,12;42,81;46,65;47,28;49,84;46,65;;;28,25;28,25;39,55;31,07;48,02;52,26;57,91;59,32;59,32;;
5107750;Salto do Céu;21,39;23,41;25,42;24,21;24,21;26,23;25,02;31,07;39,14;;;33,50;34,31;33,50;31,86;32,68;32,68;29,41;40,85;54,74;;
5107768;Santa Rita do Trivelato;47,96;55,70;41,26;49,51;59,31;79,42;71,69;79,42;90,25;;;58,38;60,54;49,73;49,73;65,95;78,92;76,76;81,08;103,78;;
5107776;Santa Terezinha;21,59;19,96;19,73;20,66;21,12;20,89;17,87;19,03;19,03;;;28,56;27,56;23,55;24,55;25,05;24,05;21,04;23,55;23,55;;
5107792;Santo Antônio do Leste;46,95;60,50;57,34;62,75;66,82;69,53;55,98;74,94;77,20;;;58,82;69,26;66,41;67,36;71,16;75,90;67,36;81,59;74,95;;
5107800;Santo Antônio de Leverger;23,22;21,88;22,50;25,89;26,82;10,17;25,69;9,04;28,25;;;30,08;26,66;28,37;31,78;32,21;7,68;32,00;7,68;37,12;;
5107859;São Félix do Araguaia;29,05;26,93;23,64;29,76;31,52;36,34;30,93;33,99;39,05;;;41,08;36,14;29,12;39,00;42,38;47,06;39,78;43,16;50,70;;
5107875;Sapezal;48,82;53,60;55,48;62,62;65,88;74,66;80,53;86,64;84,70;;;62,99;67,69;67,83;77,76;82,46;94,22;101,02;110,95;112,13;;
5107883;Serra Nova Dourada;24,72;30,69;32,40;33,25;34,95;31,54;33,25;38,36;3,41;;;43,15;48,78;52,53;52,53;54,41;50,66;54,41;61,91;1,88;;
5107909;Sinop;33,90;35,87;38,25;42,54;46,30;50,27;49,68;54,75;56,38;;;44,81;46,80;50,52;55,04;59,19;63,25;63,86;70,86;74,00;;
5107925;Sorriso;42,94;44,58;47,36;56,56;54,61;62,08;67,39;68,73;69,98;;;53,46;55,98;58,52;70,46;65,94;72,69;84,91;82,55;85,82;;
5107941;Tabaporã;27,34;29,37;26,33;26,16;32,74;35,78;33,08;41,18;47,93;;;37,93;41,83;32,26;31,55;42,18;45,73;41,83;51,40;59,20;;
5107958;Tangará da Serra;35,16;35,86;50,85;41,19;52,35;49,46;51,88;54,64;57,97;;;43,61;45,10;56,52;50,64;64,62;61,05;65,34;68,77;74,25;;
5108006;Tapurah;37,12;35,59;33,46;39,37;44,22;53,32;50,72;54,62;54,86;;;48,55;46,80;45,55;53,55;57,56;70,82;67,07;70,82;72,57;;
5108055;Terra Nova do Norte;24,40;25,86;23,37;29,36;28,49;29,36;32,87;31,70;32,72;;;29,62;34,36;28,44;37,91;36,14;36,73;43,54;42,36;45,32;;
5108105;Tesouro;16,51;19,91;20,88;27,68;27,20;30,60;26,71;46,14;44,68;;;21,44;22,51;23,58;30,01;31,08;36,44;33,23;53,59;53,59;;
5108204;Torixoréu;30,62;31,29;28,26;32,97;38,69;36,00;28,60;38,69;37,35;;;46,58;45,89;39,04;47,95;52,05;47,95;34,93;52,74;50,00;;
5108303;União do Sul;28,28;28,72;28,28;43,75;38,89;50,38;45,51;54,79;69,82;;;43,60;48,34;48,34;75,83;64,45;79,62;70,14;87,20;107,11;;
5108352;Vale de São Domingos;21,87;27,98;26,96;29,50;31,54;40,69;50,36;44,25;52,39;;;28,99;36,23;39,34;43,48;45,55;64,18;76,60;67,29;80,75;;
5108402;Várzea Grande;31,43;30,70;32,76;34,72;40,46;43,12;39,60;45,09;42,75;;;35,00;34,33;35,64;39,51;47,24;50,66;46,31;52,74;50,56;;
5108501;Vera;26,30;26,83;28,81;37,13;39,12;34,49;34,76;37,53;40,04;;;41,03;43,76;45,68;47,05;52,79;51,42;51,97;53,88;54,43;;
5108600;Vila Rica;20,81;19,89;20,14;25,53;22,41;26,71;26,12;27,64;24,10;;;30,88;30,52;30,16;37,38;31,24;39,18;37,92;40,99;31,24;;
5108808;Nova Guarita;37,25;32,26;37,58;36,91;38,24;27,93;32,59;46,89;45,56;;;56,45;46,69;57,14;51,57;54,36;45,30;52,26;75,96;80,14;;
5108857;Nova Marilândia;56,46;36,40;63,93;78,86;70,00;97,06;97,06;118,06;120,39;;;67,38;43,95;81,05;90,82;77,15;115,23;111,33;136,72;143,55;;
5108907;Nova Maringá;33,20;34,08;32,31;38,78;45,24;47,59;42,89;50,24;46,42;;;44,26;44,26;41,69;48,75;59,01;59,01;56,45;66,71;60,30;;
5108956;Nova Monte Verde;25,21;23,13;24,08;25,21;27,49;27,87;28,44;33,36;35,26;;;33,39;32,98;36,24;34,61;38,68;38,68;40,31;46,01;44,79;;
