IBGE;MUNIC;OP4114;OP4115;OP4116;OP4117;OP4118;OP4119;OP4120;OP4121;OP4122;OP4123;OP4124;OP4214;OP4215;OP4216;OP4217;OP4218;OP4219;OP4220;OP4221;OP4222;OP4223;OP4224
1500602;Altamira;33,41;33,82;22,99;23,31;23,90;25,67;23,67;40,22;32,91;;;37,66;41,17;26,99;28,83;29,13;31,38;29,98;53,95;40,29;;
1500701;Anajás;15,22;19,88;0,33;25,44;26,26;25,03;23,64;30,60;27,49;;;21,09;24,89;0,35;31,80;33,53;32,67;30,94;37,50;33,53;;
1500800;Ananindeua;26,28;26,17;24,76;29,72;31,51;33,87;35,25;35,63;38,71;;;30,28;29,70;27,47;34,19;36,01;38,36;40,34;40,55;45,18;;
1500859;Anapu;4,67;5,84;14,07;15,73;13,95;14,56;13,03;14,50;15,67;;;5,75;7,70;19,98;21,68;18,80;20,11;18,54;20,37;21,42;;
1500909;Augusto Corrêa;36,37;37,05;28,78;30,92;39,28;39,71;27,92;39,84;41,00;;;51,91;53,06;42,31;44,80;56,35;57,24;40,62;57,51;59,28;;
1500958;Aurora do Pará;37,82;35,15;34,76;37,12;35,07;28,39;23,91;29,09;34,99;;;58,16;51,17;54,82;56,57;53,23;43,22;37,66;44,97;52,92;;
1501006;Aveiro;6,62;6,40;6,08;3,63;6,30;7,36;6,51;9,07;9,39;;;8,80;8,11;7,41;4,40;7,41;9,50;8,57;12,28;12,74;;
1501105;Bagre;6,10;6,97;8,64;9,19;10,78;11,57;14,03;14,19;15,77;;;9,83;11,33;13,49;13,32;14,99;15,99;18,99;19,15;20,65;;
1501204;Baião;22,56;25,37;18,70;13,26;14,22;14,60;13,06;19,86;22,74;;;27,40;30,05;22,78;17,19;17,68;17,89;16,07;23,90;28,31;;
1501253;Bannach;31,18;23,39;25,99;29,45;29,45;27,28;22,09;34,21;35,08;;;46,27;35,88;39,66;44,38;46,27;42,49;36,83;44,38;49,10;;
1501303;Barcarena;35,19;51,74;37,80;41,32;46,18;49,57;48,84;54,68;59,47;;;37,08;58,24;37,98;41,33;45,83;50,17;48,66;54,97;61,18;;
1501402;Belém;123,12;127,06;130,03;130,61;136,12;134,07;132,15;135,16;142,69;;;129,24;133,87;136,97;136,52;141,70;140,03;136,96;140,01;147,17;;
1501451;Belterra;23,38;28,32;32,85;33,86;28,92;29,32;29,22;31,54;31,04;;;33,16;39,99;48,63;50,64;41,60;41,40;41,60;44,21;44,01;;
1501501;Benevides;25,79;27,86;21,42;28,14;29,66;32,62;29,09;44,19;33,33;;;31,06;32,07;25,29;32,18;33,60;36,94;32,38;53,51;37,14;;
1501576;Bom Jesus do Tocantins;17,35;18,25;17,35;17,44;16,63;15,91;13,21;13,39;15,46;;;28,87;30,15;30,79;30,57;28,66;27,39;23,78;23,57;26,75;;
1501600;Bonito;9,66;17,44;18,11;19,99;24,02;23,35;19,72;10,47;20,53;;;8,65;16,19;14,51;21,21;27,63;27,35;22,33;9,77;26,23;;
1501709;Bragança;38,20;28,41;24,18;25,78;24,43;26,00;22,94;28,14;9,52;;;54,91;40,31;34,61;36,27;34,78;37,04;32,72;39,57;11,95;;
1501725;Brasil Novo;9,73;10,85;10,43;11,41;15,61;12,88;12,18;23,51;11,34;;;14,69;17,21;16,17;17,06;23,00;17,06;17,21;37,09;15,13;;
1501758;Brejo Grande do Araguaia;21,07;22,62;24,93;29,30;38,29;32,90;29,30;43,69;48,06;;;30,18;33,82;36,42;39,02;53,59;47,87;41,62;64,00;70,76;;
1501782;Breu Branco;29,37;29,17;28,52;29,66;30,02;29,33;31,89;34,24;32,86;;;38,93;36,54;37,86;39,09;40,08;38,60;42,72;46,83;44,20;;
1501808;Breves;20,83;27,76;3,83;35,44;49,16;13,92;35,18;39,64;58,03;;;27,01;35,41;4,12;46,96;64,82;16,97;46,04;51,25;75,86;;
1501907;Bujaru;42,55;43,47;29,13;29,67;27,22;28,29;22,95;43,54;25,62;;;68,67;68,51;45,67;47,23;42,41;43,65;35,26;68,04;36,66;;
1501956;Cachoeira do Piriá;18,90;12,14;22,98;22,78;23,58;24,17;25,47;33,12;30,84;;;29,87;19,34;37,61;35,46;37,83;37,40;41,05;51,36;46,42;;
1502004;Cachoeira do Arari;12,79;10,91;8,58;9,40;8,13;10,76;8,13;10,46;9,63;;;19,57;16,49;12,48;13,72;9,71;13,56;10,94;13,56;12,33;;
1502103;Cametá;38,72;34,16;30,99;31,35;31,28;31,59;31,07;34,71;41,18;;;50,64;44,35;40,76;40,98;40,76;40,78;40,27;44,78;53,15;;
1502152;Canaã dos Carajás;33,17;32,46;39,76;45,72;45,56;55,17;61,46;65,46;75,07;;;38,43;33,86;48,74;51,23;48,50;58,33;65,24;67,18;81,29;;
1502202;Capanema;12,72;13,96;10,88;18,76;21,54;24,98;24,25;28,70;29,83;;;15,74;16,74;12,76;24,02;27,40;30,42;29,59;36,21;37,57;;
1502301;Capitão Poço;7,33;7,69;2,95;7,05;4,71;14,47;11,43;18,09;13,20;;;9,98;10,59;3,79;9,67;6,12;21,24;16,34;26,56;19,59;;
1502400;Castanhal;27,20;20,15;29,44;29,59;35,41;36,24;27,74;29,65;27,74;;;32,90;22,42;35,49;35,20;43,98;45,83;32,33;34,99;32,26;;
1502509;Chaves;18,27;15,07;42,11;14,86;21,78;29,31;28,90;34,47;35,19;;;26,44;21,06;62,74;22,18;31,37;42,57;43,69;47,95;49,29;;
1502608;Colares;19,45;18,53;14,19;22,21;22,87;21,42;22,60;24,44;27,60;;;25,16;22,80;17,56;27,79;29,10;26,21;28,31;28,05;31,45;;
1502707;Conceição do Araguaia;31,61;23,97;19,34;41,21;35,91;47,49;38,56;44,44;78,19;;;35,32;31,35;20,46;48,71;45,84;57,40;49,01;54,60;99,63;;
1502756;Concórdia do Pará;31,16;29,00;29,77;30,53;29,35;30,05;3,20;33,66;4,45;;;45,74;43,65;43,79;44,77;43,10;43,93;3,20;48,24;4,31;;
1502764;Cumaru do Norte;25,49;26,71;17,26;17,53;34,93;32,91;27,52;32,10;33,85;;;38,24;41,75;23,58;24,54;50,35;48,12;41,11;47,80;50,03;;
1502772;Curionópolis;30,32;16,24;6,68;36,90;28,60;25,53;21,75;51,25;67,76;;;43,45;17,08;4,83;44,93;29,71;24,51;18,75;67,03;87,45;;
1502806;Curralinho;19,74;17,94;32,41;43,85;43,79;44,30;30,80;46,49;34,14;;;25,33;20,93;40,89;49,98;52,32;50,81;35,25;52,46;36,07;;
1502855;Curuá;18,60;20,11;18,47;19,29;20,11;24,21;17,78;32,28;31,19;;;23,64;26,82;24,51;26,24;26,82;30,28;23,07;40,66;40,37;;
1502905;Curuçá;9,33;5,91;6,92;12,27;13,52;17,34;9,57;14,52;14,52;;;10,74;6,34;7,73;15,61;16,67;22,53;13,26;19,84;19,84;;
1502939;Dom Eliseu;19,80;20,18;20,53;22,52;21,35;21,35;19,89;22,17;21,22;;;23,86;25,63;25,50;28,03;26,20;27,14;24,81;26,95;25,56;;
1502954;Eldorado do Carajás;46,15;25,64;39,38;29,42;29,61;30,72;30,14;32,93;38,92;;;70,94;35,40;56,51;40,61;40,08;42,48;41,68;43,82;55,31;;
1503002;Faro;29,78;33,31;33,31;37,28;34,41;33,09;33,09;36,40;36,62;;;39,65;43,76;42,84;47,40;42,84;44,67;42,39;44,67;46,95;;
1503044;Floresta do Araguaia;9,26;24,79;22,86;24,40;25,08;33,95;31,64;42,44;41,57;;;9,68;35,02;33,99;36,05;37,70;51,30;45,94;62,01;60,36;;
1503077;Garrafão do Norte;48,01;25,91;46,54;20,41;28,04;37,88;26,65;56,45;43,97;;;74,82;39,09;73,60;39,55;54,82;59,70;43,67;89,33;68,87;;
1503093;Goianésia do Pará;42,84;42,84;38,87;44,52;40,35;45,79;48,21;50,57;39,47;;;60,08;60,08;54,17;62,00;55,68;64,34;68,05;73,00;54,30;;
1503101;Gurupá;6,02;6,09;14,61;17,52;20,23;22,60;20,91;31,94;34,57;;;7,82;7,68;18,25;22,16;25,06;27,95;26,51;38,96;43,45;;
1503200;Igarapé-Açu;17,52;19,18;18,40;18,44;16,10;16,60;15,64;16,74;23,32;;;22,88;25,77;24,60;26,49;22,98;23,34;21,80;21,80;30,99;;
1503309;Igarapé-Miri;15,78;16,65;15,36;18,32;17,46;16,67;15,95;3,10;29,27;;;22,05;23,59;21,82;26,39;25,70;22,96;21,99;3,66;40,50;;
1503408;Inhangapi;13,49;19,55;22,42;24,44;26,47;24,95;28,49;30,85;32,54;;;19,40;28,93;32,68;32,68;37,10;37,10;44,25;47,31;52,08;;
1503457;Ipixuna do Pará;24,30;27,11;26,28;26,79;33,57;45,46;39,96;43,09;59,01;;;32,40;36,90;36,50;36,37;45,09;62,15;55,41;59,38;85,29;;
1503507;Irituia;4,85;5,91;11,70;9,81;19,95;22,96;18,11;20,39;1,11;;;6,36;8,52;17,95;16,24;32,26;38,06;29,99;33,28;1,59;;
1503606;Itaituba;21,07;22,83;25,60;25,63;25,24;28,19;34,88;42,32;46,94;;;28,76;30,87;34,15;33,95;33,86;37,06;47,42;58,68;66,96;;
1503705;Itupiranga;16,95;22,45;23,51;25,08;22,04;23,07;21,86;28,93;29,88;;;23,41;32,37;33,31;34,33;29,62;31,19;29,86;40,46;42,19;;
1503754;Jacareacanga;13,70;13,90;11,10;21,51;17,11;16,30;14,20;17,21;16,81;;;21,89;22,75;17,60;24,03;22,10;21,67;18,88;22,10;22,53;;
1503804;Jacundá;19,81;21,54;21,22;21,09;26,80;27,40;25,39;27,03;32,93;;;27,31;31,39;30,68;29,88;38,21;38,74;36,17;38,83;48,14;;
1503903;Juruti;21,79;19,66;23,84;27,74;51,98;31,28;34,54;42,90;69,59;;;24,19;21,27;27,95;32,20;63,99;37,29;41,38;51,48;86,43;;
1504000;Limoeiro do Ajuru;27,36;27,69;0,07;27,09;27,56;2,67;2,20;16,15;0,47;;;27,93;27,93;0,00;27,22;27,93;2,56;1,99;19,81;0,28;;
1504059;Mãe do Rio;2,40;13,99;14,60;32,36;26,54;26,80;21,08;26,95;25,32;;;1,99;18,77;19,66;45,58;37,73;37,93;29,79;39,02;35,65;;
1504109;Magalhães Barata;16,95;16,13;97,41;10,82;12,66;13,07;7,35;13,68;14,70;;;22,79;23,62;194,78;12,85;14,50;15,33;9,12;16,16;16,58;;
1504208;Marabá;83,56;83,87;78,10;87,96;68,84;53,41;50,66;56,21;59,26;;;96,32;98,46;92,71;103,99;86,33;64,65;59,03;67,12;70,42;;
1504307;Maracanã;10,46;8,01;8,39;17,11;16,85;9,68;32,34;38,48;58,23;;;13,92;9,94;10,08;21,35;22,28;13,39;45,61;53,30;80,88;;
1504406;Marapanim;8,05;0,54;12,07;15,31;13,57;15,67;9,91;19,76;23,48;;;8,83;0,25;13,86;18,28;16,07;19,38;12,27;22,21;25,64;;
1504422;Marituba;28,95;47,65;41,32;47,16;31,08;34,15;22,33;24,92;28,38;;;21,11;38,05;34,83;40,96;27,55;31,44;20,58;24,25;29,44;;
1504455;Medicilândia;7,03;8,87;8,73;7,62;16,09;15,30;15,76;16,22;16,09;;;11,91;15,49;14,35;12,63;29,41;27,69;28,41;27,55;27,12;;
1504505;Melgaço;15,13;15,23;13,37;17,83;17,18;17,08;16,25;16,71;17,36;;;18,51;18,11;15,92;20,70;19,90;20,30;18,51;19,10;19,70;;
1504604;Mocajuba;24,02;22,86;1,10;39,08;42,84;49,76;35,45;35,04;49,69;;;33,95;32,28;1,11;52,88;56,92;65,54;49,26;42,30;66,52;;
1504703;Moju;14,92;18,28;13,98;16,43;17,61;17,77;17,97;23,51;25,07;;;18,66;24,48;18,18;21,43;23,29;23,19;23,72;31,64;34,07;;
1504752;Mojuí dos Campos;0,00;0,29;0,29;15,04;15,04;16,67;14,38;19,99;25,66;;;0,00;0,31;0,46;21,58;22,20;24,67;21,89;29,29;39,93;;
1504802;Monte Alegre;19,42;10,53;59,33;19,77;21,56;28,10;28,89;29,56;32,52;;;27,56;16,41;80,59;27,67;30,46;40,89;42,19;42,61;47,05;;
1504901;Muaná;8,05;8,56;10,58;9,23;10,03;9,61;9,95;8,47;11,34;;;11,74;12,09;13,98;11,31;12,43;12,26;12,17;10,70;13,55;;
1504950;Nova Esperança do Piriá;31,61;19,78;33,13;34,17;34,73;33,60;30,19;32,27;31,89;;;50,25;26,43;47,05;46,45;46,85;46,25;43,84;45,05;45,45;;
1504976;Nova Ipixuna;23,58;26,66;28,37;29,36;31,81;31,45;28,99;37,34;36,85;;;16,60;42,27;45,64;46,42;51,09;50,57;49,01;60,17;60,17;;
1505007;Nova Timboteua;13,08;13,44;21,24;16,44;16,32;21,24;21,00;25,68;26,64;;;17,06;17,78;28,59;19,46;20,90;30,51;30,03;37,24;38,44;;
1505031;Novo Progresso;15,86;18,97;18,18;21,60;22,55;24,24;22,60;24,76;35,14;;;24,59;28,95;28,40;32,42;33,20;37,67;36,00;39,35;58,36;;
1505064;Novo Repartimento;3,26;23,16;22,33;21,25;24,97;23,28;30,72;32,57;32,29;;;2,86;32,52;32,20;30,11;35,95;32,84;45,29;46,81;46,37;;
1505106;Óbidos;12,40;13,44;12,15;20,74;14,54;14,79;15,51;15,65;21,71;;;16,07;17,38;16,14;28,04;19,79;19,64;20,81;19,42;27,75;;
1505205;Oeiras do Pará;1,68;32,15;0,19;8,75;8,75;9,00;8,57;14,34;14,71;;;2,08;43,73;0,13;17,78;17,52;16,22;15,83;22,19;18,69;;
1505304;Oriximiná;19,73;31,93;30,38;36,69;36,09;29,96;30,55;18,13;40,72;;;20,57;39,42;36,78;46,29;46,01;35,52;36,21;15,93;47,67;;
1505403;Ourém;20,00;8,76;8,19;8,10;21,14;1,14;22,19;25,72;26,57;;;32,45;12,60;12,03;12,03;33,21;0,38;36,08;40,08;43,71;;
1505437;Ourilândia do Norte;35,74;30,67;26,76;22,19;23,03;25,87;28,44;34,63;34,35;;;37,68;34,07;27,98;25,04;25,49;27,52;28,20;37,45;38,92;;
1505486;Pacajá;11,55;12,73;13,77;18,07;18,16;17,30;20,65;18,98;14,99;;;15,73;17,87;18,85;24,61;24,03;24,81;27,06;26,96;20,61;;
1505494;Palestina do Pará;10,36;12,88;17,93;19,45;19,45;21,98;21,47;20,71;21,47;;;17,22;20,35;25,05;29,75;29,23;32,88;31,84;31,32;32,36;;
1505502;Paragominas;35,71;36,62;36,79;40,81;42,76;46,64;44,77;46,88;50,09;;;45,77;46,93;45,81;49,89;53,41;57,76;54,27;55,37;58,75;;
1505536;Parauapebas;38,32;42,37;47,24;40,70;39,46;43,73;48,11;57,52;52,99;;;37,93;48,24;46,68;47,82;44,44;47,64;51,18;63,95;57,25;;
1505551;Pau D'Arco;27,09;31,00;25,63;31,49;32,95;34,42;29,53;42,96;38,08;;;38,83;42,92;36,79;41,39;44,46;44,97;41,39;57,74;50,08;;
1505601;Peixe-Boi;19,72;21,80;23,70;20,47;18,58;14,79;13,84;14,79;15,73;;;30,48;33,56;35,88;30,86;27,39;21,22;19,68;22,38;21,60;;
1505635;Piçarra;16,00;13,24;10,21;11,58;13,52;17,24;17,10;24,00;42,89;;;23,77;19,13;14,78;18,26;21,74;27,54;26,67;36,81;69,28;;
1505650;Placas;16,89;17,56;15,83;15,07;15,93;17,85;19,48;22,94;16,60;;;26,62;28,51;25,79;24,53;26,42;29,35;32,29;36,90;26,42;;
1505700;Ponta de Pedras;9,82;25,14;19,50;16,18;22,18;18,42;17,26;35,32;39,58;;;13,01;37,55;29,02;24,23;34,41;27,08;24,83;48,62;56,25;;
1505809;Portel;21,35;30,31;25,05;33,20;33,93;38,39;31,19;35,18;36,75;;;30,69;42,53;35,13;46,11;47,04;50,70;40,35;44,16;46,11;;
1505908;Porto de Moz;4,25;22,55;20,68;24,62;27,06;24,67;24,83;27,89;24,10;;;4,18;30,39;28,41;22,24;33,47;30,72;30,72;34,57;30,94;;
1506005;Prainha;15,71;10,34;10,40;20,63;27,39;24,54;22,25;30,74;26,83;;;21,01;15,04;14,21;28,41;39,40;35,34;31,88;44,17;38,56;;
1506104;Primavera;18,93;22,56;28,16;25,74;25,44;27,55;22,86;25,28;25,13;;;25,09;27,23;34,27;28,15;26,93;31,82;24,48;27,54;27,54;;
1506112;Quatipuru;15,64;16,36;15,20;17,23;18,68;16,36;19,98;22,30;16,80;;;24,39;24,97;23,23;26,13;28,75;24,97;30,78;31,36;23,81;;
1506138;Redenção;43,71;27,46;39,34;31,04;34,79;36,05;36,17;39,74;42,07;;;47,55;35,42;41,39;37,10;42,83;44,39;46,07;49,62;54,22;;
1506161;Rio Maria;18,85;22,51;20,73;27,78;26,35;30,82;27,16;34,57;31,89;;;27,90;32,79;30,43;42,39;37,32;43,84;39,49;50,72;46,38;;
1506187;Rondon do Pará;16,85;17,24;17,24;17,27;17,41;20,23;4,22;19,30;19,78;;;27,42;27,92;27,73;27,67;28,42;32,84;5,61;29,85;29,91;;
1506195;Rurópolis;17,54;18,59;19,70;21,43;22,06;22,11;28,36;28,42;27,15;;;27,77;29,33;30,68;34,26;34,26;33,81;43,33;42,43;40,30;;
1506203;Salinópolis;15,53;18,00;23,61;24,77;20,99;15,94;17,44;17,81;17,33;;;21,33;23,35;24,93;26,50;28,74;22,01;23,35;23,50;23,28;;
1506302;Salvaterra;25,93;10,94;24,79;16,98;15,49;27,42;10,09;26,00;33,60;;;35,67;13,82;32,99;22,28;20,02;35,95;12,83;30,45;41,17;;
1506351;Santa Bárbara do Pará;9,53;9,93;10,65;13,66;20,02;18,83;17,87;42,90;42,90;;;12,88;13,97;15,06;17,08;28,10;25,77;23,13;61,16;63,49;;
1506401;Santa Cruz do Arari;26,53;22,78;20,28;20,03;4,51;18,52;18,77;20,03;22,28;;;27,29;27,81;25,75;21,63;4,63;23,17;23,69;28,84;28,84;;
1506500;Santa Izabel do Pará;11,67;11,74;11,10;34,28;19,67;22,46;15,57;16,96;17,69;;;16,68;16,82;16,19;29,39;29,24;33,55;22,45;23,77;24,21;;
1506559;Santa Luzia do Pará;5,26;14,57;16,47;20,61;29,23;22,50;15,26;23,80;19,83;;;7,96;24,75;26,31;32,20;45,70;33,75;25,10;38,08;30,81;;
1506583;Santa Maria das Barreiras;32,06;33,30;25,24;24,30;26,06;24,51;22,24;28,23;31,13;;;49,58;50,94;36,29;35,61;35,16;33,58;29,98;39,22;43,50;;
1506609;Santa Maria do Pará;6,89;7,93;7,93;7,34;10,89;13,12;9,05;15,87;17,38;;;8,30;9,70;9,32;8,68;13,65;17,48;11,61;21,06;21,57;;
1506708;Santana do Araguaia;58,60;26,50;60,69;31,88;36,61;30,67;31,00;31,33;41,28;;;53,90;34,30;52,64;37,60;45,12;38,51;39,43;37,94;54,24;;
1506807;Santarém;22,20;21,77;22,75;23,87;27,79;28,70;31,46;31,54;32,35;;;24,66;24,21;25,48;26,26;31,95;32,78;37,34;37,90;39,68;;
1506906;Santarém Novo;30,41;23,89;27,97;26,61;24,17;39,91;17,65;5,16;37,20;;;43,04;31,71;39,07;39,07;32,84;52,66;25,48;6,80;51,53;;
1507003;Santo Antônio do Tauá;27,17;34,00;59,22;28,57;28,94;29,97;28,27;35,27;33,26;;;36,34;45,57;76,99;38,37;38,97;38,13;34,54;43,05;38,85;;
1507102;São Caetano de Odivelas;27,02;19,71;0,29;19,22;20,29;21,75;18,05;23,80;32,39;;;1,78;1,97;0,39;1,18;1,78;3,95;2,37;9,27;44,39;;
1507151;São Domingos do Araguaia;19,42;19,58;23,70;25,72;25,05;24,54;24,63;26,56;43,96;;;25,42;25,08;30,63;31,98;31,64;30,80;32,82;34,67;59,75;;
1507201;São Domingos do Capim;16,72;15,77;18,49;29,02;30,73;30,48;27,76;30,98;29,40;;;20,89;20,89;24,75;38,20;40,99;41,12;38,33;42,32;39,66;;
1507300;São Félix do Xingu;17,43;21,64;18,80;20,18;21,96;23,82;24,31;27,49;27,73;;;28,53;36,21;31,86;32,76;34,96;37,76;39,54;43,71;44,31;;
1507409;São Francisco do Pará;15,72;15,61;18,34;17,03;33,73;18,23;14,63;28,82;36,13;;;20,31;20,97;23,59;22,50;48,71;24,46;20,75;41,50;50,90;;
1507458;São Geraldo do Araguaia;12,34;11,46;11,61;31,25;31,18;29,57;27,09;40,23;31,76;;;15,80;14,47;14,18;45,33;44,60;42,82;37,95;56,70;44,30;;
1507466;São João da Ponta;41,10;38,46;46,38;37,33;44,12;49,77;52,04;45,63;31,30;;;58,60;57,83;70,16;51,66;62,45;76,33;77,87;64,76;43,95;;
1507474;São João de Pirabas;44,80;33,19;33,11;34,25;35,47;36,36;31,41;37,33;54,86;;;56,05;43,50;42,50;43,50;43,83;44,00;39,65;48,02;68,93;;
1507508;São João do Araguaia;12,62;13,91;17,26;13,78;15,58;16,62;12,88;1,67;19,71;;;15,33;16,17;21,19;16,73;18,40;20,63;16,73;2,23;23,98;;
1507607;São Miguel do Guamá;16,97;26,03;18,42;21,60;30,66;24,88;25,52;50,13;36,91;;;24,57;37,49;25,43;30,44;44,93;35,11;36,04;72,07;51,39;;
1507706;São Sebastião da Boa Vista;4,63;5,39;5,39;11,92;15,71;15,79;15,18;27,10;27,93;;;4,34;5,14;5,46;10,61;15,59;15,75;15,27;28,92;30,05;;
1507755;Sapucaia;14,71;14,71;15,02;17,83;19,09;45,06;47,87;55,38;59,76;;;13,42;12,78;12,78;16,61;21,73;65,18;67,09;79,87;90,73;;
1507805;Senador José Porfírio;13,14;12,88;11,77;13,31;13,22;13,90;12,79;21,49;13,90;;;19,59;18,63;17,10;19,78;20,17;20,55;19,78;34,00;19,98;;
1507904;Soure;9,32;17,72;17,79;5,95;18,84;16,18;19,05;17,65;17,02;;;11,90;23,93;23,38;5,68;24,74;23,38;26,76;24,87;24,06;;
1507953;Tailândia;28,50;29,65;26,18;38,86;53,30;31,33;32,32;40,38;39,93;;;34,65;37,71;32,13;50,75;70,27;39,16;39,80;49,03;49,51;;
1507961;Terra Alta;17,37;15,76;21,07;19,30;20,11;21,88;13,67;29,44;25,09;;;24,26;19,67;27,54;25,57;27,21;29,84;16,07;33,44;24,26;;
1507979;Terra Santa;18,76;20,69;19,05;28,00;23,28;30,12;27,52;29,44;39,83;;;30,05;34,37;32,80;47,14;39,29;44,39;41,25;46,55;63,25;;
1508001;Tomé-Açu;16,52;18,56;26,93;28,80;21,78;22,00;24,21;28,30;27,96;;;22,84;24,71;39,08;41,92;30,05;29,94;34,37;38,40;37,78;;
1508035;Tracuateua;15,84;19,56;9,26;20,35;20,66;20,59;8,65;21,51;24,56;;;24,99;30,17;15,27;30,67;31,43;32,56;13,38;31,30;34,84;;
1508050;Trairão;16,30;18,22;15,34;19,66;22,42;29,61;28,89;24,81;28,89;;;25,89;29,52;24,86;31,07;35,21;46,35;45,31;38,06;45,57;;
1508084;Tucumã;28,94;21,68;27,08;20,05;17,44;14,96;22,70;32,88;38,50;;;30,81;32,41;29,57;27,08;24,15;21,31;32,41;47,69;55,59;;
1508100;Tucuruí;31,97;36,73;41,03;44,83;44,90;57,03;48,57;45,85;49,90;;;39,41;44,57;50,48;54,23;54,71;72,15;59,92;56,25;61,56;;
1508126;Ulianópolis;13,85;15,43;16,02;18,95;21,93;16,74;15,97;19,99;20,35;;;18,63;21,43;22,27;26,27;29,81;20,59;18,91;25,16;25,06;;
1508159;Uruará;17,85;17,90;17,94;16,45;18,06;18,97;14,80;17,48;32,62;;;27,61;28,14;28,40;25,05;28,75;29,28;22,93;27,87;52,65;;
1508209;Vigia;13,62;12,52;10,89;14,35;14,71;14,16;13,29;15,41;15,70;;;20,24;18,57;15,95;20,94;21,71;21,39;19,60;22,61;23,19;;
1508308;Viseu;3,35;3,58;23,31;23,48;22,94;25,72;21,64;24,41;24,85;;;4,55;4,76;38,88;38,95;36,92;41,05;35,17;38,81;39,30;;
1508357;Vitória do Xingu;44,45;59,54;27,49;54,39;24,80;28,78;27,02;28,31;27,84;;;56,02;72,58;31,17;77,20;31,17;39,21;36,53;36,29;39,21;;
1508407;Xinguara;22,88;24,32;24,45;27,14;28,88;30,22;29,01;32,49;31,73;;;30,77;32,48;33,34;36,62;37,21;41,36;38,86;42,94;41,69;;
1600055;Serra do Navio;2,80;4,41;16,82;27,63;4,00;1,20;0,80;29,64;36,04;;;0,83;2,48;20,64;30,55;4,95;0,00;0,83;34,68;43,77;;
1600105;Amapá;21,65;18,20;22,63;27,80;28,54;28,54;6,15;28,78;36,41;;;28,39;27,88;37,17;41,30;39,24;39,75;8,78;43,88;51,63;;
1600154;Pedra Branca do Amapari;25,96;22,57;26,98;41,07;32,92;32,92;33,09;40,56;41,74;;;17,16;22,52;27,89;45,05;34,68;33,96;34,32;39,69;55,77;;
1600204;Calçoene;2,20;2,93;2,01;2,93;2,38;3,30;2,56;1,10;30,40;;;1,96;2,35;2,35;3,52;3,13;3,52;3,13;1,17;53,58;;
1600212;Cutias;3,26;3,73;2,80;5,13;5,59;38,21;42,40;43,80;42,40;;;0,00;1,98;0,99;3,97;4,96;51,59;60,52;61,51;61,51;;
1600238;Ferreira Gomes;56,42;53,72;41,72;56,42;76,83;9,00;79,83;62,12;26,11;;;50,73;54,40;47,68;76,41;102,69;7,33;103,30;81,91;23,84;;
1600253;Itaubal;7,54;7,54;7,92;9,43;64,86;0,75;54,30;56,94;61,84;;;10,29;9,50;10,29;14,25;76,80;0,79;71,26;76,01;89,47;;
1600279;Laranjal do Jari;19,64;14,88;6,96;7,28;20,45;22,91;21,46;33,62;37,09;;;26,10;19,22;8,59;8,16;27,92;32,75;29,75;37,69;47,79;;
1600303;Macapá;73,10;69,58;187,42;189,57;199,43;203,32;197,40;192,02;196,47;;;80,46;76,24;200,12;202,89;213,58;216,42;211,19;206,78;209,84;;
1600402;Mazagão;8,63;6,88;6,98;8,34;7,56;11,15;2,13;4,75;41,10;;;8,14;7,13;7,53;8,75;7,53;10,59;1,02;4,48;54,15;;
1600501;Oiapoque;7,04;3,86;4,00;5,34;4,60;14,90;2,00;7,04;28,77;;;8,89;3,83;3,68;6,59;5,52;19,76;2,60;9,65;38,46;;
1600535;Porto Grande;34,53;56,43;42,37;23,31;30,28;28,98;31,59;34,42;34,20;;;48,24;76,00;62,34;28,21;39,36;42,32;47,10;50,74;49,37;;
1600550;Pracuúba;7,52;9,26;4,05;51,50;48,61;0,00;52,08;10,42;12,73;;;9,76;12,20;4,88;71,95;68,29;0,00;73,17;17,07;20,73;;
1600600;Santana;30,29;28,81;19,32;30,87;36,50;36,77;26,18;41,38;25,85;;;38,43;36,23;10,86;26,94;43,42;43,59;31,54;49,95;27,81;;
1600709;Tartarugalzinho;22,56;28,12;26,16;38,09;48,72;25,34;29,43;49,86;28,61;;;17,16;26,42;24,02;51,82;71,72;34,66;40,84;70,35;36,72;;
1600808;Vitória do Jari;0,00;42,42;39,71;43,86;41,16;1,99;30,87;37,73;58,30;;;0,00;56,32;54,09;60,39;55,95;1,48;41,13;51,13;79,66;;
1700251;Abreulândia;22,57;17,55;22,57;38,24;41,38;34,48;24,45;30,09;26,33;;;38,77;30,75;41,44;64,17;72,19;61,50;44,12;48,13;44,12;;
1700301;Aguiarnópolis;26,04;29,11;28,72;26,04;27,19;31,41;19,53;26,04;28,72;;;32,23;36,73;35,23;32,23;39,73;47,98;29,24;37,48;43,48;;
1700350;Aliança do Tocantins;32,63;27,19;27,19;32,93;31,12;28,40;19,34;35,35;36,56;;;51,13;41,02;38,64;44,00;43,40;37,46;25,56;47,56;48,16;;
1700400;Almas;21,26;24,45;2,66;36,67;35,34;32,69;2,13;30,29;40,92;;;36,76;40,54;2,16;57,30;59,46;55,14;1,62;47,57;53,51;;
1700707;Alvorada;28,60;25,68;19,67;30,78;33,70;35,34;29,33;27,32;29,33;;;40,52;38,01;27,97;45,18;48,05;51,63;44,10;37,65;41,95;;
