IBGE;MUNIC;NHB41A14;NHB41A15;NHB41A16;NHB41A17;NHB41A18;NHB41A19;NHB41A20;NHB41A21;NHB41A22;NHB41A23;NHB42A14;NHB42A15;NHB42A16;NHB42A17;NHB42A18;NHB42A19;NHB42A20;NHB42A21;NHB42A22;NHB42A23;NHB4314;NHB4315;NHB4316;NHB4317;NHB4318;NHB4319;NHB4320;NHB4321;NHB4322;NHB4323
2107456;Olinda Nova do Maranhão;29,08;87,23;29,08;58,16;29,08;29,08;0,00;29,08;58,16;58,16;21,26;34,97;13,82;20,50;13,73;13,60;20,22;20,04;22,10;14,73;22,10;36,83;7,37;0,00;44,19;0,00;7,37;14,73;7,37;0,00
2107506;Paço do Lumiar;117,91;89,15;77,65;40,26;34,51;17,26;20,13;20,13;20,13;11,50;49,27;41,57;35,86;28,59;19,07;10,64;12,93;12,77;12,36;9,61;0,69;4,12;3,43;4,12;4,12;6,87;3,43;7,55;7,55;3,43
2107605;Palmeirândia;20,84;20,84;41,68;41,68;20,84;0,00;20,84;83,37;104,21;62,53;10,41;10,37;15,50;10,30;20,34;5,07;15,17;70,56;23,74;18,99;0,00;28,49;14,25;14,25;4,75;9,50;14,25;4,75;18,99;9,50
2107704;Paraibano;23,89;23,89;47,78;47,78;47,78;23,89;0,00;0,00;0,00;0,00;4,82;9,57;23,80;28,41;23,49;18,70;13,97;0,00;10,94;10,94;49,25;38,31;60,19;21,89;43,78;43,78;38,31;21,89;16,42;21,89
2108009;Pastos Bons;85,76;64,32;21,44;85,76;21,44;21,44;85,76;21,44;21,44;42,88;31,83;15,79;10,45;25,95;15,50;10,27;30,64;20,31;21,27;26,59;58,50;31,91;21,27;37,23;31,91;31,91;42,55;37,23;26,59;53,19
2108108;Paulo Ramos;19,08;38,15;0,00;19,08;0,00;38,15;57,23;0,00;38,15;19,08;19,48;24,26;9,69;9,68;0,00;9,51;23,73;4,74;9,83;4,92;9,83;9,83;29,50;14,75;0,00;0,00;29,50;9,83;14,75;19,66
2108207;Pedreiras;69,50;23,17;46,33;11,58;11,58;46,33;34,75;69,50;11,58;57,92;20,74;25,97;23,42;13,03;17,83;12,75;25,52;28,09;13,50;29,69;13,50;10,80;18,89;16,19;5,40;16,19;5,40;26,99;16,19;0,00
2108256;Pedro do Rosário;0,00;16,61;0,00;0,00;49,84;16,61;49,84;33,23;33,23;16,61;0,00;12,26;0,00;4,00;12,03;23,86;19,72;19,56;24,67;8,22;8,22;4,11;4,11;12,34;16,45;4,11;0,00;4,11;16,45;16,45
2108306;Penalva;150,66;125,55;213,43;50,22;87,88;37,66;100,44;50,22;25,11;50,22;46,07;51,00;66,08;44,57;39,26;13,00;36,15;25,65;21,53;36,91;18,46;21,53;6,15;15,38;3,08;9,23;6,15;12,30;9,23;9,23
2108405;Peri Mirim;40,42;0,00;0,00;0,00;0,00;0,00;80,84;40,42;0,00;0,00;14,30;0,00;7,12;0,00;0,00;13,97;20,91;34,79;27,01;63,03;0,00;36,01;36,01;9,00;0,00;9,00;45,01;18,01;18,01;9,00
2108454;Peritoró;156,10;58,54;136,59;195,12;97,56;39,02;19,51;78,05;19,51;0,00;62,59;53,09;56,97;60,82;39,09;30,18;34,24;51,00;34,18;4,88;73,25;58,60;131,84;53,71;53,71;43,95;43,95;24,42;43,95;4,88
2108504;Pindaré-Mirim;25,36;88,75;63,40;63,40;88,75;76,07;88,75;50,72;126,79;76,07;12,49;24,85;37,10;33,86;39,62;30,36;51,41;27,12;41,38;25,47;19,09;6,36;15,91;12,73;15,91;12,73;9,55;12,73;0,00;15,91
2108603;Pinheiro;87,30;106,70;82,45;92,15;155,20;92,15;87,30;97,00;97,00;77,60;51,91;55,26;52,49;40,06;68,68;61,16;62,07;57,03;52,00;42,55;39,00;39,00;41,36;36,63;56,72;37,82;41,36;31,91;34,27;29,54
2108702;Pio XII;36,36;18,18;36,36;18,18;36,36;54,55;54,55;36,36;0,00;36,36;18,75;18,90;28,56;23,97;37,05;27,93;18,71;14,10;18,28;31,98;9,14;27,41;22,85;13,71;13,71;9,14;9,14;13,71;9,14;18,28
2108801;Pirapemas;0,00;81,95;20,49;20,49;20,49;20,49;0,00;0,00;20,49;102,44;0,00;27,50;16,39;10,86;10,80;21,48;5,34;5,32;11,29;33,87;5,65;16,94;11,29;0,00;28,23;0,00;22,58;5,65;0,00;11,29
2108900;Poção de Pedras;27,00;27,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;27,00;5,50;33,76;0,00;0,00;16,52;5,60;17,05;11,55;11,65;23,31;0,00;17,48;0,00;11,65;11,65;11,65;5,83;11,65;0,00;0,00
2109007;Porto Franco;68,95;103,43;34,48;51,72;103,43;34,48;86,19;68,95;120,67;137,91;30,49;47,33;29,77;25,25;42,24;16,75;33,21;32,93;46,02;50,20;62,75;33,47;29,29;46,02;20,92;29,29;54,39;20,92;50,20;41,84
2109056;Porto Rico do Maranhão;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;241,35;80,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,39;16,80;0,00;16,80;16,80;0,00;33,59;0,00;0,00;16,80;0,00;16,80
2109106;Presidente Dutra;207,39;171,33;180,34;90,17;126,24;72,14;81,15;117,22;90,17;81,15;79,79;89,97;72,39;50,81;60,97;37,65;54,13;49,73;50,94;50,94;199,31;159,45;181,60;117,37;130,66;93,01;93,01;106,30;81,94;86,37
2109205;Presidente Juscelino;0,00;0,00;0,00;64,64;0,00;0,00;0,00;64,64;0,00;0,00;0,00;8,07;0,00;23,70;0,00;7,85;7,79;30,91;0,00;35,22;0,00;8,81;8,81;0,00;0,00;0,00;0,00;8,81;0,00;35,22
2109239;Presidente Médici;0,00;0,00;0,00;0,00;0,00;82,78;0,00;0,00;82,78;0,00;0,00;0,00;0,00;0,00;0,00;14,26;0,00;0,00;21,29;0,00;21,29;21,29;21,29;0,00;21,29;0,00;0,00;0,00;21,29;0,00
2109270;Presidente Sarney;0,00;0,00;0,00;0,00;69,82;46,54;23,27;69,82;0,00;0,00;0,00;21,72;10,74;10,64;15,99;21,14;20,98;20,81;17,17;11,45;28,55;28,55;34,26;11,42;0,00;11,42;11,42;11,42;5,71;28,55
2109304;Presidente Vargas;0,00;0,00;37,05;0,00;0,00;0,00;0,00;0,00;0,00;37,05;17,85;0,00;8,78;17,43;0,00;8,93;8,88;0,00;9,53;9,53;9,48;28,44;9,48;18,96;0,00;18,96;9,48;9,48;0,00;0,00
2109452;Raposa;100,20;112,73;100,20;50,10;25,05;25,05;0,00;12,53;12,53;0,00;58,29;57,13;33,00;32,40;9,89;16,25;6,41;15,83;19,46;6,49;3,24;3,24;0,00;9,73;3,24;3,24;6,49;9,73;6,49;6,49
2109502;Riachão;37,37;56,05;0,00;0,00;18,68;37,37;0,00;56,05;56,05;18,68;15,06;30,23;10,12;20,30;9,88;19,81;9,84;34,50;27,09;22,58;49,67;22,58;13,55;22,58;22,58;36,13;40,64;72,25;45,16;49,67
2109551;Ribamar Fiquene;121,36;60,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,44;13,14;13,07;13,00;0,00;38,51;0,00;0,00;40,43;13,48;80,86;53,91;40,43;53,91;40,43;80,86;53,91;0,00;53,91;26,95
2109601;Rosário;73,43;146,86;157,35;157,35;10,49;62,94;83,92;52,45;73,43;94,41;29,02;50,37;61,88;51,99;11,77;35,10;27,91;20,81;49,38;75,37;2,60;13,00;18,19;7,80;5,20;18,19;15,59;10,40;10,40;13,00
2109700;Sambaíba;0,00;72,99;0,00;0,00;72,99;0,00;0,00;0,00;0,00;72,99;0,00;18,01;0,00;0,00;17,66;0,00;0,00;0,00;0,00;17,96;0,00;17,96;17,96;17,96;35,92;0,00;35,92;0,00;0,00;17,96
2109759;Santa Filomena do Maranhão;0,00;56,47;0,00;0,00;0,00;0,00;0,00;56,47;0,00;0,00;13,33;13,20;0,00;38,92;25,91;12,87;0,00;12,69;0,00;0,00;14,93;0,00;14,93;0,00;44,80;14,93;0,00;14,93;14,93;14,93
2109809;Santa Helena;36,12;54,18;63,21;18,06;27,09;36,12;27,09;117,39;18,06;9,03;17,28;36,58;57,88;9,55;31,12;26,11;18,83;39,69;26,47;14,44;16,84;16,84;12,03;9,62;0,00;4,81;2,41;0,00;2,41;2,41
2109908;Santa Inês;124,47;110,64;87,59;212,06;138,30;142,91;101,42;138,30;101,42;138,30;49,59;60,07;48,95;77,26;59,83;65,14;56,99;58,94;56,46;62,34;30,58;37,64;23,53;43,52;27,05;27,05;24,70;20,00;24,70;30,58
2110005;Santa Luzia;41,33;6,89;34,44;82,66;34,44;34,44;41,33;103,32;61,99;27,55;25,08;11,26;15,42;40,52;23,47;22,02;27,44;45,14;38,17;34,70;26,03;34,70;31,23;32,97;32,97;17,35;34,70;31,23;41,64;32,97
2110039;Santa Luzia do Paruá;31,71;31,71;15,85;0,00;47,56;31,71;15,85;31,71;0,00;95,12;8,16;20,27;4,03;12,03;35,81;23,76;15,77;19,62;12,34;37,03;12,34;24,68;20,57;28,80;20,57;20,57;8,23;12,34;16,46;45,25
2110203;Santa Rita;21,07;10,53;42,14;0,00;0,00;42,14;52,67;21,07;42,14;21,07;25,45;13,90;13,68;21,57;5,35;13,21;23,50;15,49;21,60;16,20;35,10;18,90;21,60;18,90;40,50;21,60;27,00;35,10;21,60;29,70
2110302;Santo Antônio dos Lopes;0,00;0,00;0,00;56,72;85,08;0,00;0,00;0,00;0,00;0,00;14,02;7,02;7,02;21,09;20,64;0,00;13,77;0,00;20,97;6,99;6,99;0,00;13,98;6,99;27,96;20,97;20,97;48,94;20,97;20,97
2110500;São Bento;0,00;18,39;0,00;0,00;27,59;9,20;0,00;55,17;9,20;27,59;2,30;11,10;4,39;2,17;26,78;4,42;6,58;21,74;6,47;25,86;17,24;8,62;4,31;8,62;12,93;6,47;6,47;6,47;0,00;2,16
2110658;São Domingos do Azeitão;0,00;0,00;47,28;0,00;0,00;0,00;0,00;0,00;0,00;47,28;0,00;0,00;13,78;0,00;0,00;0,00;0,00;0,00;0,00;12,51;50,05;62,56;125,13;62,56;62,56;37,54;12,51;37,54;50,05;75,08
2110708;São Domingos do Maranhão;48,59;24,30;36,44;85,03;48,59;12,15;121,48;60,74;109,33;48,59;26,69;8,90;23,74;53,43;26,19;8,73;55,26;34,89;61,70;23,51;26,44;32,32;41,14;20,57;20,57;14,69;38,20;35,26;26,44;41,14
2110807;São Félix de Balsas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,43;45,43;0,00;0,00;0,00;0,00;0,00;0,00
2110856;São Francisco do Brejão;0,00;0,00;0,00;45,29;45,29;45,29;135,87;0,00;45,29;0,00;8,90;0,00;8,60;16,94;25,75;8,48;33,50;0,00;22,10;11,05;33,15;44,19;44,19;22,10;22,10;22,10;44,19;11,05;22,10;0,00
2111003;São João Batista;22,82;45,64;91,28;22,82;0,00;0,00;45,64;45,64;68,46;68,46;9,90;19,77;29,60;24,62;9,70;4,84;14,49;14,47;37,75;53,93;16,18;10,79;10,79;16,18;5,39;10,79;10,79;5,39;5,39;16,18
2111029;São João do Carú;0,00;59,84;29,92;59,84;29,92;29,92;0,00;0,00;0,00;0,00;0,00;19,33;12,92;12,94;12,64;18,98;0,00;0,00;24,49;0,00;16,33;16,33;16,33;0,00;8,16;8,16;8,16;16,33;8,16;16,33
2111052;São João do Paraíso;0,00;86,47;0,00;86,47;86,47;86,47;43,23;129,70;86,47;129,70;9,15;27,40;18,24;36,44;35,84;17,89;8,93;35,69;20,19;90,87;20,19;30,29;0,00;20,19;30,29;0,00;0,00;50,48;0,00;30,29
2111078;São João do Soter;0,00;23,71;94,83;0,00;71,12;23,71;71,12;23,71;71,12;0,00;22,28;22,11;21,95;21,80;43,39;16,18;37,54;10,67;23,68;5,92;23,68;29,61;23,68;5,92;17,76;17,76;35,53;5,92;5,92;5,92
2111201;São José de Ribamar;153,73;145,64;93,86;37,22;46,93;27,51;37,22;40,46;37,22;29,13;79,47;74,02;55,11;34,01;27,79;15,76;21,78;19,96;20,03;9,00;6,95;5,32;3,68;4,50;4,91;2,86;3,68;5,72;4,09;0,41
2111250;São José dos Basílios;0,00;61,24;122,47;0,00;0,00;61,24;0,00;0,00;0,00;0,00;13,33;40,03;26,71;13,36;0,00;13,09;0,00;0,00;0,00;0,00;28,75;14,37;14,37;0,00;28,75;14,37;14,37;14,37;28,75;28,75
2111300;São Luís;221,26;197,29;155,63;143,45;84,10;66,42;80,17;70,74;58,56;56,99;90,68;80,92;66,67;58,07;35,72;30,58;36,43;31,63;30,93;29,49;26,88;24,57;23,61;19,46;18,98;20,43;20,72;21,87;19,18;23,13
2111409;São Luís Gonzaga do Maranhão;0,00;0,00;0,00;0,00;45,17;0,00;45,17;0,00;22,58;22,58;15,95;0,00;5,43;5,48;15,80;5,30;10,68;16,13;11,22;5,61;16,84;0,00;11,22;0,00;16,84;5,61;11,22;11,22;22,45;11,22
2111508;São Mateus do Maranhão;73,51;94,51;94,51;84,01;63,01;31,50;115,51;31,50;52,50;31,50;22,31;34,50;36,77;24,40;21,77;16,86;55,32;19,16;36,06;25,75;25,75;30,90;30,90;20,60;28,33;10,30;20,60;5,15;10,30;25,75
2111532;São Pedro da Água Branca;55,37;0,00;27,69;110,74;83,06;55,37;110,74;55,37;55,37;55,37;48,59;16,12;32,10;71,94;39,54;55,16;70,67;31,30;14,88;29,75;13,95;34,87;13,95;13,95;6,97;13,95;0,00;6,97;13,95;6,97
2111573;São Pedro dos Crentes;0,00;0,00;0,00;0,00;0,00;62,81;0,00;0,00;62,81;0,00;0,00;43,83;0,00;0,00;0,00;42,84;0,00;0,00;17,29;0,00;17,29;17,29;17,29;34,58;17,29;17,29;0,00;17,29;17,29;17,29
2111607;São Raimundo das Mangabeiras;20,81;20,81;41,62;20,81;41,62;41,62;0,00;62,43;124,87;20,81;10,96;5,43;21,57;10,71;10,66;10,60;15,81;20,95;32,13;16,07;37,49;16,07;48,20;48,20;37,49;21,42;42,84;48,20;58,91;69,62
2111631;São Raimundo do Doca Bezerra;0,00;66,18;0,00;66,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,12;0,00;60,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,10;0,00;35,40;17,70;0,00;35,40;0,00;17,70
2111672;São Roberto;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,32;0,00;0,00;0,00;0,00;15,11;0,00;0,00;0,00;0,00;14,59;0,00;0,00;22,01;44,01;22,01;0,00;0,00;22,01;0,00;44,01;0,00;22,01
2111706;São Vicente Ferrer;43,81;0,00;0,00;0,00;0,00;0,00;0,00;87,62;21,91;0,00;9,26;9,67;19,23;9,56;4,52;0,00;4,47;26,72;15,39;5,13;5,13;25,64;25,64;20,51;5,13;0,00;5,13;15,39;0,00;0,00
2111722;Satubinha;0,00;0,00;0,00;0,00;41,89;0,00;0,00;0,00;125,68;0,00;0,00;0,00;14,57;0,00;14,57;0,00;0,00;0,00;34,15;45,54;0,00;0,00;0,00;0,00;0,00;11,38;0,00;0,00;0,00;0,00
2111748;Senador Alexandre Costa;0,00;37,50;0,00;0,00;37,50;37,50;0,00;37,50;0,00;0,00;0,00;18,41;18,26;0,00;18,07;26,93;0,00;17,72;0,00;9,80;9,80;19,59;39,19;48,99;19,59;9,80;78,38;29,39;68,58;9,80
2111763;Senador La Rocque;82,15;0,00;54,76;27,38;109,53;0,00;54,76;27,38;219,06;109,53;49,31;21,31;28,62;21,62;48,72;27,99;35,59;28,61;68,03;40,82;20,41;20,41;13,61;6,80;27,21;0,00;27,21;27,21;13,61;13,61
2111789;Serrano do Maranhão;0,00;0,00;0,00;0,00;80,55;0,00;0,00;0,00;0,00;0,00;0,00;9,21;9,13;0,00;19,60;0,00;19,42;29,01;29,41;0,00;29,41;0,00;9,80;0,00;0,00;0,00;19,60;0,00;9,80;9,80
2111805;Sítio Novo;49,41;24,70;24,70;0,00;49,41;24,70;49,41;49,41;49,41;98,81;34,17;11,32;28,15;0,00;11,11;5,53;16,52;16,45;29,28;52,71;41,00;23,43;41,00;5,86;23,43;35,14;35,14;29,28;58,57;41,00
2111904;Sucupira do Norte;40,13;40,13;0,00;0,00;0,00;80,26;0,00;0,00;0,00;40,13;19,15;9,58;0,00;0,00;9,40;18,80;9,40;0,00;0,00;19,54;9,77;9,77;19,54;9,77;0,00;9,77;19,54;0,00;0,00;39,07
2112001;Tasso Fragoso;0,00;0,00;43,20;43,20;43,20;43,20;43,20;0,00;0,00;86,39;0,00;12,04;23,86;35,48;11,82;11,74;23,30;0,00;11,28;22,57;124,13;45,14;33,85;22,57;33,85;11,28;22,57;33,85;33,85;33,85
2112100;Timbiras;0,00;0,00;14,96;59,84;14,96;0,00;14,96;29,92;14,96;0,00;3,52;10,52;10,50;24,45;3,44;10,30;3,43;13,68;11,33;0,00;22,66;11,33;7,55;0,00;26,43;7,55;3,78;3,78;3,78;3,78
2112233;Trizidela do Vale;0,00;0,00;0,00;0,00;55,76;74,35;55,76;74,35;55,76;18,59;4,82;0,00;14,27;4,60;27,42;36,37;22,61;27,00;17,79;17,79;8,90;4,45;0,00;8,90;17,79;8,90;0,00;26,69;4,45;22,24
2112274;Tufilândia;0,00;0,00;140,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,49;69,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,16;0,00;18,16;18,16;0,00;0,00;0,00;0,00
2112308;Tuntum;34,40;68,80;80,27;11,47;22,93;22,93;34,40;57,33;22,93;22,93;19,72;29,38;26,76;26,61;21,62;16,73;19,03;23,67;24,83;8,28;8,28;33,10;5,52;19,31;24,83;24,83;19,31;13,79;8,28;8,28
2112407;Turiaçu;29,52;9,84;0,00;39,36;0,00;39,36;29,52;39,36;9,84;19,68;25,94;5,74;11,45;28,52;16,90;14,04;16,80;33,51;18,67;5,33;18,67;10,67;10,67;21,34;13,34;8,00;5,33;5,33;10,67;8,00
2112456;Turilândia;22,13;44,27;22,13;0,00;0,00;11,07;11,07;33,20;88,53;44,27;24,43;44,16;23,78;50,91;3,94;19,52;15,46;26,81;37,93;18,96;3,16;9,48;9,48;0,00;0,00;3,16;3,16;9,48;3,16;0,00
2112704;Vargem Grande;8,92;89,17;71,33;62,42;80,25;44,58;35,67;80,25;133,75;62,42;7,42;29,17;23,34;19,47;32,23;21,24;15,74;36,32;50,85;27,74;34,67;27,74;20,80;6,93;11,56;9,25;16,18;13,87;18,49;25,43
2112803;Viana;63,77;95,66;87,68;87,68;103,63;47,83;87,68;95,66;31,89;87,68;39,23;52,68;40,77;54,12;47,87;36,23;45,58;54,87;29,16;46,65;27,22;7,78;17,50;9,72;13,61;15,55;17,50;11,66;15,55;7,78
2112852;Vila Nova dos Martírios;0,00;78,62;196,54;235,85;0,00;39,31;39,31;78,62;78,62;39,31;47,39;38,60;52,92;59,35;22,76;14,93;14,71;21,74;28,95;28,95;19,30;38,60;28,95;9,65;19,30;19,30;19,30;38,60;9,65;28,95
2112902;Vitória do Mearim;27,27;40,91;27,27;27,27;54,54;0,00;109,08;40,91;95,45;68,18;9,40;18,72;31,09;21,69;30,61;9,16;39,56;24,27;45,45;32,46;29,22;19,48;38,95;35,71;38,95;16,23;16,23;12,98;12,98;19,48
2113009;Vitorino Freire;39,99;39,99;39,99;79,98;53,32;26,66;53,32;13,33;53,32;66,65;12,93;25,88;19,42;32,38;34,89;31,72;38,07;6,35;38,90;32,42;25,94;16,21;12,97;22,69;9,73;12,97;6,48;3,24;9,73;3,24
2114007;Zé Doca;59,14;118,27;147,84;128,13;137,99;108,42;88,70;128,13;88,70;49,28;33,87;53,46;61,02;41,11;46,63;34,81;34,64;47,90;49,02;17,16;36,76;41,67;34,31;44,12;19,61;24,51;19,61;19,61;14,71;29,41
5100102;Acorizal;0,00;0,00;0,00;0,00;229,10;114,55;0,00;229,10;114,55;0,00;0,00;0,00;18,86;0,00;36,87;37,04;0,00;37,67;19,94;0,00;59,83;0,00;19,94;0,00;19,94;39,89;19,94;0,00;39,89;19,94
5100250;Alta Floresta;78,58;85,72;64,29;128,58;35,72;57,15;28,57;35,72;50,00;64,29;50,12;56,01;49,92;55,79;25,19;19,31;19,25;23,03;27,30;30,71;49,48;23,89;37,53;25,59;30,71;18,77;42,65;59,71;35,83;40,95
5100359;Alto Boa Vista;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,66;0,00;0,00;0,00;35,47;0,00;0,00;0,00;0,00;17,50;0,00;0,00;0,00;52,49;0,00
5100508;Alto Paraguai;129,28;129,28;64,64;0,00;64,64;64,64;646,41;64,64;323,21;258,56;28,32;28,03;36,99;27,47;8,90;26,42;104,59;43,15;112,37;62,43;62,43;12,49;37,46;37,46;37,46;12,49;0,00;24,97;49,94;12,49
5100607;Alto Taquari;0,00;0,00;146,90;36,72;73,45;36,72;36,72;36,72;36,72;36,72;21,33;20,67;50,19;19,52;18,94;27,66;8,98;17,52;18,34;18,34;27,51;9,17;27,51;0,00;9,17;36,68;36,68;18,34;27,51;18,34
5100805;Apiacás;93,81;0,00;0,00;0,00;93,81;46,90;0,00;93,81;93,81;0,00;54,06;10,64;10,47;41,26;70,15;19,74;0,00;38,35;23,28;11,64;34,92;34,92;11,64;11,64;23,28;0,00;23,28;0,00;11,64;11,64
5101001;Araguaiana;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,64;52,70;0,00;52,70;0,00;0,00;26,35;52,70;52,70;0,00;79,05;0,00;0,00
5101209;Araguainha;0,00;0,00;0,00;602,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,46;0,00;107,41;0,00;106,95;0,00;0,00;0,00;0,00;0,00;0,00;99,01;0,00;0,00;0,00;0,00;99,01;99,01;0,00
5101258;Araputanga;0,00;30,53;30,53;122,10;61,05;30,53;30,53;91,58;91,58;61,05;6,28;6,23;6,21;43,15;11,98;5,94;23,60;23,42;33,82;20,29;13,53;40,58;27,05;27,05;33,82;20,29;20,29;13,53;20,29;13,53
5101308;Arenápolis;0,00;0,00;86,73;86,73;86,73;130,10;260,19;86,73;86,73;43,37;50,89;10,31;31,33;52,88;72,06;72,86;115,77;31,92;56,73;37,82;28,37;9,46;47,28;37,82;28,37;56,73;94,55;37,82;0,00;47,28
5101605;Barão de Melgaço;0,00;73,58;0,00;147,17;0,00;0,00;0,00;0,00;0,00;0,00;26,51;13,29;25,36;25,41;0,00;0,00;12,25;12,25;0,00;13,79;0,00;13,79;0,00;27,57;0,00;0,00;0,00;13,79;13,79;27,57
5101704;Barra do Bugres;44,92;44,92;14,97;29,94;104,81;14,97;29,94;44,92;209,61;179,67;29,97;44,51;6,00;26,75;46,22;14,30;16,99;19,64;68,02;88,43;27,21;30,61;34,01;13,60;61,22;27,21;17,01;20,41;20,41;27,21
5101803;Barra do Garças;42,87;30,62;24,49;30,62;30,62;24,49;30,62;55,11;42,87;30,62;34,42;30,82;28,97;27,13;23,08;21,31;19,63;32,41;15,89;24,56;28,90;21,67;37,57;46,24;36,12;39,01;33,23;34,68;46,24;37,57
5101852;Bom Jesus do Araguaia;58,65;175,95;0,00;0,00;0,00;58,65;0,00;234,60;0,00;58,65;33,96;83,08;0,00;15,96;15,50;15,20;59,65;87,85;27,47;27,47;0,00;96,15;68,68;68,68;54,95;27,47;82,42;27,47;41,21;13,74
5102504;Cáceres;97,50;43,87;73,12;48,75;43,87;48,75;24,37;29,25;107,25;121,87;35,51;32,04;41,81;31,77;27,69;32,85;30,57;25,17;60,35;51,41;86,97;65,79;41,26;59,10;59,10;45,72;28,99;62,44;60,21;62,44
5102603;Campinápolis;25,71;0,00;77,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,68;6,62;39,34;19,50;18,95;6,26;5,91;12,33;13,03;0,00;6,52;13,03;39,10;13,03;13,03;19,55;26,06;45,61;26,06;13,03
5102637;Campo Novo do Parecis;55,23;47,34;47,34;63,12;39,45;39,45;31,56;31,56;47,34;55,23;51,33;65,66;48,81;62,59;34,72;33,94;22,13;46,05;30,50;28,32;37,04;19,61;34,86;17,43;41,40;41,40;32,68;45,75;39,22;30,50
5102678;Campo Verde;52,30;43,58;34,86;52,30;26,15;8,72;26,15;34,86;17,43;104,59;21,74;31,59;25,76;22,54;25,66;15,89;10,93;18,17;17,94;38,13;47,10;38,13;13,46;29,16;29,16;15,70;42,62;22,43;22,43;31,40
5102686;Campos de Júlio;86,36;0,00;0,00;86,36;0,00;43,18;43,18;86,36;86,36;0,00;83,77;16,25;0,00;30,71;29,81;43,54;28,29;41,41;79,35;0,00;34,01;0,00;0,00;0,00;0,00;0,00;22,67;56,68;79,35;102,02
5102702;Canarana;32,03;0,00;0,00;48,04;32,03;16,01;16,01;32,03;64,05;0,00;25,07;0,00;4,89;53,12;37,54;18,54;22,89;31,67;27,09;3,87;46,41;30,94;27,07;19,34;42,54;27,07;23,20;77,35;30,94;30,94
5102793;Carlinda;47,53;95,06;95,06;0,00;0,00;0,00;47,53;0,00;0,00;0,00;19,06;38,60;48,74;9,87;19,21;0,00;39,22;0,00;9,68;9,68;9,68;19,36;19,36;9,68;9,68;29,04;38,71;29,04;0,00;38,71
5102850;Castanheira;0,00;0,00;0,00;0,00;63,21;189,63;0,00;0,00;63,21;63,21;11,93;11,90;11,86;70,97;46,00;45,82;22,86;34,16;39,97;39,97;39,97;13,32;133,23;26,65;53,29;26,65;26,65;26,65;13,32;0,00
5103007;Chapada dos Guimarães;81,32;27,11;0,00;0,00;0,00;108,43;27,11;54,22;0,00;81,32;21,57;21,39;21,16;0,00;5,11;50,63;20,56;22,20;10,53;47,39;26,33;21,06;47,39;31,60;47,39;15,80;47,39;42,13;15,80;31,60
5103106;Cocalinho;0,00;0,00;0,00;0,00;0,00;0,00;79,49;79,49;79,49;79,49;18,09;18,08;18,07;18,07;0,00;35,09;70,41;52,48;112,54;80,39;32,15;16,08;16,08;16,08;64,31;48,23;32,15;32,15;64,31;32,15
5103205;Colíder;29,33;0,00;14,66;73,31;102,64;73,31;102,64;14,66;102,64;58,65;9,46;0,00;6,23;21,67;33,11;26,92;41,61;26,58;41,44;28,69;19,13;0,00;22,31;35,07;35,07;25,50;54,19;70,13;44,63;51,00
5103254;Colniza;112,63;16,09;80,45;96,54;0,00;96,54;176,99;32,18;96,54;64,36;58,95;26,81;43,00;58,07;24,14;36,29;67,74;43,78;85,42;77,65;42,69;19,41;3,88;19,41;11,64;11,64;23,29;27,17;38,81;23,29
5103353;Confresa;65,02;43,35;21,67;32,51;32,51;43,35;65,02;65,02;10,84;10,84;36,04;31,76;31,13;44,11;32,95;38,79;31,74;31,18;19,96;17,11;31,36;25,66;28,51;34,21;45,62;54,17;57,02;42,77;45,62;57,02
5103361;Conquista D'Oeste;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;116,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,19;0,00;0,00;0,00;0,00;79,79;159,57;79,79;0,00;0,00;292,55
5103379;Cotriguaçu;40,19;40,19;40,19;0,00;80,39;80,39;40,19;80,39;40,19;40,19;11,62;16,93;10,98;5,35;25,97;20,25;14,82;19,31;63,57;63,57;36,33;18,16;27,25;18,16;9,08;18,16;9,08;45,41;27,25;18,16
