IBGE;MUNIC;NHB41A14;NHB41A15;NHB41A16;NHB41A17;NHB41A18;NHB41A19;NHB41A20;NHB41A21;NHB41A22;NHB41A23;NHB42A14;NHB42A15;NHB42A16;NHB42A17;NHB42A18;NHB42A19;NHB42A20;NHB42A21;NHB42A22;NHB42A23;NHB4314;NHB4315;NHB4316;NHB4317;NHB4318;NHB4319;NHB4320;NHB4321;NHB4322;NHB4323
1703602;Brasilândia do Tocantins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,64;45,43;0,00;0,00;0,00;0,00;101,32;202,63;50,66;253,29;101,32;101,32;202,63;50,66;151,98;50,66
1703701;Brejinho de Nazaré;0,00;0,00;110,38;110,38;0,00;0,00;220,75;110,38;0,00;0,00;0,00;18,35;73,06;36,37;0,00;0,00;36,24;36,10;42,33;0,00;21,16;63,49;21,16;63,49;0,00;21,16;42,33;21,16;63,49;84,66
1703800;Buriti do Tocantins;0,00;39,08;0,00;0,00;0,00;0,00;0,00;39,08;0,00;0,00;9,36;9,23;0,00;8,98;17,86;0,00;8,70;17,18;9,70;0,00;0,00;9,70;29,11;29,11;19,40;0,00;38,81;0,00;29,11;29,11
1703826;Cachoeirinha;0,00;0,00;0,00;230,95;0,00;0,00;0,00;230,95;0,00;0,00;0,00;44,33;88,26;43,94;0,00;0,00;0,00;43,61;0,00;0,00;0,00;0,00;101,99;0,00;0,00;101,99;0,00;152,98;152,98;0,00
1703867;Cariri do Tocantins;105,26;210,53;0,00;105,26;0,00;105,26;105,26;0,00;0,00;0,00;121,48;71,80;70,79;23,28;0,00;45,64;90,07;44,45;49,91;24,96;0,00;49,91;49,91;24,96;99,83;149,74;124,78;174,69;124,78;174,69
1703883;Carmolândia;0,00;0,00;0,00;0,00;196,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,12;0,00;0,00;0,00;0,00;0,00;45,43;90,87;90,87;136,30;45,43;0,00;45,43;45,43;0,00;90,87
1703891;Carrasco Bonito;0,00;123,00;0,00;0,00;0,00;123,00;0,00;123,00;0,00;0,00;0,00;25,11;0,00;24,66;0,00;48,84;24,21;24,01;30,14;0,00;90,42;30,14;0,00;60,28;0,00;0,00;60,28;90,42;30,14;60,28
1704105;Centenário;219,78;0,00;0,00;0,00;0,00;0,00;0,00;219,78;439,56;0,00;36,09;0,00;0,00;0,00;0,00;0,00;0,00;33,72;93,85;0,00;93,85;0,00;140,78;0,00;93,85;93,85;0,00;0,00;0,00;0,00
1704600;Chapada de Areia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;374,53;71,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,62;66,62;0,00;0,00;0,00;0,00;0,00;199,87;0,00;66,62;66,62
1705102;Chapada da Natividade;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;144,30;29,74;29,74;59,47;29,73;0,00;30,00;0,00;30,03;32,08;64,16;0,00;0,00;160,41;32,08;128,33;32,08;96,25;32,08;32,08;64,16
1705508;Colinas do Tocantins;11,58;11,58;23,17;57,92;23,17;23,17;69,51;92,68;34,75;46,34;20,87;14,71;14,53;17,22;17,15;19,76;33,47;38,60;17,53;20,45;35,05;32,13;26,29;55,50;32,13;35,05;43,82;26,29;29,21;17,53
1705557;Combinado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,52;20,65;0,00;0,00;20,53;0,00;0,00;0,00;0,00;21,03;21,03;21,03;21,03;0,00;21,03;0,00;0,00
1705607;Conceição do Tocantins;112,99;112,99;112,99;112,99;0,00;112,99;0,00;0,00;0,00;112,99;47,35;23,76;23,84;71,79;0,00;48,72;48,94;0,00;0,00;25,73;25,73;0,00;25,73;0,00;25,73;0,00;0,00;0,00;0,00;77,18
1706001;Couto Magalhães;0,00;0,00;88,34;0,00;0,00;0,00;88,34;0,00;0,00;176,68;0,00;0,00;18,26;0,00;18,06;0,00;17,73;0,00;37,52;56,27;18,76;37,52;56,27;112,55;18,76;0,00;56,27;37,52;56,27;18,76
1706100;Cristalândia;0,00;0,00;0,00;86,06;172,12;0,00;86,06;0,00;258,18;0,00;0,00;0,00;13,55;27,12;41,10;13,72;41,22;13,76;62,78;47,09;15,70;47,09;47,09;78,48;0,00;47,09;15,70;31,39;31,39;47,09
1706258;Crixás do Tocantins;338,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68,03;0,00;68,03;0,00;68,03;68,03;68,03;0,00;68,03;136,05;0,00;68,03
1706506;Darcinópolis;0,00;0,00;72,15;72,15;144,30;0,00;0,00;0,00;144,30;0,00;0,00;17,14;33,83;16,70;66,47;32,80;32,39;0,00;51,48;17,16;51,48;68,65;34,32;85,81;51,48;34,32;17,16;102,97;34,32;102,97
1707009;Dianópolis;92,19;46,09;69,14;92,19;138,28;184,37;69,14;46,09;0,00;46,09;33,54;33,07;27,96;46,00;32,04;54,20;22,30;26,43;22,55;33,82;62,01;39,46;62,01;28,19;0,00;28,19;16,91;39,46;33,82;62,01
1707108;Divinópolis do Tocantins;67,02;0,00;134,05;67,02;67,02;67,02;67,02;268,10;0,00;67,02;44,58;0,00;29,31;29,12;43,76;72,46;28,81;71,57;56,95;28,47;113,90;42,71;85,42;56,95;42,71;28,47;56,95;14,24;42,71;99,66
1707207;Dois Irmãos do Tocantins;0,00;0,00;83,82;167,64;0,00;0,00;83,82;0,00;83,82;167,64;13,68;0,00;27,42;41,17;13,87;0,00;13,92;13,94;94,83;79,03;31,61;15,81;47,42;47,42;15,81;0,00;47,42;31,61;47,42;0,00
1707306;Dueré;0,00;0,00;230,95;0,00;0,00;0,00;115,47;0,00;0,00;0,00;21,19;42,35;63,49;21,16;0,00;0,00;21,34;0,00;23,54;23,54;117,70;70,62;23,54;47,08;47,08;47,08;0,00;47,08;70,62;70,62
1707405;Esperantina;0,00;0,00;0,00;0,00;160,34;0,00;160,34;0,00;0,00;0,00;9,66;47,59;9,39;0,00;27,65;0,00;35,91;0,00;26,56;13,28;39,84;26,56;26,56;92,96;39,84;39,84;13,28;13,28;26,56;13,28
1707553;Fátima;0,00;0,00;0,00;0,00;0,00;0,00;130,38;0,00;0,00;260,76;0,00;0,00;25,76;0,00;0,00;0,00;26,11;0,00;0,00;86,53;0,00;86,53;28,84;28,84;28,84;0,00;28,84;28,84;28,84;57,69
1707652;Figueirópolis;0,00;97,75;0,00;0,00;0,00;0,00;0,00;195,50;0,00;0,00;0,00;37,13;18,63;37,37;0,00;19,00;0,00;38,30;0,00;0,00;38,38;95,95;0,00;38,38;0,00;57,57;38,38;57,57;38,38;19,19
1707702;Filadélfia;0,00;0,00;0,00;62,00;62,00;0,00;123,99;0,00;123,99;0,00;11,33;11,30;22,55;22,49;11,32;11,29;33,81;0,00;38,90;0,00;25,93;64,83;38,90;0,00;25,93;25,93;12,97;25,93;12,97;25,93
1708304;Goianorte;95,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,06;0,00;19,51;0,00;0,00;19,41;19,55;0,00;19,49;0,00;21,11;21,11;0,00;21,11;0,00;63,32;21,11;0,00;0,00;21,11;0,00;42,21
1709005;Goiatins;66,29;33,15;99,44;33,15;33,15;0,00;0,00;0,00;0,00;33,15;23,57;23,41;23,27;7,71;30,91;7,68;22,91;22,78;0,00;32,17;0,00;24,13;16,09;16,09;24,13;0,00;8,04;24,13;40,22;32,17
1709302;Guaraí;68,32;85,40;102,48;51,24;51,24;102,48;51,24;51,24;34,16;34,16;20,09;43,74;43,31;27,30;19,47;30,86;34,40;37,87;32,29;40,36;16,15;72,65;72,65;28,25;44,40;32,29;68,62;40,36;48,44;60,54
1709500;Gurupi;82,94;136,61;102,45;190,27;156,12;107,33;131,73;43,91;48,79;24,39;41,08;52,56;48,45;72,50;68,82;40,39;47,98;29,40;29,37;14,10;49,34;36,42;58,74;78,71;41,12;25,84;27,02;59,91;46,99;38,77
1709807;Ipueiras;0,00;0,00;0,00;328,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,89;0,00;125,79;62,89;62,89;0,00;62,89
1710508;Itacajá;0,00;64,89;64,89;0,00;129,79;64,89;0,00;0,00;64,89;64,89;0,00;40,48;26,90;26,82;40,46;13,45;13,42;0,00;29,33;29,33;0,00;0,00;0,00;14,66;0,00;0,00;43,99;14,66;29,33;14,66
1710706;Itaguatins;92,42;92,42;92,42;0,00;0,00;0,00;0,00;0,00;0,00;92,42;32,99;16,57;16,65;0,00;16,96;0,00;0,00;17,24;0,00;38,67;58,00;0,00;0,00;77,34;19,33;0,00;19,33;38,67;19,33;0,00
1710904;Itapiratins;0,00;0,00;0,00;0,00;0,00;126,90;126,90;126,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,48;26,35;26,22;111,83;0,00;27,96;0,00;0,00;0,00;27,96;27,96;27,96;0,00;27,96;27,96
1711100;Itaporã do Tocantins;190,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,60;0,00
1711506;Jaú do Tocantins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,18;0,00;0,00;26,18;0,00;0,00;0,00;29,99;0,00;0,00;29,99;29,99;29,99;29,99;29,99;0,00;119,98;149,97;0,00
1711803;Juarina;0,00;0,00;204,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,70;44,86;0,00;45,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;133,75;0,00;44,58;0,00
1711951;Lagoa do Tocantins;0,00;115,21;0,00;0,00;460,83;0,00;0,00;115,21;0,00;115,21;25,27;49,54;0,00;23,86;118,01;0,00;22,76;67,11;0,00;28,44;28,44;28,44;28,44;0,00;0,00;28,44;28,44;0,00;28,44;0,00
1712009;Lajeado;0,00;0,00;142,86;0,00;0,00;0,00;0,00;571,43;0,00;142,86;33,43;0,00;130,76;0,00;0,00;31,91;0,00;125,04;29,79;29,79;29,79;59,58;0,00;119,15;29,79;29,79;89,37;0,00;29,79;0,00
1712157;Lavandeira;0,00;0,00;0,00;0,00;0,00;0,00;0,00;598,80;0,00;0,00;56,12;0,00;0,00;0,00;0,00;0,00;0,00;100,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;61,50
1712405;Lizarda;0,00;0,00;0,00;156,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;79,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,34;100,03;0,00;33,34;0,00;33,34;33,34;0,00;33,34
1712454;Luzinópolis;0,00;171,82;0,00;0,00;0,00;0,00;0,00;0,00;171,82;0,00;0,00;33,96;0,00;32,92;32,68;0,00;0,00;0,00;73,61;0,00;36,81;0,00;0,00;0,00;36,81;36,81;36,81;0,00;36,81;36,81
1712504;Marianópolis do Tocantins;0,00;0,00;188,68;0,00;188,68;94,34;0,00;94,34;0,00;188,68;0,00;20,42;60,29;19,79;58,89;19,32;19,03;18,75;0,00;173,35;86,67;0,00;43,34;130,01;0,00;21,67;21,67;43,34;21,67;21,67
1712801;Maurilândia do Tocantins;141,84;0,00;0,00;0,00;141,84;0,00;0,00;141,84;141,84;0,00;29,96;0,00;0,00;29,33;29,39;0,00;0,00;28,82;32,31;0,00;64,62;0,00;32,31;0,00;32,31;0,00;0,00;0,00;0,00;32,31
1713205;Miracema do Tocantins;46,70;46,70;23,35;46,70;46,70;116,74;70,04;163,44;116,74;116,74;15,05;30,56;10,34;26,24;26,93;27,40;27,88;79,42;70,02;26,93;32,32;21,54;26,93;43,09;26,93;26,93;26,93;16,16;5,39;26,93
1713304;Miranorte;0,00;35,14;35,14;70,27;0,00;0,00;0,00;0,00;140,55;35,14;15,11;30,08;14,97;22,34;14,95;7,44;0,00;7,38;62,99;15,75;62,99;55,11;55,11;23,62;31,49;31,49;39,37;31,49;39,37;55,11
1713601;Monte do Carmo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,50;90,50;0,00;13,27;39,20;12,87;25,55;12,58;0,00;0,00;17,56;17,56;35,12;70,25;122,94;52,69;0,00;0,00;35,12;35,12;52,69;87,81
1713700;Monte Santo do Tocantins;0,00;0,00;0,00;0,00;0,00;224,72;0,00;0,00;0,00;0,00;45,19;44,82;88,97;88,34;0,00;131,64;0,00;0,00;125,21;0,00;166,94;41,74;0,00;166,94;41,74;41,74;0,00;0,00;41,74;41,74
1713809;Palmeiras do Tocantins;0,00;0,00;0,00;0,00;90,33;0,00;90,33;90,33;0,00;0,00;0,00;0,00;15,50;15,30;45,66;0,00;29,65;14,64;0,00;0,00;20,53;41,05;61,58;61,58;20,53;61,58;0,00;20,53;61,58;20,53
1713957;Muricilândia;0,00;0,00;0,00;132,28;0,00;132,28;0,00;0,00;0,00;0,00;0,00;29,13;0,00;28,51;0,00;28,16;27,88;0,00;29,70;0,00;29,70;0,00;0,00;29,70;29,70;29,70;0,00;0,00;29,70;0,00
1714203;Natividade;52,44;52,44;52,44;0,00;0,00;0,00;209,75;104,88;157,32;0,00;21,55;10,76;53,76;32,22;10,82;21,64;54,05;43,22;45,69;11,42;57,12;57,12;79,96;68,54;22,85;34,27;34,27;137,08;34,27;194,20
1714302;Nazaré;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47,88;24,28;0,00;25,26;0,00;0,00;0,00;22,12;22,12;0,00;22,12;22,12;22,12;0,00;22,12;44,24;22,12;0,00;22,12
1714880;Nova Olinda;209,64;125,79;41,93;125,79;83,86;83,86;41,93;0,00;167,71;41,93;43,83;26,06;43,04;51,22;25,60;25,38;16,78;16,65;96,46;9,65;67,52;38,58;96,46;48,23;57,88;38,58;28,94;86,81;28,94;48,23
1715002;Nova Rosalândia;0,00;0,00;0,00;0,00;0,00;0,00;296,74;0,00;0,00;148,37;0,00;24,31;0,00;23,79;23,72;0,00;69,70;0,00;0,00;29,74;118,98;0,00;29,74;0,00;59,49;59,49;0,00;59,49;29,74;0,00
1715101;Novo Acordo;0,00;112,36;112,36;112,36;0,00;0,00;0,00;0,00;112,36;0,00;0,00;24,05;23,74;23,44;23,33;0,00;0,00;0,00;25,20;0,00;50,39;25,20;50,39;0,00;0,00;25,20;25,20;25,20;0,00;50,39
1715150;Novo Alegre;0,00;0,00;0,00;0,00;317,46;0,00;0,00;0,00;0,00;0,00;42,55;0,00;0,00;0,00;42,88;0,00;0,00;0,00;54,17;0,00;0,00;0,00;0,00;0,00;0,00;54,17;54,17;0,00;54,17;0,00
1715259;Novo Jardim;0,00;0,00;189,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,74;37,40;37,08;0,00;0,00;0,00;36,13;44,84;89,69;0,00;0,00;44,84;44,84;582,96;179,37;0,00;0,00;0,00;134,53
1715507;Oliveira de Fátima;0,00;0,00;429,18;0,00;0,00;0,00;429,18;0,00;0,00;0,00;0,00;0,00;90,58;0,00;0,00;0,00;89,45;0,00;0,00;85,91;171,82;0,00;343,64;85,91;0,00;0,00;0,00;85,91;0,00;85,91
1715705;Palmeirante;0,00;0,00;0,00;96,15;0,00;96,15;0,00;0,00;0,00;0,00;36,08;53,09;0,00;34,14;16,89;16,59;32,62;16,04;0,00;20,84;62,53;41,68;62,53;62,53;20,84;0,00;0,00;20,84;41,68;41,68
1715754;Palmeirópolis;0,00;0,00;0,00;0,00;0,00;0,00;66,84;66,84;133,69;0,00;0,00;0,00;0,00;0,00;0,00;26,11;26,06;13,00;28,67;28,67;57,35;57,35;43,01;28,67;0,00;14,34;14,34;14,34;43,01;43,01
1716109;Paraíso do Tocantins;39,33;70,79;55,06;39,33;39,33;23,60;39,33;47,19;47,19;23,60;20,66;26,49;24,13;21,84;35,57;19,51;25,05;32,37;15,28;15,28;34,38;42,02;17,19;30,56;19,10;42,02;51,57;47,75;26,74;21,01
1716208;Paranã;44,27;44,27;44,27;44,27;132,80;0,00;0,00;44,27;88,53;44,27;9,45;18,92;9,46;9,47;57,36;0,00;9,58;38,37;47,43;9,49;28,46;47,43;28,46;47,43;18,97;18,97;18,97;18,97;28,46;9,49
1716307;Pau D'Arco;0,00;0,00;230,15;0,00;115,07;115,07;115,07;115,07;115,07;0,00;0,00;20,77;41,37;20,61;20,70;61,87;41,09;20,47;24,73;0,00;0,00;0,00;24,73;0,00;0,00;0,00;24,73;0,00;74,20;24,73
1716653;Pequizeiro;0,00;0,00;0,00;0,00;0,00;0,00;93,81;0,00;187,62;0,00;0,00;18,58;18,46;0,00;0,00;0,00;18,14;36,06;60,96;0,00;40,64;40,64;60,96;0,00;0,00;20,32;0,00;40,64;20,32;40,64
1716703;Colméia;152,75;0,00;152,75;50,92;0,00;101,83;0,00;0,00;50,92;101,83;34,96;11,73;59,07;35,68;12,09;24,38;0,00;12,38;11,18;22,37;22,37;33,55;22,37;89,48;78,29;0,00;0,00;33,55;22,37;55,92
1717008;Pindorama do Tocantins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,06;22,12;0,00;22,49;0,00;0,00;66,99;0,00;44,66;44,66;0,00;89,33;0,00;44,66;0,00;0,00;22,33;111,66
1717206;Piraquê;229,89;0,00;229,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,14;32,99;65,83;32,85;0,00;0,00;32,97;0,00;87,64;43,82;0,00;43,82;43,82;0,00;43,82;0,00;43,82;43,82;0,00;0,00
1717503;Pium;133,69;0,00;0,00;133,69;0,00;133,69;66,84;0,00;66,84;200,53;41,30;27,18;0,00;26,54;13,22;26,13;51,66;25,54;14,03;182,38;56,12;28,06;14,03;14,03;56,12;14,03;28,06;28,06;28,06;14,03
1717800;Ponte Alta do Bom Jesus;0,00;0,00;0,00;232,29;0,00;0,00;0,00;0,00;116,14;116,14;21,50;21,51;0,00;86,11;43,47;0,00;0,00;21,81;23,70;71,09;23,70;0,00;47,39;0,00;0,00;0,00;0,00;0,00;23,70;71,09
1717909;Ponte Alta do Tocantins;0,00;0,00;118,06;59,03;177,10;0,00;177,10;0,00;0,00;118,06;12,97;0,00;38,11;37,74;62,81;37,32;49,29;36,62;13,18;39,55;79,09;26,36;39,55;26,36;13,18;39,55;79,09;26,36;26,36;13,18
1718006;Porto Alegre do Tocantins;151,29;0,00;0,00;0,00;0,00;151,29;0,00;0,00;151,29;151,29;33,26;0,00;65,13;32,24;32,18;31,86;0,00;0,00;34,89;34,89;0,00;0,00;0,00;34,89;34,89;34,89;34,89;0,00;0,00;34,89
1718402;Presidente Kennedy;0,00;0,00;0,00;0,00;0,00;0,00;152,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,61;27,26;0,00;0,00;32,82;32,82;65,64;32,82;0,00;32,82;0,00;98,46;131,28;0,00
1718451;Pugmil;0,00;0,00;196,46;0,00;0,00;0,00;196,46;196,46;0,00;196,46;0,00;0,00;38,15;0,00;0,00;0,00;36,81;36,42;0,00;45,60;45,60;91,20;182,40;45,60;91,20;182,40;91,20;0,00;0,00;45,60
1718501;Recursolândia;0,00;0,00;0,00;124,84;0,00;0,00;124,84;0,00;0,00;249,69;49,01;24,20;0,00;23,64;23,56;0,00;23,03;0,00;58,46;58,46;0,00;87,69;0,00;0,00;29,23;0,00;29,23;0,00;0,00;0,00
1718550;Riachinho;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,35;21,17;0,00;0,00;50,51;0,00;25,25;0,00;0,00;0,00;25,25;0,00;75,76;126,26
1718659;Rio da Conceição;0,00;0,00;0,00;458,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;242,60;0,00;0,00;92,12;0,00;0,00;0,00;0,00;0,00;0,00;56,56;0,00;0,00;0,00;0,00;169,68;56,56
1718709;Rio dos Bois;0,00;0,00;0,00;0,00;0,00;0,00;0,00;169,49;0,00;0,00;0,00;0,00;0,00;0,00;35,57;0,00;0,00;34,73;0,00;0,00;146,09;73,05;36,52;146,09;0,00;36,52;109,57;73,05;36,52;0,00
1718758;Rio Sono;0,00;104,71;0,00;0,00;0,00;0,00;0,00;0,00;104,71;0,00;0,00;15,42;15,38;0,00;0,00;15,44;15,41;0,00;20,66;0,00;41,31;20,66;0,00;20,66;20,66;20,66;123,94;0,00;0,00;20,66
1718808;Sampaio;0,00;0,00;0,00;181,65;0,00;0,00;90,83;90,83;0,00;0,00;0,00;0,00;0,00;43,68;43,22;21,23;62,58;20,51;0,00;23,72;0,00;0,00;0,00;23,72;23,72;23,72;0,00;23,72;47,45;0,00
1718840;Sandolândia;0,00;0,00;0,00;133,87;0,00;0,00;0,00;133,87;0,00;0,00;0,00;58,65;0,00;29,33;118,41;29,63;88,94;29,66;0,00;26,86;26,86;80,58;26,86;80,58;53,72;53,72;26,86;26,86;26,86;53,72
1718865;Santa Fé do Araguaia;113,64;0,00;0,00;0,00;0,00;0,00;0,00;113,64;0,00;0,00;41,99;13,83;13,66;0,00;13,47;26,62;0,00;26,05;0,00;41,57;0,00;0,00;13,86;27,72;55,43;27,72;27,72;27,72;0,00;27,72
1718881;Santa Maria do Tocantins;0,00;0,00;0,00;0,00;183,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,58;0,00;0,00;0,00;0,00;0,00;37,31;74,63;37,31;0,00;0,00;0,00;0,00;37,31;37,31;37,31
1719004;Santa Tereza do Tocantins;159,49;159,49;0,00;0,00;159,49;159,49;0,00;0,00;0,00;0,00;36,64;72,41;0,00;35,40;35,29;69,78;0,00;34,15;35,96;0,00;107,87;35,96;107,87;35,96;71,92;0,00;143,83;0,00;0,00;35,96
1720002;Santa Terezinha do Tocantins;0,00;194,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,26;0,00;0,00;0,00;39,54;0,00;0,00;0,00;0,00;0,00;0,00;41,56;0,00;0,00;41,56;0,00;0,00;41,56;41,56
1720101;São Bento do Tocantins;73,42;0,00;73,42;0,00;0,00;0,00;146,84;0,00;0,00;0,00;19,90;0,00;19,36;0,00;19,03;37,57;55,65;18,33;17,69;0,00;88,43;17,69;35,37;0,00;0,00;17,69;17,69;35,37;17,69;70,75
1720150;São Félix do Tocantins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,58;0,00;0,00;0,00;0,00;0,00;0,00;56,09;0,00;0,00;0,00;0,00;0,00;56,09
1720200;São Miguel do Tocantins;61,27;91,91;30,64;0,00;122,55;30,64;30,64;122,55;0,00;30,64;26,23;51,74;17,02;42,00;50,14;24,71;16,27;40,18;7,55;15,10;30,21;15,10;22,66;52,87;30,21;0,00;15,10;22,66;7,55;45,31
1720259;São Salvador do Tocantins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,85;32,70;65,13;32,43;0,00;32,45;64,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,93;0,00;0,00;83,86;0,00;0,00
1720309;São Sebastião do Tocantins;0,00;0,00;103,52;103,52;0,00;0,00;0,00;103,52;0,00;0,00;0,00;0,00;42,54;21,06;0,00;0,00;20,61;20,42;0,00;0,00;0,00;0,00;73,17;24,39;24,39;48,78;0,00;24,39;24,39;48,78
1720499;São Valério;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47,46;0,00;0,00;0,00;0,00;51,23;25,99;22,61;45,23;22,61;45,23;22,61;22,61;45,23;45,23;45,23;0,00;0,00;0,00
1720655;Silvanópolis;0,00;91,91;91,91;0,00;91,91;91,91;91,91;91,91;91,91;91,91;0,00;18,71;18,62;0,00;37,19;92,54;18,42;18,34;39,15;137,04;78,31;19,58;39,15;0,00;39,15;19,58;58,73;19,58;0,00;0,00
1720804;Sítio Novo do Tocantins;37,85;0,00;113,55;37,85;75,70;113,55;0,00;0,00;0,00;0,00;10,79;10,82;54,25;21,76;44,06;55,38;11,11;0,00;9,23;0,00;18,47;27,70;9,23;27,70;0,00;18,47;9,23;46,17;18,47;18,47
1720853;Sucupira;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63,41;0,00;0,00;0,00;0,00;0,00;0,00;63,41;0,00;63,41;63,41;63,41
1720903;Taguatinga;31,22;31,22;62,44;31,22;31,22;0,00;124,88;187,32;62,44;62,44;6,22;6,16;24,41;24,20;12,09;5,99;47,55;64,84;28,55;21,41;21,41;14,27;14,27;28,55;0,00;7,14;35,69;35,69;7,14;21,41
1720937;Taipas do Tocantins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;239,81;0,00;0,00;48,19;0,00;47,35;0,00;0,00;0,00;0,00;45,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1720978;Talismã;0,00;215,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,07;0,00;0,00;36,06;0,00;35,56;0,00;0,00;81,43;81,43;40,72;122,15;81,43;81,43;0,00;285,02;162,87;0,00;122,15
1721000;Palmas;53,37;70,35;66,71;72,77;75,20;59,43;69,13;58,22;67,92;109,16;33,16;40,70;38,59;33,47;41,12;30,42;34,61;29,04;33,37;49,56;38,32;39,31;35,02;35,02;33,70;36,01;34,69;38,98;42,62;38,65
1721109;Tocantínia;0,00;0,00;0,00;0,00;0,00;108,75;0,00;0,00;0,00;0,00;0,00;0,00;27,07;13,40;26,77;39,76;0,00;0,00;13,41;0,00;0,00;13,41;53,63;0,00;13,41;13,41;0,00;0,00;26,81;13,41
1721208;Tocantinópolis;36,98;73,96;129,44;92,46;18,49;36,98;110,95;129,44;0,00;55,47;8,64;30,25;43,23;34,60;17,47;21,86;39,40;39,44;13,27;26,53;8,84;17,69;22,11;13,27;4,42;26,53;4,42;13,27;22,11;13,27
1721307;Tupiratins;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,63;81,27;79,43;0,00;0,00;0,00;36,64;0,00;0,00;0,00;53,36;0,00;0,00;53,36;0,00;0,00;0,00;0,00;0,00;53,36
1722081;Wanderlândia;0,00;82,85;82,85;0,00;165,70;0,00;0,00;0,00;41,43;0,00;8,69;25,94;60,23;34,26;60,18;17,12;8,52;25,46;19,01;28,51;114,05;38,02;47,52;47,52;76,03;47,52;76,03;57,02;85,54;47,52
1722107;Xambioá;41,48;82,95;82,95;82,95;124,43;124,43;41,48;165,91;82,95;82,95;17,06;34,16;25,65;34,24;60,55;34,66;8,68;34,78;19,02;28,53;28,53;38,03;9,51;28,53;19,02;28,53;9,51;38,03;19,02;28,53
2100055;Açailândia;36,84;55,26;55,26;99,48;51,58;99,48;121,58;70,00;77,37;73,69;26,66;30,09;45,23;44,91;29,53;48,91;60,11;35,15;34,73;36,60;35,66;29,09;27,22;35,66;22,52;17,83;30,03;42,23;17,83;29,09
2100204;Alcântara;23,92;0,00;0,00;0,00;23,92;0,00;23,92;23,92;0,00;23,92;4,62;4,62;0,00;9,23;4,53;0,00;4,52;13,56;0,00;5,42;27,08;21,66;16,25;16,25;10,83;21,66;21,66;16,25;16,25;27,08
