"sernum","miscat","percfunc","percnegfunc","percposfunc","percnofunc","cogseleva","mmUPFscons","snkUPFscons","propUPFscons","rihnutr","bdyshp","tstgdivtaro","rdytoeat","chp","esyacce","othreas","reassum","age","gender","edu","mrysta","occu","wrksty","wltock","ckskl","housdispinc","child","adol","adul","elder","freqck","freqtakout","supwhlmrk","locmrk","olgroc","homgro","rsttakout","cant","othpur","ovwob","region","ctyctry"
775,0,3,3,0,0,2,4,2,30,0,0,1,1,0,1,0,3,49,2,6,2,4,1,2,1,4,0,1,2,1,2,3,1,0,1,0,1,0,0,2,1,1
776,4,1,1,0,0,1,1,1,12,0,0,1,0,0,0,0,1,70,2,5,2,3,1,2,2,1,0,0,0,2,3,1,0,1,0,0,0,0,0,1,4,1
777,0,3,3,0,0,4,3,3,30,0,0,1,0,0,0,0,1,55,1,5,2,6,8,2,1,3,0,0,3,0,4,2,1,1,1,0,0,0,0,1,1,1
778,0,2,2,0,0,3,2,2,49,0,0,0,1,0,1,0,2,48,1,8,2,6,8,2,1,3,0,0,3,0,3,2,1,1,1,0,1,0,0,1,1,1
780,0,3,3,0,0,4,2,2,15,0,0,0,1,0,0,0,1,50,2,6,2,6,8,1,1,3,0,0,3,1,5,2,1,0,0,1,0,1,0,1,1,1
781,0,3,3,0,0,3,2,2,20,0,0,1,1,0,0,0,2,45,2,6,2,6,8,2,1,5,0,0,3,0,3,2,0,1,1,0,1,0,0,2,1,1
782,0,2,2,0,0,3,2,2,20,0,0,0,1,0,1,0,2,50,2,7,2,6,8,1,1,5,0,0,3,0,3,2,1,0,1,1,0,0,0,2,1,1
783,3,3,3,0,0,2,2,3,35,0,0,1,1,0,1,0,3,51,2,6,2,6,8,1,1,4,0,0,3,1,2,2,0,1,1,0,1,0,0,2,1,1
784,0,3,2,1,0,4,3,2,21,1,0,0,1,0,1,0,3,58,1,8,2,6,6,1,1,5,0,0,2,0,4,2,1,0,1,0,1,1,0,2,2,1
785,0,3,3,0,0,3,2,2,11,0,0,0,1,0,1,0,2,45,2,7,2,6,8,1,1,7,0,0,3,1,3,2,1,0,1,0,0,0,0,1,1,1
786,5,1,1,0,0,2,3,3,42,1,1,1,1,0,1,0,5,48,1,6,2,6,8,2,2,7,0,0,3,1,3,2,1,1,1,0,0,0,0,2,1,1
787,2,2,2,0,0,3,2,2,26,0,1,1,0,0,0,0,2,35,1,8,1,1,12,2,1,1,0,0,0,2,2,1,1,1,0,0,0,0,0,2,2,1
788,2,3,3,0,0,3,1,1,19,0,0,0,1,0,0,0,1,19,1,6,1,1,12,1,1,6,0,0,3,0,5,2,1,0,0,0,1,0,0,2,4,1
789,3,2,2,0,0,3,3,2,5,0,0,1,1,0,0,0,2,40,1,7,2,6,10,1,1,6,2,0,2,2,4,2,1,1,1,0,0,0,0,2,2,1
790,3,2,2,0,0,3,2,3,12,0,0,1,1,0,1,0,3,46,2,8,2,6,8,1,1,5,0,1,2,0,4,2,1,1,1,0,0,0,0,2,2,1
792,0,2,2,0,0,4,1,1,5,0,0,0,1,0,0,0,1,52,2,8,2,6,8,1,1,6,0,0,2,0,5,1,1,1,1,0,0,0,0,1,2,1
794,10,1,0,1,0,2,2,2,8,0,0,1,0,0,0,0,1,36,1,8,2,6,10,2,1,3,2,0,2,1,5,2,1,1,0,0,0,0,0,1,1,1
795,0,3,2,1,0,4,3,2,11,0,0,1,1,0,1,0,3,50,2,6,2,6,8,1,1,4,1,0,3,0,4,2,1,1,1,0,0,1,0,1,1,1
796,2,1,1,0,0,3,2,2,18,0,0,1,1,0,1,0,3,31,2,7,2,6,8,2,1,4,0,0,3,0,2,2,1,1,0,0,0,0,0,2,2,1
797,0,2,2,0,0,3,2,1,23,0,0,0,1,0,1,0,2,46,2,8,2,6,8,1,1,3,0,1,2,0,2,2,0,0,1,0,0,0,0,2,2,1
798,0,1,1,0,0,3,2,2,22,0,0,0,1,0,0,0,1,50,2,5,2,3,3,2,2,3,0,0,2,1,3,2,1,1,0,0,0,0,0,1,4,1
799,4,2,2,0,0,3,2,2,52,0,0,1,1,0,1,0,3,29,2,7,1,6,8,2,1,3,0,0,0,0,2,2,0,0,1,0,1,0,0,2,2,1
800,3,1,0,1,0,3,2,2,20,0,0,0,0,0,1,0,1,47,2,6,2,6,8,1,1,5,0,1,2,1,4,2,1,1,1,0,0,0,0,1,1,1
801,0,4,3,1,0,3,2,2,20,0,0,0,1,0,1,0,2,43,2,3,2,6,8,1,1,2,0,1,2,2,2,2,0,1,0,0,0,0,0,2,4,1
802,0,3,3,0,0,3,3,4,55,0,0,1,1,0,1,0,3,48,2,7,2,6,10,2,1,4,1,1,2,2,4,2,1,1,1,0,1,1,0,1,1,1
803,1,0,0,0,1,3,2,2,7,0,0,0,1,0,0,0,1,44,2,6,2,6,7,1,1,4,0,1,3,2,3,2,1,0,1,0,0,0,0,2,1,1
804,3,2,2,0,0,2,2,2,40,0,0,1,1,0,1,0,3,50,1,7,2,6,8,1,1,3,0,0,3,1,3,2,1,1,0,0,0,1,0,2,1,1
805,0,3,2,1,0,3,2,2,22,1,1,0,1,0,0,0,3,50,2,7,2,6,10,2,1,6,1,0,3,1,2,2,1,0,0,0,0,0,0,1,1,1
806,0,2,2,0,0,4,2,2,20,0,0,0,1,0,0,0,1,55,1,5,2,6,8,1,1,2,1,1,2,0,3,2,1,1,1,0,1,0,0,1,4,1
807,0,1,1,0,0,1,2,3,1,0,0,1,1,0,0,0,2,45,2,4,1,2,8,1,1,1,0,1,2,2,5,3,1,0,0,0,0,0,0,2,4,1
809,3,1,0,0,0,3,2,2,20,0,0,0,1,0,1,0,2,45,2,5,2,6,8,1,1,2,0,0,3,0,4,2,0,1,0,0,0,0,0,2,4,1
810,0,1,1,0,0,3,2,2,0,0,0,1,0,0,0,0,1,50,2,6,1,6,8,1,1,3,0,0,1,0,2,2,0,1,0,0,0,0,0,1,4,1
812,1,2,2,0,0,2,2,2,32,0,0,0,1,0,1,0,2,29,2,8,2,6,10,1,1,3,0,0,2,0,4,2,1,0,1,0,0,1,0,1,2,1
813,1,1,0,0,0,1,2,2,21,0,0,0,0,0,1,0,1,66,2,4,2,4,8,1,1,3,4,0,0,2,5,1,1,0,0,0,0,0,0,2,4,1
814,2,2,2,0,0,2,5,5,95,0,0,0,0,0,1,0,1,34,2,6,2,6,12,2,1,4,1,0,2,2,5,4,1,1,1,0,1,0,0,1,4,1
815,0,3,3,0,0,1,2,3,22,0,0,0,1,0,1,0,2,53,2,3,1,5,5,1,1,1,0,0,1,1,5,1,0,1,0,0,0,0,0,2,4,1
816,0,2,2,0,0,4,5,5,78,0,0,0,1,0,1,0,2,30,2,6,1,6,8,2,1,6,0,0,1,1,1,5,1,0,1,0,1,0,0,1,1,1
817,3,1,1,0,0,3,2,2,18,0,0,0,1,0,1,0,2,50,2,7,2,6,8,1,1,6,0,0,4,4,2,3,1,1,0,0,0,0,0,2,1,1
818,0,2,2,0,0,2,2,2,47,0,0,1,1,0,0,0,2,30,2,6,2,6,8,1,2,2,0,0,2,0,2,2,1,1,0,0,0,0,0,1,4,1
819,0,3,3,0,0,3,2,2,24,0,0,1,1,0,1,0,3,43,2,6,2,6,8,2,1,1,1,1,2,2,2,2,1,1,0,0,1,0,0,1,4,1
820,0,3,3,0,0,2,2,2,20,0,0,0,1,0,0,0,1,40,1,3,2,6,10,1,1,1,1,0,2,2,5,1,0,0,0,1,0,0,0,2,4,2
821,0,3,3,0,0,4,1,1,11,0,0,0,0,0,0,1,1,53,2,5,2,6,8,1,2,1,0,0,1,1,2,1,0,1,0,0,0,0,0,2,4,1
822,0,3,3,0,0,2,2,2,24,0,0,0,1,0,0,0,1,34,2,8,2,6,3,2,1,3,0,0,2,0,2,2,1,0,1,0,0,0,0,1,2,1
823,0,3,3,0,0,3,2,2,33,0,0,0,1,0,1,0,2,45,2,6,2,6,8,1,1,1,0,1,3,0,2,2,1,1,1,0,0,0,0,2,1,1
824,0,3,3,0,0,1,2,2,20,0,0,0,0,0,0,1,1,50,2,3,2,5,8,1,1,1,0,0,2,2,5,1,0,0,0,1,0,0,0,2,4,2
825,0,3,3,0,0,4,3,3,31,0,1,0,1,0,1,0,3,40,2,7,2,6,8,1,1,6,1,1,2,2,4,2,1,0,1,1,0,0,0,1,1,1
826,2,2,2,0,0,2,2,2,22,0,0,1,1,0,1,0,3,60,1,6,2,3,2,1,1,3,2,0,2,2,4,3,1,1,0,0,0,0,0,1,4,1
827,0,1,0,1,0,1,5,5,66,0,0,0,1,0,0,0,1,47,2,6,2,7,8,2,1,4,0,0,3,0,2,4,1,0,1,0,1,0,0,2,1,1
828,3,3,3,0,0,3,3,3,39,0,0,0,1,0,1,0,2,45,2,4,2,5,8,2,1,3,0,0,2,0,2,2,1,1,0,0,1,0,0,1,4,1
829,2,2,2,0,0,2,2,2,21,0,0,0,1,0,1,0,2,50,2,6,2,6,8,2,1,3,0,0,2,0,5,2,1,0,0,0,1,1,0,2,1,1
830,0,3,3,0,0,3,5,3,80,0,0,0,1,1,1,0,3,50,2,6,2,5,5,2,1,6,0,0,3,0,2,2,0,0,1,0,1,0,0,1,1,1
831,0,5,3,2,0,3,2,2,27,0,0,1,1,0,0,0,2,60,1,6,2,3,0,1,1,3,0,0,1,1,5,2,0,1,0,0,1,0,0,1,4,1
833,1,3,2,1,0,3,2,3,29,0,0,1,1,0,0,0,2,50,1,8,2,6,8,1,1,5,1,0,3,2,5,2,1,1,1,0,0,0,0,1,1,1
836,0,4,3,0,0,4,2,2,19,0,0,0,1,0,1,1,3,55,2,7,2,6,10,1,1,7,0,0,3,0,3,2,1,0,1,0,0,1,1,1,2,1
837,0,4,3,1,0,3,2,2,20,0,1,1,1,0,0,0,3,46,2,6,2,6,10,1,1,4,0,0,3,0,4,2,1,1,1,0,1,1,0,1,1,1
838,0,2,2,0,0,3,2,2,12,0,0,0,1,0,1,0,2,42,1,8,2,6,14,2,1,5,2,0,2,2,4,1,1,1,0,0,0,0,0,1,2,1
839,3,3,3,0,0,3,2,2,88,0,0,1,1,0,1,0,3,48,2,5,2,6,8,1,1,7,0,2,2,0,3,2,1,0,1,0,1,0,0,1,1,1
840,2,0,0,0,1,3,2,3,24,0,0,1,0,0,0,0,1,16,1,4,1,1,9,2,2,4,2,1,2,2,5,1,1,0,1,0,0,0,0,1,1,1
841,4,2,2,0,0,2,2,2,30,0,0,1,1,0,0,0,2,50,2,5,2,3,7,1,1,3,0,0,3,0,4,2,1,0,0,0,1,0,0,2,4,1
842,0,2,2,0,0,3,2,2,44,0,0,0,1,0,0,0,1,70,2,4,2,3,4,1,2,3,0,0,2,2,2,3,0,0,0,0,0,0,1,2,4,1
843,9,1,1,0,0,3,3,2,30,0,0,0,1,0,0,0,1,55,2,6,2,3,4,1,1,4,0,0,3,0,4,2,1,0,1,0,0,0,0,1,1,1
844,2,2,2,0,0,3,2,2,40,0,0,1,1,0,0,0,2,45,2,5,2,6,8,1,1,3,1,1,2,0,2,1,1,1,1,0,0,0,0,1,4,1
845,2,1,0,0,0,3,2,2,21,0,0,0,1,0,0,0,1,60,2,4,2,3,8,1,1,1,0,1,2,1,2,1,1,0,0,0,0,0,0,2,4,1
847,2,1,0,1,0,2,2,2,11,0,0,0,1,0,0,0,1,50,1,8,2,6,9,1,1,5,0,1,2,2,3,2,1,0,1,0,0,0,0,2,2,1
849,2,2,2,0,0,3,2,2,22,0,0,0,1,0,1,0,2,45,1,8,2,6,8,2,1,3,0,1,2,2,4,2,1,1,0,0,0,0,0,1,2,1
850,0,2,0,2,0,3,2,1,35,1,1,0,0,0,0,0,2,21,1,6,1,1,7,1,1,1,0,0,3,3,2,2,1,0,1,0,1,0,0,2,4,1
851,0,3,2,1,0,3,3,2,35,0,0,1,1,0,1,0,3,42,1,7,1,6,8,2,1,5,1,0,0,2,4,2,1,1,0,0,0,1,0,2,3,1
852,3,2,2,0,0,2,4,4,41,0,0,1,1,0,1,0,3,27,2,7,1,1,6,2,1,2,0,0,4,1,2,2,1,1,1,0,1,0,0,2,4,1
853,3,0,0,0,1,2,2,1,18,0,0,0,1,0,0,0,1,54,1,7,2,6,8,1,1,4,1,0,2,0,4,1,1,0,1,0,0,0,0,2,2,1
854,0,2,2,0,0,4,3,3,59,0,0,1,1,0,0,0,2,40,2,5,2,6,8,2,1,1,0,1,2,0,2,2,0,0,1,0,0,0,0,1,4,1
855,0,3,3,0,0,3,2,3,20,0,0,1,1,0,0,0,2,43,2,8,2,6,30,1,1,6,1,1,2,2,5,2,1,0,1,0,0,1,0,2,1,1
856,2,2,2,0,0,2,2,3,30,0,0,1,1,0,0,0,2,38,2,3,2,4,6,1,1,2,0,1,2,2,5,2,0,1,0,0,0,0,0,1,4,1
857,0,3,3,0,0,4,2,2,10,0,0,1,0,0,1,0,2,62,2,5,2,3,6,1,1,3,0,0,1,2,5,1,0,1,1,0,0,0,0,2,1,1
858,0,2,2,0,0,3,2,1,39,1,1,0,0,0,0,0,2,46,1,7,1,7,5,2,1,7,1,0,1,2,2,1,1,1,0,0,0,0,0,2,2,1
859,0,3,2,0,0,4,4,3,33,0,0,1,1,1,1,0,4,37,1,8,2,6,12,1,1,4,2,0,3,1,4,1,1,1,1,1,0,0,0,1,3,1
860,0,0,0,0,1,3,2,2,21,0,0,0,1,0,1,0,2,38,1,8,2,6,10,2,1,3,1,0,2,1,4,1,1,1,0,0,0,0,0,1,2,1
861,0,4,3,1,0,3,2,2,25,0,0,1,1,0,0,0,2,35,2,7,2,6,8,1,1,3,2,0,2,4,4,2,1,1,1,0,1,0,0,1,4,1
862,0,2,2,0,0,3,3,3,22,0,0,1,1,0,0,0,2,45,2,8,2,6,8,1,1,3,0,0,1,0,2,2,0,0,1,0,0,0,0,1,2,1
863,0,2,2,0,0,4,2,2,8,0,0,1,1,0,0,0,2,62,1,5,2,3,5,1,1,5,0,0,1,2,5,1,0,1,1,0,0,0,0,1,4,1
864,7,3,3,0,0,3,3,2,38,0,0,1,1,1,1,0,4,49,2,6,2,6,8,1,1,7,0,0,3,0,3,2,1,0,0,0,0,0,0,2,1,1
865,0,1,1,0,0,3,2,2,6,0,0,0,1,0,0,0,1,50,2,6,2,3,5,1,1,2,0,0,3,2,4,2,1,0,0,0,0,0,0,1,1,1
866,2,1,1,0,0,2,1,2,20,0,0,0,0,1,1,0,2,48,2,3,1,7,8,1,1,2,0,0,1,1,5,2,0,1,0,1,0,0,0,1,4,2
867,0,3,3,0,0,1,3,1,21,0,0,1,1,0,1,0,3,68,1,2,2,7,12,2,1,2,0,0,0,2,5,1,0,1,0,0,0,0,0,2,4,1
868,0,3,2,1,0,4,2,3,41,0,0,1,1,0,0,1,3,38,1,7,2,6,8,2,2,4,1,0,2,0,4,2,1,0,1,0,1,1,0,2,4,1
869,2,2,2,0,0,2,1,1,25,0,0,1,0,0,0,0,1,67,1,3,2,3,8,2,2,1,0,0,0,2,5,1,0,1,0,0,0,0,0,2,4,2
870,2,3,3,0,0,3,3,3,30,0,0,0,1,0,0,0,1,41,2,6,2,4,10,2,1,5,1,1,2,2,4,2,1,1,0,1,0,0,0,1,1,1
872,0,1,1,0,0,3,2,2,0,0,0,0,1,0,0,0,1,44,1,6,2,6,4,1,1,2,0,1,2,2,4,2,0,0,0,0,1,0,0,1,4,1
873,1,3,3,0,0,2,2,2,10,0,0,1,1,0,0,0,2,39,2,5,2,6,8,1,1,3,0,1,2,0,4,2,0,1,0,0,1,0,0,1,4,1
874,0,2,2,0,0,4,1,2,5,0,0,0,0,0,0,1,1,49,2,6,2,6,8,1,1,4,0,0,3,0,5,2,1,1,1,0,0,0,0,2,4,1
875,0,3,3,0,0,3,2,2,21,0,0,1,1,1,1,0,4,48,2,7,2,6,8,1,1,5,0,0,1,0,3,2,1,1,0,0,0,1,0,1,1,1
877,0,4,2,2,0,3,2,5,81,0,0,1,1,0,1,0,3,49,1,7,2,7,10,1,1,7,1,2,2,0,3,2,1,0,1,0,1,0,0,1,1,1
878,2,2,2,0,0,2,3,2,23,0,0,0,1,0,1,0,2,45,2,6,2,4,5,1,1,4,0,0,3,0,5,1,1,1,1,1,0,0,0,1,1,1
879,1,2,2,0,0,3,2,3,10,0,0,1,1,0,0,0,2,16,2,4,1,1,10,2,2,7,0,1,2,0,3,3,0,0,1,0,0,0,0,1,1,1
880,0,3,3,0,0,2,2,2,4,0,0,1,1,0,0,0,2,47,2,5,2,6,8,1,1,3,0,0,3,0,2,2,1,1,0,0,0,1,0,2,1,1
881,0,3,3,0,0,3,1,2,40,0,0,1,1,0,0,0,2,40,2,6,2,4,8,2,1,4,1,0,2,0,5,3,1,1,1,0,1,0,0,1,1,1
882,0,4,3,1,0,3,4,2,80,1,0,1,1,1,1,0,5,47,1,6,2,6,10,2,2,6,0,0,2,2,5,2,1,1,1,0,1,0,0,1,4,1
883,0,4,3,1,0,3,2,2,20,0,0,0,1,0,1,0,2,16,2,4,1,1,12,2,2,2,0,1,2,2,1,2,1,1,0,0,0,0,0,2,4,1
884,3,2,2,0,0,3,2,2,19,0,0,1,1,1,0,0,3,20,1,6,1,1,6,2,2,2,0,1,3,0,5,1,1,0,1,1,0,0,0,2,4,2
885,0,3,3,0,0,2,2,3,41,0,0,1,1,0,1,0,3,31,2,5,1,6,7,2,1,1,0,0,1,0,3,3,1,1,1,0,1,0,0,1,4,1
886,0,2,2,0,0,3,2,2,0,0,0,0,1,0,0,0,1,47,2,6,2,6,7,1,1,4,0,1,2,0,4,2,0,1,1,0,0,0,0,2,4,1
887,0,1,1,0,0,3,2,2,11,0,0,1,0,0,0,0,1,40,2,6,2,7,5,1,1,7,1,1,2,0,5,2,0,1,0,0,0,0,0,1,1,1
888,0,1,1,0,0,3,2,2,46,0,0,0,0,0,1,0,1,50,2,6,2,3,1,2,2,3,0,0,2,0,3,2,0,1,0,0,0,0,0,2,4,1
889,7,2,2,0,0,2,2,2,20,0,0,0,1,0,0,0,1,56,2,5,2,3,1,1,1,2,0,0,2,0,3,2,1,1,0,0,0,0,0,2,4,1
890,0,4,2,2,0,3,2,2,10,0,0,1,1,0,1,0,3,33,1,8,2,6,10,1,1,5,0,0,4,0,2,2,1,1,0,0,0,0,0,1,2,1
891,2,5,3,2,0,2,2,2,10,0,0,0,1,0,0,1,2,61,2,8,2,3,3,2,1,7,0,0,1,2,5,1,1,1,1,0,0,0,0,2,2,1
892,1,2,2,0,0,3,3,3,50,0,0,1,1,1,1,0,4,20,2,6,1,1,7,1,1,1,0,0,2,0,3,2,1,0,1,0,1,0,0,2,4,1
893,6,1,1,0,0,2,2,2,23,0,0,1,1,0,0,0,2,48,1,6,2,6,8,1,1,3,0,1,1,1,2,2,0,1,1,0,0,0,0,1,4,1
894,0,2,1,1,0,3,2,2,8,0,1,0,1,0,0,0,2,41,2,7,2,6,8,2,1,3,1,1,2,2,3,2,1,1,1,0,1,0,0,2,1,1
895,5,2,1,1,0,2,3,2,27,1,0,1,1,0,0,0,3,10,1,7,2,6,10,1,1,4,0,1,2,0,2,2,1,0,1,0,0,0,0,2,1,1
898,0,1,1,0,0,3,2,2,17,0,0,0,1,0,0,0,1,34,1,8,2,6,6,1,1,3,0,0,2,0,2,1,1,0,0,0,0,0,0,2,4,1
899,0,2,1,1,0,3,5,5,99,0,0,0,0,0,1,0,1,32,2,8,2,6,8,2,2,4,0,0,0,0,2,4,1,0,1,0,1,1,0,1,1,1
900,0,1,0,0,0,3,2,5,23,0,0,1,1,0,1,0,3,60,2,8,2,6,7,1,1,6,0,0,0,2,3,1,1,0,1,0,0,1,0,2,3,1
901,0,3,2,1,0,3,2,2,19,1,0,0,1,0,1,0,3,62,1,6,2,3,2,1,1,2,0,0,1,2,4,2,1,1,1,1,1,1,0,1,4,1
902,0,4,3,0,0,3,3,3,81,0,0,0,1,0,1,1,3,30,1,7,2,6,8,2,1,2,0,0,1,0,2,3,1,0,1,0,1,0,0,1,4,1
904,0,2,2,0,0,3,3,2,79,0,0,1,0,0,0,0,1,33,1,6,1,6,8,1,1,4,0,0,0,0,2,2,0,1,0,0,0,0,0,1,4,1
905,1,1,0,1,0,2,1,1,22,0,1,0,0,0,0,0,1,30,1,5,1,6,7,1,2,1,0,0,1,0,3,2,1,1,0,0,0,0,0,2,4,2
906,2,1,1,0,0,2,1,2,43,0,0,1,1,1,0,1,4,41,1,3,1,7,8,2,1,4,0,0,2,0,2,3,1,1,0,0,1,0,0,1,4,1
907,3,2,0,2,0,3,3,4,58,1,1,1,0,0,1,0,4,42,1,6,2,7,8,2,1,3,0,1,2,2,4,3,1,1,0,0,0,0,0,1,4,1
908,0,2,2,0,0,3,2,2,39,0,0,0,1,0,0,0,1,34,2,6,2,6,8,2,1,2,1,0,4,1,2,2,0,0,1,0,0,0,0,1,1,1
909,0,0,0,0,1,3,1,2,10,0,0,0,1,0,0,0,1,50,2,8,2,6,8,1,1,5,0,0,3,0,5,1,1,0,1,0,0,0,0,2,2,1
910,2,3,3,0,0,3,2,3,40,1,0,1,1,0,1,0,4,36,2,5,2,7,8,2,1,3,0,2,0,2,3,2,1,0,0,0,0,0,0,1,4,1
911,0,1,0,1,0,3,2,2,40,0,0,1,0,0,1,0,2,46,1,6,2,7,5,1,1,4,0,1,3,0,2,2,0,1,0,0,0,0,0,1,4,1
912,1,1,1,0,0,2,2,5,23,0,1,0,0,0,0,0,1,43,1,3,2,5,7,1,1,2,0,0,0,0,2,1,0,0,0,1,0,0,0,1,4,1
913,0,1,1,0,0,4,2,3,60,1,0,1,0,0,0,0,2,40,1,2,2,5,8,2,2,1,0,1,2,2,2,3,0,1,0,0,0,0,0,1,4,1
914,3,2,2,0,0,2,5,5,70,1,0,1,1,0,0,0,3,30,2,6,2,6,7,1,1,2,2,0,2,0,2,3,1,0,0,0,0,0,0,1,4,1
915,3,3,3,0,0,2,3,4,60,1,1,1,1,1,1,0,6,17,1,4,1,1,15,1,1,3,1,1,2,0,5,1,1,1,0,0,0,0,0,1,4,1
916,0,1,0,0,0,4,1,5,61,0,0,0,0,0,0,1,1,35,1,5,1,6,8,1,1,3,0,0,1,0,4,2,0,1,0,0,0,0,0,1,4,1
917,14,2,2,0,0,3,5,5,100,0,0,0,1,0,1,0,2,42,2,6,2,7,12,2,2,4,0,0,2,0,1,4,0,1,1,0,1,0,0,1,4,1
918,0,3,3,0,0,4,2,2,38,0,0,0,0,0,1,0,1,45,1,5,2,5,8,1,1,2,0,1,2,2,3,2,1,1,1,1,0,0,0,1,4,1
919,4,2,2,0,0,2,2,2,38,0,0,1,1,0,1,0,3,53,2,5,2,3,7,2,1,2,0,0,3,0,2,2,1,0,1,0,0,0,0,1,1,1
920,2,2,2,0,0,3,2,2,20,0,0,1,1,0,1,0,3,38,1,7,1,6,10,2,1,6,0,0,4,2,2,1,1,1,0,1,0,0,0,2,1,1
921,1,1,0,1,0,3,3,3,54,0,0,0,1,0,0,0,1,19,1,6,1,1,7,1,1,5,1,1,2,0,4,2,0,1,0,0,0,0,0,2,4,2
922,0,3,3,0,0,3,3,3,60,0,0,1,1,0,1,0,3,35,1,7,2,7,7,2,1,7,1,0,2,0,2,2,1,1,1,0,1,0,0,1,1,1
923,1,2,2,0,0,2,3,2,35,0,1,1,0,0,0,0,2,40,1,1,2,2,15,2,1,1,0,0,5,4,2,1,1,0,0,0,0,0,0,2,1,2
924,0,0,0,0,1,3,2,1,5,0,0,0,1,0,0,0,1,50,2,8,2,6,8,1,1,6,0,0,3,0,3,2,1,0,0,0,0,0,0,2,1,1
925,0,2,2,0,0,3,2,2,42,0,0,0,1,0,1,0,2,35,1,7,2,6,8,1,1,3,1,0,2,0,2,2,0,0,1,0,0,0,0,1,3,1
926,0,0,0,0,1,4,2,2,41,0,0,0,1,0,1,0,2,40,1,8,2,6,12,1,1,4,1,0,2,2,2,2,1,0,1,0,1,1,0,1,2,1
927,1,1,1,0,0,3,2,2,71,0,0,0,1,0,0,0,1,29,1,8,1,6,8,1,1,5,0,0,4,0,2,2,1,0,1,0,1,1,0,1,1,1
929,0,1,1,0,0,3,3,2,40,0,0,1,1,0,0,0,2,32,1,8,1,6,8,1,1,3,0,0,0,0,5,2,1,1,0,0,0,0,0,2,1,1
930,0,0,0,0,1,3,2,2,10,0,1,0,0,1,1,0,3,42,1,8,2,6,10,1,1,6,2,0,2,2,3,1,1,1,1,0,1,1,0,2,1,1
931,5,3,2,1,0,2,2,2,12,1,0,0,1,0,1,0,3,62,1,8,2,3,8,2,1,3,0,0,1,2,5,1,1,1,1,0,0,0,0,1,3,1
934,0,3,2,1,0,3,3,2,35,0,0,1,1,0,0,0,2,30,2,7,1,6,10,1,1,3,0,0,1,0,2,2,1,1,1,0,0,0,0,2,1,1
936,0,4,2,2,0,3,2,1,10,0,0,0,1,0,0,0,1,45,2,8,2,6,8,1,1,5,1,1,2,2,5,2,1,1,1,0,0,1,0,2,1,1
937,0,2,2,0,0,3,2,2,10,0,0,0,1,1,1,0,3,55,1,6,2,6,10,1,1,2,0,0,3,0,4,2,1,0,0,0,0,0,0,1,3,1
938,0,1,0,1,0,3,2,2,19,0,0,0,1,0,1,0,2,38,2,8,2,6,12,1,1,5,1,0,2,0,4,1,1,0,0,0,0,0,0,2,3,1
939,4,3,2,1,0,3,2,2,26,0,0,1,1,0,1,0,3,41,1,8,2,6,10,2,1,6,0,2,2,0,3,2,1,0,1,0,1,0,0,2,1,1
941,0,1,0,1,0,3,2,2,21,0,0,0,1,0,0,0,1,32,2,7,2,7,10,1,1,3,1,0,2,0,5,2,1,1,0,0,0,0,0,2,1,1
942,0,0,0,0,1,3,3,2,57,0,0,0,1,0,0,0,1,35,1,8,1,6,10,2,1,5,0,0,1,0,1,5,1,0,1,0,1,1,0,1,4,1
944,3,0,0,0,1,2,2,2,15,0,0,1,0,0,0,0,1,42,1,6,2,7,10,2,2,7,0,1,2,0,1,3,0,0,0,0,1,1,0,2,2,1
945,0,3,3,0,0,4,1,2,3,0,0,1,0,0,0,0,1,53,2,4,2,3,3,2,2,3,0,0,3,2,5,2,0,1,0,0,0,1,0,1,1,1
946,2,3,3,0,0,3,2,2,28,0,0,1,1,1,0,0,3,37,1,8,1,1,10,1,1,4,0,0,0,0,3,3,1,1,1,0,0,0,0,2,3,1
947,6,3,3,0,0,2,2,2,5,0,0,1,1,0,1,0,3,53,1,8,2,6,12,2,1,6,1,1,2,0,3,1,1,1,0,0,1,0,0,1,3,1
948,0,3,3,0,0,2,3,3,20,0,0,0,0,0,0,1,1,41,2,8,1,6,10,1,1,3,0,0,2,0,5,1,1,1,0,0,0,0,0,2,1,1
949,0,4,3,1,0,3,2,2,20,0,0,1,1,0,0,0,2,37,1,8,2,6,10,2,1,6,2,0,2,2,4,2,1,0,1,0,0,0,0,1,1,1
950,0,1,1,0,0,3,2,2,59,0,0,1,0,0,0,0,1,18,2,6,1,1,6,2,1,4,0,1,2,1,2,2,1,0,1,0,0,0,0,1,1,1
951,0,2,1,1,0,3,3,2,20,0,0,1,1,0,0,0,2,51,2,8,1,6,6,1,1,4,0,0,2,1,2,2,0,0,0,0,1,0,0,2,1,1
952,0,2,1,1,0,2,3,3,66,1,0,1,0,0,0,0,2,35,1,8,1,6,10,2,2,4,0,0,3,0,3,2,1,0,1,0,0,0,0,1,1,2
953,0,3,3,0,0,3,1,2,18,0,0,0,1,1,1,0,3,41,1,6,2,6,8,2,2,5,1,1,2,2,5,2,0,0,0,0,1,1,0,1,3,1
955,2,0,0,0,1,2,1,3,20,0,0,0,1,0,0,0,1,42,1,8,2,6,4,1,1,6,1,1,2,1,5,2,1,1,1,0,0,0,0,1,1,1
956,0,2,2,0,0,3,2,2,20,0,0,1,1,0,0,0,2,41,1,6,2,6,8,1,1,5,1,1,2,2,5,2,1,1,0,0,0,0,0,1,1,1
