METRO;CAPITAL;IPS;VAB21;PIB21;PIBPC21;ATV;POP21;ARREC23;DEMA;DESMAR;MORTR;MORTI;MORT;MORTINF;HOSP;SUBN;AGUA;ESG;IAGUA;PAGUA;COLETA;LUZ;PAREDE;PISO;ASSJ;ASSM;MORTAT;HOMI;ABNEF;ABNEM;EVSEM;DSTIEM;IDEBF;REPM;INTER;BANDA;TELM;QINTM;EXPVIDA;MRT1550;MRTCRN;OBS;SUI;VERDE;CO2;CALOR;VUNEC;VEG;DIRH;JUS;CULT;GRAV19;PARQUE;TRABI;VMULHER;ESUP;ENEM;FBE14;AG;PEC
0;0;56,37;44591,63;45778,66;6677,17;ADM;6856;1377341,44;100,29;0;44,19;0;95,43;64,52;102,1;5,19;54,31;74,96;100;35;49,84;90,04;39,4;52,69;17,06;0;13,2;4,4;1,8;1,1;5,7;31,5;4,5;1,1;80,53;0,72;51,42;97,2;69,27;2,41;398,51;13,67;0;7,77;6,18;57,22;57,41;13,08;1;0,9;1;17,74;1,02;69,41;90,13;80,3;492,34;5;0;0
0;0;49,66;139141,72;145781,2;6493,02;ADM;22452;3886006,31;74,96;0;44,74;4,47;152,89;33,18;4231,25;5,25;33,12;31,67;14,31;77,82;13,5;69,8;31,52;62,64;16,95;1,82;9,23;15,39;1,4;1,4;15,1;27;3,8;3,8;73,28;3,92;53,8;89,17;70,72;1,18;362,72;14,87;5,13;1,07;10,94;17,44;56,31;50,23;5;1,04;4;25,12;0,31;1,14;10,29;28,66;493,59;3,8;0;0
0;0;48,99;90268,25;93100,15;6522,36;ADM;14274;5920219,25;81,6;0;7,09;0;67,14;19,54;2234,83;5,88;93,92;23,48;10,85;74,85;14,8;94,31;59,91;80,47;70,99;0;2,28;34,15;0,1;3,7;5,5;42,1;4,35;4,7;43,38;0,09;36,53;97,34;68,19;1,24;408,37;12,51;11,38;3,06;9,16;14,8;52,58;52,79;1;0,79;1;22,96;0;119,88;46,99;29,69;464,05;4,6;0;0
0;0;53,19;95613,16;101851,2;9025,36;ADM;11285;2623081,22;34,93;4,4;26,75;8,92;53,43;22,86;1719,1;5,85;81,4;21,14;99,87;20,8;46,77;76,08;28,67;74,19;22,5;3,57;68,58;13,72;4,1;8;9,5;17;3,8;3,8;71,23;1,6;40,75;97,69;66,32;1,92;361,4;15,22;1,96;5,74;8,38;18,61;53,8;16,19;3;0,62;2;28;0,4;13,68;39,37;29,42;482,72;3,8;0;0
1;0;49,31;177958,7;187167,92;13387,31;ADM;13981;3112885,01;92,44;0,25;49,82;7,12;167,97;4,29;522,14;6,23;83,6;58,2;66,2;69,78;74,06;95,4;46,51;90,14;222,97;2,75;13,61;68,03;2,7;15,4;10,8;33,4;3,55;8,8;70,34;7,95;39,83;83,91;69,6;3,32;434,31;14,96;6,8;2,82;20,18;10,2;56,33;57,32;3;0,77;1;25,32;0,31;2,02;13,43;39,67;512;3,55;0;0
0;0;49,97;70444,97;72464,12;7006,1;ADM;10343;3522843,29;90,63;0,01;19,42;9,71;169,01;22,56;2542,78;9,44;60,98;31,85;76,32;50;0,37;62,16;25,39;46,01;16,11;0;9,8;29,41;0,8;15,8;7,1;34,6;3,9;4,2;42,53;0,5;42,09;95,2;69,12;1,73;372,08;12,6;7,84;4,12;26,82;34,31;55,75;10,51;6;0,87;3;26,32;0;2,78;16,43;31,36;454,86;3,9;0;0
1;0;49,16;211651,32;221538,73;12147,76;ADM;18237;7835375,64;1,91;0,15;55,07;11,06;95,86;22,56;2642,98;5,88;49,09;11,72;30,105;18,75;32,59;83,05;31,57;75,75;41,49;12,3;58,57;29,28;1,8;3,28;3,8;22;4;6,4;46,57;5,82;48,31;70,25;71,41;2,5;346,68;14,1;5,86;1,25;25,15;101,32;58,16;18,48;3;0,74;2;21,8;1;2,04;122,97;39,09;485,27;4;0;0
0;0;54,78;121440,72;126236,56;11874,38;ADM;10631;6974736,09;0;0;94,04;9,4;136,91;11,7;3000,66;6,41;89,7;31,26;38,68;11,78;51,09;96,42;48,7;82,08;16,05;3,82;7,81;7,81;2,5;5,4;6,1;24,4;4,35;2,8;52,83;2,67;44,08;82;68,87;0,96;445,97;12,42;11,72;1,04;6,28;106,47;53,32;6,55;9;0,8;2;28,65;0,51;6,41;20,08;18,86;507,74;4,35;0;0
0;0;54,76;2296871,63;2351451,56;272095,76;AGR;8642;22107821,93;0;0;81,57;11,65;151,48;21,13;821,57;5,32;72,91;70,75;58,32;79,72;67,23;90,81;36,48;67,08;34,56;0;33,85;11,28;1,6;2,6;4,4;19,7;4,75;6,6;60,47;4,54;61,02;64,81;71,6;1,7;261,69;16,14;22,57;3,55;39,71;176,03;54,56;19,87;11;1,08;1;19,72;0,37;0;232,4;57,2;507,03;4,75;1;0
0;0;52,52;186886,72;196385,27;6716,09;ADM;29241;7281416,67;3,43;0,55;65,11;3,43;90,06;13,04;2045,07;5,78;54,16;70,56;56,48;57,19;53,99;83,27;32,59;61,49;12,63;2,75;3,78;11,33;2,9;2,9;9,5;26,6;4,25;1,4;65,12;4,2;42,76;96,07;68,78;1,85;353,48;14,83;3,78;6,93;2,17;46,82;53,09;4,58;4;1,25;2;29,57;1,59;1,39;172,52;51,97;469,37;4,25;0;0
0;0;59,46;508548,4;525551,22;23648,98;EXT;22223;14558611,55;99,86;0;49,75;13,57;186,1;12,23;1898,93;6,64;85,15;50,67;84,18;23,67;85,61;98,58;85,36;95,08;54,57;8,77;4,45;17,79;0,6;1,9;5,9;22,7;5;0,6;91,85;3,33;30,53;95,16;69,29;2,39;458,58;18,64;4,45;7,54;3,21;0;48,8;15,47;7;1;4;20,49;0,25;7,84;146,29;32,1;520,65;5;0;0
0;0;55,59;58511,2;60070,56;10236,97;ADM;5868;1011626,56;91,55;0;85,41;0;123,89;12,96;2811,86;5,95;90,9;76,28;48,82;48,68;28,1;76,22;44,11;76,02;0;0;7,26;0;1,9;17,4;11,6;31,6;3,95;5,2;68,01;12,98;39,89;98,06;67,56;0,7;504,28;16,55;7,26;4,28;11,35;23,61;52,99;67,03;4;0,73;3;31,88;3,71;11,01;36,91;62,59;472,76;3,8;0;0
0;0;51,8;346682,19;365257,21;8646,78;ADM;42242;8926148,09;36,57;1,7;28,54;0,49;84,25;16,88;2230,01;4,81;91,13;13,47;37,11;55,57;57,03;85,9;52,34;81,02;17,91;5,61;8,28;24,83;1,3;6,5;8,6;27,5;4,15;3,7;47,38;2,44;41,44;94,94;68,57;1,85;349,9;15,75;5,52;21,93;12,4;43,03;58,65;16,51;3;1,06;3;23,63;1,14;2,34;22,45;24,65;505,7;4,15;0;0
0;0;48,95;287080,81;295967,15;8264,7;ADM;35811;5748033,41;74,09;0,09;16,8;0;153,98;16,27;1443,69;6,51;23,5;5,22;65,69;53,585;27,69;64,1;41,48;70,68;9,72;10,53;10,67;18,67;2;6,2;7,1;64,8;4,05;1,9;48,48;0,2;32;93,95;71,54;1,39;261,35;12,63;5,33;9,99;25,56;35,74;56,28;20,84;2;1,37;2;23,51;0,11;0,81;13,69;27,26;476,42;4,05;0;0
0;0;47,66;217466,82;223113,39;8544,48;ADM;26112;3189889,71;79,39;1,18;23,2;0;126,94;19,05;279,56;4,4;11,6;17,94;25,24;6,45;49,96;87,69;22,34;60,44;108,17;6,22;3,16;37,93;0,6;19,6;8,5;44,2;3,9;5;59,82;0,2;21,71;94,12;71,45;1,31;307,59;8,72;0;0,32;25,95;18,02;54,31;37,05;3;1,36;1;33,65;0;2,12;18,67;20,72;509,13;3,9;0;0
0;0;48,91;405372,15;433575,63;7499,62;ADM;57813;15542123,85;3,32;1,38;36,73;1,09;208,47;13,87;1023,99;6,57;29,51;79,62;11,23;69,64;41,3;75,7;37,79;61,95;86,39;4,64;18,49;50,85;0,28;14,8;12,7;27,8;4,65;2,4;63,14;0,58;47,16;93,18;71,1;2,21;408,33;9,98;13,87;5,96;2,29;23,12;58,67;6,23;15;1,23;3;26,77;1,27;1,67;171,64;26,86;486,63;4,65;0;0
0;0;53,68;454336,4;490490,03;9280,44;ADM;52852;32192802,92;43,25;0,15;72,18;1,9;171,03;16,25;978,2;6,95;25,35;40,21;40,68;53,71468425;34,8;78,52;42;73,02;27,9;3,02;15,55;29,16;0,6;6,2;6,5;25,3;4,25;4,9;66,23;9,8;42,33;94,42;70,47;2,31;439,78;13,54;5,83;3,64;7,21;8,75;55,55;20,1;11;1,22;2;19,75;0,28;15,82;57,68;21,24;511,72;4,25;0;0
1;0;53,3;150628,91;156938,71;11372,37;ADM;13800;2591330,94;81,75;0,47;29,42;7,47;158,67;13,07;1927,54;5,35;81,26;82,99;95,3;7,37;85,49;92,51;50,08;90,82;47,6;6,25;9,65;28,95;1,8;1,9;7,3;32;4,55;2;61,43;9,63;45,48;60,95;68,09;2,62;404,34;21,19;9,65;2,72;33,54;43,43;54,19;48,34;2;0,72;1;21,57;0,52;4,23;117,74;43,46;515,31;4,55;0;0
0;0;52,28;296288,74;318223,55;9656,01;ADM;32956;8960883;32,54;1,03;42,6;3,04;184,04;9,39;801,07;7,06;76,21;20,69;40,69;63,15;50,74;88,83;58,17;81,32;79,37;6,39;12,98;45,45;2,1;5,4;8,5;25,2;4,65;3,2;79,39;10,65;51,68;95,38;68,97;2,36;513,07;13,71;6,49;3,5;6,76;8,12;54,1;25,67;4;1,34;3;19,72;0,89;1,19;83,13;27,47;513,75;4,65;0;0
0;0;53,52;303265,9;325566,84;10328,9;ADM;31520;16934730,02;96,1;0;28,55;0;156,68;11,16;3096,45;5,34;57,59;92,53;12,46;71,61;57,89;90,37;58,12;83,8;48,38;1,24;9,73;38,9;1,4;2,5;11;27,2;4,45;11,1;58,53;5,03;51,21;96,52;66,26;2,11;376,36;15,33;9,73;7,27;10,11;10,37;52,82;52,99;4;1,13;4;22,1;0,17;10,7;5,14;48,66;514,24;4,45;0;0
0;0;50,64;517736,15;567166,2;10867,33;ADM;52190;41251549,58;83,35;0,08;50,04;1,93;175,48;16,03;1243,53;4,36;66,32;15,28;25,01;29,08;69,41;92,75;63,06;86,49;63,93;9,67;14,71;49,02;3,1;9,9;6,6;25,2;4,7;6,1;77,94;12,17;65,05;92,34;69,7;2,55;484,75;18,01;2,45;8,56;12,43;23,53;58,44;44,92;4;1,12;1;24,68;0,55;4,27;391,55;43,32;503,11;4,7;0;0
1;0;59,73;95994,96;109161,6;20561,61;ADM;5309;5026437,35;0;0;37,5;18,52;129,09;16,05;282,54;5,37;83,58;96,25;97,37;28,7501601;68,48;96,98;78,13;96,32;101,73;0;39,89;19,94;0,52;2,1;8,3;19,4;4,45;26;55,87;3,34;67,25;95,46;73,98;1,74;440,88;32,3;7,98;1,68;24,92;11,97;51,45;21,31;2;1,05;3;17,24;13,57;6,55;0;16,41;490,98;4,7;0;0
0;0;59,67;1804269,94;2000668,56;74990,39;AGR;26679;201277204,8;0,55;1,83;34,35;3,82;120,44;28,7;850,86;3,8;83,64;52,31;82,23;36,84;87,41;89,07;86,79;98,22;46,48;7,16;88,98;30,8;1,4;7,7;11,4;13,1;5,3;18,2;81,39;9,23;67,46;93,83;74,71;2,74;399,97;27,33;23,96;8,66;52,91;18,14;50,28;23,49;4;1,44;4;18,54;1,77;6,76;28,65;61,78;545,7;5,3;1;0
0;0;59,08;1840869,11;2111882,5;40531,28;SERV;52105;343079399,5;56,26;0,98;51,96;3,85;116,34;9,5;725,46;4,44;71,69;45,91;86,65;21,12;88,75;87,9;82,2;98,55;58,03;3,43;35,83;27,3;0,6;10,2;9,2;14,1;5,3;8,1;87,38;45,67;91,4;70,06;73,99;2,08;441,01;26,62;10,24;2,73;58,91;16,72;56,1;41,54;6;0,99;8;12,46;10,55;0;294,76;39,9;541,78;5,3;0;0
0;0;60,14;1083611,92;1172926,08;59497,11;IND;19714;31011080,4;0;0;67,06;5,16;115,41;20,94;694,94;4,39;94,37;25,01;98,33;3,05;94,37;96,45;67,43;90,06;22,21;11,85;23,27;23,27;0,1;16,8;18,5;29,6;5,45;22,1;87,34;4,36;81,78;94,96;73,13;2,27;350,12;31,37;23,27;5,86;33,55;23,85;51,98;25,32;4;0,92;3;12,04;1,25;3,05;11,85;50,88;535,38;5,45;0;0
0;0;57,12;250743,69;264046,47;37231,59;AGR;7092;9169756,5;54,06;1,8;28,84;3;48,16;66,67;296,11;3,65;70,21;0,24;58,97333333;28,7501601;83,78;94,47;66,96;93,66;0;0;52,49;3,55;0,1;14;13,1;21,1;4,75;8,8;63,65;5,16;12,58;100;73,2;2,27;332,14;23,49;0;0,96;302,19;58,52;53,14;41,83;2;1,6;2;25,56;2,19;0;0;35,44;458,72;4,75;1;0
0;0;61,23;1119725;1197646;97187,86;AGR;12323;65304929,34;0;0;74,07;0;111,1;4,06;300,25;4,4;96,46;2,45;96,97;73,33;97,73;94,49;79,61;98,77;34,94;10,82;45,97;30,65;0,1;6,86;9;17,9;5,25;44,8;95,12;11,53;91,41;93,46;75,08;3,34;424,76;30,83;7,66;3,13;40,91;39,84;52,36;22,17;9;1;2;9,52;0,44;0;16,05;66,63;509,35;5,25;1;0
0;0;51,11;160308,11;166647,73;14382,3;ADM;11587;9033182,83;22,31;0,02;8,72;3,72;91,83;10,87;233,02;5,68;75,39;27,88;64,30333333;25,91;73,19;96,11;78,49;94,85;217,96;26,54;49,94;112,37;2,3;25,5;11,5;27,5;4,15;5,9;60,63;3,96;45,78;95,01;72,01;4,83;487;31,16;12,49;16,46;21,33;24,97;49,29;21,32;2;1,3;2;16,3;0,48;0,91;0;24,01;472,67;4,15;0;0
0;0;63,76;1231061,02;1295817,62;113538,74;AGR;11413;37277065,38;0;0;64,53;9,22;58,35;18,29;192,76;3,75;97,65;76,56;100;12,9;97,75;97,54;87,66;99,22;30,81;7,65;27,51;18,34;0,1;0,3;11,8;22,4;5,06;41,6;92,54;0,96;75,99;97,67;74,95;2,21;613,44;27,52;9,17;1,14;48,51;3,67;50,7;11,31;7;1,29;3;9,76;2,97;0;263,55;60,07;512,01;5,6;1;0
0;0;49,46;213264,6;233848,25;22418,58;ADM;10431;15249571,24;12,43;8,95;49,34;0;35,94;32,05;1476,37;4,71;52,81;0,69;44,58;48,77;79,19;98;94,85;97,64;75,05;4,36;11,64;23,28;1,2;8,9;10;22,3;5,15;9,2;75,83;8,86;71,61;64,11;73,54;2,69;413,99;25,14;11,64;0,36;451,95;889,41;59,21;9,13;2;1,34;2;23,72;1,06;5,17;318,86;29,12;484,62;5,15;0;0
0;0;53,66;120173,36;126593,67;41316,47;PEC;3064;7011476,3;12,48;0,02;96,49;0;152,43;0;620,1;2,13;85,37;1,27;82,31;41,38;89,4;94,93;75,81;99,31;0;0;42,16;52,7;0,6;0,86;3,3;20,6;4,6;4,6;68,39;14,56;10;42,22;74,01;1,6;390,14;31,49;21,08;1,53;253,14;173,91;50,83;27,06;2;1,21;2;10;0;0;275,33;43,04;456,9;5;0;1
0;0;58,98;26420,94;28038,74;30845,7;ADM;909;1714621,15;0;0;126,84;106,95;140,5;0;660,07;5,08;93,83;5,88;86,14;40,48;92,59;98,77;88,58;98,77;120,48;0;99,01;39,6;1,46;4,88;27,6;12,2;5,25;13,5;88,19;12,37;93,23;95,6;75,61;1,37;511,69;39,8;0;1,01;72,26;59,41;54,43;16,77;2;0,92;2;25;7,82;34,48;0;47,55;524,5;5,5;0;0
0;0;60,23;594627,14;655136,56;38361,43;IND;17078;69164370,98;75,72;0,62;41,3;5,9;156,17;9,66;749,5;4,07;90,56;10,9;100;36,784;89,32;99,2;94,26;99,16;80,09;9,36;20,29;33,82;0,18;10,8;10,1;15,9;5,2;9,7;84,24;4,59;86,91;97,26;74,56;1,94;513,59;28,48;13,53;2,41;29,15;6,09;52,8;9,96;2;1,46;3;14,01;1,44;0,56;66,54;67,57;544,82;5,2;0;0
0;0;56,49;213801,61;232262,7;24711,43;SERV;9399;36463306,71;88,72;0,1;52,62;4,12;133,54;23,81;872,43;5,35;82,55;16,85;96,82;37,24;95,91;99,11;87,43;99,26;107,93;8,37;51,06;56,73;0,3;9,9;11,5;15,5;5,25;10,3;96,81;22,56;70,25;95,87;72,56;2,42;551,07;28,56;7,56;0,86;19,46;1,89;45,12;23,64;3;1,25;2;15,48;5,09;2,04;26,62;36,46;500,25;5,25;0;0
0;0;51,21;1297840,07;1446102,31;62691,39;ELET;23067;164156734,2;19,99;9,04;39,62;1,85;162,02;14,74;749,99;3,65;60,73;4,53;64,1;23,08;63,29;89,73;83,75;93,43;150,33;8,55;24,36;109,64;0,8;15,9;16,5;38,2;5;22,1;62,21;9,04;69,65;75,64;73,97;3,36;499,09;25,94;4,06;2,04;437,62;566,07;64,6;15,21;15;1,18;3;18,67;0,37;0;76,97;65,51;506,49;5;0;0
1;0;58,36;119859,61;124619,52;15262,65;ADM;8165;5898173,97;3,38;1,33;24,5;2,66;183,9;12,28;183,71;4,16;50,5;39,16;100;28,7501601;52,52;96,93;78,87;94,87;29,43;0;13,79;11,03;0,5;3,6;9,9;20,8;4,55;20,1;50,82;3,86;45,37;95,62;74,2;1,18;319,88;28,54;13,79;0,23;84,45;102,03;59,64;12,48;5;1,23;3;19,57;0,67;5,3;0;21,68;467,18;4,55;0;0
0;0;56,13;1455448,55;1568905;44018,43;AGR;35642;133182953,6;55,02;0,46;45,32;0,58;160,21;14,12;115,03;4,16;85,47;45,47;99,06;34,06;83,72;90,41;75,68;97,62;159,74;27,65;20,41;68,02;0,7;5,1;18,3;23,1;4,85;27,9;77,98;26,1;76,88;81,25;74,05;2,76;381,89;28,76;3,4;3,45;36,89;21,43;58,22;28,91;6;0,96;3;17,65;0,62;2,88;55,31;47,14;511,52;4,85;1;0
0;0;62,06;2273758,64;2567246,06;41607,18;SERV;61702;263009349,4;14,65;0,2;68,7;4,92;153,16;20,74;774,69;3,94;94,88;60,21;100;41,19;94,59;95,63;79,01;95,44;51,51;2,84;46,24;15,89;0,6;6,4;12,7;22,3;5,3;14,8;87,24;13,83;91,65;94,69;74,01;2,03;353,82;28,7;7,22;5,08;21,65;38,29;53,49;20,46;4;1,21;8;15,65;5,86;1,06;275,26;67,9;545,13;5,3;0;0
0;0;50,32;732709,16;769151,06;112613,63;AGR;6830;20216776,06;64,98;0,17;35,93;6,65;23,85;69,31;351,39;3,71;0,52;17,9;49,84;20;56,25;93,06;74,23;91,58;58,65;6,44;41,21;27,47;0,46;2,8;15,3;28,5;4,51;32,6;55,31;2,28;22,5;62,12;72,02;2,24;230,65;27,12;5,49;1,37;241,26;94,78;55,94;42,1;2;1,26;1;17,82;0,88;1;28,69;35,45;492,69;5,2;1;0
0;0;53,62;1981673,77;2087178,88;101462,2;AGR;20571;61132787,85;28,36;1,35;24,83;1,07;118,64;18,24;875,02;4,54;64,16;2,56;97,81;20;63,23;94,77;87,27;89,27;38,06;24,18;41,17;47,05;0,6;6,4;9,8;25,1;4,95;25;47,43;9,41;56,8;87,01;76;1,42;505,51;25,67;5,88;2,36;207,25;169,37;55,19;32,98;2;1,25;2;19,76;6,55;4,16;72,55;38,54;548,07;4,95;1;0
0;0;55,43;2016832,39;2264673,62;23753,91;ADM;95339;243146055,4;8,07;0,55;84,33;1,05;154,08;17,11;585,28;3,9;75,29;80,4;81,99;49,4;82,48;95,11;75,23;96,98;103,99;11,04;60,21;60,21;0,3;10,2;13,4;18,3;4,85;16,8;84,22;18,73;79,87;96,12;73,76;3,07;455,64;31,93;12,27;6,05;38,09;14,86;55,84;19,14;11;1,14;10;18,6;3,93;0,53;1307,07;64,7;533,17;4,85;0;0
0;0;44,53;413644,68;437343,66;26958,25;ADM;16223;20763283,35;0;0;53,2;11,82;211,77;94,69;1504,04;2,56;34,7;11,1;58,07;49,67;41,79;87,91;39,88;50,62;0;0;26,06;13,03;3;18,2;16,9;45;4,65;12,1;30,49;3,21;32,12;0;73,17;2,53;549,63;27,9;2,61;1,09;46,36;409,85;55,97;18,89;3;2,05;2;29,1;5,91;2,35;227,27;36,96;514,09;4,65;0;0
0;0;59,34;6425355,91;6910453,09;187188,91;AGR;36917;435583934,9;2,99;1,94;27,67;0;150,29;12,32;801,8;5;97,21;16,72;97,85;68,54;97,4;79,32;91,4;99,22;57,1;5,81;39,22;30,5;0,4;7;13,4;27,1;5,25;17,9;93,82;7,91;88,41;93,56;74,15;2,2;435,07;15,11;2,18;1,96;51,56;22,66;56,55;17,01;4;0,91;7;13,18;1,49;4,51;226,09;70,76;529,67;5,25;1;0
0;0;62,56;4650754,81;4993081,71;113394,08;AGR;44033;439342892,6;6,37;0,15;54,66;2,19;120,23;9,06;492,81;3,23;76,96;43,79;80,63;39,19;79,86;83,4;88,63;99,2;18,06;4,53;22,43;17,94;0,1;13,1;10,4;21,4;5,65;11;82,41;35,24;90,53;95,67;75,06;1,92;428,97;29,57;17,94;4,55;21,44;7,18;43,3;27,7;7;0,94;5;14,56;6,3;2,11;95,13;70,95;543,58;5,65;1;0
0;0;56,83;3152685,45;3302547,02;455838,1;AGR;7245;84630586,65;1,67;1,07;14,14;2,98;98,11;45,45;897,17;2,7;90,35;4,65;77,87;50;91,85;90,16;88,28;96,8;94,61;0;79,35;79,35;0,7;5,9;9,3;14,6;5,25;6,2;78,65;4,22;90,82;96,14;74,49;1,75;515,16;29,58;11,34;2,77;109,21;123,55;56,91;32,38;2;1,12;3;16,23;1,01;6,27;186,65;103,1;485,34;5,7;1;0
0;0;45,13;255789,47;267192,36;56716,7;AGR;4711;11053727,72;48,63;0,66;21,08;0;206,39;32,61;212,27;3,67;11,79;3,31;76,55743363;28,7501601;68,34;96,04;71,73;96,04;42,69;0;22,3;40,13;0,94;8,86;18,6;25,5;4,3;44,3;57,62;11,81;25,29;0;74,01;3,13;414,57;27,26;8,92;1,63;314,62;421,4;63,42;47,66;2;1,04;3;20,65;1,24;8,01;234,41;32,32;504,83;4,9;1;0
0;0;54,53;2695468,19;2931502,47;132641,17;AGR;22101;225927671,4;17,76;0,29;41,21;0,98;114,47;34,26;859,69;4,27;79,59;1,14;78,94;36,02;84,52;75,32;73,62;90,97;78,35;15,97;30,94;27,07;0,7;12,9;14;29;5,05;22,3;77,43;15,55;68,16;77,62;74,51;2,47;408,04;26,05;11,6;1,68;120,23;104,86;46,89;28,36;2;0,92;4;16,92;7,04;5,4;183,62;60,78;531,07;5,05;1;0
0;0;54,96;272509,9;299375,06;29658,71;AGR;10094;14295760,19;72,16;0,29;78,44;0;124,46;21,74;713,3;4,93;56,99;2,15;41,63;17,92;61,07;97,66;95,97;98,76;9,51;4,02;23,23;9,68;0,08;14,9;14,3;18,8;5,1;8,6;54,24;32,1;66,04;95,15;73,54;2,44;373,21;28,11;19,36;0,46;79,88;10,65;52,63;54,22;2;0,99;3;13,77;0;9,81;40,04;25,34;516,97;5,1;1;0
0;0;48,2;199681,29;215113,5;24494,82;PEC;8782;12294208,76;69,61;0,64;102,87;4,67;129,64;21,98;159,42;3,42;61,7;0,7;47,63;30;62,24;97,99;90,73;98,15;50;19,14;13,32;39,97;0,7;16,9;13,5;23,6;4,45;27,6;48,95;8,36;40,34;75,11;72,97;1,31;447,32;23,07;2,66;0,56;178,31;69,28;56,69;48,62;2;1,06;3;17,58;1,52;0;192,47;19,78;524,45;4,9;0;1
1;0;53,36;1156203,96;1214582,85;53931,12;FLOR;22521;57993186,95;7,39;0,05;56,55;15,19;120,78;20,49;182,05;4,17;70,99;11,23;86,38;50;60,01;96,82;79;97,1;37,95;11,26;15,8;10,53;1,7;13,5;16,4;30,7;4,85;19,1;60,14;36,68;92,08;95,88;74,99;2,76;342,9;29,76;15,8;2,87;27,45;72,14;51,17;27,25;2;1,26;2;17,21;2,94;1,94;1590,52;36,76;524,5;4,85;0;0
0;0;55,32;1015043,49;1068396,23;86593,96;AGR;12338;38738284,33;49,37;4,47;49;1,72;83,9;13,51;2747,61;5,06;65,06;31;76,55;26,74;65,99;83,46;93,7;95,29;33,42;43,16;72,97;20,85;0,1;8,7;14,8;21,9;5,6;28,8;77,68;22,77;91,65;96,81;73,53;1,86;516,45;25,04;14,59;0,36;264,59;304,39;53,01;36,57;8;1,65;2;10,81;2,25;6,49;64,74;32,88;507,44;5,6;1;0
0;0;50,96;277766,04;297684,91;52079,24;PEC;5716;49833587,43;1,64;0,48;35,21;0;50,52;15,15;1906,93;3,15;63,18;6,62;66,13;8,75;80,13;89,54;74,37;91,48;80,91;0;64,31;112,54;0,5;26,9;19,2;29,6;4,55;17,1;67,92;25,62;54,27;95,67;73,4;4,63;478,16;30,47;6,43;0,83;263,65;461,41;50,44;16,98;2;1,44;2;21,21;0,59;19,25;20,23;47,04;473,63;5,6;0;1
0;0;58,56;1135752,08;1269413,99;37495,61;SERV;33855;195709556;82,78;0,53;56,47;2,97;154,6;15,38;1151,97;4,23;79,25;67,95;81,49;25,66;86,11;98,5;92,4;98,76;91,8;12,82;44,63;41,44;1;13;12,4;14,5;5,35;6,2;81,89;25,14;86,66;93,47;74,16;3,02;438,64;26,25;3,19;1,88;44,85;7,97;54,71;36,12;9;1,27;4;15,19;7,25;5,02;128,2;51,26;561,23;5,35;0;0
0;0;44,96;783147,66;849114,5;20651,18;ADM;41117;48938091,64;21,65;14,94;15,05;0,6;78,27;28,17;637,21;4,29;19,24;8,83;14,03;2,8;53;78,15;91,83;94,32;57,71;16,25;38,81;85,38;1,4;23;20,5;30,3;4,8;17,6;51,53;5,58;44,17;86,89;73,87;3,15;340,6;19,85;3,88;2,41;348,95;1182,64;60,91;16,56;2;1,35;3;24,18;0,26;1,81;48,75;39,39;492,24;5,4;0;0
0;0;54,73;1159551,75;1258221,95;59213,23;AGR;21249;62530427,12;14,4;2,07;47,6;2,01;159,88;23,74;2240,11;4,12;69,37;4,08;68,43;21,72;69,95;84,39;83,47;84,58;40,56;3,95;38,38;10,97;0,7;13,3;14,8;23,3;5,35;12,3;67,54;4,76;81,08;96,57;75,37;2,48;420,35;23,95;1,1;1,28;152,96;200,68;64,22;11,27;5;1,12;5;25,22;1,64;3,07;44,8;48,83;505,46;5,35;1;0
0;0;52,66;1362997;1530707,46;47721,27;COM;32076;110683923,3;69,33;2,44;22,22;3,23;98,63;16,46;922,81;4,41;40,04;20,3;56,63;29,17;70,38;96,04;68,02;91,57;12,83;5,87;45,62;19,96;0,6;18,6;13,9;24,7;4,8;16,1;59,63;19,55;50,07;73,23;73,72;1,64;298,48;22,62;5,7;2,37;87,42;108,91;58,43;55,15;10;1,04;4;17,01;4,96;1,63;346,43;37,21;521,56;4,8;0;0
0;0;57,77;131659,47;143204,64;34399,39;AGR;4163;6187510,14;21,81;0,49;73,15;0;106,59;16,39;624,55;4,63;79,15;0,51;76,1;18;75,86;85,27;86,83;93,57;0;0;63,83;0;0,7;20,5;7,3;24,4;5,25;1,2;64,84;7,55;54,25;94,43;73,4;1,55;352,13;26,19;26,6;0,52;90,02;207,45;59,43;12,78;2;0,79;1;22,95;3,46;5,78;53,45;40,35;497,93;5,1;1;0
0;0;45;306285,14;326769,99;15773,04;ADM;20717;16245188,54;25;5,1;19,77;0;126,53;5,85;424,77;4,45;8,36;2,78;2,9;0,738;45,82;88,02;85,7;95,41;18,03;19,04;27,25;63,57;1,2;14,5;15,5;17,9;5,1;11,2;30,73;9,79;11,13;93,43;74,51;2,21;228,5;24,41;18,16;3,21;160,51;407,77;64,25;20,68;2;0,7;3;15,2;5,18;7,56;152,35;18,33;501,6;5,1;0;0
1;1;68,47;24783683,14;29746934,02;47700,88;SERV;623614;7391435341;4,02;0;56,14;4,53;141,73;16,68;266,51;4,41;96,29;73,99;98,13;55,42;95,98;84,02;86,64;99,14;21,03;2,99;22,89;13,37;0,3;4,8;12,9;17,3;5,05;17,8;99,33;32,79;92,42;96,09;75,01;1,92;435,36;30,96;7,07;7,7;4,21;1,12;35,48;18,84;4;1,05;9;10,93;8,92;0,16;202,16;178,81;568,63;5,05;0;0
