IBGE;IPSAMZ14;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1716307;51,90;62,45;51,07;42,18;92,39;36,96;82,54;37,91;61,89;7,31;82,60;52,48;11,17;49,22;100,00;8,33;13,33;0,00;0,00;21,66;6,48;78,63;18,88;63,22;70,46;92,05;90,01;76,37;156,18;6,00;28,21;5,00;27,60;1,40;25,20;37,90;4,25;9,20;5,23;7,37;20,23;2,38;20,70;62,10;62,10;20,70;21,16;0,00;82,26;0,07;49,29;5,24;77,78;1,88;4,00;0,00;1,00;32,00;317,10;69,33;0,00;1,00;0,00;0,00;1,00;10,85;8,55
1716505;54,99;77,83;61,67;25,47;91,80;68,54;82,39;68,59;79,36;30,31;75,23;61,77;12,26;65,10;8,52;16,00;23,17;3,86;0,00;7,47;6,22;87,26;88,88;96,46;85,89;92,26;89,82;65,80;8,98;3,00;8,08;3,00;33,00;0,30;13,40;22,90;4,30;5,80;15,80;23,96;112,00;17,76;14,95;52,32;201,79;59,79;17,05;0,11;1,32;23,36;50,91;10,49;66,67;5,75;8,00;0,00;5,00;24,71;335,53;45,56;41,67;5,00;300,00;373,48;4,00;23,31;14,96
1716604;55,34;64,53;57,89;43,60;90,28;38,71;81,19;47,95;68,28;14,84;82,50;65,94;14,25;64,31;81,00;14,83;7,75;8,13;8,60;8,60;4,82;92,83;25,27;50,36;56,04;93,12;92,26;78,66;37,98;5,00;11,74;4,00;45,16;1,30;22,60;32,10;4,75;8,80;8,08;14,40;54,42;3,53;17,21;25,81;189,28;34,41;8,60;0,00;0,00;0,00;163,62;26,55;66,67;4,73;2,00;0,00;3,00;27,13;57,80;27,13;0,00;1,00;93,35;36,23;2,00;18,65;15,61
1716653;60,21;70,24;58,36;52,04;88,96;34,23;75,42;82,34;77,52;13,81;86,87;55,24;35,00;63,30;100,00;9,86;25,97;0,00;0,00;36,74;5,20;77,66;4,89;47,29;48,16;78,84;87,61;80,72;0,00;1,00;6,12;3,00;18,37;0,50;17,00;21,30;4,45;6,10;7,18;10,37;60,59;2,68;18,37;18,37;183,72;18,37;0,00;0,00;69,95;0,04;44,83;3,58;66,67;2,43;2,00;0,00;2,00;23,38;245,28;24,68;0,00;1,00;0,00;0,00;1,00;12,54;10,29
1716703;55,66;66,25;56,93;43,82;87,29;57,01;82,79;37,90;78,75;23,85;71,12;53,99;10,20;59,76;97,33;7,98;7,58;7,58;12,09;24,18;4,86;81,77;17,48;77,30;79,81;95,09;91,17;67,57;78,23;6,00;24,07;5,00;27,67;0,60;13,80;17,50;4,00;8,10;13,04;17,83;94,74;9,68;36,28;84,64;157,19;72,55;11,89;0,00;75,86;0,12;54,04;1,74;55,56;3,03;3,00;0,00;3,00;31,06;330,00;25,00;0,00;1,00;23,82;0,00;1,00;10,84;7,92
1717008;60,75;72,39;57,48;52,38;93,48;45,79;74,69;75,60;63,34;12,33;85,64;68,60;26,93;70,69;100,00;11,91;14,08;0,00;0,00;22,26;3,44;65,42;21,68;65,41;56,75;83,42;87,67;68,75;0,00;1,00;14,88;4,00;14,93;3,30;29,40;20,70;4,00;9,30;5,62;9,79;57,77;1,14;22,40;52,15;112,01;22,40;0,00;0,00;0,00;0,00;60,45;14,64;66,67;1,53;8,00;4,00;3,00;16,39;115,34;26,23;0,00;1,00;0,00;0,00;1,00;15,78;12,06
1717206;49,95;53,15;50,78;45,92;86,45;18,62;74,17;33,37;62,74;10,21;78,00;52,17;10,46;59,19;100,00;14,04;47,62;0,00;0,00;33,08;6,23;47,89;21,48;38,43;47,36;88,91;84,15;71,13;46,88;6,00;89,23;6,00;11,03;1,90;22,40;36,60;3,95;11,00;5,35;6,80;46,37;2,29;34,09;99,24;33,08;67,24;0,00;0,00;80,01;0,13;96,13;4,97;66,67;1,98;2,00;0,00;1,00;20,00;138,23;62,86;0,00;1,00;0,00;0,00;1,00;20,83;12,90
1717503;54,39;61,72;57,63;43,83;90,53;34,59;78,80;42,95;66,25;15,96;70,92;77,38;10,56;61,54;93,43;9,78;10,10;0,00;14,74;14,74;6,84;63,38;81,67;56,46;65,07;88,80;93,88;67,35;37,26;5,00;22,93;5,00;31,29;2,30;19,20;38,70;4,40;6,30;9,27;13,42;56,67;7,03;26,44;39,66;237,97;66,10;26,44;45,54;0,35;0,00;174,67;47,15;66,67;2,20;3,00;6,00;2,00;28,28;115,24;23,23;0,00;1,00;58,55;0,00;1,00;12,94;9,91
1717800;52,88;65,65;51,45;41,53;90,28;25,93;63,39;82,98;51,68;11,32;73,54;69,27;15,07;63,82;82,97;4,26;18,52;0,00;0,00;32,74;5,77;75,17;72,19;55,03;44,86;80,65;70,91;54,68;0,00;1,00;7,24;3,00;14,49;2,90;30,50;46,60;4,20;11,30;5,22;10,80;47,63;1,44;22,02;108,67;173,88;21,73;21,73;0,00;0,00;0,00;48,78;8,59;66,67;1,29;2,00;0,00;2,00;20,37;185,33;38,89;0,00;1,00;0,00;76,69;3,00;6,02;4,08
1717909;59,13;63,56;56,31;57,53;96,82;33,36;65,71;58,37;65,24;12,33;71,52;76,14;66,41;65,24;96,82;1,63;8,20;0,00;0,00;0,00;5,67;71,63;83,77;63,04;69,53;82,02;73,80;42,84;16,78;4,00;8,73;3,00;60,41;2,80;22,80;39,50;4,15;8,10;5,32;10,43;57,11;1,29;50,24;25,12;200,98;62,81;25,12;31,66;0,00;0,00;38,55;41,16;77,78;1,04;2,00;0,00;3,00;23,77;95,60;33,61;0,00;1,00;28,35;0,00;1,00;2,33;1,56
1718006;54,14;65,33;54,08;43,02;80,54;33,33;69,37;78,09;66,21;13,47;66,41;70,22;30,44;64,90;67,63;9,13;40,82;0,00;35,00;32,18;4,51;76,83;10,61;68,64;72,14;86,48;62,21;58,34;0,00;1,00;10,73;4,00;0,00;2,50;22,00;35,60;4,40;6,90;8,47;10,03;52,39;3,35;33,59;64,35;64,35;128,70;32,18;0,00;0,00;0,00;21,33;2,35;77,78;1,66;4,00;0,00;2,00;18,37;520,55;18,37;0,00;1,00;136,61;121,36;3,00;11,97;9,31
1718204;55,82;74,44;63,83;29,18;93,40;82,96;86,54;34,86;72,27;35,62;77,42;70,01;16,36;74,53;8,52;17,30;11,63;0,00;3,80;17,08;4,33;89,15;81,44;88,46;87,16;97,28;94,72;70,48;50,32;6,00;39,33;5,00;45,95;1,10;18,80;31,10;4,50;7,00;22,04;35,70;108,20;14,53;20,87;83,49;134,72;53,13;5,69;0,00;0,00;0,00;21,24;5,15;69,23;3,61;13,00;12,00;7,00;24,61;19,72;27,03;22,73;5,00;300,00;268,00;4,00;25,33;16,11
1718303;51,16;62,64;48,26;42,57;85,43;48,36;69,30;47,45;58,21;7,25;73,36;54,22;7,56;57,55;100,00;5,18;25,00;0,00;11,95;37,84;7,28;81,77;57,79;58,34;53,72;89,39;65,61;64,94;29,49;5,00;24,79;5,00;4,28;1,80;23,60;33,80;4,10;9,30;4,12;5,88;28,32;2,11;59,77;35,86;179,32;59,77;11,95;0,00;75,32;1,20;32,15;0,74;66,67;1,10;6,00;4,00;2,00;28,33;248,47;44,17;0,00;1,00;0,00;0,00;1,00;7,85;4,66
1718402;53,80;68,58;60,15;32,68;88,88;47,11;90,02;48,31;79,75;18,87;81,29;60,67;8,50;51,71;62,15;8,35;38,46;0,00;0,00;27,09;5,42;87,16;89,44;87,65;92,23;95,64;97,88;77,62;69,59;6,00;18,11;4,00;9,03;0,80;11,90;13,50;4,80;3,20;11,68;15,33;66,05;7,97;27,09;27,09;108,34;27,09;27,09;0,00;43,52;0,26;45,46;3,19;44,44;1,07;4,00;0,00;2,00;38,46;187,16;44,23;0,00;1,00;109,59;204,50;4,00;10,93;8,53
1718451;54,10;69,71;55,21;37,38;88,20;37,05;88,03;65,57;73,29;15,56;62,55;69,42;11,21;50,49;72,59;15,24;32,26;0,00;0,00;37,61;4,85;83,41;89,78;84,58;89,78;94,59;93,99;76,56;0,00;1,00;12,54;4,00;75,22;1,90;16,30;24,10;3,80;7,70;8,34;16,32;54,11;3,94;39,41;150,43;150,43;37,61;41,68;0,00;0,00;0,00;52,35;5,93;44,44;1,56;1,00;0,00;0,00;29,41;777,23;26,47;0,00;1,00;168,35;31,93;2,00;21,87;14,45
1718501;49,69;56,10;52,03;40,94;78,36;36,10;47,76;62,18;51,93;9,99;79,48;66,72;11,14;47,32;93,90;11,38;35,09;17,54;0,00;51,76;3,02;48,02;13,52;52,81;39,34;68,17;42,12;39,98;0,00;1,00;41,59;6,00;7,85;4,10;32,90;44,90;3,50;9,70;6,66;8,20;38,76;0,25;40,92;47,13;94,25;23,56;23,56;0,18;1,70;1,89;33,29;33,26;88,89;0,25;2,00;0,00;1,00;43,86;42,10;45,61;0,00;1,00;54,32;0,00;1,00;15,93;11,03
1718550;51,90;67,77;49,06;38,88;88,28;30,76;71,57;80,48;57,79;9,35;77,04;52,04;19,46;53,03;72,65;10,40;48,39;0,00;0,00;23,42;5,33;70,78;29,98;43,23;45,72;88,90;79,65;67,15;0,00;1,00;7,24;3,00;29,53;2,20;24,90;36,30;3,75;12,00;5,11;7,00;41,06;1,21;21,72;86,88;130,32;65,16;0,00;0,00;86,35;0,14;37,95;2,25;44,44;23,89;3,00;0,00;2,00;34,85;230,79;48,48;0,00;1,00;91,91;80,00;3,00;14,96;9,83
1718659;59,31;84,76;56,71;36,46;96,75;66,38;78,57;97,34;54,67;11,99;82,12;78,04;15,20;55,87;66,32;8,45;0,00;0,00;0,00;0,00;8,24;80,73;31,89;91,85;86,00;92,09;73,83;65,72;0,00;1,00;0,00;1,00;15,96;2,10;27,70;38,60;4,10;15,00;5,78;10,78;47,16;4,15;52,44;47,89;47,89;47,89;0,00;31,38;0,00;0,00;9,45;22,16;66,67;1,55;2,00;0,00;3,00;37,50;235,07;30,00;0,00;1,00;300,00;0,00;1,00;10,84;8,77
1718709;51,82;58,16;52,82;44,48;94,72;28,06;78,26;31,60;51,56;17,61;72,90;69,21;43,40;62,30;65,61;6,62;22,73;0,00;0,00;0,00;6,42;62,59;88,24;40,04;63,92;93,23;78,65;74,37;99,21;6,00;12,74;4,00;109,38;2,30;31,00;45,70;4,25;14,10;11,37;14,88;65,21;2,84;36,90;106,72;35,57;35,57;35,57;0,00;1,77;0,00;38,36;7,00;88,89;2,19;2,00;0,00;2,00;22,73;367,56;27,27;0,00;1,00;78,80;140,65;4,00;8,39;6,93
1718758;49,49;58,82;54,73;34,92;88,30;24,47;53,36;69,15;61,62;8,47;82,81;66,02;15,73;51,78;63,03;9,14;45,45;0,00;0,00;15,96;9,01;57,64;40,17;38,45;45,33;77,30;52,26;38,76;40,09;6,00;0,00;1,00;15,46;1,90;26,20;50,40;4,45;3,50;3,55;10,17;32,63;0,48;15,46;61,84;30,92;46,38;15,46;0,16;0,00;0,00;54,73;49,39;77,78;1,08;4,00;0,00;2,00;39,22;351,57;29,41;0,00;1,00;101,76;174,62;4,00;12,36;9,11
1718808;50,05;75,55;53,83;20,78;88,61;53,08;76,49;84,02;69,62;7,37;75,13;63,19;8,76;50,37;20,95;3,04;11,24;0,00;21,61;21,61;4,92;92,15;67,41;90,99;75,84;87,36;77,57;66,67;0,00;1,00;7,20;3,00;8,28;2,00;23,20;24,00;4,10;6,10;2,49;5,06;37,94;2,03;21,61;86,45;64,84;64,84;21,61;0,13;33,81;0,35;19,69;2,36;44,44;1,62;7,00;8,00;1,00;34,83;475,24;37,08;45,45;5,00;189,21;284,29;4,00;4,16;3,00
1718840;53,06;64,71;49,78;44,69;86,15;21,85;85,02;65,81;66,78;13,33;65,66;53,33;24,58;59,23;82,97;12,00;18,87;0,00;39,78;0,00;7,36;64,16;18,17;53,03;67,06;96,35;93,45;80,36;0,00;1,00;29,91;5,00;29,91;4,40;21,10;26,60;4,10;5,40;3,43;13,11;64,90;2,28;29,60;88,81;59,21;70,00;59,21;0,16;0,19;38,15;223,65;27,26;55,56;2,93;4,00;0,00;2,00;32,08;0,00;30,19;0,00;1,00;0,00;122,10;3,00;16,12;12,02
1718865;54,40;67,06;52,17;43,97;93,68;50,86;83,49;40,19;61,23;12,51;80,07;54,87;19,88;48,43;100,00;7,58;8,77;0,00;0,00;19,33;5,61;75,56;7,21;100,00;77,35;95,20;79,72;80,29;48,60;6,00;27,81;5,00;13,91;3,40;24,10;38,70;3,65;8,00;6,04;8,55;55,48;4,68;26,93;94,26;94,26;13,47;13,47;1,99;76,01;0,12;37,04;1,13;88,89;3,64;2,00;0,00;1,00;32,46;214,52;79,82;0,00;1,00;0,00;0,00;1,00;11,20;7,00
1718881;51,38;62,14;54,76;37,24;75,65;33,25;69,60;70,08;73,48;13,25;65,15;67,15;17,22;52,81;75,56;3,36;23,26;23,81;33,39;0,00;8,54;66,27;39,96;59,60;62,07;86,06;75,56;55,62;88,42;6,00;0,00;1,00;9,86;0,60;15,50;25,80;3,55;7,10;8,41;12,99;44,80;2,33;29,58;118,31;177,46;64,87;29,58;0,00;0,00;0,00;78,53;29,27;55,56;2,19;4,00;4,00;0,00;24,14;346,61;62,07;0,00;1,00;65,96;113,38;3,00;4,38;3,44
1718899;51,78;58,74;52,48;44,12;79,11;37,57;74,66;43,62;69,57;14,91;68,86;56,59;8,84;60,84;100,00;6,80;38,46;31,25;0,00;0,00;5,05;59,72;11,39;43,15;46,76;81,53;94,70;71,32;0,00;1,00;14,22;4,00;207,07;2,30;28,10;25,60;4,45;4,70;7,96;11,65;58,40;6,26;42,66;42,66;213,31;42,66;42,66;0,00;0,57;0,00;336,30;107,32;77,78;2,19;2,00;3,00;1,00;26,92;0,00;26,92;0,00;1,00;0,00;0,00;1,00;8,78;7,02
1718907;49,84;64,57;50,19;34,76;89,49;39,05;63,70;66,02;62,74;15,03;57,24;65,75;13,99;57,57;59,49;7,99;13,70;0,00;0,00;43,09;5,12;49,08;9,99;64,51;47,42;88,27;56,82;58,40;0,00;1,00;21,09;5,00;28,63;1,50;21,70;39,10;4,05;10,10;7,17;14,19;59,47;4,04;20,79;166,29;291,00;42,95;41,57;0,00;0,00;0,00;163,47;29,04;55,56;0,63;5,00;0,00;2,00;27,40;424,65;36,99;0,00;1,00;133,33;217,08;4,00;11,52;7,54
1719004;54,67;61,33;57,49;45,18;94,22;37,21;77,27;36,63;62,33;12,83;85,38;69,43;15,23;53,25;100,00;12,23;42,55;0,00;0,00;0,00;1,80;75,34;48,09;64,05;74,95;91,65;74,95;68,16;92,40;6,00;23,52;5,00;35,29;1,20;26,10;44,30;4,00;7,10;7,25;11,20;52,80;0,63;39,14;35,29;70,57;35,29;0,00;0,00;0,00;0,00;32,82;10,02;66,67;1,83;1,00;0,00;3,00;37,50;396,65;39,06;0,00;1,00;0,00;0,00;1,00;17,96;11,36
1720002;55,14;75,34;55,19;34,89;94,05;37,25;70,07;100,00;67,67;10,53;77,86;64,71;14,06;68,41;47,36;9,74;30,30;0,00;0,00;0,00;5,81;80,15;60,24;64,44;56,82;88,94;69,24;63,03;0,00;1,00;0,00;1,00;0,00;1,00;18,40;37,70;4,30;4,30;4,12;12,04;42,02;1,41;79,11;39,56;118,67;39,56;0,00;0,00;26,92;0,17;20,54;1,18;77,78;2,75;4,00;0,00;3,00;8,00;403,70;64,00;0,00;1,00;241,35;292,83;4,00;12,97;9,82
1720101;52,63;60,11;50,93;46,84;93,62;32,27;66,10;48,44;58,55;9,38;69,80;66,01;17,21;61,45;100,00;8,69;12,05;0,00;0,00;19,03;4,93;64,88;19,50;58,93;55,24;85,25;64,02;58,23;49,41;6,00;6,34;3,00;52,12;2,50;27,20;40,00;3,60;16,10;4,24;6,98;44,10;1,63;95,13;38,05;114,16;57,08;21,39;12,06;31,60;0,38;54,80;9,08;88,89;2,59;3,00;1,00;2,00;24,10;230,03;36,14;0,00;1,00;0,00;0,00;1,00;11,94;8,56
1720150;57,41;77,49;54,94;39,81;68,91;82,89;58,16;100,00;64,86;13,31;72,71;68,87;9,50;53,79;83,66;12,28;38,46;0,00;63,61;68,97;4,09;63,66;5,20;64,82;57,96;65,47;61,26;49,55;0,00;1,00;0,00;1,00;0,00;0,60;21,90;34,10;4,10;5,20;7,20;13,00;52,95;0,38;0,00;88,18;127,23;127,23;0,00;14,32;0,00;0,00;7,62;75,76;66,67;0,00;3,00;0,00;6,00;39,13;662,47;56,52;0,00;1,00;145,56;0,00;1,00;16,32;12,40
1720200;48,58;59,47;45,94;40,33;92,05;28,57;72,60;44,66;47,81;5,29;77,51;53,15;12,95;55,16;87,51;5,72;29,85;0,00;0,00;9,40;7,11;67,69;25,46;58,50;70,69;86,99;68,29;64,74;75,26;6,00;19,80;4,00;30,95;1,90;28,30;51,70;3,35;18,20;1,90;5,81;20,51;1,93;41,78;58,49;150,41;24,25;16,71;0,00;82,88;0,49;15,34;0,71;77,78;5,60;4,00;0,00;3,00;26,12;545,98;68,66;0,00;1,00;35,39;28,60;2,00;8,04;5,51
1720259;55,72;65,98;56,67;44,52;92,92;38,12;75,23;57,64;57,20;16,97;83,90;68,61;15,87;59,72;92,43;10,07;27,78;0,00;0,00;0,00;9,23;86,58;87,64;54,57;66,04;88,05;78,26;67,79;0,00;1,00;22,21;5,00;78,98;2,70;28,50;30,70;3,75;16,90;10,15;19,54;54,60;1,55;34,20;49,67;32,57;55,33;0,00;0,00;0,00;0,00;76,00;11,22;66,67;2,96;2,00;0,00;3,00;33,33;0,00;36,11;0,00;1,00;67,43;0,00;1,00;12,81;10,51
1720309;57,66;73,40;52,13;47,45;93,21;38,54;76,47;85,39;61,85;9,54;76,72;60,40;25,52;55,93;100,00;8,35;12,05;0,00;0,00;21,02;5,15;91,98;15,89;76,59;73,50;89,80;73,23;69,40;0,00;1,00;7,62;3,00;0,00;2,60;20,20;38,10;3,45;8,80;5,44;8,42;35,81;2,49;34,52;21,02;147,15;63,06;21,02;0,00;48,31;0,00;12,35;1,98;77,78;0,87;2,00;0,00;0,00;25,00;467,86;26,67;0,00;1,00;0,00;0,00;1,00;13,25;7,17
1720499;54,30;55,86;58,01;49,02;85,78;28,65;71,37;37,63;77,48;21,76;67,83;64,97;25,25;57,49;100,00;13,35;17,24;0,00;23,35;24,89;7,74;84,49;56,35;62,13;49,92;87,90;79,58;64,67;66,07;6,00;16,08;4,00;73,14;0,20;15,60;24,20;5,05;7,40;14,52;19,90;77,55;1,69;49,79;74,68;174,26;24,89;46,17;0,00;0,00;0,00;194,35;32,39;66,67;1,87;4,00;0,00;2,00;31,03;209,66;34,48;0,00;1,00;0,00;0,00;1,00;17,58;13,59
1720655;54,14;60,95;58,36;43,12;89,14;34,73;79,50;40,42;72,73;20,85;71,00;68,88;11,56;55,64;95,60;9,66;10,64;0,00;18,59;18,59;6,55;58,61;21,71;80,12;77,59;91,24;87,66;64,23;50,72;6,00;18,91;4,00;56,41;1,90;15,80;26,90;3,70;4,80;9,69;16,44;90,18;6,63;18,59;92,97;148,75;37,19;39,06;0,00;0,00;0,00;57,90;11,72;88,89;1,13;8,00;0,00;3,00;35,11;290,15;39,36;0,00;1,00;39,17;0,00;1,00;11,85;10,34
1720804;50,34;61,05;47,60;42,36;87,52;39,33;70,60;46,76;62,40;10,13;67,48;50,39;12,31;55,76;89,01;12,34;12,12;6,90;16,50;11,00;6,45;73,04;17,47;64,28;48,08;88,79;70,47;69,65;79,22;6,00;14,66;4,00;18,34;2,20;23,60;32,90;3,80;10,20;3,30;6,85;55,77;0,88;22,03;88,13;308,44;66,09;11,02;0,00;96,56;0,34;16,22;0,22;55,56;2,27;8,00;0,00;1,00;24,24;110,97;70,30;0,00;1,00;22,05;38,55;2,00;15,97;12,73
1720853;60,22;76,19;52,39;52,08;96,79;23,10;84,85;100,00;63,92;14,84;62,50;68,31;27,94;62,52;100,00;17,86;0,00;0,00;0,00;0,00;8,14;58,49;4,67;63,47;69,74;96,86;91,70;78,97;0,00;1,00;0,00;1,00;0,00;0,30;26,90;17,20;3,75;18,60;5,69;10,26;73,42;4,19;51,39;54,73;102,77;102,77;51,39;0,00;0,00;0,00;111,13;7,54;66,67;3,19;2,00;0,00;1,00;23,53;193,58;17,65;0,00;1,00;0,00;0,00;1,00;21,83;19,17
1720903;52,29;62,44;58,68;35,73;91,44;39,29;74,30;44,73;59,27;16,78;88,68;70,00;9,85;64,56;60,96;7,56;20,00;5,00;6,05;6,05;4,17;72,20;18,54;70,53;65,01;86,09;84,97;61,87;23,94;5,00;27,78;5,00;20,63;1,40;30,80;33,70;4,50;12,00;8,73;17,57;58,33;5,04;12,09;42,33;102,79;6,05;6,05;0,00;0,00;0,00;33,36;2,64;55,56;2,30;3,00;0,00;2,00;23,00;84,21;27,50;0,00;1,00;196,08;48,78;3,00;10,88;7,15
1720937;59,97;75,97;51,49;52,44;76,98;72,58;83,54;70,79;52,73;11,84;72,65;68,74;55,17;46,99;100,00;7,58;34,48;0,00;81,92;0,00;2,77;83,69;18,63;76,39;77,30;87,94;86,88;81,21;0,00;1,00;31,28;5,00;0,00;5,10;28,80;37,50;4,30;7,90;6,07;10,01;49,49;2,25;46,93;46,93;46,93;50,94;46,93;0,00;0,00;0,00;45,51;16,05;55,56;0,96;5,00;4,00;2,00;40,63;579,78;43,75;0,00;1,00;0,00;0,00;1,00;9,16;8,19
1720978;56,39;58,19;56,89;54,09;75,83;41,08;82,46;33,40;65,48;20,68;74,73;66,66;42,38;62,68;91,34;19,94;41,67;35,71;0,00;0,00;7,08;67,77;37,61;100,00;59,75;92,25;96,13;78,15;96,76;6,00;12,02;4,00;98,55;3,20;22,40;33,60;4,35;7,80;11,84;16,08;84,50;4,39;0,00;36,06;252,43;108,19;0,00;0,00;0,00;0,00;156,29;18,92;66,67;2,58;2,00;0,00;2,00;25,00;194,14;25,00;0,00;1,00;77,10;0,00;1,00;29,46;18,41
1721000;66,57;75,23;76,41;48,07;93,39;81,33;90,14;36,04;81,36;65,26;86,88;72,14;13,02;80,68;0,00;98,60;12,01;0,58;0,76;11,31;7,39;94,16;83,66;97,02;95,26;96,13;97,40;75,99;49,98;6,00;27,38;5,00;38,86;0,70;12,30;27,30;5,10;5,70;37,66;72,67;194,32;24,10;14,73;51,74;73,67;28,10;2,74;4,95;0,00;0,00;2,51;0,34;63,16;7,81;11,00;10,00;7,00;15,79;76,44;18,83;24,21;5,00;300,00;537,41;5,00;147,12;90,13
1721109;55,76;59,97;56,53;50,80;80,98;36,88;61,55;60,48;45,45;12,47;80,36;87,83;41,60;59,48;100,00;2,11;44,94;5,36;13,39;40,16;4,61;48,22;19,46;43,86;45,59;85,05;59,51;53,21;33,55;5,00;8,92;3,00;13,77;5,60;39,30;58,80;3,85;8,20;5,62;9,01;52,89;6,49;41,84;53,54;53,54;26,77;21,95;71,00;0,00;0,00;23,44;42,05;66,67;1,38;10,00;5,00;4,00;33,15;263,79;37,08;0,00;1,00;0,00;0,00;1,00;3,59;1,66
1721208;52,63;66,37;60,19;31,33;93,91;44,36;71,81;55,41;56,85;24,33;77,60;81,98;24,66;57,31;34,87;8,46;10,55;2,38;4,37;4,37;5,40;90,21;89,13;84,83;75,96;96,41;84,04;38,31;46,44;6,00;8,79;3,00;10,25;3,60;27,80;38,50;4,15;13,30;17,36;25,76;65,68;7,05;48,04;65,51;161,60;21,84;8,85;59,47;27,62;0,31;6,62;3,28;81,82;29,41;2,00;0,00;3,00;32,07;158,72;49,79;6,19;3,00;284,75;123,74;3,00;11,83;8,21
1721257;56,86;65,49;60,24;44,85;75,65;39,20;75,41;71,71;83,90;11,18;77,67;68,21;32,59;59,98;74,45;12,37;43,48;0,00;0,00;107,53;4,84;68,07;80,20;56,54;69,28;89,76;82,53;61,45;0,00;1,00;17,92;4,00;38,32;0,70;13,60;17,30;4,20;5,60;6,10;9,68;36,93;7,30;107,53;57,48;107,53;0,00;0,00;0,00;0,00;0,00;92,52;12,81;88,89;4,57;8,00;7,00;3,00;30,43;0,00;47,83;0,00;1,00;0,00;218,82;4,00;18,28;11,42
1721307;56,07;67,41;54,25;46,54;97,48;52,59;79,20;40,38;67,58;18,42;62,47;68,52;9,58;63,93;100,00;12,63;0,00;0,00;0,00;0,00;6,50;66,67;5,60;50,79;54,21;91,03;90,84;76,19;119,69;6,00;25,51;5,00;12,76;2,90;21,90;38,50;3,75;7,00;12,24;11,79;78,60;1,50;191,35;76,54;86,66;38,27;0,00;0,00;0,25;0,00;44,57;18,36;44,44;3,33;2,00;0,00;2,00;26,92;0,00;19,23;0,00;1,00;0,00;0,00;1,00;15,82;13,32
1722081;52,38;60,77;57,24;39,12;93,58;35,50;81,09;32,92;74,24;12,11;77,14;65,48;30,60;54,86;60,35;10,68;6,58;0,00;0,00;17,20;7,32;78,60;71,47;53,38;71,21;92,90;81,66;76,86;67,48;6,00;26,21;5,00;57,60;0,90;15,60;28,50;4,40;4,20;7,30;10,43;43,89;3,60;25,79;85,98;180,55;42,99;0,00;0,00;22,71;0,17;22,15;2,10;77,78;1,13;6,00;4,00;2,00;26,32;361,39;66,45;0,00;1,00;125,63;332,34;4,00;13,64;11,12
1722107;51,69;64,65;50,73;39,71;89,74;37,40;86,65;44,79;71,22;18,23;60,71;52,75;28,15;57,22;66,47;7,00;3,89;3,86;13,01;25,95;2,97;78,05;8,07;85,30;83,98;95,28;85,31;81,96;20,18;5,00;20,23;5,00;20,26;0,80;19,60;34,60;4,45;4,50;9,06;14,98;72,54;7,43;51,90;138,40;276,79;60,55;13,09;0,00;83,59;0,53;27,78;1,11;77,78;2,47;2,00;0,00;3,00;30,35;316,57;48,25;0,00;1,00;71,10;165,95;4,00;10,58;6,31
2100055;54,56;66,42;53,49;43,76;93,62;48,40;86,92;36,74;62,23;18,55;81,79;51,39;11,99;62,88;91,28;8,92;19,88;1,01;1,79;8,95;4,44;91,16;77,59;36,50;88,92;93,37;88,14;79,08;56,06;6,00;33,17;5,00;34,65;5,10;19,60;35,30;4,05;7,40;8,97;15,47;73,60;8,00;36,69;55,48;114,53;29,53;4,47;0,00;90,92;0,37;21,02;1,21;82,35;2,94;10,00;0,00;5,00;26,38;191,91;63,72;0,00;1,00;1,83;6,33;2,00;13,97;7,76
2100204;54,22;61,35;52,18;49,13;91,64;34,89;45,16;73,71;51,94;13,82;87,91;55,04;21,12;62,68;100,00;12,71;12,35;4,12;0,00;9,06;8,89;46,04;28,60;26,03;15,48;78,45;35,30;43,36;16,50;4,00;1,51;2,00;12,11;6,60;27,70;44,10;3,55;10,50;4,61;23,66;35,89;3,50;9,06;22,64;113,21;31,70;4,53;0,00;74,63;0,00;10,14;1,39;81,82;1,43;3,00;6,00;3,00;24,28;312,56;36,21;0,00;1,00;0,00;0,00;1,00;17,13;12,70
2100402;53,68;62,83;47,79;50,41;95,31;41,57;52,84;61,59;54,19;6,14;81,15;49,67;36,85;53,71;100,00;11,09;9,62;0,00;0,00;8,91;5,47;82,87;63,56;6,04;28,47;95,90;40,05;41,44;20,04;5,00;8,27;3,00;7,06;4,40;30,20;50,20;3,30;4,80;1,28;3,68;36,11;1,71;61,99;37,19;99,18;37,19;0,00;0,00;100,00;0,00;20,05;0,78;77,78;0,43;2,00;0,00;1,00;33,65;214,22;34,62;0,00;1,00;0,00;0,00;1,00;15,04;11,03
