IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA
1101450;Parecis;RO;NO;0;1;0;54,16;67,96;55,26;39,25;80,48;35,10;87,34;68,92;74,51;46,38;66,76;33,37;22,58;26,92;78,62;28,86;85286,41;3445,08;13907,59;47707,30;150346,38;155434,26;24597,92;9088192,85
1101468;Pimenteiras do Oeste;RO;NO;0;1;0;48,05;57,07;50,14;36,96;76,41;45,94;78,91;27,01;72,63;54,87;54,89;18,15;33,80;27,29;73,12;13,62;178073,46;8909,31;24663,51;26359,06;238005,33;246208,62;115753,94;7207173,69
1101476;Primavera de Rondônia;RO;NO;0;1;0;59,62;75,55;60,80;42,51;61,06;62,22;92,36;86,55;74,57;53,21;65,55;49,85;29,77;40,88;65,53;33,88;62242,06;2157,91;10663,02;28332,54;103395,52;107029,67;39684,71;5742442,8
1101484;São Felipe D'Oeste;RO;NO;0;1;0;55,90;65,31;57,81;44,57;81,89;32,23;83,86;63,24;68,18;45,37;69,90;47,77;35,35;29,42;86,12;27,41;62311,34;3164,07;18618,03;40952,35;125045,79;130675,81;26335,31;5969471,26
1101492;São Francisco do Guaporé;RO;NO;0;1;0;50,23;58,44;55,16;37,09;72,88;17,06;91,06;52,74;73,34;52,51;54,77;40,04;56,82;29,18;31,78;30,59;203490,07;17248,34;95712,84;142430,29;458881,54;488042,89;23143,16;16579617,47
1101500;Seringueiras;RO;NO;0;1;0;52,50;53,26;55,44;48,81;72,34;25,61;88,83;26,26;76,90;53,04;57,76;34,06;38,40;41,69;88,46;26,68;147309,18;11109,32;61163,30;89979,78;309561,57;332986,99;28109,66;24249103,63
1101559;Teixeirópolis;RO;NO;0;1;0;51,61;52,71;58,08;44,03;69,00;13,92;91,02;36,92;71,29;55,52;55,31;50,19;44,11;37,78;64,25;29,96;62959,36;3836,24;15259,28;34221,65;116276,53;121300,64;29158,81;8273330,6
1101609;Theobroma;RO;NO;0;1;0;49,33;55,01;51,86;41,11;67,42;11,56;79,41;61,63;73,23;39,89;56,29;38,03;26,28;35,35;69,14;33,66;140069,45;5750,64;23488,16;79582,44;248890,68;257425,79;24876,86;6707185,53
1101708;Urupá;RO;NO;0;1;0;52,88;54,73;60,57;43,34;64,04;26,19;85,50;43,16;74,49;53,19;62,39;52,18;45,26;34,04;70,14;23,92;110938,33;9241,21;54173,71;85571,48;259924,73;273501,27;24682,00;16216548,84
1101757;Vale do Anari;RO;NO;0;1;0;51,57;59,54;53,94;41,23;73,27;16,20;90,07;58,64;64,71;52,18;54,32;44,56;23,82;41,80;70,54;28,74;93455,46;6374,76;27946,91;84100,49;211877,62;220587,91;19106,79;5460045,85
1101807;Vale do Paraíso;RO;NO;0;1;0;53,24;57,71;55,74;46,27;62,98;13,28;84,79;69,77;70,31;45,97;61,82;44,87;34,81;36,67;81,17;32,45;100038,75;4130,27;20871,15;53871,40;178911,57;185648,19;28605,27;5878122,47
1200013;Acrelândia;AC;NO;0;1;0;46,72;56,57;53,05;30,55;69,91;37,58;80,40;38,39;62,53;50,04;58,15;41,48;25,60;28,10;47,92;20,58;157857,66;13439,22;91388,79;114911,16;377596,83;398724,88;25362,56;16782729,55
1200054;Assis Brasil;AC;NO;0;1;0;46,38;57,51;48,55;33,07;64,29;49,97;75,99;39,78;46,78;54,44;54,23;38,74;43,87;22,01;41,33;25,08;44810,29;3943,74;20601,46;61986,01;131341,50;133916,18;17507,67;7629839,36
1200104;Brasiléia;AC;NO;0;1;0;48,43;58,46;56,07;30,77;59,82;50,74;79,08;44,21;72,10;56,22;52,89;43,07;23,90;32,66;37,90;28,60;185723,92;45440,04;171335,06;203111,81;605610,83;685636,23;25278,78;33716368,77
1200138;Bujari;AC;NO;0;1;0;52,11;66,57;51,84;37,91;76,59;43,25;71,90;74,51;60,35;47,88;63,98;35,14;20,22;14,53;83,44;33,46;168855,77;8390,81;36997,70;81805,92;296050,19;300830,27;28455,38;12237361,42
1200179;Capixaba;AC;NO;0;1;0;46,49;59,63;49,01;30,85;68,72;29,02;84,35;56,42;59,97;44,46;59,21;32,39;17,01;24,05;58,42;23,90;342298,27;13142,10;52997,49;94528,19;502966,05;512352,89;41722,55;8376032,28
1200203;Cruzeiro do Sul;AC;NO;0;1;0;54,36;61,82;60,40;40,87;66,18;37,78;78,84;64,46;66,74;57,23;58,23;59,39;35,92;44,76;45,70;37,10;100356,96;167725,30;900139,92;696401,76;1864623,94;2058629,67;22934,82;144144381
1200252;Epitaciolândia;AC;NO;0;1;0;57,73;67,51;64,68;41,00;64,00;55,43;87,33;63,29;68,90;78,74;62,58;48,52;30,48;34,27;76,66;22,59;160895,35;22539,98;246925,15;143215,40;573575,87;644541,50;33960,77;27410925,06
1200302;Feijó;AC;NO;0;1;0;43,11;49,07;49,70;30,57;64,33;20,02;70,30;41,64;62,75;48,39;61,33;26,34;16,12;20,11;69,66;16,38;172858,33;24430,69;103189,96;248872,24;549351,22;567040,49;16207,64;22462188,71
1200328;Jordão;AC;NO;0;1;0;46,88;61,62;47,45;31,56;84,12;32,80;53,72;75,86;65,54;16,72;67,62;39,93;17,99;17,64;58,97;31,65;21976,92;2459,77;14030,50;73684,21;112151,42;113975,21;13209,92;6233971,27
1200336;Mâncio Lima;AC;NO;0;1;0;53,18;64,10;58,85;36,60;69,28;50,42;80,67;56,03;59,04;51,87;66,95;57,52;32,09;26,69;65,38;22,24;53380,81;13659,01;48626,06;147681,74;263347,61;269204,84;13704,87;12008244,58
1200344;Manoel Urbano;AC;NO;0;1;0;47,45;65,77;48,17;28,42;61,46;46,40;80,09;75,14;60,31;50,19;57,72;24,46;19,92;22,11;50,28;21,35;55704,08;11432,43;33663,14;74979,35;175778,99;184903,71;19060,27;10769577,22
1200351;Marechal Thaumaturgo;AC;NO;0;1;0;46,69;56,77;48,67;34,62;75,26;21,08;72,59;58,14;52,39;17,16;74,48;50,66;27,14;25,71;55,17;30,48;56418,93;5964,03;29457,96;161583,28;253424,21;256864,84;13020,98;15109416,89
1200385;Plácido de Castro;AC;NO;0;1;0;53,81;70,74;56,07;34,63;74,66;44,08;88,19;76,04;63,58;50,28;62,31;48,12;23,71;29,68;52,09;33,03;309366,11;17444,41;98405,08;149485,64;574701,23;601470,51;29854,10;19171104,49
1200393;Porto Walter;AC;NO;0;1;0;50,58;65,51;48,41;37,83;79,27;43,47;75,32;63,99;64,88;16,83;68,75;43,17;30,51;13,16;70,98;36,66;25572,85;4314,23;22836,36;104988,40;157711,85;160534,75;12845,86;7617665,55
1200401;Rio Branco;AC;NO;1;1;0;62,68;66,58;67,16;54,31;72,75;60,26;80,39;52,91;71,55;74,41;57,85;64,84;45,29;60,39;41,49;70,07;464933,15;880534,42;5153657,30;2949436,31;9448561,18;10955674,86;26119,02;1583035722
1200427;Rodrigues Alves;AC;NO;0;1;0;52,51;60,01;56,59;40,92;57,53;30,76;85,74;66,04;63,34;44,37;68,53;50,13;21,83;21,10;82,88;37,88;55116,28;7342,37;31896,10;158223,94;252578,70;255648,56;12933,10;15318793,99
1200435;Santa Rosa do Purus;AC;NO;0;1;0;43,78;52,70;44,30;34,32;49,67;35,17;44,36;81,60;51,30;23,21;58,85;43,87;20,94;10,86;69,63;35,85;25745,47;2260,06;14093,65;64913,49;107012,68;108545,11;15747,15;5866318,05
1200450;Senador Guiomard;AC;NO;0;1;0;51,16;53,16;58,65;41,68;61,81;37,74;71,73;41,33;69,49;59,29;60,62;45,21;30,64;40,29;69,40;26,38;391220,06;30582,33;150417,75;175830,35;748050,50;779671,69;33253,93;22863630,3
1200500;Sena Madureira;AC;NO;0;1;0;47,73;56,73;52,08;34,37;62,22;38,54;77,95;48,20;53,85;54,67;64,40;35,41;30,24;27,85;54,53;24,83;209648,96;36343,60;153427,53;322723,70;722143,79;748094,17;15860,21;26124791,23
1200609;Tarauacá;AC;NO;0;1;0;44,50;54,98;48,82;29,69;63,33;28,61;68,38;59,61;56,54;48,11;55,37;35,27;21,71;21,02;50,78;25,24;176339,17;23416,04;158431,94;322737,01;680924,15;711884,41;16279,09;38302334,36
1200708;Xapuri;AC;NO;0;1;0;46,42;65,68;48,95;24,62;67,25;45,74;80,34;69,38;54,09;51,79;54,42;35,50;27,08;28,04;23,80;19,57;199220,70;23433,24;69330,85;142223,11;434207,91;454980,63;22902,48;15459174,27
1200807;Porto Acre;AC;NO;0;1;0;48,29;56,46;52,88;35,54;74,46;21,81;68,88;60,68;56,36;47,93;63,79;43,47;18,59;24,65;76,50;22,43;259570,87;13578,14;50906,80;139960,17;464015,98;471314,64;24623,30;13736612,33
1300029;Alvarães;AM;NO;0;1;0;45,67;62,69;48,64;25,68;75,44;21,82;84,71;68,81;49,19;22,83;67,98;54,57;30,11;19,82;35,50;17,28;66407,12;10232,34;32275,71;104372,11;213287,28;217332,51;13255,22;2369797,35
1300060;Amaturá;AM;NO;0;1;0;53,25;70,02;55,25;34,47;69,94;47,98;85,94;76,23;65,48;28,09;68,50;58,93;31,76;18,33;53,03;34,76;13548,26;5176,56;19563,88;77746,18;116034,88;118871,74;9960,76;8352216,17
1300086;Anamã;AM;NO;0;1;0;52,22;60,46;57,64;38,56;67,69;36,00;86,49;51,65;69,52;43,97;64,06;53,03;44,04;19,45;70,04;20,70;36623,92;6641,35;20013,70;72409,64;135688,61;138599,40;9697,69;3704100,11
1300102;Anori;AM;NO;0;1;0;54,04;67,23;58,60;36,29;79,10;59,01;83,62;47,20;68,91;43,50;58,41;63,59;25,35;22,68;66,24;30,88;83154,83;10306,79;33232,57;115607,17;242301,35;248435,25;11324,94;7398397,25
1300144;Apuí;AM;NO;0;1;0;43,92;57,69;42,75;31,32;75,19;27,98;77,42;50,18;56,38;31,01;59,60;24,02;36,14;25,80;40,85;22,50;84455,83;24728,40;59992,08;113588,96;282765,27;297810,09;13096,89;18455754,38
1300201;Atalaia do Norte;AM;NO;0;1;0;47,27;60,37;50,74;30,69;71,29;34,00;65,45;70,74;56,31;18,41;62,86;65,40;38,33;16,51;29,66;38,27;26576,17;5315,83;25012,83;123688,71;180593,53;184947,27;8862,72;9518172,09
1300300;Autazes;AM;NO;0;1;1;47,84;54,42;52,30;36,81;71,56;22,22;65,40;58,49;55,74;44,49;63,42;45,55;49,28;17,79;63,17;16,99;118723,65;31985,20;95443,01;238317,39;484469,25;506340,59;12348,26;7872358,17
1300409;Barcelos;AM;NO;0;1;0;50,97;67,86;52,08;32,97;68,94;68,50;78,16;55,83;61,15;24,31;63,78;59,09;37,39;27,11;52,44;14,93;31861,90;19069,03;41808,89;146400,00;239139,82;245621,57;8844,22;2683413,22
1300508;Barreirinha;AM;NO;0;1;0;49,63;69,14;55,13;24,63;69,40;71,13;69,78;66,23;55,11;39,11;59,99;66,31;18,28;21,81;42,44;15,97;52170,92;16600,36;57523,41;208089,57;334384,26;344889,51;10476,91;12205030,43
1300607;Benjamin Constant;AM;NO;0;1;0;51,74;64,19;57,07;33,95;70,19;39,65;80,85;66,08;67,24;32,95;60,19;67,89;47,52;30,53;25,51;32,24;36798,71;24291,26;64580,18;251028,32;376698,47;388780,90;8664,03;6170793,5
1300631;Beruri;AM;NO;0;1;0;52,83;66,04;56,23;36,21;69,41;57,65;78,85;58,27;54,20;42,79;65,99;61,94;42,31;19,50;71,12;11,91;26467,47;10111,88;38302,65;129777,15;204659,16;211871,21;10333,67;7481164,92
1300680;Boa Vista do Ramos;AM;NO;0;1;0;54,52;61,21;58,33;44,01;69,97;45,12;85,01;44,76;60,45;41,67;66,98;64,21;44,05;17,64;79,35;34,99;25810,39;9165,17;30379,26;112933,09;178287,89;182412,10;9102,40;3217729,09
