IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA
3522653;Itapirapuã Paulista;SP;SE;0;0;0;60,32;80,58;61,19;39,20;81,94;66,73;88,83;84,82;77,22;57,70;47,84;61,99;18,60;38,57;74,08;25,57;3028,79;2864,27;19853,77;24442,45;50189,27;52590,21;12247,37;7301752,78
3522703;Itápolis;SP;SE;0;0;0;66,30;80,86;68,97;49,08;68,63;93,02;93,23;68,55;83,77;66,80;57,44;67,89;25,69;61,19;74,30;35,14;157620,11;315905,16;784293,49;202192,97;1460011,72;1630819,91;37459,11;280607166,8
3522802;Itaporanga;SP;SE;0;0;0;58,36;77,25;65,37;32,45;69,28;84,35;92,68;62,71;77,70;65,02;49,31;69,46;20,80;39,25;42,45;27,29;65058,74;12969,59;142140,63;69996,49;290165,45;305514,25;20103,59;29249076,11
3522901;Itapuí;SP;SE;0;0;0;67,14;86,01;69,26;46,14;68,05;96,87;94,29;84,84;77,00;71,76;57,87;70,40;33,00;60,45;53,62;37,50;23467,57;300836,91;466055,33;65153,21;855513,02;1003728,99;70205,57;154172943
3523008;Itapura;SP;SE;0;0;0;58,75;77,08;62,83;36,35;74,05;78,67;87,05;68,58;79,47;69,07;36,72;66,06;17,21;50,09;56,66;21,42;35615,41;4324,71;30535,11;29815,32;100290,55;104627,59;20950,66;5479936,76
3523107;Itaquaquecetuba;SP;SE;0;0;0;61,48;79,67;71,62;33,15;69,65;91,36;89,69;67,99;76,52;72,91;62,04;75,03;17,10;46,50;43,68;25,33;15805,82;2351745,61;4428777,88;1324841,27;8121170,58;9519617,71;25112,29;1399786656
3523206;Itararé;SP;SE;0;0;0;62,44;79,01;65,77;42,55;69,13;89,20;88,17;69,51;77,64;68,50;44,35;72,59;30,23;52,15;50,05;37,77;172774,08;118452,58;580730,10;218485,13;1090441,89;1182424,01;23286,15;148686299,4
3523305;Itariri;SP;SE;0;0;0;58,06;68,32;67,01;38,83;73,33;63,31;87,70;48,96;81,55;60,63;59,54;66,33;21,02;39,57;69,63;25,12;109346,83;13139,10;204462,20;76866,31;403814,44;438980,46;24725,72;23021008,38
3523404;Itatiba;SP;SE;0;0;0;69,10;80,37;74,04;52,89;75,23;86,94;90,95;68,38;83,71;77,08;59,32;76,04;29,05;66,62;66,03;49,87;840129,84;2385197,97;2904492,80;612781,67;6742602,27;8245497,58;66360,02;2302356152
3523503;Itatinga;SP;SE;0;0;0;58,63;80,00;63,85;32,03;71,05;87,79;97,56;63,60;74,28;69,23;43,29;68,58;25,27;39,83;38,43;24,58;47195,84;58661,72;162822,87;93133,09;361813,52;396659,52;18764,35;44007622,25
3523602;Itirapina;SP;SE;0;0;0;63,52;82,71;69,10;38,77;75,11;85,25;88,06;82,40;82,74;68,22;59,02;66,41;31,70;36,29;44,40;42,67;97283,47;257539,88;382847,62;106989,75;844660,72;1273183,85;68413,96;661807008,1
3523701;Itirapuã;SP;SE;0;0;0;65,70;86,67;67,86;42,57;79,08;90,35;93,30;83,96;76,52;75,29;50,55;69,06;31,63;47,62;65,95;25,06;73242,76;9458,21;41938,04;32245,55;156884,55;161834,77;24568,81;6584259,11
3523800;Itobi;SP;SE;0;0;0;62,98;84,27;66,70;37,97;73,82;90,58;91,00;81,69;69,82;71,80;51,87;73,29;19,67;68,69;42,52;21,00;65156,29;17152,86;71342,02;33120,57;186771,74;198366,05;25230,99;14253074,49
3523909;Itu;SP;SE;0;0;0;66,21;76,16;71,98;50,49;76,31;80,43;80,46;67,45;78,89;78,75;56,22;74,04;21,65;68,74;56,79;54,76;61727,53;2778956,10;4851515,99;785615,93;8477815,55;10540812,92;59502,19;2972790416
3524006;Itupeva;SP;SE;0;0;0;67,30;80,70;73,34;47,87;76,92;87,03;91,75;67,08;78,23;78,63;65,57;70,93;13,77;57,55;63,22;56,95;90568,25;2380931,76;3601852,83;413889,30;6487242,14;8423278,99;130938,58;1918514661
3524105;Ituverava;SP;SE;0;0;0;62,79;79,74;69,30;39,31;65,67;92,81;94,06;66,42;78,84;75,75;55,07;67,54;30,45;57,52;26,03;43,25;124876,14;500864,60;801006,84;191840,23;1618587,82;1907193,12;45131,05;347896113,8
3524204;Jaborandi;SP;SE;0;0;0;65,58;81,96;68,13;46,65;72,09;89,45;92,16;74,16;79,64;68,67;51,89;72,33;16,62;61,21;82,44;26,33;53492,19;8042,02;49075,62;36614,16;147223,99;153277,99;22013,21;17238088,74
3524303;Jaboticabal;SP;SE;0;0;0;65,24;80,45;71,83;43,43;70,25;89,63;94,22;67,68;81,22;76,29;56,69;73,13;20,07;63,17;40,69;49,79;247869,66;697109,41;1831272,80;389442,19;3165694,05;3601183,19;46151,86;714668354,5
3524402;Jacareí;SP;SE;0;0;0;64,32;80,00;72,54;40,41;74,72;89,25;85,63;70,39;81,21;76,91;60,09;71,94;28,17;60,23;32,70;40,55;38511,71;5105906,94;6611049,40;954072,13;12709540,19;16094434,73;67874,93;2836870616
3524501;Jaci;SP;SE;0;0;0;60,87;80,51;67,63;34,46;73,31;92,03;95,70;61,00;78,70;72,38;50,97;68,47;18,01;44,42;29,87;45,55;32379,74;290062,67;221721,28;37440,56;581604,24;676808,09;92434,87;158479875,3
3524600;Jacupiranga;SP;SE;0;0;0;59,10;76,01;67,11;34,18;74,82;70,62;89,22;69,39;79,06;65,43;56,96;66,97;17,37;44,79;47,14;27,42;122648,56;30011,01;253282,23;86628,83;492570,62;531089,16;29651,56;47810920
3524709;Jaguariúna;SP;SE;0;0;0;70,29;83,72;73,70;53,45;78,52;91,71;95,95;68,69;80,59;80,56;62,25;71,39;29,98;68,05;45,04;70,71;20779,60;3759802,80;6870415,17;379153,17;11030150,73;13981301,52;233328,91;2779087781
3524808;Jales;SP;SE;0;0;0;66,04;84,20;71,73;42,19;73,04;95,49;97,81;70,47;85,35;69,13;59,05;73,40;33,01;55,74;35,27;44,72;88022,25;355472,67;1139428,48;219012,82;1801936,22;1982125,37;40212,72;201034882,8
3524907;Jambeiro;SP;SE;0;0;0;62,33;80,02;70,91;36,07;71,85;80,11;90,92;77,18;77,52;71,98;62,72;71,40;14,74;42,13;42,68;44,71;12071,35;112580,98;96688,36;38485,87;259826,57;352904,04;51684,83;187110629
3525003;Jandira;SP;SE;0;0;0;62,93;81,91;71,39;35,50;68,10;91,87;98,73;68,95;78,80;74,58;60,16;72,00;15,90;50,30;37,62;38,17;729,33;1244034,62;2246180,48;552277,48;4043221,90;4908360,24;38426,42;780860343,8
3525102;Jardinópolis;SP;SE;0;0;0;65,53;81,40;69,49;45,68;69,53;99,32;93,26;63,50;74,94;79,18;55,21;68,65;34,95;51,87;59,14;36,77;100311,17;227269,23;825790,26;239951,35;1393322,01;1580760,48;34708,42;288852831,3
3525201;Jarinu;SP;SE;0;0;0;58,25;69,25;69,75;35,76;67,92;62,22;81,47;65,37;79,26;75,27;53,53;70,95;15,65;41,88;40,17;45,35;55015,37;565116,71;1683142,43;192492,10;2495766,62;2997399,56;96153,71;324070461,1
3525300;Jaú;SP;SE;0;0;0;67,35;82,48;74,68;44,89;74,88;91,72;95,27;68,06;81,00;79,51;66,28;71,93;23,70;60,10;48,26;47,51;125734,56;878277,38;3302757,54;644925,34;4951694,82;5582394,76;36376,16;1005844347
3525409;Jeriquara;SP;SE;0;0;0;67,27;86,37;65,38;50,05;75,12;93,56;93,16;83,66;78,57;62,30;52,61;68,05;23,75;47,17;88,92;40,36;97912,80;9837,27;34950,28;21196,97;163897,32;168937,39;53750,36;11825045,61
3525508;Joanópolis;SP;SE;0;0;0;62,47;77,15;68,28;41,99;78,21;73,93;82,00;74,49;80,41;71,48;52,61;68,62;22,88;51,05;69,62;24,40;25635,62;13741,13;141279,27;63361,83;244017,85;261557,62;19442,33;34947822,25
3525607;João Ramalho;SP;SE;0;0;0;59,96;82,47;67,87;29,54;71,68;84,97;91,99;81,25;82,43;65,66;57,42;65,97;20,50;58,22;13,87;25,58;84115,01;2976,95;33336,97;23600,41;144029,34;148675,33;32483,14;5659373,41
3525706;José Bonifácio;SP;SE;0;0;0;65,07;84,43;73,27;37,51;77,74;88,44;95,06;76,47;80,02;73,19;63,60;76,26;18,92;46,07;52,44;32,60;166490,55;272609,52;626318,31;194282,52;1259700,89;1381751,01;36644,42;137287632,1
3525805;Júlio Mesquita;SP;SE;0;0;0;62,44;81,38;65,12;40,82;68,27;99,20;94,03;64,03;82,21;68,12;40,79;69,36;19,04;54,78;60,76;28,71;9938,74;1690,56;20852,08;23464,64;55946,01;58842,95;12197,96;4762599,42
3525854;Jumirim;SP;SE;0;0;0;67,97;84,20;70,31;49,38;73,09;88,43;90,45;84,82;73,61;75,19;61,31;71,14;14,43;57,26;73,39;52,45;18361,67;86777,17;55533,03;20608,19;181280,06;213999,55;61724,71;35621512,05
3525904;Jundiaí;SP;SE;0;0;0;68,54;79,93;77,71;47,99;71,01;90,92;90,04;67,76;83,39;79,34;66,27;81,84;36,62;61,07;29,13;65,14;185537,44;11700443,69;29583739,44;2239148,49;43708869,06;57670892,71;135081,20;12935788471
3526001;Junqueirópolis;SP;SE;0;0;0;65,53;79,27;69,83;47,50;69,33;91,28;94,24;62,23;86,68;63,11;59,08;70,46;27,63;49,44;70,75;42,16;73462,95;177594,53;380557,88;98820,88;730436,24;807879,16;38510,78;272357549,8
3526100;Juquiá;SP;SE;0;0;0;58,26;70,08;67,35;37,34;64,60;69,42;83,58;62,70;83,43;65,88;46,93;73,17;20,57;37,60;64,88;26,32;89324,04;21741,05;148761,99;86907,70;346734,77;366459,40;19673,56;28168524,33
3526209;Juquitiba;SP;SE;0;0;0;57,18;71,64;67,99;31,90;69,88;63,60;83,79;69,27;80,98;72,88;51,50;66,61;21,10;45,88;37,94;22,68;1252,93;78290,45;306244,90;134189,67;519977,94;573997,22;18025,29;75548795,92
3526308;Lagoinha;SP;SE;0;0;0;56,72;74,87;67,29;27,99;73,02;71,65;93,92;60,88;80,33;64,21;61,05;63,57;14,68;50,52;23,77;23,00;11329,11;3547,55;30228,13;25593,96;70698,75;73967,04;15150,97;8667774,34
3526407;Laranjal Paulista;SP;SE;0;0;0;64,02;80,40;71,02;40,65;73,10;85,60;96,94;65,94;77,70;78,71;56,36;71,28;29,48;52,96;39,29;40,88;40153,57;509863,05;502218,97;146191,82;1198427,41;1411101,00;48579,92;359434322,4
3526506;Lavínia;SP;SE;0;0;0;62,08;81,29;68,05;36,89;73,67;79,73;96,58;75,17;82,69;59,33;60,92;69,28;22,39;49,47;49,91;25,77;69549,16;4258,77;50632,82;52775,84;177216,59;184895,99;14696,45;6340396,28
3526605;Lavrinhas;SP;SE;0;0;0;64,51;77,98;71,80;43,75;65,84;93,76;92,98;59,35;79,22;72,61;62,82;72,54;23,93;49,90;73,19;27,97;5803,59;22491,29;50203,18;39864,73;118362,79;133317,10;18111,28;26395945,92
3526704;Leme;SP;SE;0;0;0;66,35;81,77;70,78;46,50;75,43;91,48;94,07;66,09;81,83;74,91;54,18;72,20;34,48;58,12;53,25;40,15;111181,59;983962,35;1929158,94;459955,02;3484257,90;4101866,54;38964,09;808037453,2
3526803;Lençóis Paulista;SP;SE;0;0;0;69,64;85,96;72,99;49,98;83,46;95,13;91,58;73,66;81,59;78,05;55,69;76,63;19,63;78,47;46,87;54,92;97655,09;1872223,39;1952286,82;327595,87;4249761,16;4924228,12;70818,58;971230444,5
3526902;Limeira;SP;SE;0;0;0;68,21;82,28;73,39;48,96;74,81;94,16;92,94;67,19;82,02;77,46;58,15;75,94;18,22;65,82;63,59;48,22;113031,06;4846073,77;7194792,77;1324328,68;13478226,28;16060738,81;51678,31;2987007825
3527009;Lindóia;SP;SE;0;0;0;66,73;87,14;68,65;44,40;76,10;93,18;93,86;85,44;74,51;67,67;60,77;71,65;15,07;51,72;65,42;45,37;9518,67;76442,62;91644,67;43819,05;221425,01;246178,78;30018,14;37178739,67
3527108;Lins;SP;SE;0;0;0;67,16;79,76;73,12;48,61;71,89;96,50;92,93;57,70;78,34;79,31;62,67;72,18;19,50;58,05;69,99;46,91;70627,34;3089440,83;2421186,45;300941,30;5882195,91;6763890,06;85642,71;372266390
3527207;Lorena;SP;SE;0;0;0;62,37;75,45;70,24;41,41;67,38;91,76;97,33;45,33;75,57;75,31;56,40;73,67;23,35;57,06;38,56;46,68;18505,74;1316995,55;1702224,40;368780,19;3406505,89;3876663,47;43299,19;439116532,5
3527256;Lourdes;SP;SE;0;0;0;65,29;82,10;64,39;49,39;73,68;89,63;97,97;67,10;83,61;62,61;43,22;68,11;20,01;47,27;90,97;39,31;8581,46;1979,83;14230,28;17220,93;42012,49;43489,18;18818,34;4454605,78
3527306;Louveira;SP;SE;0;0;0;67,73;80,11;77,18;45,90;76,54;87,77;88,08;68,03;81,32;78,70;67,22;81,48;16,25;61,82;47,23;58,31;37358,87;5764020,10;9636000,88;326980,05;15764359,89;19677150,59;385773,53;1126491270
3527405;Lucélia;SP;SE;0;0;0;63,01;80,04;67,44;41,55;64,38;91,75;95,66;68,37;82,53;67,63;52,76;66,85;32,91;55,37;40,37;37,54;35246,05;142852,41;243594,02;104868,65;526561,14;584271,28;26531,25;63250842,47
3527504;Lucianópolis;SP;SE;0;0;0;67,52;86,65;68,18;47,71;75,06;92,20;93,66;85,69;83,73;72,62;50,81;65,58;38,50;47,82;68,82;35,73;26831,01;2953,54;19569,08;18427,17;67780,80;70465,38;29214,50;5477975,68
3527603;Luís Antônio;SP;SE;0;0;0;66,48;80,50;70,00;48,94;71,23;88,17;94,53;68,08;74,02;73,01;59,94;73,02;23,43;51,29;80,35;40,69;90672,03;872248,36;332391,50;97912,36;1393224,24;1556606,52;99603,69;94947909,48
3527702;Luiziânia;SP;SE;0;0;0;62,17;81,30;68,06;37,16;65,35;90,88;95,54;73,41;79,54;68,24;53,98;70,50;21,12;33,90;57,83;35,77;25156,37;4672,18;32076,79;28993,25;90898,60;93808,71;15851,42;7446335,94
3527801;Lupércio;SP;SE;0;0;0;67,08;83,10;72,26;45,88;70,91;91,43;93,64;76,44;79,98;79,44;59,94;69,69;20,78;44,22;95,32;23,19;19870,03;15263,58;32156,67;25569,85;92860,13;98336,89;21340,47;7093053,41
3527900;Lutécia;SP;SE;0;0;0;58,09;69,90;65,32;39,05;56,65;88,85;93,78;40,31;79,51;67,14;54,62;60,02;14,60;52,75;60,02;28,84;50510,65;6703,82;21320,83;19554,96;98090,25;101173,12;38571,53;6015263,22
3528007;Macatuba;SP;SE;0;0;0;69,21;82,60;70,39;54,64;72,02;87,65;97,83;72,89;78,93;73,95;57,13;71,57;36,36;68,98;78,02;35,22;33949,90;82702,95;364670,14;79429,69;560752,69;643782,92;37292,64;53260701,49
3528106;Macaubal;SP;SE;0;0;0;60,21;82,16;68,00;30,48;69,48;84,94;96,86;77,36;80,10;66,54;57,97;67,38;22,51;44,77;8,16;46,48;55945,01;8253,75;85914,09;35699,72;185812,57;196951,79;24094,91;14354765,11
3528205;Macedônia;SP;SE;0;0;0;66,14;83,87;68,01;46,53;71,86;82,40;96,63;84,58;82,94;64,33;61,67;63,11;36,93;44,08;79,80;25,29;31397,42;6711,85;25016,83;24948,07;88074,18;90930,78;24669,23;8056257,83
3528304;Magda;SP;SE;0;0;0;62,58;82,19;65,01;40,54;58,27;89,73;95,06;85,69;81,14;63,46;51,18;64,26;27,13;54,57;49,13;31,33;39341,01;5487,24;34183,62;20299,58;99311,45;104128,02;33742,07;6461633,24
3528403;Mairinque;SP;SE;0;0;0;63,05;73,29;69,68;46,18;64,27;77,55;85,53;65,80;78,69;74,48;54,71;70,83;23,06;75,82;51,48;34,35;22658,27;990050,73;989066,47;250616,53;2252392,00;2695115,82;56474,15;244610281,7
3528502;Mairiporã;SP;SE;0;0;0;56,59;70,99;71,43;27,35;70,23;65,76;81,28;66,69;80,59;73,78;62,06;69,30;5,98;45,52;31,23;26,66;1026,73;439959,43;1139823,04;405640,39;1986449,59;2288091,62;22076,24;429018652,6
3528601;Manduri;SP;SE;0;0;0;66,78;84,50;69,04;46,80;74,82;92,37;97,23;73,58;76,62;71,29;60,36;67,89;34,32;46,44;82,48;23,95;69510,14;38516,84;109164,95;46612,70;263804,62;291908,19;29272,78;43562240,83
3528700;Marabá Paulista;SP;SE;0;0;0;57,79;70,47;68,28;34,61;71,38;54,14;77,51;78,83;84,33;64,06;62,95;61,79;19,66;37,60;52,93;28,27;82794,92;5128,94;28518,13;36865,67;153307,66;157010,99;25999,50;8908678,6
3528809;Maracaí;SP;SE;0;0;0;65,05;85,16;70,50;39,49;71,55;91,50;92,54;85,07;83,72;67,64;57,67;72,98;15,75;48,01;55,13;39,06;81317,27;67438,84;245176,04;74799,87;468732,02;517397,82;36775,73;35557919,61
3528858;Marapoama;SP;SE;0;0;0;62,13;87,28;64,17;34,93;79,21;88,28;95,96;85,69;86,30;66,50;44,03;59,87;14,92;49,11;39,87;35,84;37043,07;12995,59;37276,32;23401,81;110716,79;119694,41;38648,50;44955233,96
3528908;Mariápolis;SP;SE;0;0;0;63,45;79,59;71,65;39,10;78,36;91,65;97,38;50,97;81,95;73,76;64,12;66,78;21,94;44,91;60,20;29,35;29656,76;3686,54;20335,46;21020,44;74699,20;76481,67;18663,17;5484961,42
3529005;Marília;SP;SE;0;0;0;64,61;81,08;73,07;39,68;72,01;90,44;94,59;67,28;82,95;77,82;58,31;73,21;17,57;57,40;30,09;53,64;93385,45;1380456,95;6118664,58;1057288,48;8649795,47;9755960,45;40272,45;2048504756
3529104;Marinópolis;SP;SE;0;0;0;64,87;85,55;67,54;41,53;69,37;90,51;96,65;85,69;86,35;71,55;47,46;64,79;24,31;53,34;51,86;36,63;9334,69;2086,23;13107,04;14129,65;38657,61;40066,94;19070,41;2476692,6
3529203;Martinópolis;SP;SE;0;0;0;65,54;80,12;68,64;47,87;66,51;94,28;95,41;64,28;78,62;70,14;52,55;73,24;29,91;59,75;73,47;28,37;169680,70;87075,36;310024,34;133106,38;699886,79;754950,45;28179,26;66293821,75
3529302;Matão;SP;SE;0;0;0;67,99;80,73;72,17;51,07;72,59;93,58;92,89;63,87;83,70;76,69;56,66;71,62;25,15;56,41;79,45;43,27;75388,31;2091848,54;2049721,34;349245,45;4566203,63;5356571,32;63716,37;1297839476
3529401;Mauá;SP;SE;0;0;0;61,61;76,99;71,44;36,41;75,59;79,58;84,05;68,75;79,28;73,30;62,13;71,05;33,80;51,78;30,05;30,03;22,48;7756771,51;7936387,78;1810087,05;17503268,82;20776212,75;43128,78;2585074878
3529500;Mendonça;SP;SE;0;0;0;60,96;76,27;71,04;35,59;61,05;82,12;96,82;65,08;84,13;75,35;61,82;62,84;18,92;48,04;38,55;36,86;22399,98;121950,08;149489,65;36115,59;329955,29;374784,79;66474,78;26213067,31
3529609;Meridiano;SP;SE;0;0;0;64,62;81,65;67,35;44,87;74,90;91,60;93,24;66,86;83,44;61,86;60,45;63,66;25,77;55,64;56,15;41,93;40163,57;168841,19;116133,40;27332,62;352470,79;393842,47;103289,40;11146826,96
3529658;Mesópolis;SP;SE;0;0;0;67,87;87,07;67,86;48,68;75,54;88,33;96,98;87,42;79,88;64,01;63,72;63,82;23,70;34,79;97,74;38,50;43033,59;3123,95;16358,32;15979,38;78495,23;81615,13;42887,61;3194903,17
3529708;Miguelópolis;SP;SE;0;0;0;63,60;77,71;67,19;45,90;64,56;86,23;95,24;64,83;77,85;70,68;52,29;67,93;32,02;41,25;86,27;24,04;198445,63;442258,15;230862,47;117465,39;989031,64;1016136,93;45201,82;30301594,04
3529807;Mineiros do Tietê;SP;SE;0;0;0;62,10;82,51;69,69;34,11;68,18;91,18;95,75;74,92;81,70;76,52;51,07;69,48;29,10;47,24;45,09;15,02;31033,26;36451,04;81089,29;58851,52;207425,11;226257,41;17373,68;36838708,97
3529906;Miracatu;SP;SE;0;0;0;54,55;64,39;67,66;31,59;66,15;64,01;78,85;48,53;80,20;71,10;52,60;66,73;24,18;43,85;30,84;27,50;66972,29;27338,09;232067,53;95529,13;421907,04;456953,06;23420,28;41365416,25
3530003;Mira Estrela;SP;SE;0;0;0;64,11;81,46;67,87;43,00;74,79;77,06;94,93;79,05;85,72;62,96;59,59;63,20;22,14;59,69;51,87;38,30;16877,59;5056,61;24736,62;21135,90;67806,71;70361,63;22515,72;3310879,08
3530102;Mirandópolis;SP;SE;0;0;0;61,65;78,04;70,61;36,29;67,05;91,26;95,31;58,55;82,22;66,05;60,36;73,83;20,53;49,22;51,45;23,96;153563,24;95679,72;310447,96;121763,88;681454,81;738742,24;24753,46;74918802,17
3530201;Mirante do Paranapanema;SP;SE;0;0;0;61,88;77,96;67,28;40,40;73,05;72,13;91,44;75,24;82,87;59,83;61,44;64,99;14,46;48,64;70,93;27,59;136704,39;155338,59;174756,51;87262,36;554061,85;606917,47;32957,78;35451700,06
3530300;Mirassol;SP;SE;0;0;0;67,58;81,88;74,41;46,46;71,55;91,37;95,80;68,80;82,26;77,08;66,17;72,11;21,73;64,49;63,11;36,52;47868,45;695647,44;1293726,58;276931,92;2314174,39;2660334,03;43778,54;460260175,1
3530409;Mirassolândia;SP;SE;0;0;0;61,65;85,97;65,36;33,63;72,87;91,00;94,31;85,69;75,44;67,42;51,73;66,85;21,73;47,80;38,51;26,49;76241,23;44074,56;51176,86;26522,81;198015,46;213294,97;42951,06;10850175,06
3530508;Mococa;SP;SE;0;0;0;62,48;79,91;69,58;37,95;69,41;91,23;93,24;65,79;79,65;74,00;54,54;70,12;23,70;59,37;41,16;27,59;216964,82;752040,90;1389338,35;320872,63;2679216,69;3043691,90;44065,50;404851400,2
3530607;Mogi das Cruzes;SP;SE;0;0;1;64,04;78,02;72,79;41,31;71,94;83,25;88,89;67,98;81,12;76,99;60,84;72,21;36,88;56,86;31,46;40,03;538093,69;4765447,42;9446543,06;1881376,43;16631460,59;19604517,46;43031,34;3183254240
3530706;Mogi Guaçu;SP;SE;0;0;0;66,76;79,61;71,33;49,35;70,86;88,03;93,46;66,08;78,21;76,14;56,96;74,00;19,15;59,05;76,20;43,00;269941,87;1916750,47;3010575,41;719540,98;5916808,74;6865386,21;44538,21;1709339011
3530805;Mogi Mirim;SP;SE;0;0;0;66,39;79,73;72,27;47,16;77,07;85,46;91,93;64,47;80,35;77,54;60,87;70,31;24,99;54,97;59,19;49,48;215753,19;1540839,88;2918109,02;544512,08;5219214,17;6313563,84;67095,62;1935926208
3530904;Mombuca;SP;SE;0;0;0;63,59;85,40;65,85;39,51;78,59;91,51;88,76;82,72;80,39;68,90;45,44;68,68;21,24;49,93;52,48;34,40;24900,34;30102,07;35638,20;25990,34;116630,94;124517,47;35344,16;13282632,45
3531001;Monções;SP;SE;0;0;0;66,28;83,90;70,07;44,86;59,94;93,78;97,90;83,96;84,62;68,06;60,38;67,22;25,27;60,25;46,33;47,62;8345,98;6710,65;19728,28;18772,31;53557,22;58262,06;25620,96;13509403,64
3531100;Mongaguá;SP;SE;0;0;0;60,46;77,57;71,17;32,62;67,03;86,69;90,13;66,44;76,50;84,67;55,32;68,19;27,12;42,43;35,52;25,42;6363,22;139857,34;717173,34;315587,70;1178981,60;1254605,29;21421,71;116392288,7
3531209;Monte Alegre do Sul;SP;SE;0;0;0;61,66;78,85;67,50;38,63;75,76;83,50;81,25;74,90;79,56;66,05;56,39;68,01;26,23;53,85;49,18;25,27;64320,06;22128,04;95325,89;43868,36;225642,34;252217,89;30829,71;43020569,42
3531308;Monte Alto;SP;SE;0;0;0;66,27;83,50;69,82;45,49;72,23;96,21;97,57;67,98;81,35;70,27;58,36;69,32;29,75;62,05;47,00;43,14;259964,85;623780,46;1018818,59;228706,03;2131269,93;2435240,08;47713,32;441866244,6
3531407;Monte Aprazível;SP;SE;0;0;0;63,79;80,63;68,64;42,10;67,42;92,63;98,23;64,22;81,81;70,12;54,55;68,08;24,73;54,46;52,74;36,47;89782,70;167344,10;325577,15;119768,95;702472,90;766600,05;29885,78;110529231,2
3531506;Monte Azul Paulista;SP;SE;0;0;0;63,22;80,87;68,44;40,34;65,31;91,37;97,67;69,12;79,27;68,64;58,85;67,02;46,20;52,23;27,88;35,06;48168,40;53560,15;370222,63;99277,86;571229,04;639162,50;33768,09;150100909,7
3531605;Monte Castelo;SP;SE;0;0;0;66,46;85,19;66,38;47,81;77,56;86,07;90,59;86,55;83,65;68,05;41,32;72,48;34,00;44,39;74,90;37,96;45649,68;4061,50;49311,35;23245,80;122268,33;128087,83;30746,00;8826105,59
3531704;Monteiro Lobato;SP;SE;0;0;0;58,13;73,87;66,27;34,24;63,22;62,20;87,31;82,77;72,11;66,37;59,67;66,93;26,11;41,37;43,41;26,09;4866,79;10007,29;36349,70;24468,21;75691,99;83030,47;17520,67;9992926,31
3531803;Monte Mor;SP;SE;0;0;0;64,94;80,19;69,96;44,65;71,00;93,11;91,69;64,96;76,85;72,42;60,92;69,66;29,45;46,22;66,40;36,55;88146,89;2105530,84;1150537,98;292570,34;3636786,05;4317763,59;69972,02;973012735
3531902;Morro Agudo;SP;SE;0;0;0;63,48;79,57;68,78;42,08;67,41;95,40;93,63;61,83;80,71;71,08;54,88;68,46;18,51;65,09;49,40;35,31;191536,34;293312,42;471700,13;161933,12;1118482,01;1225918,09;36487,83;122340002,7
3532009;Morungaba;SP;SE;0;0;0;64,21;80,71;70,52;41,41;79,20;85,16;89,47;69,00;73,55;74,70;60,51;73,34;23,82;51,70;55,31;34,82;27003,63;256012,46;186841,75;67703,80;537561,64;633323,99;45445,18;116528849,4
3532058;Motuca;SP;SE;0;0;0;63,52;84,10;69,22;37,23;73,14;83,77;95,53;83,96;72,67;68,04;68,57;67,61;11,62;53,38;59,08;24,86;36173,63;14866,37;36679,59;26838,30;114557,89;120695,87;24983,62;12059910,46
3532108;Murutinga do Sul;SP;SE;0;0;0;64,11;79,05;70,66;42,62;62,98;75,60;93,15;84,46;82,37;69,18;66,22;64,88;24,41;48,93;68,30;28,84;26037,35;2087,38;28329,26;28301,06;84755,04;88027,07;19453,50;7865177,89
3532157;Nantes;SP;SE;0;0;0;64,71;86,00;65,68;42,45;69,36;96,45;96,31;81,88;84,09;66,30;47,70;64,65;25,77;49,38;56,58;38,07;36995,99;2573,65;65532,62;24665,29;129767,55;142300,89;44261,55;6223508,46
3532207;Narandiba;SP;SE;0;0;0;63,85;86,11;66,08;39,36;67,09;94,90;96,76;85,69;79,82;69,03;58,85;56,64;15,69;44,82;47,73;49,21;36387,63;301693,83;176032,07;41936,44;556049,98;639075,52;129106,16;20270148,02
3532306;Natividade da Serra;SP;SE;0;0;0;55,98;66,65;66,73;34,56;77,14;46,94;80,40;62,12;80,50;56,00;69,67;60,75;15,85;44,80;58,63;18,97;14285,49;2820,60;35587,37;36722,85;89416,32;93391,14;14098,90;11911705,32
3532405;Nazaré Paulista;SP;SE;0;0;0;55,65;67,22;63,77;35,96;72,35;47,77;89,21;59,54;81,66;62,57;42,31;68,54;22,27;38,53;50,41;32,62;25909,52;87914,19;204046,84;94917,66;412788,21;465370,93;24667,18;104172422,3
3532504;Neves Paulista;SP;SE;0;0;0;63,08;83,26;69,87;36,09;75,87;85,79;95,45;75,92;79,63;71,20;59,56;69,10;27,33;57,77;34,76;24,50;36596,52;48014,71;123245,18;37967,58;245823,99;276247,70;30979,89;39614105,18
3532603;Nhandeara;SP;SE;0;0;0;61,02;81,49;66,23;35,35;69,03;87,31;93,74;75,88;84,63;66,13;50,20;63,97;25,27;45,74;36,41;33,99;62082,02;49513,98;170199,33;60295,36;342090,68;367776,64;31773,36;28275063
