IBGE;IPSAMZ18;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1304237;57,41;70,93;55,18;46,10;90,15;33,95;86,24;73,40;44,81;4,32;91,17;80,42;34,00;61,35;79,19;9,88;19,65;2,73;7,16;10,75;4,37;22,63;19,50;52,44;52,46;89,78;98,48;94,39;11,74;4,00;5,37;2,00;1,79;3,00;33,30;56,10;3,65;16,50;0,40;0,83;25,47;6,69;7,86;26,87;10,66;31,99;5,37;43,04;1,39;9,08;9,19;0,21;63,64;0,05;7,00;8,00;1,00;31,22;24,47;18,34;1,97;2,00;38,02;23,23;2,00;16,61;8,41
1304260;53,26;76,35;52,89;30,54;91,06;62,95;86,36;65,03;40,80;5,77;87,39;77,58;7,79;52,69;56,60;5,08;24,02;0,00;7,47;7,39;3,84;71,79;37,60;62,72;63,57;88,20;94,89;92,06;17,66;4,00;7,44;3,00;4,98;5,60;40,30;60,10;3,70;14,80;0,46;0,75;38,63;6,99;7,39;44,31;66,47;22,16;7,47;32,71;2,54;3,13;43,45;9,04;66,67;0,30;2,00;0,00;2,00;38,14;169,43;59,16;2,04;2,00;154,36;89,64;3,00;8,04;4,62
1304302;61,74;78,40;61,94;44,89;90,37;80,22;93,24;49,78;67,14;7,62;86,22;86,80;8,56;65,70;99,54;5,75;14,81;3,56;12,21;6,15;4,60;88,26;5,58;100,00;77,40;95,48;99,21;96,37;22,53;5,00;10,20;4,00;12,24;0,80;20,80;49,80;4,95;3,50;0,78;1,51;38,77;15,13;12,30;30,76;110,73;24,61;6,15;56,74;1,22;0,37;21,28;1,04;81,82;0,31;2,00;0,00;2,00;27,04;8,47;21,11;0,00;1,00;4,03;44,12;1,00;9,78;4,83
1304401;55,76;73,90;56,08;37,32;89,96;63,99;90,21;51,43;58,68;8,36;87,71;69,55;18,06;52,56;74,72;3,94;19,05;0,00;6,39;21,68;3,71;69,83;56,54;60,23;71,36;94,48;98,29;91,74;31,35;5,00;10,35;4,00;2,92;3,00;25,40;43,20;4,30;9,10;0,41;0,38;30,88;26,22;17,34;39,02;52,03;34,68;0,00;0,00;3,46;0,36;6,58;4,39;72,73;0,09;3,00;4,00;1,00;34,60;73,79;72,38;0,00;1,00;57,12;50,05;3,00;6,28;3,57
1400027;48,61;55,64;55,02;35,18;75,99;50,54;63,94;32,08;59,48;2,27;73,80;84,54;17,80;56,34;50,21;16,37;42,25;3,14;15,63;62,52;2,99;66,20;74,47;23,44;39,30;66,51;77,52;65,74;22,17;5,00;47,82;6,00;24,04;2,30;27,00;37,00;4,25;6,80;0,54;1,00;15,34;0,92;15,63;46,89;70,33;70,33;39,07;63,52;1,30;7,90;56,86;17,91;88,89;0,89;6,00;0,00;3,00;34,93;14,68;80,28;3,75;3,00;148,14;88,20;3,00;22,92;16,70
1400050;49,70;51,77;56,27;41,06;75,04;47,43;57,84;26,78;61,56;4,63;68,69;90,22;25,80;57,21;70,26;10,97;57,03;1,90;12,89;51,58;4,30;57,61;40,73;38,45;42,08;53,55;67,90;62,66;164,26;6,00;156,27;6,00;19,20;1,80;31,30;26,00;4,10;6,20;0,78;1,50;32,92;2,32;38,68;58,03;70,92;122,50;19,34;80,31;3,20;4,09;83,81;12,85;66,67;1,73;10,00;0,00;3,00;30,42;117,41;82,89;0,66;2,00;116,83;21,09;2,00;16,32;10,61
1400100;64,19;78,37;67,79;46,41;94,18;89,82;95,62;33,85;75,25;36,79;81,34;77,79;29,29;78,39;20,94;57,00;13,35;0,28;0,25;11,77;3,36;95,38;53,08;97,73;96,57;94,81;93,62;97,46;59,81;6,00;34,24;5,00;23,31;1,20;14,60;25,10;5,00;5,90;31,82;41,02;113,30;15,30;28,56;66,13;90,43;24,55;6,01;24,77;0,37;0,75;2,47;0,41;71,43;3,94;2,00;9,00;9,00;19,42;127,02;57,84;11,21;4,00;260,84;171,00;4,00;87,98;53,24
1400159;47,93;55,80;52,99;35,00;82,76;51,68;51,15;37,61;60,73;6,96;71,76;72,52;9,01;61,06;56,95;12,97;39,79;3,08;12,24;32,23;2,27;56,56;37,48;51,65;28,46;63,49;56,06;51,37;73,01;6,00;19,00;4,00;46,00;2,90;27,80;28,90;4,10;9,20;4,88;6,15;26,83;4,24;48,35;64,47;64,47;48,35;32,23;21,11;4,94;3,25;77,75;15,58;77,78;1,06;2,00;0,00;3,00;29,18;105,42;56,76;2,62;2,00;151,27;88,78;3,00;19,84;12,22
1400175;51,42;54,91;52,46;46,89;89,54;42,31;66,13;21,66;60,64;5,18;79,76;64,25;33,90;63,78;82,07;7,82;17,05;2,84;6,20;21,82;3,51;46,12;9,01;50,89;24,23;70,05;86,86;71,65;70,01;6,00;46,45;6,00;48,03;3,10;22,70;31,20;3,80;7,10;4,49;4,60;17,56;3,24;27,27;54,54;98,17;27,27;16,36;7,23;20,58;3,60;139,47;13,77;77,78;1,34;8,00;6,00;4,00;28,41;29,77;63,92;0,19;2,00;12,58;11,97;2,00;11,32;7,76
1400209;47,31;63,03;54,25;24,66;80,20;66,57;78,99;26,35;51,47;13,23;82,29;69,99;11,32;60,64;16,50;10,18;51,60;3,80;18,24;18,24;3,89;68,01;48,87;71,78;60,91;64,94;95,74;87,35;78,29;6,00;80,10;6,00;21,59;4,00;33,40;39,20;4,00;12,60;12,59;14,44;41,31;3,95;9,12;54,73;82,09;41,05;12,48;36,25;2,44;6,94;414,62;28,20;81,82;1,07;3,00;0,00;4,00;32,43;61,77;67,08;9,98;4,00;300,00;277,28;4,00;15,28;9,76
1400233;54,05;64,46;56,22;41,47;89,31;56,01;76,30;36,23;56,21;8,66;80,49;79,52;16,41;66,87;77,29;5,30;16,39;7,19;10,72;9,83;3,40;51,68;87,36;48,78;49,91;66,35;90,13;89,31;52,31;6,00;33,28;5,00;9,91;3,80;25,90;32,20;3,95;11,40;2,40;4,90;52,87;4,37;49,17;49,17;98,34;9,83;10,92;54,38;8,55;5,98;167,93;13,47;88,89;4,12;4,00;0,00;2,00;22,40;61,16;27,87;0,00;1,00;117,37;34,46;2,00;8,01;5,06
1400282;55,32;65,89;57,83;42,23;85,51;67,24;81,64;29,19;45,48;9,82;90,74;85,28;13,63;63,26;86,32;5,70;25,97;0,00;8,62;25,86;6,62;70,27;75,94;60,41;61,16;81,50;88,49;88,98;66,55;6,00;42,85;6,00;5,66;5,70;35,90;34,60;3,55;16,60;9,24;9,50;33,29;3,68;8,37;33,47;33,47;11,49;8,62;74,40;6,68;5,53;223,52;10,95;77,78;1,55;4,00;0,00;3,00;24,68;79,16;63,64;0,00;1,00;37,75;29,53;2,00;7,55;6,08
1400308;53,86;66,17;58,63;36,76;89,73;67,45;83,02;24,48;68,02;12,14;75,30;79,07;22,46;65,79;54,29;4,51;16,18;3,25;7,74;16,80;4,04;72,27;55,12;66,75;70,72;72,47;93,86;90,02;50,05;6,00;45,26;6,00;32,12;1,00;20,30;22,90;4,10;9,00;10,53;11,64;44,29;4,25;11,20;72,82;117,63;50,41;22,41;59,96;14,39;3,75;263,56;13,69;63,64;5,31;7,00;0,00;5,00;28,16;21,16;66,34;1,76;2,00;174,80;53,30;3,00;6,35;4,57
1400407;50,07;54,66;60,30;35,24;90,52;42,36;34,28;51,47;53,73;3,35;86,83;97,28;14,54;56,44;58,88;11,12;26,51;2,26;9,44;8,86;1,74;53,11;35,31;32,86;20,25;41,47;34,74;37,08;56,32;6,00;8,99;3,00;11,94;2,90;25,00;41,00;3,70;10,50;0,41;1,29;24,06;1,42;26,57;35,43;44,29;8,86;13,58;96,52;0,29;0,00;57,55;12,13;77,78;0,18;5,00;0,00;1,00;28,43;188,48;55,42;1,12;2,00;134,25;85,74;3,00;17,38;10,26
1400456;55,49;67,01;64,68;34,77;87,20;44,33;58,50;78,01;66,66;5,29;88,95;97,82;5,83;62,01;62,89;8,36;39,47;2,94;0,00;22,99;1,98;42,27;53,12;43,26;38,89;50,66;74,54;63,39;8,68;3,00;5,97;2,00;10,47;2,40;22,00;31,50;4,50;5,20;0,91;2,44;33,51;3,73;18,58;11,49;80,46;11,49;11,49;98,10;1,01;0,69;48,17;8,99;55,56;1,09;1,00;0,00;3,00;26,84;125,08;57,89;0,58;2,00;181,88;33,49;2,00;12,04;8,32
1400472;53,13;56,50;57,59;45,30;92,44;43,16;66,39;24,01;60,37;12,38;84,28;73,34;20,71;69,52;75,58;15,37;8,88;1,78;3,39;16,58;4,34;44,20;12,36;53,92;53,81;54,70;59,00;90,78;57,27;6,00;40,26;6,00;34,78;1,90;27,00;30,20;4,10;12,20;10,84;12,26;41,92;5,40;33,15;49,73;89,51;13,26;3,32;28,47;3,67;6,70;144,79;10,29;81,82;2,23;7,00;0,00;4,00;24,87;36,49;30,55;0,00;1,00;132,53;29,18;2,00;21,66;15,59
1400506;57,02;74,40;58,83;37,82;92,25;70,79;86,12;48,45;62,09;13,11;80,44;79,67;31,01;65,62;47,19;7,47;8,20;0,00;0,00;18,63;6,32;67,14;84,69;69,55;63,77;85,15;94,90;93,62;44,26;6,00;8,13;3,00;28,90;2,50;21,90;32,70;3,95;10,30;7,98;8,89;68,34;4,24;24,39;36,58;48,77;73,16;12,42;47,71;12,85;2,59;94,35;3,73;88,89;1,61;12,00;0,00;2,00;22,13;48,68;41,80;0,00;1,00;300,00;42,67;3,00;11,76;6,85
1400605;56,94;74,64;53,53;42,65;93,94;68,12;83,62;52,87;63,72;8,95;82,16;59,30;10,62;64,44;83,31;12,24;9,43;0,00;0,00;12,52;4,93;68,17;38,72;79,45;62,14;80,23;95,39;89,87;14,20;4,00;16,83;4,00;29,49;1,00;21,00;21,80;3,95;15,20;3,49;4,54;56,01;3,06;21,48;50,09;62,61;12,52;25,04;0,00;38,41;2,44;127,19;9,54;66,67;1,15;3,00;0,00;2,00;21,70;145,07;42,45;0,00;1,00;64,31;18,78;2,00;17,77;12,11
1400704;47,50;44,52;58,18;39,80;73,06;36,48;9,95;58,60;52,18;1,32;80,87;98,34;19,13;58,08;80,36;1,65;56,18;2,25;17,46;66,29;2,17;69,24;0,10;13,30;8,13;3,13;12,34;14,61;25,27;5,00;6,46;3,00;6,46;4,10;32,70;45,40;3,90;7,60;0,49;0,65;8,78;0,20;9,47;9,47;85,24;85,24;18,94;98,87;0,61;0,66;17,35;12,20;88,89;0,00;7,00;0,00;1,00;28,31;170,53;43,82;0,49;2,00;27,73;6,83;2,00;2,75;1,42
1500107;52,60;52,60;52,75;52,47;92,64;24,46;65,13;28,15;56,60;10,61;82,15;61,63;37,12;70,46;88,11;14,18;19,17;0,37;0,63;12,68;3,55;26,30;43,87;14,85;53,88;57,01;80,32;65,56;82,23;6,00;43,97;6,00;11,48;2,50;26,60;40,20;3,95;11,60;5,60;2,97;61,71;8,27;21,56;55,80;73,56;53,90;1,27;0,00;43,49;0,31;2,14;0,48;53,33;2,03;6,00;10,00;4,00;21,08;270,91;12,50;0,00;1,00;21,91;19,62;2,00;18,91;15,01
1500131;56,08;73,56;47,59;47,10;86,84;83,68;92,94;30,77;55,33;8,49;76,04;50,48;18,21;62,20;98,91;9,10;28,17;7,04;0,00;18,06;5,05;91,76;19,00;99,57;88,58;91,10;94,85;95,60;66,73;6,00;31,48;5,00;40,61;2,10;28,10;53,60;4,35;10,90;1,03;2,15;51,65;10,93;67,26;53,81;80,71;26,90;13,81;0,00;92,08;0,16;46,56;4,47;88,89;1,35;6,00;0,00;2,00;32,39;14,02;23,94;0,00;1,00;9,63;0,00;1,00;12,31;9,54
1500206;50,65;51,83;44,28;55,84;89,93;22,74;68,07;26,57;30,43;6,26;82,90;57,53;50,37;63,04;99,42;10,54;26,21;2,02;2,40;12,59;4,16;26,04;10,91;23,56;24,35;45,33;95,93;90,36;96,52;6,00;49,22;6,00;20,40;6,30;46,00;63,80;3,50;18,70;3,27;1,40;35,11;6,31;14,39;48,57;107,93;46,77;1,80;0,00;55,49;1,35;41,86;8,03;61,54;2,04;15,00;7,00;2,00;28,02;49,64;34,38;0,00;1,00;5,10;5,38;1,00;15,81;10,11
1500305;48,56;55,26;47,70;42,73;89,55;13,32;60,83;57,35;25,34;3,27;89,07;73,10;32,48;59,95;74,05;4,44;22,73;1,24;3,43;17,85;4,52;17,56;3,41;12,34;23,11;22,69;91,31;89,54;17,27;4,00;13,67;4,00;4,29;9,70;49,40;60,60;3,00;16,60;0,19;0,61;10,40;10,40;2,55;30,60;45,90;38,25;6,04;8,38;0,35;0,41;1,89;0,13;72,73;0,00;8,00;6,00;4,00;30,37;25,75;88,12;0,00;1,00;63,01;40,41;3,00;7,21;3,93
1500347;55,45;68,70;51,39;46,27;91,07;34,65;81,69;67,40;49,52;3,61;90,87;61,55;15,10;66,01;99,08;4,88;18,60;6,13;3,67;4,89;4,14;29,65;62,05;29,72;58,39;73,24;92,88;93,81;4,00;2,00;10,99;4,00;17,10;2,20;26,50;51,20;3,45;17,00;1,36;0,66;20,74;4,39;7,29;18,23;65,62;14,58;7,91;22,57;65,42;0,58;117,32;3,27;63,64;1,65;5,00;0,00;2,00;26,51;24,10;19,07;0,00;1,00;8,12;0,00;1,00;7,08;4,83
1500404;54,23;63,39;53,86;45,46;89,90;25,27;74,88;63,50;48,32;5,48;75,40;86,23;8,61;69,76;98,45;5,02;28,27;0,91;2,66;10,57;4,60;27,78;43,30;15,41;48,52;63,41;95,46;83,08;13,24;4,00;7,07;3,00;13,57;4,60;31,80;47,40;3,80;12,80;1,11;1,01;42,74;1,59;31,70;63,39;119,74;77,48;1,76;68,41;10,72;2,32;91,05;4,98;60,00;1,63;2,00;0,00;3,00;24,29;13,87;16,43;0,00;1,00;13,72;10,50;1,00;7,73;4,71
1500503;54,48;66,24;51,35;45,85;92,79;55,16;81,27;35,73;22,80;10,73;82,82;89,04;18,42;66,54;89,00;9,44;22,82;0,00;2,93;2,93;4,16;63,27;26,86;56,89;62,83;65,05;95,53;93,87;44,21;6,00;28,32;5,00;12,70;14,60;42,40;62,30;3,05;13,50;3,90;3,80;36,80;24,45;11,73;41,04;99,68;46,91;8,80;79,09;2,56;2,62;208,66;6,03;100,00;3,66;2,00;3,00;3,00;27,38;46,55;24,97;0,00;1,00;14,12;6,13;2,00;15,60;8,19
1500602;50,76;57,60;63,56;31,11;91,45;36,78;83,47;18,72;70,94;20,50;74,94;87,87;7,43;76,37;30,69;9,95;16,08;1,21;0,87;17,45;4,57;41,70;31,32;33,30;80,60;86,50;76,90;88,71;221,77;6,00;120,10;6,00;64,54;1,10;25,40;35,30;5,15;4,10;19,62;14,75;85,13;6,88;31,42;72,43;143,99;47,12;8,73;86,55;5,49;10,76;170,53;17,23;46,67;5,87;0,00;0,00;7,00;25,33;58,22;18,50;0,49;2,00;300,00;247,09;4,00;15,11;9,43
1500701;45,59;47,19;48,03;41,54;93,48;6,18;37,16;51,95;26,37;5,21;90,41;70,12;6,99;62,42;89,76;7,00;19,88;1,17;0,00;3,42;4,22;4,47;10,61;6,40;36,15;36,62;50,40;26,44;27,92;5,00;10,33;4,00;0,00;6,50;48,10;69,40;3,15;19,50;4,65;0,76;22,28;7,01;10,25;17,08;47,82;34,16;3,47;0,10;2,67;0,26;7,62;0,21;54,55;0,07;2,00;0,00;1,00;29,36;14,97;19,53;0,00;1,00;7,36;6,03;2,00;10,93;6,46
1500800;55,47;62,18;57,46;46,78;90,01;40,98;96,14;21,58;63,58;27,69;76,69;61,86;25,07;74,57;75,83;11,66;15,49;0,63;7,16;19,41;4,70;34,41;82,33;32,42;98,16;93,69;97,79;95,38;176,08;6,00;121,16;6,00;48,47;2,30;23,30;41,00;4,45;7,90;19,30;25,66;97,39;20,54;26,57;70,49;109,31;66,91;2,64;1,95;45,81;0,00;1,40;0,00;56,00;3,92;9,00;0,00;6,00;17,63;14,06;61,30;3,41;3,00;5,03;12,18;2,00;17,72;11,05
1500859;48,73;50,47;51,93;43,77;89,62;15,31;71,30;25,65;45,70;5,75;85,52;70,77;8,17;61,20;99,37;6,34;30,16;1,59;4,91;7,17;4,25;5,87;50,34;12,47;49,18;74,05;83,28;72,73;76,61;6,00;67,02;6,00;25,55;5,20;37,80;48,50;3,75;11,90;3,02;1,27;29,04;7,62;25,10;28,68;93,22;25,10;6,14;43,91;21,86;10,76;222,51;20,65;54,55;1,44;2,00;0,00;1,00;30,95;66,89;15,71;0,00;1,00;5,53;0,00;1,00;9,45;6,13
1500909;51,72;57,65;49,85;47,66;87,12;26,51;59,90;57,08;46,41;5,04;80,05;67,88;20,20;69,10;90,07;11,26;24,60;1,04;4,35;28,26;4,81;45,96;24,66;5,09;38,27;62,36;65,52;66,95;12,87;4,00;13,09;4,00;5,84;2,30;35,70;60,30;3,70;15,00;2,36;1,51;32,82;2,17;39,13;41,31;136,96;36,96;2,17;36,83;65,77;0,03;4,35;0,40;76,92;1,93;7,00;0,00;6,00;28,24;37,67;52,51;0,00;1,00;4,62;6,64;2,00;16,12;11,27
1500958;52,69;66,31;47,21;44,55;93,30;73,05;63,16;35,70;48,22;4,59;83,84;52,21;11,45;56,49;98,99;11,28;12,47;2,49;4,85;3,19;4,52;66,38;35,57;95,17;38,02;36,77;82,88;83,65;40,26;6,00;27,93;5,00;12,89;1,80;35,80;64,30;4,30;14,40;1,27;1,22;26,32;5,68;47,87;22,34;86,16;28,72;3,19;0,38;85,68;0,45;39,31;1,59;90,91;3,11;2,00;0,00;1,00;34,41;167,22;27,18;0,00;1,00;8,87;0,00;1,00;15,49;11,68
1501006;52,64;60,55;53,22;44,17;87,05;31,63;64,84;58,67;44,21;3,39;85,92;79,35;11,49;64,37;99,51;1,33;25,00;6,25;6,20;12,22;5,59;31,55;28,39;32,96;22,09;57,91;94,96;71,47;21,81;5,00;6,11;3,00;6,10;7,10;35,90;46,80;3,40;12,10;0,09;1,09;21,61;3,86;30,51;36,61;79,33;12,20;6,20;50,49;7,63;4,60;100,68;21,38;55,56;0,37;4,00;0,00;1,00;26,25;11,01;18,75;0,00;1,00;4,34;0,00;1,00;2,13;1,19
1501105;50,04;64,09;47,10;38,94;93,70;38,54;64,37;59,75;26,21;2,76;91,12;68,30;8,46;61,43;83,19;2,70;7,23;2,15;0,00;13,04;4,71;44,84;5,49;44,19;43,22;37,68;81,58;84,72;22,26;5,00;7,73;3,00;0,00;8,30;51,20;72,90;3,65;16,70;0,65;0,24;17,13;3,69;3,26;22,82;65,20;22,82;3,33;0,00;4,84;1,84;56,60;1,43;45,45;0,07;1,00;2,00;2,00;35,99;10,56;12,84;0,00;1,00;65,38;36,55;2,00;3,89;2,68
1501204;53,35;67,47;49,32;43,26;90,57;59,01;71,02;49,28;38,62;3,71;88,61;66,35;15,91;65,40;86,16;5,58;31,75;1,74;2,11;8,43;2,83;68,91;22,50;61,90;38,48;74,17;85,64;76,57;29,56;5,00;14,24;4,00;15,07;5,30;39,80;59,00;3,65;14,40;0,93;0,72;24,29;3,46;10,54;40,05;50,58;29,51;2,11;18,31;42,80;0,95;23,15;3,90;53,85;0,73;6,00;0,00;2,00;24,92;42,12;30,32;0,00;1,00;39,10;14,98;2,00;8,41;5,34
1501253;49,44;60,34;41,38;46,61;93,02;39,40;78,74;30,19;46,03;8,39;62,99;48,11;16,77;54,92;100,00;14,75;27,03;0,00;0,00;0,00;4,24;44,06;16,38;43,02;44,06;77,50;97,81;85,31;125,74;6,00;50,50;6,00;0,00;6,20;36,30;42,30;4,00;13,70;0,43;1,25;47,05;15,51;30,21;91,30;91,30;121,73;30,21;5,74;74,16;1,77;451,33;15,11;88,89;2,11;5,00;0,00;2,00;40,82;180,54;24,49;0,00;1,00;0,00;0,00;1,00;21,25;14,69
1501303;52,61;57,55;53,53;46,76;94,18;24,09;83,89;28,03;48,11;16,99;84,39;64,61;43,04;70,75;58,65;14,61;13,00;0,46;1,60;7,22;4,09;24,21;17,59;26,47;78,16;65,93;96,00;91,59;83,76;6,00;44,41;6,00;12,17;2,10;32,40;54,40;3,80;15,40;16,81;9,72;63,83;13,04;14,44;46,52;77,00;44,91;3,21;0,00;25,73;1,13;33,30;0,29;66,67;8,09;6,00;10,00;3,00;21,68;23,00;19,87;0,00;1,00;115,88;172,43;4,00;24,57;12,43
1501402;60,91;70,98;63,86;47,89;88,44;75,06;91,38;29,04;61,96;58,03;69,29;66,15;25,46;79,11;37,53;49,45;15,61;1,08;6,90;32,02;3,70;77,57;77,50;71,27;97,75;91,32;92,69;86,12;160,62;6,00;59,35;6,00;6,49;2,50;23,10;39,90;4,15;9,30;52,60;62,08;168,43;30,93;33,09;100,08;148,59;82,67;2,75;1,31;23,90;0,32;1,29;0,00;62,86;3,98;9,00;0,00;7,00;16,26;48,83;41,75;1,06;2,00;239,63;394,06;4,00;78,30;45,01
1501451;58,64;72,78;55,63;47,50;88,33;49,29;77,99;75,51;54,39;6,10;80,25;81,75;12,12;64,64;99,12;14,14;25,74;0,00;11,28;11,28;5,26;60,97;30,00;43,48;43,16;78,68;93,43;86,31;7,25;3,00;1,88;2,00;24,54;2,20;32,20;52,60;4,40;13,90;3,04;0,64;40,21;4,14;16,92;56,40;112,79;50,76;5,64;56,09;19,17;2,08;40,53;4,48;72,73;4,94;2,00;0,00;0,00;20,22;24,53;27,57;0,00;1,00;7,80;0,00;1,00;19,48;14,61
1501501;58,60;70,91;54,94;49,96;90,36;79,23;86,81;27,24;65,51;19,07;75,55;59,64;28,99;59,81;99,74;11,28;14,41;0,96;7,97;19,13;4,14;83,30;95,62;68,25;92,80;67,88;91,83;94,01;178,83;6,00;78,88;6,00;16,63;2,30;25,90;52,10;5,15;4,20;12,68;11,60;83,03;16,23;35,07;62,16;102,01;81,29;1,59;10,31;67,51;0,34;4,55;0,02;55,56;3,92;8,00;3,00;1,00;24,02;169,05;50,62;0,00;1,00;2,27;0,00;1,00;17,63;10,41
1501576;54,98;62,47;50,64;51,84;88,27;51,03;76,09;34,48;46,67;10,71;82,50;62,67;37,53;61,34;100,00;8,48;31,11;0,00;0,00;17,67;5,75;58,68;0,49;61,91;74,58;78,88;64,50;85,14;58,07;6,00;23,70;5,00;19,74;5,90;37,40;57,70;4,20;8,90;3,08;3,58;44,36;21,61;17,67;47,11;129,56;29,44;5,89;22,10;62,77;1,09;64,12;3,15;77,78;1,19;5,00;11,00;2,00;29,78;17,18;44,44;0,00;1,00;0,00;0,00;1,00;11,75;8,72
1501600;53,53;69,17;45,01;46,42;89,42;74,98;69,43;42,84;40,00;4,59;84,40;51,05;34,29;58,25;87,54;5,62;27,17;5,43;0,00;13,31;3,47;79,73;33,48;85,66;46,90;72,78;69,25;81,49;52,79;6,00;18,64;4,00;16,60;4,40;34,80;63,20;3,35;13,20;2,17;1,34;31,29;1,22;36,84;36,84;79,82;18,42;6,24;0,00;92,61;0,41;17,78;1,06;88,89;5,99;6,00;6,00;2,00;28,80;266,63;45,65;0,00;1,00;26,94;7,09;2,00;9,41;4,80
1501709;47,73;58,94;49,07;35,16;91,88;30,74;76,40;36,73;48,07;10,65;79,75;57,83;17,03;70,51;42,83;10,29;12,86;1,20;0,78;18,01;4,76;51,76;9,96;14,88;66,42;71,31;81,52;82,50;53,58;6,00;31,26;5,00;7,09;4,60;31,20;46,60;3,70;13,80;6,41;5,93;59,26;3,57;25,06;52,47;140,19;46,21;1,57;13,30;80,61;0,06;5,50;0,26;52,94;2,07;6,00;0,00;7,00;27,25;101,68;54,98;47,62;5,00;88,00;75,70;3,00;14,62;10,36
1501725;54,61;64,06;53,46;46,31;93,02;55,79;85,44;21,99;64,95;15,38;68,41;65,12;47,55;64,50;65,39;7,79;9,01;3,45;0,00;6,63;6,18;65,21;6,42;64,20;60,63;91,09;90,55;92,38;98,73;6,00;61,52;6,00;46,16;3,50;25,90;38,50;4,85;6,40;14,94;2,38;68,30;17,15;41,69;66,29;125,94;72,92;26,51;24,44;43,28;1,66;153,24;11,59;55,56;1,65;13,00;8,00;1,00;23,72;110,87;18,02;0,00;1,00;222,39;33,17;2,00;11,10;7,83
1501758;52,26;61,00;49,36;46,40;91,09;58,35;69,19;25,38;46,63;14,79;83,15;52,88;14,60;60,26;100,00;10,74;21,51;0,00;0,00;13,55;5,38;69,12;17,89;61,78;50,66;78,42;62,53;79,60;66,20;6,00;76,67;6,00;27,06;6,10;29,20;50,50;3,60;11,40;5,14;1,29;49,52;41,58;27,10;13,55;40,65;67,75;13,69;3,34;83,05;0,51;83,88;1,89;88,89;2,03;4,00;0,00;1,00;25,81;307,03;20,43;0,00;1,00;0,00;0,00;1,00;15,87;10,44
1501782;51,49;56,84;48,73;48,91;89,93;20,29;80,42;36,71;44,97;5,22;89,70;55,05;22,18;65,79;100,00;7,65;24,20;1,18;1,54;13,63;5,21;27,72;30,28;7,96;68,29;85,56;73,72;90,06;48,35;6,00;30,12;5,00;7,19;4,80;34,00;55,30;4,00;12,70;0,76;1,17;31,29;7,03;16,66;33,31;69,65;7,57;3,03;0,00;71,70;1,22;25,10;1,14;69,23;2,24;8,00;0,00;3,00;30,57;16,09;19,11;0,00;1,00;0,00;0,00;1,00;11,39;7,40
1501808;48,91;47,85;49,06;49,82;92,59;19,56;42,29;36,95;30,00;8,05;85,91;72,26;17,11;70,69;99,84;11,63;19,83;1,10;1,95;6,82;4,13;17,51;9,45;25,81;40,09;26,17;71,07;31,31;46,45;6,00;22,49;5,00;5,87;5,90;47,00;60,80;3,60;21,70;8,92;1,67;36,86;5,92;10,71;39,92;80,82;34,08;5,84;9,90;5,69;0,70;2,61;1,03;88,24;0,13;6,00;0,00;5,00;28,39;17,43;22,51;0,00;1,00;1,37;10,40;1,00;17,41;11,19
1501907;48,77;54,01;46,07;46,24;86,24;37,20;65,07;27,53;42,20;5,48;80,83;55,78;23,59;62,51;88,65;10,20;16,91;4,23;4,75;34,33;5,12;40,74;18,54;40,40;33,42;69,14;80,17;68,86;93,73;6,00;50,66;6,00;15,01;4,70;35,80;61,90;3,90;13,90;2,03;1,47;36,23;3,14;27,46;58,36;130,44;34,33;0,00;0,00;67,12;1,20;24,09;3,95;72,73;1,73;4,00;5,00;2,00;24,95;22,17;58,14;0,00;1,00;17,17;14,79;2,00;13,73;10,73
1501956;47,71;52,27;48,36;42,49;91,52;20,30;55,23;42,03;40,91;4,04;93,51;54,99;7,89;58,10;99,02;4,94;12,86;6,19;3,01;8,85;4,34;24,66;19,44;15,67;34,07;48,19;63,46;67,45;34,78;5,00;28,86;5,00;11,93;4,50;31,20;52,50;3,10;17,80;3,79;2,07;12,39;5,43;5,90;32,45;29,50;2,95;2,95;0,00;60,77;2,89;135,85;2,23;54,55;1,12;2,00;0,00;3,00;37,30;68,90;45,98;0,00;1,00;8,64;0,00;1,00;6,95;5,01
1502004;52,92;62,33;51,52;44,91;95,35;21,39;66,27;66,30;43,45;5,22;87,55;69,85;22,83;55,13;97,86;3,82;3,03;0,00;4,21;8,42;4,40;23,21;39,85;12,15;28,65;64,51;84,57;75,87;20,53;5,00;2,82;2,00;7,07;5,70;36,00;48,10;3,55;12,60;3,14;1,58;29,44;3,83;12,62;46,28;71,53;16,83;4,26;0,00;2,80;0,09;10,86;2,73;63,64;0,89;9,00;0,00;2,00;30,91;154,59;76,36;0,00;1,00;18,85;29,85;1,00;5,41;3,85
