IBGE;MUNIC;FBE3114;FBE3115;FBE3116;FBE3117;FBE3118;FBE3119;FBE3120;FBE3121;FBE3122;FBE3123;FBE3214;FBE3215;FBE3216;FBE3217;FBE3218;FBE3219;FBE3220;FBE3221;FBE3222;FBE3223;FBE3314;FBE3315;FBE3316;FBE3317;FBE3318;FBE3319;FBE3320;FBE3321;FBE3322;FBE3323;FBE3414;FBE3415;FBE3416;FBE3417;FBE3418;FBE3419;FBE3420;FBE3421;FBE3422;FBE3423;FBE3514;FBE3515;FBE3516;FBE3517;FBE3518;FBE3519;FBE3520;FBE3521;FBE3522;FBE3523
1702554;Augustinópolis;68,63;45,76;74,35;68,63;120,11;68,63;57,20;34,32;80,07;51,48;51,48;68,63;80,07;85,79;108,67;68,63;74,35;74,35;62,91;74,35;205,90;200,18;240,2196294;165,8659346;200,1830245;200,18;160,15;171,59;217,34;205,90;28,60;17,16;34,32;57,20;45,76;45,76;74,35;62,91;62,91;51,48;5,72;11,44;11,43902997;0;11,43902997;17,15854496;11,43902997;0;22,87805994;5,719514985
1702703;Aurora do Tocantins;29,92;59,84;59,84;59,84;0,00;89,77;29,92;59,84;149,61;29,92;0,00;59,84;89,77;179,53;149,61;59,84;89,77;119,69;89,77;29,92;209,46;209,46;209,4554159;269,2998205;209,4554159;149,61;149,61;329,14;209,46;89,77;59,84;59,84;119,69;29,92;119,69;59,84;119,69;89,77;29,92;89,77;0,00;0,00;0;0;0;0;0;0;29,92220227;0
1702901;Axixá do Tocantins;38,98;29,23;38,98;87,70;68,21;87,70;87,70;77,96;87,70;29,23;87,70;77,96;38,98;77,96;97,45;68,21;29,23;68,21;77,96;87,70;243,62;136,43;263,1066069;321,5747418;331,3194309;272,85;263,11;321,57;350,81;282,60;58,47;68,21;68,21;29,23;19,49;58,47;58,47;38,98;77,96;68,21;0,00;9,74;19,48937829;9,744689144;0;9,744689144;0;0;0;9,744689144
1703008;Babaçulândia;76,14;25,38;76,14;50,76;12,69;25,38;50,76;63,45;50,76;50,76;50,76;38,07;76,14;76,14;76,14;114,21;88,83;126,90;203,05;76,14;279,19;215,74;203,0456853;177,6649746;228,4263959;228,43;126,90;190,36;164,97;164,97;50,76;88,83;38,07;38,07;25,38;88,83;38,07;25,38;63,45;63,45;12,69;12,69;0;0;0;25,38071066;12,69035533;25,38071066;12,69035533;38,07106599
1703057;Bandeirantes do Tocantins;0,00;29,35;0,00;0,00;0,00;29,35;0,00;0,00;29,35;58,70;58,70;117,41;58,70;88,05;29,35;88,05;29,35;58,70;29,35;29,35;88,05;264,16;88,05400646;264,1620194;88,05400646;58,70;176,11;176,11;176,11;234,81;29,35;29,35;0,00;88,05;88,05;117,41;88,05;88,05;58,70;58,70;0,00;0,00;0;0;0;0;0;0;0;0
1703073;Barra do Ouro;0,00;67,02;0,00;44,68;67,02;22,34;44,68;22,34;0,00;22,34;22,34;67,02;44,68;67,02;44,68;67,02;44,68;22,34;156,39;44,68;156,39;223,41;223,4137623;156,3896336;223,4137623;134,05;245,76;156,39;290,44;268,10;22,34;0,00;0,00;89,37;0,00;22,34;44,68;0,00;44,68;134,05;0,00;0,00;0;0;0;0;0;44,68275246;67,02412869;0
1703107;Barrolândia;103,18;20,64;82,54;82,54;41,27;61,91;61,91;103,18;61,91;61,91;226,99;61,91;123,81;206,36;103,18;144,45;123,81;144,45;20,64;82,54;247,63;309,53;309,533636;268,2624845;309,533636;247,63;392,08;206,36;288,90;185,72;61,91;20,64;144,45;41,27;82,54;144,45;41,27;185,72;144,45;103,18;0,00;20,64;20,63557573;0;20,63557573;20,63557573;20,63557573;61,9067272;0;20,63557573
1703206;Bernardo Sayão;0,00;23,65;23,65;0,00;70,94;47,29;0,00;47,29;0,00;0,00;23,65;47,29;70,94;47,29;47,29;94,59;94,59;70,94;0,00;189,17;165,52;165,52;283,7550248;212,8162686;236,4625207;260,11;70,94;189,17;260,11;118,23;0,00;47,29;118,23;0,00;47,29;47,29;23,65;23,65;47,29;94,59;0,00;0,00;0;0;0;0;0;0;0;23,64625207
1703305;Bom Jesus do Tocantins;24,80;49,59;74,39;49,59;0,00;74,39;24,80;0,00;123,98;123,98;49,59;74,39;74,39;24,80;74,39;49,59;24,80;0,00;74,39;123,98;148,77;148,77;74,38631292;173,5680635;223,1589388;272,75;247,95;99,18;49,59;148,77;0,00;24,80;99,18;49,59;49,59;24,80;24,80;74,39;0,00;24,80;0,00;0,00;0;0;49,52947003;0;0;74,29420505;99,05894007;0
1703602;Brasilândia do Tocantins;0,00;50,66;0,00;0,00;0,00;50,66;101,32;50,66;0,00;101,32;0,00;0,00;50,66;151,98;151,98;151,98;50,66;253,29;0,00;101,32;101,32;101,32;405,2684904;151,9756839;151,9756839;50,66;151,98;354,61;253,29;354,61;101,32;0,00;0,00;50,66;0,00;50,66;50,66;0,00;101,32;50,66;0,00;50,66;0;0;0;0;0;50,6585613;0;50,6585613
1703701;Brejinho de Nazaré;63,49;63,49;0,00;105,82;21,16;42,33;211,64;21,16;169,31;42,33;63,49;21,16;84,66;190,48;63,49;126,98;21,16;126,98;190,48;84,66;232,80;296,30;211,6402116;317,4603175;338,6243386;253,97;275,13;211,64;317,46;126,98;84,66;21,16;42,33;42,33;21,16;63,49;105,82;63,49;63,49;21,16;0,00;0,00;0;0;0;42,32804233;84,65608466;21,16402116;42,32804233;0
1703800;Buriti do Tocantins;48,51;48,51;58,21;38,81;19,40;29,11;58,21;29,11;29,11;29,11;58,21;58,21;58,21;135,83;29,11;48,51;87,32;77,62;29,11;67,92;145,53;261,96;106,7235859;194,0428835;174,6385951;155,23;184,34;164,94;242,55;242,55;38,81;29,11;19,40;19,40;77,62;97,02;38,81;58,21;67,92;67,92;0,00;9,70;9,702144174;0;0;9,702144174;0;19,40428835;9,702144174;19,40428835
1703826;Cachoeirinha;0,00;0,00;0,00;0,00;0,00;152,98;101,99;152,98;101,99;101,99;50,99;50,99;50,99;101,99;50,99;203,98;50,99;0,00;50,99;50,99;254,97;203,98;203,9775625;254,9719531;101,9887812;305,97;560,94;356,96;254,97;254,97;101,99;50,99;50,99;50,99;0,00;0,00;0,00;0,00;50,99;101,99;0,00;0,00;0;0;0;50,99439062;0;0;0;0
1703867;Cariri do Tocantins;0,00;0,00;24,96;49,91;74,87;49,91;124,78;24,96;24,96;0,00;24,96;49,91;74,87;74,87;49,91;74,87;74,87;49,91;99,83;124,78;74,87;49,91;49,91265286;199,6506114;274,5195907;174,69;99,83;149,74;174,69;249,56;74,87;74,87;0,00;0,00;0,00;99,83;24,96;24,96;74,87;74,87;0,00;0,00;24,95632643;0;0;0;0;0;24,95632643;74,86897929
1703883;Carmolândia;0,00;45,43;0,00;90,87;0,00;0,00;45,43;90,87;0,00;0,00;45,43;45,43;181,74;45,43;45,43;227,17;0,00;136,30;90,87;227,17;227,17;272,60;136,3016811;227,1694684;227,1694684;181,74;227,17;181,74;181,74;181,74;0,00;45,43;0,00;0,00;45,43;136,30;0,00;90,87;90,87;0,00;0,00;0,00;0;0;0;0;0;0;0;0
1703891;Carrasco Bonito;30,14;0,00;60,28;150,69;90,42;60,28;0,00;150,69;60,28;0,00;60,28;60,28;30,14;60,28;30,14;90,42;60,28;120,55;150,69;60,28;150,69;210,97;150,6931887;150,6931887;301,3863773;301,39;210,97;210,97;421,94;120,55;0,00;90,42;30,14;30,14;0,00;30,14;0,00;0,00;0,00;90,42;0,00;0,00;0;0;0;30,13863773;0;30,13863773;0;0
1704105;Centenário;93,85;46,93;46,93;46,93;46,93;0,00;0,00;0,00;46,93;140,78;93,85;46,93;46,93;93,85;46,93;46,93;0,00;46,93;93,85;0,00;187,71;234,63;234,6316283;516,1895824;187,7053027;281,56;140,78;140,78;281,56;140,78;0,00;0,00;0,00;0,00;0,00;46,93;46,93;93,85;93,85;140,78;0,00;0,00;0;0;0;0;0;0;0;0
1704600;Chapada de Areia;0,00;133,24;0,00;0,00;66,62;133,24;0,00;66,62;66,62;66,62;133,24;66,62;66,62;133,24;0,00;133,24;66,62;66,62;0,00;133,24;66,62;133,24;199,8667555;333,1112592;199,8667555;333,11;199,87;266,49;199,87;133,24;66,62;66,62;0,00;66,62;66,62;0,00;0,00;66,62;0,00;0,00;0,00;0,00;0;0;133,2445037;0;0;0;0;0
1705102;Chapada da Natividade;64,16;0,00;32,08;0,00;32,08;0,00;128,33;32,08;32,08;0,00;64,16;96,25;64,16;0,00;64,16;96,25;128,33;96,25;96,25;128,33;192,49;64,16;32,08213025;128,328521;128,328521;224,57;192,49;288,74;160,41;128,33;64,16;0,00;96,25;32,08;32,08;32,08;64,16;96,25;192,49;160,41;32,08;0,00;0;0;0;0;0;0;0;0
1705508;Colinas do Tocantins;26,29;29,21;32,13;29,21;49,66;35,05;49,66;32,13;46,74;37,98;75,95;84,71;78,87;78,87;58,42;78,87;67,19;84,71;64,27;99,32;166,51;154,82;140,2155815;265,8253732;163,584845;148,98;198,64;213,24;213,24;198,64;43,82;49,66;32,13;37,98;35,05;52,58;78,87;70,11;90,56;43,82;20,45;5,84;8,763473841;0;11,68463179;14,60578974;11,68463179;5,842315894;17,52694768;8,763473841
1705557;Combinado;42,05;42,05;0,00;84,10;21,03;42,05;63,08;21,03;0,00;0,00;21,03;42,05;42,05;42,05;84,10;84,10;84,10;105,13;63,08;147,18;147,18;231,29;84,10428932;84,10428932;189,234651;126,16;252,31;273,34;168,21;147,18;42,05;63,08;21,03;63,08;105,13;63,08;42,05;21,03;168,21;21,03;0,00;0,00;0;0;0;42,05214466;21,02607233;0;0;0
1705607;Conceição do Tocantins;0,00;0,00;25,73;51,45;25,73;77,18;25,73;25,73;25,73;25,73;51,45;102,91;128,63;77,18;77,18;51,45;51,45;77,18;102,91;205,81;128,63;102,91;128,6339079;102,9071263;180,0874711;180,09;154,36;231,54;128,63;154,36;51,45;25,73;25,73;0,00;128,63;128,63;25,73;51,45;77,18;25,73;0,00;0,00;0;0;0;25,72678158;0;0;0;25,72678158
1706001;Couto Magalhães;18,76;0,00;56,27;75,03;37,52;56,27;18,76;0,00;37,52;0,00;18,76;93,79;56,27;75,03;93,79;75,03;18,76;75,03;131,31;93,79;112,55;112,55;168,8238604;75,03282686;187,5820672;243,86;281,37;243,86;150,07;168,82;37,52;75,03;56,27;0,00;56,27;93,79;112,55;37,52;75,03;75,03;0,00;0,00;0;0;0;18,75820672;0;0;0;0
1706100;Cristalândia;31,39;31,39;78,48;94,18;109,87;31,39;31,39;78,48;62,78;15,70;94,18;109,87;62,78;62,78;156,96;94,18;109,87;156,96;31,39;141,27;313,92;172,66;298,2263381;251,1379689;219,7457228;188,35;172,66;251,14;188,35;141,27;62,78;172,66;15,70;62,78;78,48;125,57;141,27;109,87;125,57;188,35;0,00;0,00;31,39224612;47,08836917;0;15,69612306;15,69612306;0;0;0
1706258;Crixás do Tocantins;68,03;0,00;0,00;136,05;68,03;68,03;0,00;0,00;68,03;0,00;0,00;204,08;0,00;68,03;0,00;68,03;136,05;0,00;136,05;136,05;204,08;136,05;136,0544218;136,0544218;68,02721088;204,08;136,05;340,14;136,05;204,08;68,03;0,00;68,03;0,00;68,03;0,00;0,00;68,03;68,03;0,00;0,00;0,00;0;0;0;0;0;0;68,02721088;0
1706506;Darcinópolis;17,16;51,48;0,00;51,48;17,16;34,32;34,32;17,16;0,00;51,48;17,16;0,00;85,81;17,16;102,97;51,48;85,81;85,81;34,32;68,65;137,29;102,97;154,4534066;188,7763858;102,9689377;291,75;223,10;188,78;205,94;102,97;51,48;34,32;68,65;34,32;68,65;51,48;34,32;34,32;17,16;17,16;0,00;0,00;0;17,16148962;0;17,16148962;0;17,16148962;17,16148962;34,32297923
1707009;Dianópolis;33,82;39,46;22,55;39,46;39,46;28,19;28,19;50,74;22,55;45,10;135,30;67,65;56,37;62,01;56,37;73,28;95,83;56,37;107,11;112,75;124,02;202,94;140,9324088;118,3832234;140,9324088;135,30;157,84;202,94;140,93;157,84;56,37;39,46;45,10;62,01;28,19;22,55;39,46;39,46;33,82;67,65;0,00;16,91;5,637296353;16,91188906;16,91188906;11,27459271;11,27459271;5,637296353;22,54918541;11,27459271
1707108;Divinópolis do Tocantins;42,71;28,47;42,71;42,71;14,24;14,24;56,95;71,18;28,47;14,24;42,71;142,37;128,13;142,37;42,71;71,18;128,13;56,95;56,95;142,37;199,32;113,90;185,0797267;185,0797267;185,0797267;185,08;242,03;256,26;142,37;170,84;99,66;28,47;14,24;28,47;56,95;85,42;71,18;113,90;85,42;56,95;28,47;14,24;0;28,4738041;0;14,23690205;14,23690205;0;0;14,23690205
1707207;Dois Irmãos do Tocantins;63,22;15,81;15,81;0,00;15,81;15,81;15,81;15,81;47,42;31,61;110,64;63,22;142,25;110,64;63,22;94,83;94,83;126,44;63,22;63,22;205,47;173,86;126,4422317;284,4950213;79,02639482;205,47;189,66;110,64;189,66;126,44;15,81;31,61;15,81;31,61;31,61;63,22;31,61;31,61;31,61;47,42;0,00;15,81;31,61055793;0;0;0;0;15,80527896;0;31,61055793
1707306;Dueré;117,70;47,08;47,08;23,54;94,16;70,62;23,54;94,16;47,08;0,00;47,08;70,62;94,16;117,70;117,70;94,16;0,00;70,62;117,70;141,24;164,78;188,32;235,4048964;164,7834275;141,2429379;70,62;235,40;117,70;282,49;306,03;141,24;23,54;47,08;47,08;70,62;23,54;117,70;94,16;47,08;94,16;0,00;47,08;0;23,54048964;0;0;0;0;0;0
1707405;Esperantina;39,84;79,68;13,28;66,40;119,52;106,24;26,56;106,24;26,56;53,12;92,96;39,84;53,12;79,68;39,84;53,12;53,12;66,40;79,68;26,56;172,64;172,64;172,6427623;185,9229748;172,6427623;146,08;292,16;199,20;358,57;371,85;26,56;13,28;53,12;26,56;39,84;39,84;13,28;39,84;119,52;26,56;0,00;0,00;0;13,28021248;39,84063745;26,56042497;0;13,28021248;0;0
1707553;Fátima;57,69;28,84;0,00;0,00;57,69;86,53;28,84;86,53;57,69;0,00;86,53;144,22;28,84;57,69;0,00;173,06;115,37;115,37;115,37;317,28;230,75;86,53;144,2169022;173,0602827;259,590424;115,37;201,90;173,06;374,96;259,59;28,84;28,84;28,84;86,53;144,22;115,37;86,53;28,84;86,53;86,53;0,00;0,00;28,84338044;0;0;0;57,68676089;57,68676089;0;28,84338044
1707652;Figueirópolis;38,38;38,38;76,76;134,33;38,38;76,76;76,76;0,00;57,57;0,00;19,19;95,95;0,00;95,95;115,14;134,33;115,14;57,57;57,57;95,95;153,52;172,71;230,2820956;249,4722702;230,2820956;268,66;230,28;172,71;134,33;134,33;57,57;76,76;57,57;38,38;38,38;76,76;38,38;38,38;38,38;153,52;0,00;19,19;0;0;19,19017463;0;0;0;19,19017463;38,38034926
1707702;Filadélfia;12,97;25,93;38,90;38,90;25,93;12,97;77,80;12,97;38,90;51,87;116,70;38,90;12,97;38,90;155,60;77,80;77,80;77,80;77,80;116,70;272,30;233,40;220,4356846;272,3029046;181,5352697;103,73;233,40;220,44;233,40;181,54;103,73;51,87;25,93;64,83;38,90;38,90;64,83;90,77;64,83;12,97;12,97;0,00;0;0;0;12,96680498;12,96680498;25,93360996;0;12,96680498
1708304;Goianorte;21,11;21,11;21,11;0,00;42,21;42,21;0,00;105,53;126,64;21,11;21,11;63,32;63,32;21,11;105,53;105,53;63,32;42,21;42,21;105,53;274,38;147,74;253,2714225;295,4833263;232,1654707;147,74;126,64;211,06;232,17;147,74;84,42;21,11;42,21;21,11;21,11;105,53;0,00;63,32;63,32;105,53;0,00;21,11;0;63,31785564;0;21,10595188;21,10595188;63,31785564;42,21190376;42,21190376
1709005;Goiatins;16,09;32,17;16,09;80,43;32,17;24,13;48,26;48,26;32,17;56,30;16,09;24,13;32,17;72,39;80,43;24,13;64,34;56,30;32,17;88,47;168,91;184,99;144,7759994;209,120888;144,7759994;128,69;168,91;217,16;168,91;144,78;32,17;64,34;32,17;88,47;56,30;48,26;64,34;88,47;48,26;24,13;0,00;8,04;8,043111075;8,043111075;0;8,043111075;16,08622215;0;8,043111075;8,043111075
1709302;Guaraí;36,33;16,15;20,18;32,29;40,36;20,18;32,29;60,54;28,25;40,36;52,47;72,65;64,58;68,62;92,84;88,80;52,47;92,84;92,84;72,65;149,34;149,34;141,271443;185,6710394;157,4167508;145,31;193,74;169,53;137,24;226,03;40,36;32,29;56,51;36,33;60,54;40,36;64,58;44,40;72,65;72,65;0,00;12,11;8,072653885;8,072653885;12,10898083;12,10898083;4,036326942;28,2542886;8,072653885;8,072653885
1709500;Gurupi;27,02;45,81;63,44;70,48;70,48;75,18;63,44;55,21;35,24;31,72;77,53;61,09;86,93;72,83;101,03;105,73;88,10;84,58;102,20;102,20;121,00;125,70;116,2981933;151,54007;132,7444024;128,05;138,62;149,19;142,14;148,02;41,12;46,99;30,54;31,72;45,81;44,64;32,89;62,26;71,66;95,15;4,70;3,52;4,6989721;8,223201175;5,873715125;10,57268722;8,223201175;12,92217327;9,3979442;9,3979442
1709807;Ipueiras;0,00;0,00;0,00;62,89;0,00;125,79;62,89;0,00;0,00;0,00;62,89;251,57;188,68;62,89;62,89;125,79;62,89;62,89;125,79;62,89;188,68;125,79;125,7861635;125,7861635;314,4654088;125,79;188,68;314,47;251,57;0,00;125,79;125,79;0,00;62,89;125,79;62,89;62,89;0,00;125,79;62,89;0,00;0,00;0;0;0;0;0;0;0;0
1710508;Itacajá;43,99;29,33;43,99;43,99;14,66;29,33;0,00;43,99;43,99;0,00;58,66;58,66;58,66;117,32;73,32;131,98;58,66;117,32;117,32;73,32;146,65;117,32;249,3034169;146,6490688;117,319255;175,98;190,64;205,31;175,98;190,64;102,65;117,32;43,99;87,99;14,66;73,32;58,66;73,32;87,99;29,33;14,66;0,00;14,66490688;14,66490688;29,32981376;0;0;0;29,32981376;14,66490688
1710706;Itaguatins;19,33;38,67;58,00;38,67;38,67;58,00;77,34;77,34;19,33;19,33;38,67;116,01;38,67;58,00;77,34;0,00;19,33;58,00;116,01;58,00;116,01;135,34;193,3488012;270,6883217;154,679041;270,69;193,35;212,68;193,35;116,01;38,67;96,67;38,67;0,00;58,00;19,33;38,67;77,34;58,00;58,00;0,00;0,00;0;19,33488012;0;0;0;0;0;0
1710904;Itapiratins;55,91;55,91;0,00;139,78;27,96;0,00;0,00;83,87;27,96;0,00;55,91;83,87;139,78;83,87;27,96;55,91;55,91;55,91;0,00;55,91;223,65;335,48;167,7383282;195,6947162;223,6511043;195,69;139,78;279,56;195,69;307,52;0,00;27,96;55,91;55,91;0,00;111,83;55,91;111,83;55,91;0,00;0,00;0,00;0;0;0;0;0;0;0;27,95638803
1711100;Itaporã do Tocantins;41,60;41,60;41,60;0,00;0,00;0,00;83,19;0,00;0,00;0,00;124,79;124,79;83,19;0,00;0,00;124,79;166,39;41,60;83,19;0,00;332,78;83,19;166,3893511;291,1813644;207,9866889;332,78;291,18;124,79;291,18;166,39;166,39;124,79;41,60;83,19;0,00;41,60;41,60;41,60;0,00;41,60;0,00;0,00;41,59733777;0;0;41,59733777;0;0;0;41,59733777
1711506;Jaú do Tocantins;29,99;29,99;29,99;0,00;59,99;29,99;0,00;0,00;0,00;0,00;89,98;119,98;119,98;119,98;119,98;179,96;59,99;29,99;149,97;29,99;179,96;149,97;149,970006;209,9580084;179,9640072;59,99;89,98;119,98;179,96;119,98;89,98;0,00;29,99;59,99;29,99;29,99;29,99;29,99;29,99;89,98;0,00;0,00;29,9940012;0;0;0;0;0;29,9940012;0
1711803;Juarina;89,17;0,00;0,00;0,00;44,58;44,58;0,00;44,58;0,00;0,00;0,00;44,58;44,58;89,17;178,33;133,75;133,75;89,17;133,75;267,50;89,17;89,17;89,16629514;222,9157379;222,9157379;222,92;44,58;178,33;178,33;178,33;44,58;89,17;89,17;44,58;89,17;0,00;89,17;89,17;44,58;0,00;44,58;0,00;0;0;0;0;0;0;0;0
1711951;Lagoa do Tocantins;0,00;0,00;0,00;28,44;0,00;56,88;85,32;56,88;28,44;0,00;113,77;56,88;85,32;56,88;56,88;56,88;56,88;56,88;56,88;56,88;255,97;85,32;85,32423208;142,2070535;284,4141069;170,65;85,32;199,09;85,32;170,65;56,88;28,44;0,00;56,88;56,88;113,77;85,32;85,32;113,77;56,88;0,00;0,00;28,44141069;28,44141069;0;0;0;0;0;0
1712009;Lajeado;29,79;0,00;0,00;0,00;0,00;29,79;29,79;0,00;89,37;59,58;89,37;29,79;59,58;29,79;238,31;89,37;29,79;208,52;89,37;89,37;148,94;268,10;297,8850164;119,1540066;119,1540066;89,37;89,37;178,73;208,52;148,94;119,15;29,79;29,79;59,58;0,00;148,94;59,58;89,37;0,00;29,79;0,00;29,79;29,78850164;0;0;89,36550492;0;0;0;0
1712157;Lavandeira;0,00;0,00;0,00;0,00;0,00;0,00;61,50;61,50;0,00;0,00;61,50;61,50;61,50;0,00;123,00;123,00;0,00;61,50;184,50;184,50;123,00;246,00;61,50061501;123,00123;430,504305;123,00;123,00;184,50;0,00;430,50;0,00;0,00;0,00;184,50;0,00;0,00;0,00;61,50;61,50;0,00;0,00;0,00;0;0;0;0;0;0;0;0
1712405;Lizarda;0,00;0,00;0,00;0,00;33,34;33,34;33,34;0,00;0,00;0,00;33,34;33,34;33,34;200,07;66,69;0,00;33,34;0,00;66,69;33,34;133,38;100,03;200,0666889;200,0666889;200,0666889;133,38;200,07;333,44;266,76;300,10;133,38;0,00;0,00;0,00;0,00;0,00;100,03;66,69;66,69;100,03;0,00;0,00;0;0;33,34444815;0;0;0;66,6888963;0
1712454;Luzinópolis;110,42;110,42;73,61;36,81;73,61;73,61;73,61;0,00;110,42;36,81;36,81;110,42;73,61;73,61;110,42;184,03;36,81;73,61;147,22;110,42;220,83;184,03;147,2211999;184,0264998;220,8317998;73,61;147,22;294,44;220,83;294,44;36,81;0,00;0,00;73,61;73,61;36,81;0,00;36,81;36,81;36,81;0,00;0,00;0;0;0;0;0;0;0;0
1712504;Marianópolis do Tocantins;21,67;21,67;0,00;21,67;21,67;0,00;0,00;65,01;65,01;65,01;43,34;108,34;108,34;65,01;43,34;65,01;21,67;86,67;86,67;151,68;43,34;151,68;43,33694475;130,0108342;86,67388949;86,67;130,01;130,01;65,01;130,01;21,67;0,00;43,34;0,00;43,34;0,00;65,01;43,34;108,34;43,34;0,00;0,00;0;21,66847237;0;0;0;0;0;0
1712801;Maurilândia do Tocantins;32,31;96,93;0,00;64,62;96,93;161,55;64,62;32,31;64,62;96,93;96,93;129,24;0,00;96,93;64,62;32,31;96,93;0,00;64,62;64,62;161,55;129,24;129,2407108;258,4814216;96,93053312;161,55;96,93;226,17;258,48;129,24;0,00;64,62;0,00;32,31;0,00;64,62;32,31;32,31;161,55;64,62;0,00;0,00;0;0;0;0;0;32,31017771;32,31017771;0
1713205;Miracema do Tocantins;53,86;21,54;48,48;48,48;53,86;16,16;53,86;53,86;43,09;26,93;86,18;107,72;70,02;96,95;70,02;80,79;150,81;96,95;96,95;123,88;156,20;150,81;226,219972;199,2890229;150,8133147;129,27;263,92;204,68;193,90;247,76;59,25;48,48;86,18;43,09;53,86;80,79;43,09;59,25;75,41;64,63;16,16;0,00;16,15856943;5,386189809;5,386189809;5,386189809;10,77237962;0;10,77237962;21,54475924
1713304;Miranorte;31,49;62,99;55,11;31,49;70,86;55,11;47,24;39,37;15,75;31,49;125,97;118,10;55,11;110,23;110,23;118,10;181,09;94,48;102,35;78,73;204,71;181,09;141,7211243;267,6954571;204,7082907;181,09;259,82;181,09;236,20;314,94;55,11;62,99;47,24;55,11;70,86;47,24;55,11;78,73;70,86;165,34;15,75;15,75;23,62018739;7,873395796;15,74679159;15,74679159;15,74679159;31,49358318;7,873395796;15,74679159
1713601;Monte do Carmo;35,12;17,56;70,25;35,12;52,69;17,56;17,56;122,94;35,12;35,12;17,56;87,81;35,12;140,50;122,94;52,69;70,25;35,12;70,25;105,37;193,19;105,37;70,24938532;245,8728486;193,1858096;263,44;158,06;140,50;193,19;122,94;70,25;87,81;52,69;87,81;35,12;70,25;35,12;35,12;52,69;35,12;17,56;17,56;0;17,56234633;0;0;0;0;0;35,12469266
1713700;Monte Santo do Tocantins;41,74;41,74;41,74;0,00;41,74;83,47;125,21;83,47;0,00;0,00;208,68;41,74;125,21;166,94;83,47;83,47;83,47;83,47;125,21;125,21;292,15;166,94;125,2086811;250,4173623;125,2086811;83,47;292,15;250,42;250,42;208,68;83,47;41,74;41,74;41,74;0,00;125,21;41,74;0,00;125,21;41,74;41,74;0,00;0;0;0;0;0;0;0;0
1713809;Palmeiras do Tocantins;20,53;41,05;61,58;20,53;61,58;41,05;41,05;20,53;41,05;20,53;82,10;41,05;41,05;123,15;61,58;41,05;41,05;41,05;82,10;41,05;123,15;82,10;328,407225;246,3054187;184,729064;266,83;266,83;307,88;287,36;266,83;41,05;41,05;41,05;41,05;41,05;20,53;0,00;41,05;20,53;61,58;0,00;20,53;20,52545156;0;0;61,57635468;20,52545156;0;0;0
1713957;Muricilândia;0,00;59,40;59,40;59,40;0,00;29,70;89,10;118,80;29,70;59,40;29,70;29,70;89,10;89,10;59,40;0,00;59,40;118,80;59,40;89,10;178,20;178,20;356,4003564;148,5001485;267,3002673;207,90;178,20;207,90;178,20;178,20;29,70;59,40;0,00;59,40;59,40;89,10;59,40;59,40;59,40;0,00;0,00;0,00;0;29,7000297;0;0;29,7000297;0;0;29,7000297
1714203;Natividade;34,27;22,85;22,85;45,69;45,69;68,54;91,39;22,85;45,69;34,27;125,66;91,39;102,81;68,54;137,08;57,12;45,69;125,66;45,69;79,96;182,77;159,93;91,38679461;251,3136852;182,7735892;148,50;171,35;228,47;159,93;285,58;57,12;102,81;68,54;79,96;79,96;57,12;91,39;57,12;68,54;45,69;0,00;11,42;0;22,84669865;57,11674663;34,27004798;11,42334933;22,84669865;34,27004798;0
1714302;Nazaré;0,00;44,24;88,48;44,24;44,24;44,24;110,60;132,71;66,36;88,48;44,24;66,36;22,12;154,83;22,12;110,60;88,48;66,36;110,60;132,71;420,26;110,60;132,7140013;199,071002;265,4280027;88,48;66,36;376,02;110,60;265,43;0,00;0,00;110,60;44,24;22,12;44,24;0,00;88,48;44,24;44,24;0,00;0,00;0;0;22,11900022;0;0;22,11900022;0;0
1714880;Nova Olinda;57,88;28,94;9,65;9,65;57,88;48,23;48,23;19,29;57,88;67,52;96,46;67,52;67,52;154,34;48,23;77,17;57,88;86,81;86,81;86,81;163,98;202,57;221,8578181;212,211826;231,5038102;173,63;202,57;241,15;231,50;250,80;9,65;28,94;57,88;28,94;48,23;57,88;57,88;48,23;67,52;48,23;0,00;9,65;0;0;28,93797627;0;0;38,58396836;9,64599209;0
1715002;Nova Rosalândia;118,98;29,74;29,74;89,23;59,49;59,49;29,74;29,74;29,74;89,23;148,72;148,72;89,23;118,98;208,21;148,72;29,74;208,21;118,98;148,72;208,21;208,21;237,953599;297,4419988;237,953599;297,44;356,93;118,98;237,95;297,44;59,49;59,49;59,49;59,49;59,49;89,23;118,98;59,49;267,70;118,98;0,00;0,00;0;0;0;0;29,74419988;29,74419988;29,74419988;0
1715101;Novo Acordo;0,00;50,39;0,00;0,00;25,20;125,98;100,78;75,59;25,20;25,20;0,00;25,20;100,78;100,78;100,78;100,78;75,59;75,59;25,20;100,78;100,78;151,17;176,366843;125,9763165;100,7810532;125,98;226,76;125,98;201,56;151,17;50,39;151,17;75,59;50,39;25,20;50,39;100,78;125,98;75,59;100,78;25,20;0,00;0;25,19526329;0;0;0;25,19526329;25,19526329;0
