IBGE;MUNIC;FBE3114;FBE3115;FBE3116;FBE3117;FBE3118;FBE3119;FBE3120;FBE3121;FBE3122;FBE3123;FBE3214;FBE3215;FBE3216;FBE3217;FBE3218;FBE3219;FBE3220;FBE3221;FBE3222;FBE3223;FBE3314;FBE3315;FBE3316;FBE3317;FBE3318;FBE3319;FBE3320;FBE3321;FBE3322;FBE3323;FBE3414;FBE3415;FBE3416;FBE3417;FBE3418;FBE3419;FBE3420;FBE3421;FBE3422;FBE3423;FBE3514;FBE3515;FBE3516;FBE3517;FBE3518;FBE3519;FBE3520;FBE3521;FBE3522;FBE3523
1600238;Ferreira Gomes;0,00;30,00;15,00;15,00;15,00;15,00;30,00;0,00;15,00;15,00;45,00;0,00;75,01;45,00;15,00;30,00;45,00;60,01;0,00;60,01;60,01;30,00;45,00450045;75,00750075;30,0030003;75,01;105,01;180,02;75,01;90,01;60,01;30,00;30,00;0,00;45,00;45,00;60,01;30,00;15,00;15,00;0,00;30,00;15,00150015;0;0;0;15,00150015;15,00150015;0;0
1700707;Alvorada;11,36;56,81;56,81;56,81;11,36;45,44;22,72;22,72;22,72;45,44;79,53;102,25;68,17;90,89;102,25;136,33;68,17;170,42;79,53;136,33;113,61;147,69;170,4158146;215,8600318;136,3326517;181,78;124,97;238,58;147,69;159,05;45,44;34,08;56,81;34,08;56,81;102,25;68,17;34,08;90,89;79,53;0,00;34,08;11,36105431;11,36105431;11,36105431;11,36105431;0;0;11,36105431;0
1703842;Campos Lindos;0,00;23,11;11,56;23,11;0,00;34,67;34,67;57,78;11,56;11,56;34,67;34,67;11,56;69,34;69,34;23,11;34,67;92,45;34,67;23,11;208,02;115,57;219,5770253;161,7935976;127,123541;184,91;104,01;184,91;115,57;173,35;0,00;23,11;0,00;23,11;34,67;34,67;34,67;23,11;69,34;11,56;0,00;11,56;0;0;0;0;0;46,22674217;0;11,55668554
1703909;Caseara;41,26;20,63;61,89;0,00;20,63;41,26;0,00;41,26;0,00;20,63;20,63;103,16;103,16;82,53;144,42;61,89;61,89;82,53;41,26;61,89;185,68;103,16;268,2071384;103,1565917;103,1565917;144,42;165,05;206,31;61,89;185,68;0,00;41,26;82,53;0,00;61,89;61,89;61,89;123,79;20,63;123,79;0,00;0,00;20,63131834;0;0;20,63131834;0;0;20,63131834;0
1708205;Formoso do Araguaia;31,78;74,15;47,67;58,26;31,78;68,85;58,26;37,07;47,67;47,67;47,67;47,67;52,96;79,44;74,15;63,56;74,15;42,37;84,74;100,63;90,04;137,70;127,1119114;174,7788782;153,5935597;169,48;180,08;185,37;190,67;100,63;26,48;42,37;37,07;31,78;31,78;63,56;31,78;68,85;37,07;84,74;10,59;10,59;5,296329644;10,59265929;10,59265929;21,18531857;10,59265929;10,59265929;26,48164822;15,88898893
1708254;Tabocão;0,00;0,00;28,94;28,94;28,94;28,94;0,00;28,94;28,94;28,94;28,94;57,89;28,94;144,72;57,89;28,94;115,77;115,77;57,89;57,89;115,77;86,83;231,5484805;202,6049204;86,83068017;144,72;115,77;260,49;86,83;202,60;28,94;0,00;57,89;86,83;86,83;57,89;173,66;57,89;86,83;86,83;0,00;0,00;28,94356006;0;0;0;86,83068017;0;0;0
1711902;Lagoa da Confusão;19,62;13,08;32,71;13,08;13,08;13,08;39,25;32,71;19,62;52,33;19,62;19,62;39,25;58,87;58,87;45,79;45,79;85,03;32,71;39,25;45,79;78,49;45,78754579;98,11616954;111,1983255;98,12;85,03;91,58;91,58;111,20;13,08;13,08;19,62;32,71;52,33;52,33;39,25;39,25;52,33;39,25;19,62;26,16;32,70538985;13,08215594;6,54107797;26,16431188;19,62323391;6,54107797;6,54107797;26,16431188
1712702;Mateiros;36,39;0,00;36,39;36,39;72,78;0,00;0,00;0,00;36,39;72,78;36,39;0,00;36,39;36,39;72,78;36,39;36,39;36,39;0,00;0,00;72,78;72,78;72,78020378;145,5604076;109,1703057;181,95;72,78;72,78;181,95;218,34;36,39;36,39;0,00;72,78;36,39;0,00;0,00;72,78;72,78;36,39;0,00;0,00;0;0;0;0;0;0;0;0
1716505;Pedro Afonso;14,23;49,80;14,23;56,92;21,34;42,69;71,15;78,26;56,92;42,69;49,80;28,46;42,69;56,92;71,15;142,30;42,69;28,46;71,15;92,49;192,10;199,22;156,527926;184,9875489;163,6428317;170,76;177,87;128,07;156,53;128,07;56,92;49,80;21,34;21,34;49,80;49,80;71,15;21,34;42,69;71,15;0,00;7,11;7,114905727;14,22981145;7,114905727;0;7,114905727;7,114905727;21,34471718;14,22981145
1716604;Peixe;21,47;53,67;42,93;32,20;64,40;42,93;42,93;53,67;10,73;53,67;32,20;64,40;75,13;42,93;75,13;139,53;21,47;161,00;85,86;139,53;236,13;118,06;193,1952345;171,7290973;171,7290973;193,20;225,39;257,59;118,06;171,73;42,93;42,93;32,20;42,93;0,00;42,93;32,20;75,13;118,06;10,73;10,73;0,00;0;21,46613717;10,73306858;0;0;21,46613717;21,46613717;21,46613717
1718204;Porto Nacional;17,08;20,18;45,02;45,02;35,70;31,05;31,05;29,49;32,60;29,49;68,30;38,81;62,09;52,78;94,69;57,44;65,20;104,01;104,01;93,14;110,22;142,82;107,1129187;136,6077804;122,6365302;139,71;142,82;159,89;192,49;163,00;43,47;69,86;43,47;48,12;58,99;45,02;45,02;49,68;66,75;62,09;4,66;4,66;4,657083424;1,552361141;7,761805706;9,314166848;4,657083424;15,52361141;6,209444565;10,86652799
1718303;Praia Norte;55,29;22,11;77,40;33,17;66,34;33,17;66,34;11,06;22,11;77,40;33,17;44,23;44,23;0,00;88,46;88,46;33,17;22,11;55,29;11,06;165,86;232,20;187,9699248;99,51348961;121,6275984;110,57;143,74;265,37;121,63;77,40;55,29;22,11;22,11;33,17;55,29;44,23;33,17;55,29;33,17;22,11;0,00;0,00;0;0;11,0570544;0;0;11,0570544;0;0
1718899;Santa Rita do Tocantins;45,07;0,00;0,00;0,00;45,07;135,20;90,13;0,00;0,00;0,00;45,07;0,00;45,07;90,13;90,13;135,20;45,07;135,20;0,00;135,20;225,33;180,26;45,06534475;90,1306895;135,1960342;45,07;180,26;225,33;45,07;90,13;0,00;0,00;45,07;0,00;90,13;45,07;45,07;0,00;45,07;180,26;45,07;0,00;0;0;0;0;0;0;0;0
1718907;Santa Rosa do Tocantins;21,48;21,48;21,48;0,00;21,48;64,43;42,96;21,48;42,96;64,43;171,82;42,96;64,43;107,39;42,96;150,34;85,91;85,91;128,87;150,34;300,69;236,25;279,209622;193,2989691;128,8659794;193,30;171,82;150,34;171,82;236,25;0,00;42,96;42,96;42,96;64,43;21,48;64,43;64,43;128,87;42,96;42,98;0,00;0;42,98302171;21,49151085;0;21,49151085;42,98302171;21,49151085;0
1721257;Tupirama;104,77;52,38;52,38;52,38;0,00;104,77;52,38;0,00;52,38;157,15;0,00;0,00;0,00;0,00;104,77;52,38;0,00;0,00;52,38;0,00;104,77;52,38;261,9172342;157,1503405;209,5337873;314,30;366,68;104,77;104,77;261,92;0,00;0,00;0,00;157,15;0,00;0,00;52,38;104,77;0,00;104,77;0,00;52,38;0;0;0;52,38344683;52,38344683;0;52,38344683;0
2101400;Balsas;34,44;34,44;27,55;32,48;37,40;35,43;24,60;23,62;34,44;27,55;43,30;35,43;36,41;53,14;56,09;55,11;59,05;63,97;62,98;65,93;80,70;103,33;117,1075421;123,0121241;171,2328767;124,00;124,00;149,58;156,47;131,87;16,73;25,59;20,67;29,52;32,48;56,09;34,44;40,35;53,14;42,32;3,93;7,86;12,7742785;2,947910423;5,895820846;14,73955211;5,895820846;7,861094461;10,80900488;8,843731268
5100201;Água Boa;34,22;3,42;10,27;10,27;17,11;10,27;30,80;23,96;34,22;34,22;65,03;37,65;58,18;51,34;51,34;54,76;82,14;65,03;61,60;85,56;88,98;78,72;68,4486122;85,56076526;65,02618159;92,41;75,29;133,47;119,79;92,41;37,65;44,49;23,96;17,11;34,22;37,65;30,80;23,96;47,91;68,45;6,84;10,27;6,84486122;10,26729183;13,68972244;13,68972244;27,37944488;13,68972244;23,95701427;13,68972244
5100300;Alto Araguaia;17,45;34,90;34,90;40,71;17,45;17,45;11,63;40,71;29,08;40,71;81,43;116,33;87,24;58,16;87,24;52,35;69,80;81,43;58,16;98,88;145,41;162,86;98,87745013;93,06112953;133,7753737;162,86;127,96;180,31;174,49;174,49;63,98;46,53;98,88;93,06;46,53;75,61;75,61;58,16;81,43;69,80;11,63;0,00;17,44896179;11,63264119;11,63264119;0;0;5,816320596;23,26528238;11,63264119
5100409;Alto Garças;30,65;7,66;30,65;30,65;0,00;30,65;38,31;15,32;30,65;53,63;53,63;114,92;68,95;84,28;45,97;68,95;76,62;76,62;122,59;84,28;99,60;114,92;114,9249157;137,9098989;99,60159363;153,23;107,26;176,22;168,56;130,25;38,31;22,98;53,63;45,97;91,94;38,31;68,95;45,97;22,98;61,29;0,00;0,00;7,661661048;0;7,661661048;7,661661048;0;0;7,661661048;0
5101407;Aripuanã;16,24;32,49;28,43;28,43;8,12;24,36;0,00;20,30;24,36;24,36;16,24;48,73;48,73;28,43;44,67;32,49;48,73;24,36;48,73;44,67;73,09;60,91;89,33647365;36,54673922;113,7009665;77,15;85,28;109,64;109,64;117,76;56,85;12,18;36,55;36,55;48,73;44,67;36,55;36,55;60,91;56,85;0,00;4,06;0;4,060748802;12,18224641;4,060748802;12,18224641;8,121497604;4,060748802;4,060748802
5101902;Brasnorte;11,76;29,40;23,52;0,00;11,76;35,29;17,64;11,76;11,76;11,76;41,17;82,33;58,81;70,57;47,05;58,81;94,10;70,57;76,45;88,21;105,86;117,62;105,8574453;88,21453776;158,786168;88,21;105,86;82,33;105,86;105,86;11,76;41,17;17,64;11,76;41,17;52,93;29,40;52,93;70,57;35,29;11,76;11,76;0;5,880969184;5,880969184;11,76193837;17,64290755;11,76193837;5,880969184;11,76193837
5102694;Canabrava do Norte;0,00;0,00;0,00;22,30;89,19;22,30;22,30;66,89;0,00;22,30;22,30;22,30;0,00;66,89;22,30;22,30;44,59;0,00;89,19;22,30;0,00;44,59;22,29654404;44,59308807;111,4827202;111,48;156,08;111,48;133,78;111,48;44,59;0,00;22,30;0,00;22,30;22,30;0,00;66,89;89,19;44,59;0,00;0,00;0;0;0;22,29654404;22,29654404;0;0;22,29654404
5103056;Cláudia;41,70;52,12;10,42;20,85;31,27;31,27;10,42;10,42;20,85;41,70;41,70;52,12;83,39;72,97;177,21;93,82;135,52;114,67;93,82;125,09;156,36;72,97;145,9397477;135,51548;135,51548;135,52;93,82;208,49;177,21;156,36;0,00;20,85;41,70;41,70;62,55;83,39;62,55;41,70;145,94;52,12;20,85;0,00;20,84853539;10,4242677;10,4242677;10,4242677;41,69707078;0;0;10,4242677
5103304;Comodoro;5,48;43,86;27,42;43,86;10,97;5,48;10,97;21,93;5,48;10,97;120,63;87,73;65,80;65,80;82,25;54,83;65,80;65,80;54,83;82,25;115,14;104,18;120,6272618;159,0086632;153,5256059;120,63;148,04;197,39;186,42;115,14;71,28;98,70;65,80;82,25;54,83;71,28;54,83;65,80;60,31;54,83;0,00;0,00;0;0;0;0;5,483057353;0;0;0
5103601;Dom Aquino;0,00;25,41;38,11;38,11;12,70;63,52;25,41;38,11;50,81;63,52;88,92;88,92;50,81;88,92;152,44;76,22;63,52;139,74;190,55;139,74;38,11;215,96;279,4715447;254,0650407;330,2845528;165,14;190,55;127,03;228,66;254,07;63,52;127,03;139,74;127,03;152,44;114,33;152,44;139,74;152,44;139,74;0,00;12,70;12,70325203;25,40650407;0;12,70325203;0;0;0;12,70325203
5103700;Feliz Natal;0,00;0,00;0,00;9,50;0,00;9,50;19,01;9,50;0,00;19,01;47,52;28,51;104,55;47,52;38,02;47,52;85,54;123,56;57,03;76,04;95,05;47,52;123,562399;133,0671989;57,02879954;47,52;76,04;57,03;57,03;66,53;66,53;28,51;28,51;28,51;28,51;47,52;19,01;28,51;104,55;47,52;0,00;0,00;0;0;9,504799924;9,504799924;19,00959985;0;0;9,504799924
5103908;General Carneiro;16,56;66,26;16,56;33,13;16,56;49,69;33,13;16,56;33,13;16,56;66,26;66,26;82,82;49,69;16,56;99,39;115,95;99,39;49,69;115,95;165,65;149,08;66,2580752;99,3871128;149,0806692;82,82;165,65;165,65;82,82;265,03;49,69;82,82;82,82;165,65;82,82;115,95;49,69;0,00;66,26;33,13;33,13;0,00;16,5645188;0;16,5645188;16,5645188;16,5645188;0;0;0
5104542;Itanhangá;0,00;0,00;0,00;13,26;13,26;53,06;13,26;13,26;13,26;26,53;66,32;79,59;53,06;0,00;66,32;39,79;79,59;79,59;26,53;66,32;119,38;119,38;132,6435867;0;26,52871734;66,32;66,32;26,53;119,38;92,85;13,26;13,26;26,53;26,53;66,32;26,53;39,79;39,79;39,79;26,53;13,26;0,00;0;0;0;0;0;0;13,26435867;13,26435867
5105259;Lucas do Rio Verde;4,77;7,16;5,97;8,35;5,97;7,16;7,16;9,55;16,71;11,93;31,03;29,83;35,80;40,57;57,28;42,96;48,93;52,51;56,09;56,09;31,03;40,57;36,993723;33,41368529;41,76710661;54,89;45,35;81,15;89,50;77,57;25,06;13,13;22,67;21,48;15,51;27,45;19,09;22,67;42,96;21,48;4,77;1,19;2,386691806;4,773383613;1,193345903;4,773383613;5,966729516;10,74011313;10,74011313;19,09353445
5105580;Marcelândia;26,32;8,77;17,55;35,10;43,87;26,32;26,32;26,32;8,77;17,55;52,65;35,10;96,52;17,55;61,42;43,87;78,97;96,52;131,61;131,61;114,07;70,19;149,1620602;166,7105379;166,7105379;166,71;131,61;201,81;114,07;105,29;61,42;17,55;52,65;87,74;78,97;61,42;70,19;43,87;43,87;96,52;35,10;0,00;8,775008775;0;8,775008775;0;0;8,775008775;0;17,55001755
5105606;Matupá;29,86;39,82;34,84;9,95;34,84;19,91;9,95;14,93;14,93;19,91;34,84;39,82;29,86;64,71;59,73;54,75;39,82;119,46;79,64;64,71;94,57;74,66;69,68294261;74,66029565;89,59235479;69,68;104,52;179,18;144,34;164,25;54,75;59,73;24,89;39,82;49,77;44,80;49,77;29,86;44,80;9,95;9,95;4,98;0;9,954706087;4,977353044;14,93205913;4,977353044;4,977353044;4,977353044;4,977353044
5105903;Nobres;38,73;38,73;19,36;45,18;32,27;51,64;58,09;64,55;58,09;51,64;77,46;90,37;109,73;109,73;96,82;109,73;109,73;90,37;116,19;122,64;135,55;109,73;161,3736122;206,5582236;187,1933901;187,19;148,46;161,37;200,10;180,74;45,18;83,91;77,46;64,55;51,64;109,73;71,00;32,27;64,55;64,55;6,45;0,00;0;0;0;0;0;0;6,454944487;0
5106000;Nortelândia;16,79;67,16;83,95;67,16;50,37;16,79;83,95;16,79;33,58;67,16;167,90;100,74;50,37;67,16;134,32;67,16;117,53;50,37;33,58;151,11;134,32;167,90;285,4264607;151,1081263;352,5856279;201,48;134,32;167,90;218,27;251,85;50,37;117,53;33,58;134,32;50,37;100,74;16,79;0,00;67,16;100,74;33,58;0,00;0;0;0;16,78979181;33,57958361;0;0;0
5106182;Nova Lacerda;0,00;0,00;0,00;0,00;14,99;0,00;0,00;0,00;14,99;29,99;44,98;59,97;29,99;29,99;29,99;74,96;44,98;14,99;44,98;104,95;74,96;59,97;44,97751124;14,99250375;14,99250375;179,91;89,96;59,97;89,96;209,90;29,99;29,99;29,99;0,00;29,99;14,99;44,98;29,99;119,94;44,98;29,99;0,00;0;0;0;14,99250375;0;0;14,99250375;29,9850075
5106190;Nova Santa Helena;0,00;47,18;23,59;23,59;23,59;0,00;70,77;94,36;0,00;23,59;23,59;94,36;47,18;141,54;117,95;141,54;94,36;94,36;23,59;165,13;47,18;117,95;47,1809389;23,59046945;188,7237556;94,36;94,36;47,18;235,90;165,13;23,59;188,72;23,59;94,36;94,36;47,18;70,77;23,59;47,18;94,36;0,00;0,00;0;0;0;0;0;0;0;0
5106216;Nova Canaã do Norte;17,08;8,54;25,63;25,63;8,54;8,54;34,17;59,79;42,71;25,63;59,79;68,34;85,42;76,88;93,96;76,88;85,42;51,25;42,71;68,34;85,42;85,42;128,1284701;145,2122662;93,96087811;85,42;119,59;128,13;119,59;76,88;59,79;85,42;93,96;76,88;102,50;51,25;85,42;93,96;76,88;59,79;0,00;0,00;0;0;8,54189801;17,08379602;8,54189801;17,08379602;8,54189801;0
5106299;Paranaíta;25,70;17,14;17,14;8,57;17,14;34,27;59,98;42,84;17,14;8,57;111,39;51,41;77,11;94,25;94,25;59,98;85,68;77,11;68,55;154,23;137,09;119,96;51,40947648;171,3649216;102,818953;171,36;128,52;171,36;154,23;179,93;34,27;34,27;111,39;25,70;59,98;94,25;42,84;34,27;51,41;51,41;0,00;0,00;17,13649216;8,56824608;8,56824608;0;0;8,56824608;17,13649216;17,13649216
5106307;Paranatinga;34,06;22,71;41,63;22,71;22,71;7,57;15,14;30,28;26,49;34,06;45,41;52,98;45,41;34,06;41,63;49,20;64,34;56,77;68,12;64,34;128,68;128,68;102,1837036;90,82995875;102,1837036;128,68;121,11;68,12;90,83;71,91;49,20;37,85;26,49;71,91;56,77;56,77;37,85;41,63;41,63;79,48;0,00;3,78;3,784581615;26,4920713;18,92290807;3,784581615;15,13832646;7,569163229;26,4920713;0
5106372;Pedra Preta;27,68;22,14;71,96;44,28;27,68;33,21;22,14;22,14;33,21;11,07;49,82;49,82;99,63;71,96;121,78;44,28;121,78;88,56;55,35;71,96;127,31;66,42;138,3814901;138,3814901;121,7757113;116,24;105,17;127,31;138,38;143,92;38,75;55,35;94,10;55,35;110,71;121,78;27,68;77,49;105,17;83,03;5,54;5,54;16,60577881;5,535259604;11,07051921;11,07051921;5,535259604;16,60577881;5,535259604;11,07051921
5106455;Planalto da Serra;63,17;31,59;0,00;31,59;31,59;63,17;0,00;31,59;63,17;63,17;31,59;94,76;31,59;63,17;126,34;63,17;63,17;157,93;157,93;126,34;221,10;157,93;126,3423879;221,0991788;126,3423879;221,10;284,27;221,10;189,51;221,10;0,00;126,34;31,59;31,59;31,59;0,00;31,59;126,34;63,17;63,17;0,00;0,00;0;0;31,58559697;0;0;0;0;63,17119394
5107008;Poxoréu;17,18;21,47;4,29;17,18;12,88;30,06;25,77;55,83;42,95;68,72;60,13;51,54;60,13;73,01;77,31;73,01;94,49;64,42;42,95;77,31;184,68;163,21;163,2092084;184,6841043;107,3744792;141,73;188,98;137,44;163,21;158,91;77,31;81,60;77,31;60,13;81,60;90,19;64,42;47,24;81,60;73,01;4,29;12,88;4,294979169;0;17,17991668;4,294979169;4,294979169;8,589958339;8,589958339;17,17991668
5107180;Ribeirão Cascalheira;10,11;20,21;10,11;10,11;10,11;30,32;10,11;50,53;30,32;10,11;40,42;30,32;60,63;40,42;101,05;80,84;40,42;121,26;70,74;50,53;151,58;131,37;131,3662086;151,5763945;141,4713015;101,05;80,84;161,68;50,53;40,42;40,42;40,42;30,32;30,32;50,53;40,42;50,53;40,42;30,32;20,21;19,82;0,00;0;9,911785112;9,911785112;0;0;19,82357022;9,911785112;19,82357022
5107198;Ribeirãozinho;38,57;38,57;0,00;77,13;115,70;77,13;115,70;77,13;38,57;0,00;38,57;0,00;38,57;77,13;77,13;115,70;38,57;77,13;38,57;192,83;115,70;154,26;231,3922098;154,2614732;38,5653683;77,13;192,83;154,26;115,70;154,26;154,26;77,13;0,00;77,13;115,70;115,70;77,13;77,13;77,13;77,13;0,00;0,00;0;38,5653683;0;77,1307366;38,5653683;0;0;38,5653683
5107305;São José do Rio Claro;33,55;26,84;33,55;20,13;20,13;40,27;0,00;6,71;26,84;40,27;67,11;93,95;114,09;53,69;53,69;120,80;40,27;33,55;73,82;93,95;161,06;194,62;174,4849339;154,3520569;120,7972619;60,40;114,09;107,38;140,93;127,51;33,55;53,69;33,55;33,55;33,55;93,95;40,27;53,69;53,69;60,40;6,71;13,41;0;13,41291664;0;0;13,41291664;26,82583328;13,41291664;0
5107602;Rondonópolis;31,03;43,69;35,12;33,89;36,75;39,61;42,88;33,08;29,81;47,78;81,67;86,16;87,38;85,34;77,99;93,51;88,20;93,51;104,13;108,62;114,74;114,74;99,63372357;121,275475;99,22538863;107,39;115,56;127,81;144,14;154,35;57,17;54,72;44,51;52,27;59,21;67,38;63,29;48,18;59,62;66,15;5,31;3,27;3,674804317;7,349608633;7,349608633;8,166231815;6,941297043;9,391166587;11,02441295;7,757920224
5107909;Sinop;13,77;9,69;14,28;17,85;19,38;18,36;12,24;19,89;14,79;15,81;55,59;51,00;58,14;69,36;68,34;63,24;58,65;71,40;80,58;80,58;57,12;62,22;67,83395472;72,93425207;72,42422233;81,60;77,52;85,68;91,30;95,38;22,44;27,54;29,07;23,97;25,50;25,50;29,58;28,56;39,27;39,78;2,04;2,55;6,11271853;4,075145686;5,093932108;4,075145686;8,659684584;4,584538897;5,603325319;9,169077795
5108105;Tesouro;0,00;66,12;0,00;0,00;33,06;33,06;132,23;0,00;66,12;33,06;132,23;99,17;33,06;132,23;33,06;99,17;33,06;66,12;132,23;132,23;198,35;198,35;165,2892562;396,6942149;231,4049587;132,23;198,35;429,75;231,40;132,23;0,00;132,23;99,17;99,17;132,23;0,00;0,00;99,17;33,06;99,17;33,06;0,00;33,05785124;0;33,05785124;0;33,05785124;0;33,05785124;0
5108204;Torixoréu;24,02;72,05;96,06;72,05;48,03;24,02;0,00;0,00;24,02;0,00;144,09;144,09;120,08;96,06;168,11;72,05;72,05;216,14;168,11;72,05;240,15;72,05;312,1998079;240,1536984;192,1229587;216,14;216,14;264,17;288,18;192,12;96,06;72,05;216,14;96,06;48,03;72,05;72,05;96,06;144,09;168,11;0,00;0,00;0;0;0;24,01536984;0;0;0;0
1100015;Alta Floresta D'Oeste;9,30;37,22;32,57;32,57;13,96;46,52;46,52;23,26;32,57;27,91;83,74;107,00;88,39;83,74;125,61;102,35;55,83;125,61;148,87;181,44;167,48;148,87;125,6106071;153,5240754;181,4375436;158,18;125,61;176,79;251,22;181,44;55,83;83,74;41,87;111,65;93,04;83,74;46,52;37,22;111,65;107,00;4,65;13,96;9,304922304;13,95738346;4,652461152;23,26230576;9,304922304;27,91476691;13,95738346;13,95738346
1100023;Ariquemes;32,01;23,75;29,95;37,18;34,08;28,92;53,70;55,77;43,37;39,24;78,49;70,22;71,26;82,62;89,85;93,98;87,78;88,81;84,68;95,01;119,79;152,84;138,3825762;127,0228125;136,3171646;127,02;147,68;143,55;178,66;164,20;48,54;44,41;56,80;45,44;73,32;52,67;63,00;65,06;61,96;76,42;5,16;5,16;6,196234755;10,32705792;2,065411585;11,35976372;14,45788109;10,32705792;8,26164634;8,26164634
