IBGE;MUNIC;UF;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC
4211801;Ouro;SC;95434,836;24854,353;74496,582;41740,743;236526,514;252603,676;34837,08
4211850;Ouro Verde;SC;74509,54;4114,275;36247,93;17302,685;132174,429;137259,386;62475,82
4211876;Paial;SC;21084,673;4616,088;13077,193;14903,495;53681,449;58309,363;40380,45
4211892;Painel;SC;48031,984;2388,479;14473,962;17930,525;82824,951;84935,17;36111,89
4211900;Palhoça;SC;51110,205;1158609,06;4244351,581;1022760,991;6476831,837;8208640,4;45940,71
4212007;Palma Sola;SC;96306,038;12031,48;153487,682;43615,223;305440,423;332257,213;45384,13
4212056;Palmeira;SC;66429,01;55809,85;30188,944;21428,353;173856,157;187887,681;70290,94
4212106;Palmitos;SC;269136,943;58686,106;429720,389;81904,056;839447,494;913735,116;56599,05
4212205;Papanduva;SC;199738,601;188613,516;293532,156;97694,326;779578,599;853749,897;43734,95
4212239;Paraíso;SC;43923,581;28161,003;36920,954;23525,799;132531,337;143287,719;43632,07
4212254;Passo de Torres;SC;28781,298;19955,715;119650,779;53195,099;221582,892;237288,737;25600,25
4212270;Passos Maia;SC;102386,638;10858,632;28018,87;27749,533;169013,673;175173,653;43019,07
4212304;Paulo Lopes;SC;39666,302;28555,551;118318,825;45717,599;232258,277;250013,405;32715,7
4212403;Pedras Grandes;SC;59675,029;62072,39;71875,478;26323,987;219946,885;243418,233;61922,73
4212502;Penha;SC;66821,984;121440,396;551481,596;197205,947;936949,923;1036821,061;30475,02
4212601;Peritiba;SC;30537,253;15845,963;46280,973;19602,441;112266,63;120944,512;44253,39
4212650;Pescaria Brava;SC;5294,367;10428,983;43497,179;54237,787;113458,316;119428,655;11680,06
4212700;Petrolândia;SC;86522,805;20707,613;69258,843;33952,949;210442,21;223542,99;38062,83
4212809;Balneário Piçarras;SC;59633,483;233838,808;667297,045;160303,156;1121072,491;1513735,526;62076,5
4212908;Pinhalzinho;SC;84312,953;575304,746;538818,53;120278,067;1318714,296;1514076,251;71746,97
4213005;Pinheiro Preto;SC;40509,036;65354,641;58736,256;25547,632;190147,565;227240,018;62514,45
4213104;Piratuba;SC;37414,861;620209,699;98244,458;33493,047;789362,064;801117,69;220268,82
4213153;Planalto Alegre;SC;47353,457;7826,512;55780,053;20966,416;131926,438;141926,162;48822,21
4213203;Pomerode;SC;31201,489;976298,355;805157,43;221110,879;2033768,152;2806203,534;81195,67
4213302;Ponte Alta;SC;58455,859;36991,88;38945,896;30719,954;165113,59;175759,641;38051,45
4213351;Ponte Alta do Norte;SC;65665,71;32645,583;31424,356;24536,764;154272,412;166628,965;48636,59
4213401;Ponte Serrada;SC;80922,899;26539,275;106135,178;60653,012;274250,364;291031,378;24929,88
4213500;Porto Belo;SC;33796,488;136534,372;945190,706;149325,947;1264847,513;1471880,372;65515,91
4213609;Porto União;SC;107608,232;300726,173;462935,568;172607,394;1043877,366;1149799,521;32220,81
4213708;Pouso Redondo;SC;76166,527;212700,23;269018,998;90166,612;648052,368;718984,894;40021,42
4213807;Praia Grande;SC;44600,449;25345,925;100472,714;37441,853;207860,94;223237,99;30559,62
4213906;Presidente Castello Branco;SC;31305,071;2814,602;19769,219;16864,287;70753,178;75918,587;49750,06
4214003;Presidente Getúlio;SC;79440,131;397125,184;317708,921;101845,207;896119,444;985008,753;54804,92
4214102;Presidente Nereu;SC;24918,496;3697,328;14870,469;17076,208;60562,501;62737,308;27528,44
4214151;Princesa;SC;32983,136;44959,261;22463,418;21877,08;122282,895;135903,087;46068,84
4214201;Quilombo;SC;85828,654;128107,895;153764,679;52107,19;419808,419;462582,191;47332,67
4214300;Rancho Queimado;SC;69531,125;13837,594;50250,082;22354,934;155973,734;165727,562;57206,61
4214409;Rio das Antas;SC;128246,455;42446,407;56422,266;42430,827;269545,954;288065,328;46469,64
4214508;Rio do Campo;SC;72002,603;27788,852;63235,636;36733,233;199760,324;212919,477;36309,6
4214607;Rio do Oeste;SC;109044,197;31929,17;78338,31;41643,707;260955,383;276105,335;36560,56
4214706;Rio dos Cedros;SC;39231,848;151585,926;172018,709;62157,1;424993,582;474935,549;39786,84
4214805;Rio do Sul;SC;31947,211;765541,606;1987460,193;416930,082;3201879,092;3689821,69;50593,32
4214904;Rio Fortuna;SC;104014,473;93508,33;58538,536;28559,679;284621,018;302760,572;65391,05
4215000;Rio Negrinho;SC;75100,528;497225,51;632522,288;229576,637;1434424,963;1614436,196;37822,98
4215059;Rio Rufino;SC;32641,399;2975,863;14333,379;18188,945;68139,586;70060,738;28204,81
4215075;Riqueza;SC;46110,654;21101,977;43359,328;28554,159;139126,118;147649,12;32629,64
4215109;Rodeio;SC;25957,339;108783,237;139105,32;61353,146;335199,043;390008,449;33485,74
4215208;Romelândia;SC;48642,61;2742,076;28332,521;27674,331;107391,539;111320,068;24284,48
4215307;Salete;SC;40585,703;110220,182;99256,157;45288,791;295350,833;318138,784;41456,71
4215356;Saltinho;SC;37066,974;6829,371;22337,4;23614,715;89848,46;93620,907;25119,64
4215406;Salto Veloso;SC;26234,405;87871,217;93615,501;30706,957;238428,08;266902,482;55697,51
4215455;Sangão;SC;19910,069;149906,391;127764,127;65698,728;363279,316;466595,286;35541,99
4215505;Santa Cecília;SC;70363,595;240232,079;192841,755;95049,2;598486,629;661991,939;38931,54
4215554;Santa Helena;SC;33038,509;21175,005;24198,027;17306,514;95718,055;103604,366;47568,58
4215604;Santa Rosa de Lima;SC;27207,751;7334,565;15548,846;19355,066;69446,228;72823,088;33855,46
4215653;Santa Rosa do Sul;SC;53003,645;10612,793;74667,962;47030,014;185314,414;199062,409;23706,37
4215679;Santa Terezinha;SC;121067,12;26610,425;61294,142;47939,669;256911,356;268973,392;30704,73
4215687;Santa Terezinha do Progresso;SC;24150,555;7354,291;13075,086;17483,732;62063,664;65113,876;28102,67
4215695;Santiago do Sul;SC;16312,219;4127,539;12059,757;13890,289;46389,803;48476,884;40030,46
4215703;Santo Amaro da Imperatriz;SC;36487,538;620121,743;399185,736;135386,96;1191181,977;1256347,178;52551,44
4215752;São Bernardino;SC;30720,006;15765,182;18976,91;17345,812;82807,91;88157,081;39373,42
4215802;São Bento do Sul;SC;64365,78;1915388,655;1657435,07;482146,372;4119335,878;4697015,17;54415,88
4215901;São Bonifácio;SC;26427,337;23822,334;33858,143;19387,422;103495,235;112418,389;40278,89
4216008;São Carlos;SC;118741,955;150361,331;147079,829;64045,32;480228,434;520775,161;45458,73
4216057;São Cristóvão do Sul;SC;28269,461;66088,892;65445,515;33660,727;193464,595;219792,081;38928,81
4216107;São Domingos;SC;111814,084;101206,159;157863,815;48437,932;419321,989;449963,188;47756,65
4216206;São Francisco do Sul;SC;37017,877;3145484,81;3222746,486;361027,301;6766276,475;8516095,199;155542,28
4216255;São João do Oeste;SC;109595,8;62039,541;110026,632;38885,396;320547,368;353201,208;54990,07
4216305;São João Batista;SC;19831,154;306949,729;393090,678;193178,43;913049,992;1029640,528;25923,12
4216354;São João do Itaperiú;SC;94603,399;110150,139;76203,237;27268,572;308225,347;338133,29;89358,69
4216404;São João do Sul;SC;106916,571;22830,567;95262,705;41541,427;266551,269;282885,784;38582,35
4216503;São Joaquim;SC;483707,047;56433,161;404294,3;140730,953;1085165,461;1133168,402;41474,58
4216602;São José;SC;9971,472;1507030,668;7909874,961;1337252,699;10764129,8;13838193,39;54544,43
4216701;São José do Cedro;SC;109036,011;112561,358;215614,575;77648,562;514860,506;568131,758;41136,18
4216800;São José do Cerrito;SC;155720,835;47797,873;65118,484;40051,272;308688,463;318806,857;39583,67
4216909;São Lourenço do Oeste;SC;88701,725;404402,438;545236,651;146852,342;1185193,156;1389395,921;56707,72
4217006;São Ludgero;SC;178637,198;286417,017;270302,297;76315,473;811671,985;929133,845;66911,55
4217105;São Martinho;SC;35909,752;9943,356;34195,233;20829,974;100878,315;109249,501;34550,76
4217154;São Miguel da Boa Vista;SC;22592,8;1163,655;9618,591;15343,983;48719,029;50296,004;28035,68
4217204;São Miguel do Oeste;SC;84878,616;529479,263;1105853,853;222909,612;1943121,344;2174143,469;52711,62
4217253;São Pedro de Alcântara;SC;21105,78;7298,196;33872,396;32676,194;94952,566;101122,298;16725,49
4217303;Saudades;SC;98201,446;179094,86;133006,663;52751,842;463054,811;527125,915;53385,25
4217402;Schroeder;SC;33413,417;230638,484;278253,121;116521,901;658826,923;759384,547;33593,65
4217501;Seara;SC;156687,212;394779,228;388816,07;102129,534;1042412,044;1178535,594;66924,22
4217550;Serra Alta;SC;37282,027;14638,29;37113,358;20484,55;109518,224;118024,475;36326,4
4217600;Siderópolis;SC;34886,752;291543,018;221002,956;76080,722;623513,449;679481,203;47931,8
4217709;Sombrio;SC;180626,219;133745,351;382860,192;146624,161;843855,924;910228,627;29282,87
4217758;Sul Brasil;SC;36759,53;6050,877;19595,635;16668,165;79074,207;83386,443;34948,22
4217808;Taió;SC;134780,637;183923,226;330786,507;99965,964;749456,334;844581,185;45466,26
4217907;Tangará;SC;136333,567;201323,481;147592,123;56455,514;541704,686;600819,572;69474,97
4217956;Tigrinhos;SC;24485,768;7995,207;14309,502;15465,962;62256,438;65547,72;40814,27
4218004;Tijucas;SC;48605,881;556646,404;1155040,933;231882,879;1992176,097;2437804,473;61114,71
4218103;Timbé do Sul;SC;59263,4;7967,596;47057,895;32401,004;146689,895;154862,387;29011,31
4218202;Timbó;SC;14515,394;875990,08;1009285,492;255859,111;2155650,077;2534386,809;55453,4
4218251;Timbó Grande;SC;64362,061;117474,563;55580,935;46241,635;283659,193;303271,956;37894,78
4218301;Três Barras;SC;59845,836;882438,372;296435,121;118303,951;1357023,28;1522651,607;78265,31
4218350;Treviso;SC;9544,535;118197,598;56028,153;34855,875;218626,16;232219,937;58025,97
4218400;Treze de Maio;SC;43532,537;30052,037;68754,622;38460,051;180799,246;199700,486;28110,99
4218509;Treze Tílias;SC;66978,863;309984,511;295208,566;52870,183;725042,122;829462,622;101924,63
4218608;Trombudo Central;SC;45094,746;177037,917;110160,157;44659,482;376952,303;437923,934;58343,18
4218707;Tubarão;SC;73584,854;856134,81;2842984,196;535593,76;4308297,62;4816733,249;44956,12
4218756;Tunápolis;SC;88932,88;10298,301;45309,8;29432,015;173972,997;182298,312;40447,82
4218806;Turvo;SC;146869,284;166707,453;287734,497;68873,939;670185,174;737826,084;56408,72
4218855;União do Oeste;SC;35505,446;5735,857;21606,597;18822,627;81670,527;85122,897;36007,99
4218905;Urubici;SC;118694,151;14819,937;139453,824;63727,421;336695,334;356264,596;31497,18
4218954;Urupema;SC;46233,514;3276,495;18276,204;18344,201;86130,414;88451,209;36058,38
4219002;Urussanga;SC;49832,8;467162,629;326708,122;124568,453;968272,004;1086621,737;50731,67
4219101;Vargeão;SC;60911,134;35576,351;61795,966;24089,501;182372,951;200991,282;56315,85
4219150;Vargem;SC;25471,966;49987,588;19093,415;19085,857;113638,826;116140,218;48655,31
4219176;Vargem Bonita;SC;49496,537;290987,125;103016,035;32862,425;476362,123;539875,946;122393,1
4219200;Vidal Ramos;SC;87141,187;96471,673;99577,594;40077,447;323267,901;354798,501;56130,12
4219309;Videira;SC;266364,788;990731,055;1432459,44;305970,667;2995525,95;3455716,676;63823,38
4219358;Vitor Meireles;SC;54766,779;11892,094;39538,585;29484,091;135681,548;142269,468;28993,17
4219408;Witmarsum;SC;41815,141;45943,042;48632,441;27069,668;163460,292;175187,934;43449,39
4219507;Xanxerê;SC;152012,725;471954,711;1490173,307;263255,292;2377396,035;2676947,967;51194,26
4219606;Xavantina;SC;103298,384;31514,337;43516,054;25472,738;203801,513;211868,288;54703,92
4219705;Xaxim;SC;168906,84;527500,381;468537,046;164832,673;1329776,94;1491017,46;50967,99
4219853;Zortéa;SC;36853,739;4273,007;32234,461;25638,147;98999,353;103642,986;30199,01
4220000;Balneário Rincão;SC;8563,785;24822,863;165113,486;73320,741;271820,874;294615,624;22440,07
4300034;Aceguá;RS;269423,337;20614,378;99175,708;45047,893;434261,317;458224,033;91994,39
4300059;Água Santa;RS;158098,364;24609,415;266705,516;28220,135;477633,43;547411,661;146445,07
4300109;Agudo;RS;201172,602;101412,744;195297,571;99022,304;596905,221;667873,462;40863,53
4300208;Ajuricaba;RS;247930,517;36130,66;152359,849;44353,416;480774,443;521058,836;74961,71
4300307;Alecrim;RS;61908,999;4543,093;54717,425;32253,388;153422,904;162072,238;28383,93
4300406;Alegrete;RS;1129604,87;260841,378;1042678,925;431636,994;2864762,167;3079871,265;42485,08
4300455;Alegria;RS;75782,485;3775,15;39467,976;27212,87;146238,482;156621,876;47648,88
4300471;Almirante Tamandaré do Sul;RS;156681,866;28161,455;52313,825;19603,856;256761,002;276410,765;142847,94
4300505;Alpestre;RS;67275,681;25565,562;44934,811;50265,013;188041,067;196381,245;33369,8
4300554;Alto Alegre;RS;62503,016;2952,164;20172,285;15898,139;101525,604;106140,696;66755,15
4300570;Alto Feliz;RS;43492,563;51050,677;25888,647;23131,399;143563,286;161547,849;53088,35
4300604;Alvorada;RS;1325,751;475711,033;1415566,956;1066393,428;2958997,167;3302247,51;15550,82
4300638;Amaral Ferrador;RS;58337,401;4029,162;35722,63;44828,803;142917,997;147631,765;20688,31
4300646;Ametista do Sul;RS;25211,046;44189,58;44539,387;45171,524;159111,537;177770,394;24036,02
4300661;André da Rocha;RS;137604,638;5517,453;29133,814;14484,435;186740,34;193088,912;142922,95
4300703;Anta Gorda;RS;130819,875;20625,861;98988,823;36051,668;286486,227;322291,5;54248,7
4300802;Antônio Prado;RS;83538,591;262421,93;254352,702;80501,251;680814,474;797509,891;61154,04
4300851;Arambaré;RS;190606,431;10440,169;46393,426;31117,565;278557,59;285087,55;80442,31
4300877;Araricá;RS;1257,785;91219,995;66928,203;45458,808;204864,792;236430,288;40484,64
4300901;Aratiba;RS;113658,622;698597,173;64229,929;52999,643;929485,367;946969,262;154104,03
4301008;Arroio do Meio;RS;89636,05;618763,427;452910,816;120171,958;1281482,251;1536556,285;72750,17
4301057;Arroio do Sal;RS;3597,415;25137,365;153271,672;79714,868;261721,321;285576,804;27241,9
4301073;Arroio do Padre;RS;32440,687;2805,077;14102,587;23740,223;73088,574;76783,58;25887,92
4301107;Arroio dos Ratos;RS;85045,038;37877,979;120837,247;88917,631;332677,895;357344,64;25163,34
4301206;Arroio do Tigre;RS;163722,857;28257,547;131095,72;78879,526;401955,65;429270,756;31911,3
4301305;Arroio Grande;RS;675999,037;45049,105;246319,833;112710,736;1080078,711;1131507,801;62222,04
4301404;Arvorezinha;RS;83483,8;35137,087;129312,1;58530,388;306463,375;336246,334;32263,13
4301503;Augusto Pestana;RS;243198,048;22390,124;161679,885;41166,755;468434,811;504182,803;77033,28
4301552;Áurea;RS;68471,12;13627,494;43894,452;26469,476;152462,542;163438,057;46470,87
4301602;Bagé;RS;398452,249;422683,478;1781936,347;769861,523;3372933,597;3748408,57;30846,53
4301636;Balneário Pinhal;RS;26133,457;23357,391;139667,259;100668,206;289826,314;312090,673;21310,39
4301651;Barão;RS;39226,044;130019,329;51687,23;36776,963;257709,565;308101,192;49438,57
4301701;Barão de Cotegipe;RS;123847,838;37642,919;105470,223;40888,89;307849,87;341672,089;51643,3
4301750;Barão do Triunfo;RS;65886,499;4638,028;22593,997;43579,819;136698,343;142318,016;18850,07
4301800;Barracão;RS;185122,162;18379,797;62410,884;36669,4;302582,242;317083,254;60546,74
4301859;Barra do Guarita;RS;18573,554;2433,817;12018,375;21839,428;54865,175;56810,677;17394,57
4301875;Barra do Quaraí;RS;263546,134;14221,969;58128,044;36262,87;372159,017;386180,799;91123,36
4301909;Barra do Ribeiro;RS;222006,554;49623,327;123453,437;76481,602;471564,921;505591,092;37126,68
4301925;Barra do Rio Azul;RS;52725,768;1287,947;8897,438;15670,365;78581,517;80746,953;49813,05
4301958;Barra Funda;RS;38372,678;33653,283;49363,796;23269,896;144659,654;165028,833;64388,93
4302006;Barros Cassal;RS;103558,458;8187,681;56710,389;64830,04;233286,568;244512,36;21895,98
4302055;Benjamin Constant do Sul;RS;19516,478;2755,623;8673,525;16896,231;47841,856;49312,819;25630,36
4302105;Bento Gonçalves;RS;104329,086;2456585,207;2985349,018;747125,337;6293388,648;7498499,273;60918,83
4302154;Boa Vista das Missões;RS;159796,87;5543,546;43130,532;18847,299;227318,247;238520,987;114288,93
4302204;Boa Vista do Buricá;RS;82079,434;41300,418;129472,85;40620,827;293473,529;326885,206;48701,61
4302220;Boa Vista do Cadeado;RS;331893,705;10627,027;81629,607;25042,271;449192,61;468750,282;190085,27
4302238;Boa Vista do Incra;RS;273985,921;9127,731;60470,829;27160,649;370745,13;384172,441;146184,34
4302253;Boa Vista do Sul;RS;32490,39;25929,856;24110,835;20596,071;103127,152;120126,58;43320,08
4302303;Bom Jesus;RS;328272,302;47848,826;139983,606;71004,083;587108,818;613621,693;54447,36
4302352;Bom Princípio;RS;35806,592;295438,335;308255,467;83714,143;723214,537;906593,247;62757,39
4302378;Bom Progresso;RS;41336,906;3421,123;18497,552;19307,62;82563,201;86279,325;46436,67
4302402;Bom Retiro do Sul;RS;33550,478;123410,283;126226,131;73363,755;356550,647;403053,654;32378,99
4302451;Boqueirão do Leão;RS;69998,425;6637,215;27463,624;41280,575;145379,838;150393,48;19554,48
4302501;Bossoroca;RS;312723,606;11968,255;97785,603;44674,272;467151,735;490597,083;79966,92
4302584;Bozano;RS;130939,643;6094,179;55049,802;19489,292;211572,916;227409,105;108341,64
4302600;Braga;RS;61984,893;3709,029;32155,679;25878,238;123727,84;130947,53;40032,87
4302659;Brochier;RS;28095,019;13386,971;35674,895;31075,37;108232,255;117699,849;22934,5
4302709;Butiá;RS;128895,261;89501,205;168308,987;122445,369;509150,822;543346,827;25919,33
4302808;Caçapava do Sul;RS;257113,557;195153,751;387616,315;200885,459;1040769,082;1122666,762;33536,47
4302907;Cacequi;RS;367036,593;21460,979;134336,53;78985,485;601819,586;623085,172;50694,42
4303004;Cachoeira do Sul;RS;972403,911;478213,534;1327159,478;446314,989;3224091,913;3542693,264;43440,91
4303103;Cachoeirinha;RS;976,777;1448295,279;2967066,371;803097,74;5219436,167;6458475,921;48874,53
4303202;Cacique Doble;RS;89382,59;7002,746;34253,425;32988,827;163627,588;169234,685;33294,25
4303301;Caibaté;RS;128979,547;11317,523;75427,922;32964,903;248689,894;264915,157;55167,67
4303400;Caiçara;RS;76574,912;6876,997;29527,019;35356,973;148335,902;152840,41;32805,41
4303509;Camaquã;RS;652969,666;379940,212;1037101,955;386741,777;2456753,61;2723661,899;40843,08
4303558;Camargo;RS;92101,532;239339,86;101304,758;23644,37;456390,52;520481,428;189265,97
4303608;Cambará do Sul;RS;54919,501;55578,76;68093,853;45872,868;224464,983;242576,377;38003,51
4303673;Campestre da Serra;RS;113110,556;17512,924;32824,348;26841,813;190289,641;204702,054;60171,09
4303707;Campina das Missões;RS;118961,482;10526,046;64132,599;34013,152;227633,28;239168,358;44914,25
4303806;Campinas do Sul;RS;201010,355;15214,259;117777,112;41058,131;375059,856;399402,412;73663,3
4303905;Campo Bom;RS;2915,064;1385782,759;1091220,316;430976,382;2910894,521;3600067,716;51443,5
4304002;Campo Novo;RS;103576,602;23095,63;120445,521;33232,006;280349,759;325738,15;76231,72
4304101;Campos Borges;RS;75520,147;8165,101;33184,9;24839,682;141709,83;150032,522;45853,46
4304200;Candelária;RS;291983,346;179060,563;335929,607;177482,424;984455,94;1078185,507;34255,3
4304309;Cândido Godói;RS;145175,179;52330,662;96238,006;39385,706;333129,553;358436,308;58702,31
4304358;Candiota;RS;130044,317;2351042,15;118674,495;83191,023;2682951,985;2744006,064;282683,22
4304408;Canela;RS;20844,182;399881,557;730737,911;290260,49;1441724,14;1595254,515;34711,89
4304507;Canguçu;RS;592457,442;55072,226;588602,981;313323,677;1549456,326;1660001,978;29448,32
4304606;Canoas;RS;10474,843;8390681,013;8593954,831;1908979,371;18904090,06;21995362,27;62892,77
4304614;Canudos do Vale;RS;39534,967;1618,927;9596,334;15173,022;65923,25;67986,915;40157,66
4304622;Capão Bonito do Sul;RS;239236,09;14393,179;55520,111;19329,453;328478,832;342052,203;210105,78
4304630;Capão da Canoa;RS;3527,823;283085,784;1110286,483;381120,841;1778020,93;1966012,453;35739,83
4304655;Capão do Cipó;RS;456954,147;15373,277;112277,331;31878,183;616482,938;644963,923;172220,01
4304663;Capão do Leão;RS;153536,103;207562,81;230049,938;161805,46;752954,311;830082,42;32600,83
4304671;Capivari do Sul;RS;152886,192;32111,106;128650,453;35718,399;349366,149;386831,966;80707,69
4304689;Capela de Santana;RS;30504,888;78966,488;85475,966;73386,432;268333,774;298585,467;24508,37
4304697;Capitão;RS;49037,456;6213,482;13521,26;23588,264;92360,461;95377,892;34432,45
4304705;Carazinho;RS;253865,767;381381,583;2185542,652;347804,011;3168594,013;3846846,974;61635,35
4304713;Caraá;RS;54789,621;22492,178;28400,486;52834,828;158517,112;165658,924;19660,45
4304804;Carlos Barbosa;RS;82339,261;1713024,521;769587,693;177804,109;2742755,584;3529578,372;115232,73
4304853;Carlos Gomes;RS;41661,111;4650,687;8907,614;13485,552;68704,964;70446,543;53087,07
4304903;Casca;RS;184464,963;132678,525;250558,178;57726,895;625428,561;717919,213;79153,17
4304952;Caseiros;RS;80795,097;9772,945;65869,792;23291,97;179729,805;199196,08;61708,82
4305009;Catuípe;RS;355152,935;21000,646;170917,836;55792,188;602863,605;638109,487;73932,28
4305108;Caxias do Sul;RS;275560,455;9594396,76;13646691,12;2900009,758;26416658,09;31688460,22;60506,95
4305116;Centenário;RS;70857,227;5188,306;19732,293;21405,183;117183,008;120777,829;42156,31
4305124;Cerrito;RS;86122,031;4996,904;28123,248;37336,657;156578,839;161326,897;26865,43
4305132;Cerro Branco;RS;35783,582;3879,954;17471,246;30067,548;87202,33;90158,216;19101,32
4305157;Cerro Grande;RS;41836,027;1578,037;9862,896;19447,91;72724,87;74560,966;32687,84
4305173;Cerro Grande do Sul;RS;58730,027;9901,734;53906,794;67101,209;189639,765;203182,574;16152,52
4305207;Cerro Largo;RS;83745,884;73911,155;386544,253;79880,543;624081,835;796774,905;55941,51
4305306;Chapada;RS;393768,392;47387,341;196005,562;55832,239;692993,534;741825,803;80536,95
4305355;Charqueadas;RS;61424,55;778257,577;458580,931;247448,864;1545711,922;1736974,467;41649,07
4305371;Charrua;RS;90807,084;3415,029;25605,458;23858,974;143686,545;149350,718;46267,26
4305405;Chiapetta;RS;274522,283;12097,708;63176,121;29502,698;379298,809;388834,983;105546,96
4305439;Chuí;RS;42647,558;56820,962;179584,364;46914,734;325967,617;370300,761;54200,93
4305447;Chuvisca;RS;65543,053;3533,736;18185,825;38156,076;125418,69;129739,173;23511,99
4305454;Cidreira;RS;25701,987;23369,116;170700,069;116234,793;336005,965;362058,551;21427,39
4305504;Ciríaco;RS;139554,829;15408,869;63664,741;28338,296;246966,735;264360,142;56330,74
4305587;Colinas;RS;35744,166;9886,665;15812,823;21510,613;82954,266;87208,648;35364,42
4305603;Colorado;RS;212849,819;11957,504;70278,387;25693,35;320779,06;338156,714;109506,71
4305702;Condor;RS;292442,851;69822,024;163926,367;48085,108;574276,35;624705,025;92330,04
4305801;Constantina;RS;128556,195;37066,422;164809,04;58638,335;389069,992;432347,601;43658,25
4305835;Coqueiro Baixo;RS;28711,528;1306,329;6658,495;13916,276;50592,628;52163,237;35008,88
4305850;Coqueiros do Sul;RS;116788,551;6204,003;35213,125;21975,378;180181,058;190143,734;83874,61
4305871;Coronel Barros;RS;102961,165;14257,939;66179,496;23942,848;207341,448;226125,017;89696,56
4305900;Coronel Bicaco;RS;288705,442;16532,65;132230,777;49318,657;486787,525;515152,268;71419,97
4305934;Coronel Pilar;RS;23451,347;3093,894;7207,58;13372,426;47125,247;49059,08;30623,65
4305959;Cotiporã;RS;45672,932;36945,58;42107,566;27240,059;151966,137;167927,519;43914,1
4305975;Coxilha;RS;297297,885;18741,63;64408,54;27601,694;408049,749;422463,55;154691,89
4306007;Crissiumal;RS;188787,983;50484,258;151933,938;81609,852;472816,031;508975,695;38358,26
4306056;Cristal;RS;155760,355;15153,924;70820,045;50143,789;291878,113;308906,292;38037,96
4306072;Cristal do Sul;RS;56692,387;2157,921;11621,516;21790,527;92262,351;94740,394;33359,29
4306106;Cruz Alta;RS;776889,975;418956,107;2347106,179;363706,009;3906658,271;4609383,808;77389,3
4306130;Cruzaltense;RS;84741,218;3963,365;31308,704;17012,918;137026,205;144763,334;82018,89
4306205;Cruzeiro do Sul;RS;90458,412;123218,141;176437,993;68254,29;458368,837;533002,439;42787,38
4306304;David Canabarro;RS;102178,053;9455,033;70791,846;30990,465;213415,398;229362,455;48470,51
4306320;Derrubadas;RS;92002,751;5332,023;24306,381;22097,627;143738,782;148406,813;54601,48
4306353;Dezesseis de Novembro;RS;21162,915;1282,08;12311,491;20325,845;55082,332;57173,905;24527,63
4306379;Dilermando de Aguiar;RS;182178,692;12580,89;39325,75;24859,815;258945,147;267900,903;89569,01
4306403;Dois Irmãos;RS;20707,721;783119,444;857271,972;180609,477;1841708,613;2188540,309;65238,03
4306429;Dois Irmãos das Missões;RS;135693,173;7711,8;25409,835;21326,951;190141,76;199193,839;99996,91
4306452;Dois Lajeados;RS;59127,34;33172,748;43611,297;23796,804;159708,189;172600,63;50616,02
4306502;Dom Feliciano;RS;155677,78;9625,471;86599,836;89192,298;341095,385;356857,027;22940,15
4306551;Dom Pedro de Alcântara;RS;9319,93;4158,764;24986,034;20426,091;58890,819;65532,717;26005,05
4306601;Dom Pedrito;RS;1052204,255;132721,659;654684,616;230109,669;2069720,198;2210940,528;57844,71
4306700;Dona Francisca;RS;35158,085;17506,061;25118,31;21544,939;99327,394;106595,521;36036,35
4306734;Doutor Maurício Cardoso;RS;146062,72;7345,832;64511,023;30485,128;248404,703;260795,731;59542,4
4306759;Doutor Ricardo;RS;27780,825;11112,402;18028,332;16040,022;72961,581;78890,014;40106,77
4306767;Eldorado do Sul;RS;183079,222;264186,221;921463,26;277185,527;1645914,23;2120258,236;49900,17
4306809;Encantado;RS;51928,813;316052,001;486206,65;118207,577;972395,041;1168354,663;50694,44
4306908;Encruzilhada do Sul;RS;568395,984;46320,585;250058,78;160612,869;1025388,218;1080942,932;41512,46
4306924;Engenho Velho;RS;38447,051;1811,788;14090,836;15824,751;70174,427;73213,193;78554,93
4306932;Entre-Ijuís;RS;279913,7;26463,446;259974,203;56226,461;622577,81;687575,821;82344,41
4306957;Entre Rios do Sul;RS;51456,831;91375,668;30195,333;23372,566;196400,397;207515,909;76180,58
4306973;Erebango;RS;84383,625;11793,13;45077,915;25559,417;166814,087;180477,882;60603,72
4307005;Erechim;RS;154750,201;2043871,998;2980181,875;601008,803;5779812,876;6882610,718;64103
4307054;Ernestina;RS;144265,27;24063,753;54904,466;28732,995;251966,484;265547,848;83742,62
4307104;Herval;RS;148384,822;6998,774;45701,883;45767,735;246853,215;253605,686;37256,6
4307203;Erval Grande;RS;56127,244;8639,326;39984,872;34392,916;139144,358;150881,724;31565,21
4307302;Erval Seco;RS;168828,017;18709,137;100329,765;43145,651;331012,57;353966,617;52854,5
4307401;Esmeralda;RS;251708,986;10500,719;83222,759;29501,749;374934,213;392858,569;119373,62
4307450;Esperança do Sul;RS;57991,286;7135,188;21233,759;24287,339;110647,573;116730,251;41015,55
4307500;Espumoso;RS;441675,528;83366,394;388809,704;94961,627;1008813,253;1113102,34;71380,17
4307559;Estação;RS;59749,798;61395,507;135646,069;41750,026;298541,4;350706,488;59200,96
4307609;Estância Velha;RS;6183,076;566385,419;760895,525;304428,926;1637892,946;1875488,235;36564,93
4307708;Esteio;RS;3288,084;858325,82;1719596,31;567813,758;3149023,972;3749877,538;44988,45
