AGE;GENDER;EDU;MARRY;JOB;INCOME;HOUSE;OWN;CHILD;TEEN;ADULT;PET;STATE;POP;LIST;SHOP;STORE1;LABEL;STORE2;LUNCH;COOK;CHECK;MAID;LEFT1;LEFT2;FREEZE1;FREEZE2;OUT;READY;WASTE1;WASTE2;HARD;AVOID;FOOD1;FOOD2;DISC1;EXPIRED;SPOILED;DISLK;BADCK;NKEEP1;NKEEP2;DISC2;CERE;ROOTS;BEANS;MILK;PROTE;FRUIT;SWEET;DRINK;DISH;BREAD
38;0;17;0;1;19000;0;1;1;0;2;0;PE;1653461;4;4;5;2;3;4;4;3;0;4;5;4;4;3;3;4;4;4;3;3;2;2;1;1;0;0;0;0;3;0;0;0;1;0;1;0;0;1;0
65;0;18;0;1;19000;0;1;0;0;2;1;PE;1653461;4;3;1;4;4;3;4;2;0;2;4;3;4;3;2;4;3;5;3;3;2;3;1;1;1;0;0;0;3;0;0;1;0;0;1;0;0;1;0
44;0;17;1;1;10000;0;0;2;1;1;1;PE;1653461;5;3;30;4;1;3;4;2;0;2;2;2;4;3;3;4;4;3;2;3;3;3;1;1;0;0;0;1;4;1;0;1;0;0;1;0;0;0;1
22;1;14;1;1;2500;0;0;0;0;3;0;PE;1653461;4;3;1;3;2;3;4;2;0;3;3;3;3;3;2;4;3;2;3;4;2;2;1;1;0;0;0;0;5;1;1;0;1;0;1;0;0;1;0
40;1;14;0;0;2500;1;1;0;1;2;1;RS;283620;5;3;1;4;4;5;5;2;0;4;5;2;2;2;3;4;4;3;4;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
63;0;14;0;1;41250;0;1;0;0;2;0;PE;706867;5;4;1;4;3;5;4;4;0;4;4;2;2;2;2;4;4;5;5;3;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
23;1;14;1;0;6500;1;1;0;1;3;1;RS;11330;3;4;1;2;2;4;4;3;0;5;4;5;5;2;2;4;3;4;3;3;3;3;1;1;1;0;0;0;5;1;0;1;0;0;1;0;0;1;1
38;1;17;0;1;4500;1;1;1;1;2;1;RS;80037;4;4;30;5;5;5;5;3;0;5;4;3;3;2;2;4;5;5;3;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
81;1;12;1;0;2500;1;0;2;0;2;0;CE;73188;5;4;1;4;2;5;3;5;1;4;5;4;1;2;2;4;4;3;1;2;2;2;0;1;0;0;0;1;3;0;0;1;0;0;1;0;0;0;1
42;1;22;1;1;13500;0;0;0;0;2;0;RS;1488252;4;4;5;4;4;5;3;1;0;5;5;5;5;3;3;5;5;5;4;3;2;2;1;1;0;0;0;0;4;0;0;1;0;1;1;0;0;1;0
39;1;16;0;0;10000;1;1;2;0;2;0;PE;84395;1;4;7;5;3;4;4;1;0;5;2;3;2;2;2;4;5;5;4;2;2;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
27;0;16;1;1;6500;1;1;0;0;3;1;PE;334376;4;4;1;5;3;4;2;3;0;5;5;2;4;3;3;4;5;5;3;2;2;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1
27;0;16;0;1;6500;1;1;0;0;2;1;PE;56198;5;2;30;3;1;1;1;3;0;3;1;2;4;2;2;4;4;5;5;3;2;2;1;1;0;0;0;0;5;1;0;0;0;1;0;1;1;0;1
25;1;14;0;1;2500;1;1;1;0;2;1;PE;1653461;5;3;1;2;1;5;4;1;0;3;2;2;5;2;2;3;3;2;3;4;4;3;1;1;1;0;0;0;3;0;0;0;1;0;1;0;0;0;1
24;0;14;1;1;4500;0;0;0;0;4;0;PE;1653461;5;4;1;3;1;5;4;1;0;4;5;5;2;3;3;5;4;3;3;3;2;2;1;1;0;0;0;0;4;1;1;0;1;0;1;0;0;0;0
18;0;14;1;0;10000;0;1;0;0;5;0;PE;706867;5;2;1;2;1;5;2;1;1;4;5;3;5;3;3;4;4;4;5;4;3;3;1;1;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0
58;1;12;0;1;4500;0;1;0;0;3;0;PE;65647;5;4;3;2;2;5;5;2;0;3;4;2;2;2;3;3;4;4;3;3;3;2;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0
39;1;5;1;0;1500;1;0;2;1;3;0;MG;33413;4;4;30;4;5;5;4;3;0;4;4;1;2;1;1;4;5;5;5;2;2;2;1;1;0;0;0;0;3;0;0;0;1;0;0;0;1;0;1
60;1;18;1;0;10000;1;1;0;0;1;1;MG;338197;5;3;7;5;5;5;5;1;0;4;4;2;2;2;3;4;4;5;2;3;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
43;1;9;1;1;1500;1;1;2;1;1;1;MG;31364;5;4;45;5;5;5;5;5;0;5;5;1;1;1;2;4;5;5;5;1;1;4;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
52;1;17;1;1;41250;1;0;0;1;1;1;SP;12325232;4;4;7;4;3;4;4;3;0;5;4;5;4;4;3;4;4;4;3;3;3;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
39;1;17;1;1;6500;0;1;4;1;2;1;SP;293652;4;4;7;4;3;5;5;2;0;5;5;2;1;3;2;4;4;5;5;3;2;2;0;1;1;0;0;0;7;0;1;1;1;1;1;0;0;1;1
59;1;16;1;0;4500;1;1;1;0;2;1;MG;241835;5;4;30;5;5;4;5;5;0;4;3;4;2;2;2;4;4;5;5;2;2;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
37;1;16;0;1;4500;0;1;2;0;3;0;PR;47842;1;4;5;2;2;5;5;5;0;5;5;4;4;3;3;5;5;5;5;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;1;17;1;1;6500;1;1;0;1;3;1;SP;131626;3;4;7;5;5;5;5;1;0;5;4;4;4;2;2;4;5;5;5;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
65;1;5;0;1;4500;1;1;0;0;3;1;RS;31063;5;3;30;1;1;5;5;5;0;5;5;4;1;3;3;4;5;5;5;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;1;12;0;0;1500;1;0;2;0;2;1;MG;94808;5;4;1;5;5;5;5;3;0;4;5;1;1;2;1;5;5;5;5;3;2;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1
56;1;16;0;0;4500;1;1;0;0;5;1;MG;2521564;3;3;30;5;3;5;3;2;0;4;3;2;3;2;3;4;4;4;4;2;2;2;1;1;0;0;0;0;3;0;0;0;0;0;1;0;1;1;0
42;1;5;1;0;1500;1;1;1;1;2;0;SP;464983;3;2;30;2;2;5;5;3;0;5;5;1;4;2;2;5;4;3;5;3;2;2;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0
64;1;16;1;0;2500;1;1;1;1;1;1;SP;103102;5;4;7;4;3;3;5;5;0;4;4;4;4;5;2;4;4;5;5;2;2;2;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0
46;1;16;1;1;2500;1;1;0;1;2;1;SP;238339;5;4;1;4;4;4;4;4;0;3;1;3;3;2;2;4;5;5;5;2;2;3;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
58;1;11;0;0;1500;1;0;0;0;3;1;RS;348208;5;3;1;5;5;5;5;1;0;4;4;4;4;1;2;4;5;5;3;1;1;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;1
54;1;12;0;1;2500;0;1;1;0;2;1;RJ;76869;5;3;45;1;1;4;5;2;0;3;3;2;3;3;3;3;4;5;3;3;3;1;0;1;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0
45;1;16;0;0;1500;0;0;1;0;2;0;BA;2886698;5;4;30;3;2;5;5;3;0;4;4;1;4;2;2;4;5;5;3;2;2;1;0;1;0;0;0;0;5;0;1;1;0;0;1;0;0;1;1
19;1;14;1;0;1500;1;1;0;1;2;1;RS;3002;5;4;7;4;3;4;5;5;0;4;5;2;4;2;2;4;4;5;4;3;2;1;0;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
39;1;16;0;1;2500;0;1;1;0;2;0;MG;2521564;4;4;30;3;3;4;4;3;0;3;4;3;3;2;3;4;3;3;5;3;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
65;1;16;1;0;1500;0;0;1;0;2;0;RJ;6747815;5;3;7;5;2;5;5;4;0;5;5;3;3;2;2;4;5;5;5;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;1;16;0;1;8000;1;1;3;0;3;1;SC;250181;2;4;1;4;1;4;4;1;1;5;5;4;1;2;1;3;5;5;1;2;2;2;1;1;0;0;0;0;3;0;1;0;0;0;1;0;0;0;1
56;1;12;0;0;13500;1;0;0;0;4;0;BA;201635;5;4;30;5;4;5;5;3;0;5;3;2;3;2;2;4;5;5;4;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;1;14;0;0;2500;0;1;1;0;2;0;RS;1488252;3;4;30;1;1;4;4;1;0;5;5;4;4;2;2;3;3;5;5;2;2;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
45;1;17;0;1;1500;1;1;0;0;2;1;SP;230371;5;3;1;5;5;5;5;4;0;4;4;2;3;3;3;4;4;4;3;2;2;3;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0
62;1;17;0;0;10000;0;0;0;0;2;1;SP;12325232;4;4;1;3;4;5;5;5;0;4;5;2;5;3;3;3;4;4;4;3;2;2;1;1;0;0;0;0;4;1;0;1;0;0;1;0;0;0;1
64;1;11;0;0;2500;1;1;0;0;4;1;RJ;306678;4;4;1;5;2;5;5;3;0;4;3;2;3;2;3;4;4;4;3;3;3;3;1;1;1;0;0;0;7;1;1;1;1;0;1;0;0;1;1
60;1;22;1;1;13500;1;0;0;0;1;0;MG;2521564;5;4;7;5;4;5;5;3;0;4;4;3;2;1;1;4;4;4;3;3;2;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;0;1;0
49;1;17;0;1;4500;1;1;0;0;2;1;RR;419652;4;4;1;4;4;4;4;4;0;3;3;2;4;3;3;4;4;5;5;2;2;3;1;1;0;0;0;1;5;1;1;1;0;0;0;0;1;0;1
61;1;16;1;1;2500;1;1;0;0;2;1;TO;183381;5;4;7;5;3;5;5;5;0;5;4;2;3;2;2;5;5;5;5;2;1;2;1;1;0;0;0;0;6;0;1;1;1;1;1;0;0;0;1
41;1;17;1;1;4500;1;1;0;0;3;0;BA;2886698;5;4;3;5;3;5;5;3;0;5;5;1;1;2;2;4;4;4;4;2;2;2;1;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
66;1;17;1;0;4500;1;1;0;1;1;1;SC;106422;4;3;30;5;5;4;4;1;0;4;5;3;3;2;2;4;5;5;5;2;2;2;1;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;1
48;0;17;0;1;6500;1;1;0;2;2;0;BA;218162;5;4;30;4;5;5;2;2;0;5;5;4;2;2;2;4;5;5;5;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0;14;1;0;2500;1;1;0;0;5;1;PE;354317;4;3;30;5;2;3;4;3;0;4;5;4;3;2;3;3;3;2;3;3;2;1;0;1;0;0;0;0;4;1;1;1;0;0;0;0;0;1;0
39;0;18;0;1;10000;0;1;2;0;2;0;PE;354317;4;4;30;4;3;4;3;4;1;4;5;2;2;3;3;4;4;3;3;2;2;1;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1
51;1;22;1;1;8000;1;1;1;1;1;1;PE;354317;3;4;1;5;5;4;4;1;0;4;4;3;2;3;3;4;4;3;3;2;2;1;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
24;0;14;1;1;1500;1;1;0;0;3;1;PE;354317;5;4;30;3;2;4;3;3;0;5;5;1;4;2;3;4;5;3;2;2;2;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
20;1;14;1;0;4500;1;1;0;0;3;1;BA;72545;2;4;1;5;4;5;5;1;0;4;3;5;1;2;3;4;5;5;1;5;2;2;1;1;0;0;0;0;4;1;0;1;0;0;1;0;0;1;0
44;1;16;0;1;1500;1;0;1;1;2;1;GO;34202;5;4;7;4;3;5;5;3;0;4;4;2;2;3;2;4;4;4;4;2;2;1;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;1
60;1;17;0;0;6500;1;1;2;0;4;1;BA;41170;2;4;7;5;2;5;5;2;0;4;4;2;2;2;2;4;5;5;3;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0;22;0;1;13500;1;1;0;0;3;0;BA;218162;2;4;7;3;2;4;4;2;0;2;3;3;4;3;3;4;4;5;4;3;2;2;1;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0
56;1;5;0;0;2500;1;1;0;0;2;1;SP;20831;5;4;7;5;3;4;5;5;0;4;5;1;2;2;3;5;5;5;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;1;22;0;1;10000;1;1;0;0;2;0;SP;122505;5;4;7;5;5;5;4;5;0;5;4;4;2;2;2;4;5;4;5;2;2;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0
38;1;12;1;1;2500;1;1;2;0;2;1;MG;17327;2;3;7;3;3;4;4;1;0;4;4;3;2;3;3;4;4;3;3;2;2;2;1;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
24;0;14;1;1;1500;1;1;0;0;4;1;PE;354317;2;4;3;2;1;5;4;2;0;3;5;4;4;3;3;3;3;5;3;4;4;3;1;1;1;0;0;0;4;1;0;1;0;0;1;0;1;0;0
29;1;17;1;0;2500;1;1;1;0;5;1;BA;79424;2;3;30;2;1;4;5;4;0;5;5;1;1;1;1;4;4;3;3;2;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
54;1;12;1;0;1500;0;1;0;0;3;0;MG;59875;5;4;5;5;4;5;5;3;0;2;2;2;4;2;2;5;5;3;2;4;4;2;1;1;0;0;0;0;4;0;1;1;0;0;1;0;0;1;0
65;1;12;0;0;13500;1;1;0;0;2;1;CE;54962;4;3;30;5;3;5;5;5;0;5;5;1;2;3;3;4;4;5;5;2;2;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;1
36;1;16;0;0;1500;1;1;1;1;2;0;PE;1653461;5;4;1;5;5;5;5;5;0;2;2;4;1;2;2;4;5;3;3;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;1;18;1;1;1500;0;1;0;0;2;0;PE;354317;5;3;45;1;1;4;4;2;0;3;4;3;4;3;5;4;5;2;2;3;3;2;0;1;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0
26;1;17;1;1;6500;1;1;0;0;3;1;MG;241835;3;4;30;5;1;4;1;1;0;2;3;2;2;3;4;2;2;1;3;4;5;4;1;1;1;0;0;1;6;1;0;1;0;0;1;0;1;1;1
63;1;11;1;0;1500;1;0;1;0;1;0;MG;2521564;5;3;45;3;1;3;5;1;0;5;5;1;4;2;2;5;5;5;3;2;2;1;0;1;0;0;0;0;4;0;0;0;0;1;0;1;0;1;1
69;1;12;1;0;4500;0;1;2;0;2;0;SP;44360;4;4;1;4;3;4;4;4;1;4;3;3;3;3;4;3;4;4;2;4;3;4;1;1;1;0;0;1;3;1;0;0;0;1;1;0;0;0;0
58;1;22;1;1;13500;1;1;3;2;1;0;PE;354317;5;3;1;4;4;4;4;4;0;4;3;4;2;2;2;5;5;5;5;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;1;5;1;0;1500;1;1;2;2;3;1;RS;76321;5;2;30;5;5;5;5;5;0;3;1;1;1;2;2;5;5;1;5;2;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
62;1;16;0;0;19000;1;1;0;0;4;0;BA;2886698;5;4;1;5;5;5;3;5;1;3;3;1;4;2;2;4;4;5;2;2;2;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
67;1;17;1;0;1500;1;1;1;0;4;1;BA;2886698;4;4;30;4;2;4;5;2;0;5;3;2;2;2;2;5;5;3;3;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
67;1;14;1;1;4500;0;1;0;0;1;0;BA;213685;1;3;1;1;1;1;3;1;0;3;3;4;4;5;5;4;5;5;5;2;2;1;1;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
65;1;16;0;0;6500;1;1;0;0;2;0;SP;2505;4;4;30;5;3;4;5;5;0;3;4;3;3;3;2;4;4;5;4;2;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
29;0;17;0;1;19000;0;0;0;0;2;1;PE;354317;3;4;7;3;1;4;4;3;0;4;4;2;3;4;4;2;2;3;2;4;4;1;0;1;0;0;0;0;3;0;0;1;1;0;1;0;0;0;0
28;1;17;0;1;4500;1;1;1;0;2;0;PE;61249;4;4;1;5;3;5;5;3;0;3;3;3;4;3;2;4;5;3;4;4;2;2;1;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;1
50;1;16;1;0;8000;0;1;0;2;2;1;BA;213685;1;4;1;3;2;5;3;4;1;3;5;1;4;3;3;4;4;5;5;3;2;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
58;1;22;1;0;1500;1;0;0;1;1;1;SP;729737;5;4;30;5;5;4;4;5;0;5;5;4;3;2;2;5;5;5;5;2;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
55;0;17;0;1;6500;1;1;0;0;2;0;BA;218162;4;4;7;4;3;4;2;3;0;5;4;3;4;3;3;5;4;5;4;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
34;0;18;0;1;19000;1;1;2;0;2;0;MA;170222;5;4;1;3;2;4;4;1;1;4;4;3;4;2;2;4;3;3;2;3;3;1;0;1;0;0;0;0;4;1;1;0;0;0;1;0;0;0;1
42;1;11;0;0;1500;1;1;1;0;3;1;BA;2886698;5;3;30;5;5;5;4;3;0;4;3;3;5;1;1;4;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;1;17;0;1;4500;1;1;2;0;4;1;PE;354317;1;4;7;4;1;5;5;5;0;5;5;3;4;1;1;5;5;5;4;2;2;1;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0
30;1;17;0;1;6500;1;1;1;0;2;1;BA;79424;3;4;1;5;5;5;5;5;0;5;5;4;1;2;3;4;5;5;3;3;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
28;1;17;1;1;2500;1;1;0;1;5;0;PE;354317;5;2;30;5;5;4;3;3;0;4;5;3;4;2;2;4;4;5;5;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
59;1;22;0;0;13500;0;1;0;0;4;0;SP;122505;4;4;1;5;5;4;5;5;0;4;4;3;3;3;3;4;4;4;5;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
73;0;18;0;0;8000;1;1;0;0;2;0;BA;218162;5;4;1;2;2;3;1;1;1;3;2;1;5;3;3;2;3;5;3;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
70;1;16;0;0;2500;1;1;0;1;2;1;CE;2686612;4;3;1;4;4;4;4;3;0;2;3;2;2;2;2;4;4;3;2;3;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
56;1;17;1;0;2500;1;1;0;1;2;1;SP;330845;1;4;1;2;1;4;5;4;0;5;5;1;5;2;3;4;4;5;3;3;2;2;1;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0
63;1;17;1;0;4500;1;1;0;0;2;1;RJ;6747815;4;3;1;5;3;4;3;2;0;3;4;1;1;3;3;4;4;4;3;3;2;2;0;0;1;0;0;1;4;0;1;0;1;0;1;0;0;0;1
49;1;16;1;0;4500;0;1;0;0;1;1;SP;12325232;1;4;1;5;4;4;5;2;0;5;5;4;2;1;1;4;4;4;3;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
58;1;17;1;0;4500;0;1;0;0;1;0;BA;2886698;4;4;1;3;2;4;2;5;1;4;4;4;4;3;3;4;4;4;4;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
41;0;17;0;1;19000;0;1;1;1;2;0;PE;354317;5;4;1;2;2;4;2;4;1;4;4;3;4;2;3;4;4;3;4;3;3;1;0;1;0;0;0;0;5;1;1;1;0;0;1;0;0;1;0
59;0;16;1;1;1500;1;1;0;0;3;1;CE;2686612;3;3;7;3;4;3;4;4;0;4;3;4;4;3;2;3;4;3;3;2;2;2;1;1;0;0;0;0;5;1;0;1;1;0;0;0;0;1;1
29;0;17;0;1;19000;0;0;0;0;2;1;PE;354317;3;4;7;3;1;4;4;3;0;4;4;2;3;4;4;2;2;3;2;4;4;1;0;1;0;0;0;0;3;0;0;1;1;0;1;0;0;0;0
33;0;17;0;1;13500;1;1;1;0;2;0;PE;354317;1;4;7;5;3;5;5;3;0;5;5;5;5;3;4;4;5;5;5;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0;17;1;1;6500;0;0;0;0;1;1;PE;354317;5;4;1;5;3;5;3;1;0;4;5;2;4;2;4;4;4;4;2;3;2;2;1;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
42;1;16;0;0;19000;1;1;0;5;5;1;RS;121803;4;3;1;3;2;5;3;2;0;3;2;3;3;4;3;4;4;4;5;3;2;3;0;0;1;1;0;1;2;1;0;0;0;0;1;0;0;0;0
26;1;17;1;1;2500;1;1;0;0;4;1;PE;354317;3;2;45;5;1;4;1;1;0;3;4;3;4;2;3;3;2;2;2;4;3;2;0;1;1;0;0;0;4;1;0;0;1;0;1;0;0;1;0
40;1;16;1;1;1500;1;1;2;0;2;1;BA;29173;3;4;7;3;4;2;2;4;0;4;4;3;2;4;4;4;4;4;3;2;2;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
40;1;12;1;1;1500;1;0;0;1;1;0;SP;124159;5;5;45;5;5;5;5;5;0;5;5;3;3;3;3;4;5;3;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;1;16;1;0;1500;1;1;2;1;8;1;BA;60131;5;5;1;5;4;2;5;5;0;5;2;5;5;2;1;4;5;5;5;4;5;2;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
60;1;14;1;0;1500;0;1;0;0;1;0;PR;575377;3;4;7;3;2;4;3;1;0;5;4;2;3;3;3;4;5;5;5;2;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
49;1;17;1;1;4500;1;1;0;0;2;0;SP;12325232;5;3;45;5;4;5;5;5;0;5;5;2;3;3;2;5;5;4;5;2;1;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
37;1;14;1;1;2500;1;0;0;0;3;1;PR;575377;4;4;30;5;3;4;4;3;0;5;5;3;3;3;3;5;5;5;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;1;14;1;0;1500;1;1;0;0;4;0;PE;84395;2;4;1;5;4;5;5;4;0;5;5;3;3;2;1;3;4;4;4;2;2;2;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
28;0;16;1;1;2500;1;1;4;0;4;1;CE;229458;5;3;1;5;1;5;5;5;0;4;4;2;1;2;3;4;3;3;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;0;12;0;1;10000;1;1;0;0;3;0;AL;47819;3;4;1;3;2;4;5;3;0;4;4;3;3;2;2;4;4;1;5;3;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
59;0;12;0;1;10000;1;1;0;0;3;0;AL;47819;3;4;1;3;2;4;5;3;0;4;4;3;3;2;2;4;4;1;5;3;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
53;1;18;0;0;2500;0;1;0;3;5;0;PE;706867;3;4;1;3;1;1;4;1;0;4;4;1;2;4;3;3;3;4;2;3;2;2;1;1;0;0;0;0;4;1;0;1;0;0;1;0;0;0;1
30;1;14;1;1;2500;0;0;1;0;1;1;CE;2686612;3;4;1;4;2;2;4;1;0;4;5;4;2;3;3;4;4;3;3;3;2;2;1;1;0;0;0;0;3;0;1;0;1;0;1;0;0;0;0
60;1;5;0;1;6500;1;0;0;0;6;1;MG;2521564;5;4;1;1;1;5;5;5;0;5;1;1;1;2;2;4;4;5;5;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
49;1;12;0;0;1500;1;1;0;0;4;1;MG;2521564;3;4;3;4;4;3;4;5;0;4;4;3;2;2;5;4;4;5;3;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
67;1;16;1;0;4500;0;0;0;0;1;1;MG;699097;4;4;5;5;5;4;5;5;1;3;5;2;2;3;2;5;5;5;5;2;2;2;1;1;0;0;0;0;3;0;0;0;0;0;1;0;0;1;1
53;1;16;0;1;4500;0;1;0;0;3;1;BA;2886698;2;4;7;4;1;5;4;2;0;5;5;4;4;2;1;4;5;5;4;2;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
57;1;16;0;0;2500;1;1;0;1;2;1;PB;411807;5;4;7;5;2;4;5;4;0;4;3;2;2;1;2;4;5;4;3;3;2;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1
58;0;16;0;1;4500;1;1;0;0;3;1;CE;2686612;2;3;30;4;3;5;2;1;0;5;4;2;4;3;3;4;4;3;3;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
45;1;17;0;1;19000;1;1;0;0;2;1;MG;337092;2;4;1;5;1;4;3;2;0;4;5;2;2;4;3;4;4;4;5;3;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
43;1;12;1;0;2500;0;1;0;0;2;0;BA;2886698;5;3;45;2;2;5;5;3;0;4;4;3;4;3;2;4;5;5;4;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
68;1;22;1;0;13500;1;1;0;1;3;1;MS;906092;5;4;45;5;5;5;5;5;0;5;5;1;1;1;1;5;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;1;16;0;0;13500;0;1;3;1;2;1;DF;3055149;4;4;7;4;2;5;5;3;0;4;4;3;2;5;2;4;4;5;4;3;2;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
47;1;16;0;1;2500;1;1;0;1;4;0;BA;17080;2;2;30;4;3;4;5;3;0;3;4;1;3;2;2;4;4;3;3;2;2;3;1;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1
56;1;14;0;1;4500;0;0;3;0;3;1;RJ;6747815;5;2;45;5;5;4;3;5;0;5;5;5;5;1;3;5;5;5;5;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0;9;1;0;41250;1;1;0;0;4;1;PE;158899;5;3;7;3;4;4;3;5;0;4;4;2;2;2;2;2;3;5;5;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
26;0;14;1;1;4500;1;1;0;0;2;0;PE;1653461;1;4;3;3;3;3;2;1;0;4;3;2;4;5;5;5;5;3;3;2;2;2;0;1;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0
