IBGE;MUNIC;NHB2114;NHB2115;NHB2116;NHB2117;NHB2118;NHB2119;NHB2120;NHB2121;NHB2122;NHB2123;NHB2124;NHB2214;NHB2215;NHB2216;NHB2217;NHB2218;NHB2219;NHB2220;NHB2221;NHB2222;NHB2223;NHB2224;NHB2314;NHB2315;NHB2316;NHB2317;NHB2318;NHB2319;NHB2320;NHB2321;NHB2322
1506708;Santana do Araguaia;11,42;15,95;18,69;17,62;15,75;14,85;14,37;15,91;17,13;17,97;18,73;22,52;11,46;5,82;5,04;3,69;2,65;2,37;1,51;1,19;1,51;1,74;15,15;21,99;14,22;13,86;11,27;12,86;12,86;12,76;23,66
1506807;Santarém;48,81;49,96;51,80;54,20;54,58;54,40;54,13;54,04;52,16;51,49;51,20;43,87;48,60;56,21;66,27;69,98;69,99;70,67;71,73;73,26;75,32;76,18;45,34;48,00;52,39;52,19;51,29;51,09;50,90;50,61;48,80
1506906;Santarém Novo;77,30;78,64;80,10;80,76;78,55;76,51;81,54;82,63;83,91;84,17;86,80;31,80;23,53;13,93;10,00;15,33;17,67;10,50;9,59;7,78;7,08;4,00;;;;;;;;;
1507003;Santo Antônio do Tauá;74,19;75,26;76,53;72,46;66,20;64,58;64,62;68,95;75,42;77,37;78,01;61,83;66,34;71,05;72,56;74,29;74,67;75,25;77,78;81,49;83,61;84,74;;;;;;;;;100,00
1507102;São Caetano de Odivelas;80,12;81,08;81,15;81,00;82,26;82,60;82,40;83,94;84,33;84,58;85,44;9,22;5,46;2,91;2,75;6,17;6,47;5,80;4,81;4,80;4,29;3,47;22,47;22,37;21,90;22,04;21,26;21,22;22,34;23,44;30,19
1507151;São Domingos do Araguaia;69,81;74,33;76,85;74,77;75,24;75,46;75,42;76,57;77,86;78,86;79,50;37,87;46,53;54,29;60,58;67,82;70,84;66,32;49,36;46,33;40,18;36,15;;100,00;82,28;91,28;65,95;68,77;70,77;65,95;92,08
1507201;São Domingos do Capim;38,31;40,37;40,80;40,36;40,29;40,87;41,09;41,50;42,57;42,20;41,97;17,37;19,59;18,80;19,86;21,40;24,66;25,75;28,98;36,54;36,75;36,88;22,05;;22,08;22,08;22,08;;54,09;54,62;58,30
1507300;São Félix do Xingu;6,84;6,33;6,49;7,39;8,00;11,42;12,44;13,69;14,36;15,37;15,81;8,71;6,98;5,51;4,44;3,75;3,39;3,66;5,76;4,43;4,58;3,97;2,01;2,06;1,95;1,88;1,89;1,83;1,78;1,74;4,00
1507409;São Francisco do Pará;60,68;61,46;60,68;60,55;61,93;61,92;62,54;63,51;64,85;66,21;66,32;48,96;52,77;54,19;57,09;57,78;61,19;63,06;65,79;69,66;71,82;74,79;34,77;34,88;35,39;33,94;33,92;33,87;32,47;32,38;33,99
1507458;São Geraldo do Araguaia;46,05;50,18;52,89;56,76;55,44;56,13;57,18;58,70;61,18;60,88;62,75;25,24;27,09;30,17;33,25;33,54;31,64;30,64;31,36;34,35;35,29;37,43;47,27;62,98;63,53;56,04;53,77;54,55;53,56;53,50;59,67
1507466;São João da Ponta;78,96;81,77;83,70;84,93;84,78;84,18;84,12;87,11;86,81;87,24;88,70;50,16;54,15;58,35;63,22;66,25;66,67;67,14;65,06;54,38;49,97;36,75;;89,73;;;;;;;
1507474;São João de Pirabas;74,59;76,45;78,26;78,64;78,29;78,38;79,36;80,74;80,27;82,22;83,61;48,13;50,13;43,79;21,77;17,86;16,24;15,28;20,03;21,52;22,46;23,74;99,08;;;;;93,27;51,64;49,42;89,58
1507508;São João do Araguaia;45,77;46,15;44,33;40,03;36,49;33,97;33,15;32,89;32,59;32,69;33,66;25,16;27,47;26,84;24,18;19,80;16,56;15,48;17,94;32,50;36,47;36,35;;19,66;31,48;30,58;17,74;25,81;25,88;26,00;27,14
1507607;São Miguel do Guamá;33,34;34,23;34,96;37,07;38,42;40,43;40,63;41,86;44,88;46,59;47,37;7,55;4,59;6,56;7,80;7,56;7,67;7,59;9,99;20,92;25,34;27,81;;68,62;70,39;;38,57;38,14;37,73;39,18;45,08
1507706;São Sebastião da Boa Vista;32,55;32,13;32,23;33,00;33,55;34,34;34,99;35,51;37,71;38,08;37,25;2,49;2,41;2,27;2,49;3,69;4,38;4,31;4,88;5,24;5,51;5,32;;;5,89;20,34;21,67;;43,23;;47,55
1507755;Sapucaia;71,50;74,56;76,28;77,97;81,41;82,22;83,91;85,02;86,84;88,18;89,08;27,66;15,44;6,58;2,98;0,62;0,35;0,23;0,36;0,29;0,47;0,57;;;;;;;65,88;65,16;59,65
1507805;Senador José Porfírio;58,56;56,08;55,04;53,09;44,15;42,08;42,19;45,42;49,35;45,46;46,06;22,28;23,10;23,56;24,80;19,86;22,61;24,86;32,45;40,18;34,04;36,91;50,10;56,14;57,31;58,82;56,42;66,91;78,14;;
1507904;Soure;71,94;73,58;74,83;76,85;77,52;78,26;78,82;79,64;84,63;85,09;85,12;51,45;56,02;58,65;64,33;66,14;67,80;69,44;72,39;72,95;71,42;72,22;76,00;76,39;77,81;78,24;76,99;77,69;78,14;79,46;91,29
1507953;Tailândia;25,94;29,21;32,07;33,64;33,86;33,45;33,50;33,52;33,98;34,67;35,29;40,44;49,58;56,48;60,30;62,16;63,47;64,07;64,93;66,62;67,54;68,88;15,04;14,54;13,49;13,10;12,87;13,18;13,01;12,98;22,81
1507961;Terra Alta;81,57;82,69;82,83;81,25;79,02;78,83;78,23;78,42;79,23;79,81;80,94;10,55;6,09;3,99;2,99;2,24;1,77;1,90;1,73;1,74;1,85;1,84;;;42,23;41,72;41,42;40,96;42,21;50,54;86,54
1507979;Terra Santa;88,64;89,15;88,68;88,74;88,91;88,60;88,26;86,52;84,73;83,87;83,49;55,76;61,00;66,09;67,15;67,47;67,34;68,32;69,15;72,35;74,50;75,58;86,36;89,15;89,77;88,95;86,96;60,54;88,53;91,38;61,05
1508035;Tracuateua;24,40;27,64;31,02;31,42;33,17;34,85;37,19;36,51;32,96;33,43;33,68;4,98;2,73;1,42;1,09;1,27;1,82;1,60;4,69;12,59;19,66;24,17;11,48;12,10;12,02;12,19;12,45;12,34;12,54;12,79;18,09
1508050;Trairão;3,49;4,04;3,97;3,72;3,87;4,12;3,98;3,78;3,90;4,25;4,61;17,77;22,09;28,51;38,48;45,00;48,52;48,63;51,26;57,50;60,18;63,67;20,13;19,91;;;;;;;41,79
1508084;Tucumã;50,71;56,79;59,66;61,43;60,71;59,35;59,98;61,58;63,04;64,48;65,63;50,98;64,32;78,02;72,80;44,85;27,50;21,58;27,53;42,71;49,03;54,62;61,18;73,65;72,45;82,00;83,62;82,71;86,78;88,29;80,65
1508100;Tucuruí;81,56;82,32;83,08;84,04;84,52;84,97;85,12;85,11;85,85;86,14;85,96;54,26;56,50;58,45;61,06;64,94;67,84;69,21;71,69;76,15;78,16;78,22;89,02;88,82;90,00;90,48;90,24;;91,90;94,79;98,82
1508126;Ulianópolis;37,99;42,28;49,64;57,77;63,66;67,11;68,01;70,95;73,67;75,23;77,62;12,68;9,35;7,10;14,23;7,80;4,18;2,97;2,33;1,63;1,14;1,05;;61,91;73,67;100,00;100,00;100,00;100,00;100,00;100,00
1508159;Uruará;1,76;2,25;3,01;3,70;3,80;3,49;3,55;3,69;3,74;3,92;4,09;10,48;14,19;15,24;12,76;8,38;6,07;5,25;4,88;4,23;3,85;3,58;;;;;;;;;
1508209;Vigia;44,42;44,44;44,79;45,05;45,52;45,72;45,61;47,46;51,36;51,54;48,37;42,32;42,55;40,70;41,06;44,23;45,96;47,30;41,62;32,38;31,67;37,19;10,52;10,41;11,20;12,22;15,30;15,27;15,56;15,43;22,30
1508308;Viseu;26,42;28,01;29,44;30,90;31,60;31,64;31,56;32,26;32,36;32,20;32,38;14,08;17,33;19,83;22,07;26,36;29,25;30,83;31,92;31,90;31,15;28,73;9,09;9,03;8,78;8,74;8,47;8,45;8,40;8,36;10,14
1508357;Vitória do Xingu;28,90;30,29;31,47;32,52;35,14;36,94;39,13;46,65;53,79;56,99;58,40;38,26;45,53;49,37;33,87;15,74;9,10;6,21;5,12;3,20;4,07;3,03;;;;;;40,97;40,91;40,53;39,44
1508407;Xinguara;21,68;28,18;30,72;31,77;33,60;33,65;35,42;36,76;37,74;38,38;39,81;30,34;20,11;15,45;12,77;9,97;10,63;9,68;8,68;7,68;6,72;7,33;26,50;39,38;39,05;40,68;41,00;42,15;43,83;45,21;44,29
1600055;Serra do Navio;59,45;66,71;68,87;65,50;66,48;65,82;65,22;66,35;67,95;68,33;69,68;32,44;31,60;38,63;46,37;52,13;55,48;52,61;48,90;45,19;45,83;48,06;39,28;38,58;37,83;41,60;35,70;35,02;34,44;33,48;75,63
1600105;Amapá;7,37;6,29;5,87;12,21;16,33;17,11;17,19;17,82;19,76;22,19;21,38;33,64;31,74;30,04;35,88;39,38;40,16;40,10;40,38;47,02;52,25;55,05;19,43;19,17;23,91;24,12;22,69;23,89;23,91;23,77;26,87
1600154;Pedra Branca do Amapari;18,05;18,00;19,28;19,22;19,43;20,15;20,54;23,50;29,01;29,98;31,07;29,18;22,65;12,98;34,04;43,22;49,68;52,55;58,86;66,57;64,01;58,25;4,28;4,10;3,94;3,80;0,18;3,48;3,36;3,26;55,17
1600204;Calçoene;37,73;36,66;35,08;34,92;34,28;32,79;31,67;31,71;31,35;32,12;33,22;21,74;16,13;12,77;10,35;7,84;7,57;7,28;7,63;12,18;14,16;16,27;11,84;11,39;11,46;12,18;10,85;12,78;12,57;12,36;22,29
1600212;Cutias;77,92;78,02;76,10;74,73;75,25;76,47;76,18;77,00;77,91;78,69;79,42;31,01;30,42;32,81;34,18;32,82;34,60;36,68;38,85;40,23;43,57;44,75;51,98;43,06;49,95;49,58;47,05;46,11;45,14;44,30;60,64
1600253;Itaubal;60,40;58,03;56,86;55,36;55,82;55,97;55,79;57,70;62,84;65,03;65,41;16,68;16,86;17,29;16,91;17,19;20,04;19,40;18,85;15,96;15,37;24,25;32,65;32,09;31,38;31,05;29,48;28,86;28,27;27,71;44,24
1600279;Laranjal do Jari;90,46;90,36;90,18;88,47;87,47;86,17;85,56;85,02;80,40;79,76;80,12;50,39;52,84;54,74;52,06;46,09;41,44;40,20;37,72;39,47;40,51;42,17;35,60;34,74;33,87;33,11;31,26;30,61;30,01;29,44;43,16
1600303;Macapá;60,14;59,32;60,05;60,75;61,81;60,66;59,66;59,37;58,84;57,35;56,40;39,21;31,22;24,17;19,23;16,48;18,33;20,98;24,79;32,97;35,53;35,72;36,92;36,39;39,11;41,50;39,00;38,36;37,56;36,60;54,38
1600402;Mazagão;10,07;9,18;9,23;14,70;18,55;18,14;17,70;17,34;19,25;19,56;19,71;12,07;8,81;7,37;9,96;10,84;10,35;10,11;10,98;24,38;29,17;34,02;12,78;12,51;19,66;16,54;16,03;15,79;15,49;15,09;22,75
1600501;Oiapoque;12,88;10,91;9,83;9,48;8,04;7,51;7,47;7,18;6,46;6,07;6,10;41,63;43,04;46,93;53,03;55,46;56,03;55,63;55,85;55,41;53,56;54,67;7,77;7,50;7,36;6,98;6,73;7,05;6,89;6,75;8,90
1600535;Porto Grande;13,22;11,90;11,00;10,34;9,93;8,72;8,05;7,65;6,39;6,15;6,41;50,30;57,60;63,84;65,99;67,31;58,21;52,41;48,69;42,84;39,37;31,50;4,18;3,98;3,90;4,17;3,17;3,06;2,99;2,93;3,91
1600550;Pracuúba;23,04;19,94;16,64;16,31;16,13;14,77;14,78;16,33;13,11;13,09;13,32;36,42;52,24;57,97;62,01;68,64;77,82;79,27;84,20;40,41;37,08;36,84;22,14;21,41;23,48;23,35;22,45;21,89;21,37;20,78;24,59
1600600;Santana;69,24;69,75;69,43;68,84;68,78;68,81;68,86;67,94;64,84;63,87;62,05;49,62;53,60;56,64;59,65;61,11;61,21;60,49;65,16;38,75;24,48;16,91;47,24;47,05;46,52;45,71;44,29;43,53;42,78;41,84;45,08
1600709;Tartarugalzinho;25,91;26,07;25,03;24,70;24,89;25,60;25,46;25,40;26,08;26,21;27,48;48,62;47,82;39,63;26,03;16,99;12,19;12,25;17,29;12,75;9,93;9,25;15,89;15,32;15,25;15,32;13,83;13,49;13,14;12,82;15,00
1600808;Vitória do Jari;78,28;79,05;78,38;76,07;75,07;75,10;75,35;75,22;73,64;72,36;71,53;4,47;1,71;1,01;1,91;2,61;2,52;2,70;4,65;6,39;5,36;4,52;32,66;43,49;49,72;50,70;47,52;46,54;45,59;44,66;56,56
1700251;Abreulândia;58,18;58,10;58,10;62,17;60,96;62,64;62,84;61,57;64,57;64,86;64,68;29,26;18,33;14,80;10,55;8,47;6,75;5,14;4,09;3,81;5,04;4,45;61,71;61,32;60,94;61,73;61,74;61,73;61,72;61,75;75,31
1700301;Aguiarnópolis;81,20;81,22;81,04;81,10;80,90;81,34;81,93;81,81;81,03;81,46;81,08;27,53;22,51;19,69;19,24;20,98;22,40;23,23;24,23;24,91;27,02;26,27;80,16;89,32;87,08;82,37;84,18;84,43;84,66;84,88;80,23
1700350;Aliança do Tocantins;64,16;66,76;68,37;69,86;71,33;70,97;70,39;70,87;71,28;71,39;70,85;15,11;6,95;3,74;3,71;3,08;2,64;2,38;2,07;2,37;2,58;3,45;81,22;87,07;87,69;86,20;87,43;87,96;88,50;89,08;83,85
1700400;Almas;74,86;76,26;76,21;77,52;78,37;78,03;78,65;78,52;78,00;78,88;79,52;38,01;35,41;34,41;31,11;28,31;28,24;33,80;37,54;33,76;30,37;26,76;79,13;99,45;100,00;82,43;83,82;84,56;85,31;86,10;79,21
1701002;Ananás;89,97;90,51;90,32;88,69;87,66;87,26;86,27;86,21;84,72;83,86;82,19;26,36;30,13;36,50;39,33;41,29;44,20;45,69;48,60;52,40;53,21;54,05;100,00;99,92;99,51;99,50;99,97;89,97;90,51;91,17;83,44
1701051;Angico;73,68;77,78;81,33;79,13;79,33;80,22;80,91;81,32;80,91;81,39;81,64;8,71;4,23;1,69;1,48;1,28;1,27;1,40;1,12;0,89;0,90;1,04;61,04;60,61;60,22;61,03;61,05;61,00;61,03;71,80;84,39
1701101;Aparecida do Rio Negro;80,77;81,38;80,18;79,76;78,92;78,45;77,37;76,45;76,58;75,00;75,37;85,96;93,95;97,15;98,28;99,03;99,52;99,54;98,89;98,71;98,69;98,69;78,65;77,67;76,78;78,63;;;78,63;78,64;80,40
1701309;Aragominas;52,39;51,69;53,41;51,61;50,20;50,45;51,10;50,59;48,91;50,61;52,48;34,19;28,37;15,20;12,56;8,79;15,33;21,13;28,11;41,16;46,03;45,76;37,91;38,05;38,20;37,92;37,92;38,10;62,68;64,17;63,78
1701903;Araguacema;61,36;61,49;60,31;62,71;63,84;64,44;64,42;63,12;63,19;62,20;61,97;87,78;93,46;98,18;98,68;99,23;99,32;99,26;96,42;89,18;89,08;90,35;46,30;45,81;45,34;46,31;46,31;46,30;46,30;64,85;86,32
1702000;Araguaçu;62,65;65,73;66,56;67,36;69,74;69,70;71,03;71,78;71,59;71,45;71,98;9,24;3,18;1,88;1,61;1,75;1,48;1,46;1,47;1,60;1,63;1,53;66,88;70,98;71,33;72,27;73,79;74,76;75,72;76,70;71,65
1702109;Araguaína;94,51;95,66;95,99;96,03;96,28;96,18;96,35;96,06;96,02;95,95;95,70;19,67;17,50;18,34;23,02;25,84;29,69;32,17;31,16;28,96;28,44;31,48;94,88;99,99;98,30;95,69;96,45;96,74;96,94;97,10;95,21
1702158;Araguanã;80,36;81,69;82,69;83,16;82,05;81,51;79,58;80,24;79,81;79,54;79,64;40,06;33,30;34,27;31,79;39,75;47,63;52,85;50,46;52,15;57,57;59,85;79,57;83,74;82,75;78,18;82,08;90,99;91,83;92,71;82,30
1702208;Araguatins;70,44;70,37;70,90;72,09;73,89;74,44;75,38;76,78;78,24;79,05;79,49;16,96;6,22;2,56;2,02;1,90;1,60;1,80;1,76;1,82;1,54;1,56;;;;;;55,93;56,68;57,42;68,93
1702307;Arapoema;84,90;85,99;85,96;85,63;87,97;87,85;87,82;88,26;86,94;86,70;86,65;43,05;36,39;31,24;28,69;24,44;12,10;9,31;8,97;8,35;7,36;7,38;80,82;84,75;85,02;83,79;85,05;85,59;86,15;86,71;80,92
1702406;Arraias;64,38;65,79;61,57;61,58;62,49;63,06;63,69;63,63;63,97;63,87;65,16;30,70;28,16;31,47;27,57;23,10;20,42;18,02;16,67;11,90;9,66;7,21;69,17;83,38;83,58;74,20;75,66;76,51;77,36;78,21;69,24
1702554;Augustinópolis;86,45;88,49;90,23;91,33;91,98;92,50;92,49;92,17;92,65;93,27;93,89;49,74;43,23;37,32;44,64;47,34;41,06;38,85;39,61;34,83;34,45;40,65;82,53;99,99;98,68;85,15;86,16;86,38;86,62;86,84;82,61
1702703;Aurora do Tocantins;80,43;74,90;73,15;73,63;73,33;75,79;76,24;75,61;75,83;74,23;75,41;74,43;79,33;73,26;75,44;75,06;61,50;54,11;30,81;21,64;16,15;11,54;72,03;71,48;70,96;72,02;72,02;71,52;89,29;90,78;89,02
1702901;Axixá do Tocantins;84,92;86,75;88,65;88,57;88,17;87,90;87,58;88,52;88,35;88,20;89,36;51,62;59,67;59,24;63,61;67,64;69,55;72,59;72,37;65,59;62,36;60,02;;;;;;;;;
1703008;Babaçulândia;56,02;57,42;59,12;59,83;59,28;59,34;60,56;60,06;59,51;59,34;57,87;48,51;54,30;60,24;50,69;38,57;30,12;25,94;28,27;32,97;34,89;36,97;47,24;53,80;53,76;53,04;54,42;55,35;56,28;57,24;47,28
1703057;Bandeirantes do Tocantins;76,00;77,61;78,62;79,03;79,55;79,92;81,99;83,84;84,46;84,88;85,02;78,24;82,74;86,27;87,16;86,00;88,79;89,68;90,26;91,54;92,76;93,75;53,98;53,33;52,72;53,97;53,96;53,34;86,30;87,80;87,41
1703073;Barra do Ouro;67,44;67,47;68,32;68,67;67,24;66,99;68,06;67,86;66,30;66,18;67,28;24,61;17,99;6,79;5,04;3,80;3,26;2,47;5,19;6,03;5,01;4,09;53,01;52,49;51,99;53,01;53,02;52,54;87,18;88,68;88,52
1703107;Barrolândia;82,88;84,29;85,30;84,75;84,71;85,57;85,25;84,51;84,41;84,35;83,83;25,34;19,58;17,24;16,43;14,88;13,32;12,76;12,56;13,32;12,23;12,28;83,65;90,75;90,41;86,07;87,17;87,48;87,81;88,13;83,74
1703206;Bernardo Sayão;66,64;68,45;67,31;67,60;69,15;69,10;68,90;68,43;67,35;65,45;64,36;54,01;76,62;83,87;87,38;91,30;91,37;83,43;83,83;85,20;85,41;85,47;49,07;49,16;49,24;49,07;49,07;49,18;78,98;80,47;80,28
1703305;Bom Jesus do Tocantins;77,16;76,32;76,83;78,96;78,69;78,04;78,89;80,38;80,83;81,70;81,52;44,23;36,38;37,06;33,27;30,36;29,06;27,99;27,74;32,53;35,41;41,74;16,51;;100,00;;74,99;75,01;75,00;75,00;90,27
1703602;Brasilândia do Tocantins;78,34;80,60;80,17;79,39;83,41;83,92;83,91;83,16;83,79;83,10;81,77;35,86;24,48;13,53;13,51;14,51;13,70;14,63;11,99;9,97;8,58;8,32;69,58;69,22;68,88;69,58;69,56;69,24;95,66;97,16;95,64
1703701;Brejinho de Nazaré;64,08;63,86;65,19;65,22;65,81;66,48;66,00;64,44;63,22;62,12;61,85;79,62;83,41;86,84;87,86;89,22;91,99;93,20;70,07;41,44;24,25;15,60;80,91;80,54;80,18;80,91;80,91;80,59;88,87;90,38;89,44
1703800;Buriti do Tocantins;92,35;93,34;93,70;92,73;92,79;93,32;93,33;93,33;92,52;93,35;93,86;12,89;5,11;3,00;2,36;1,60;1,44;1,27;1,23;1,17;0,78;0,57;83,74;99,12;97,76;96,47;98,88;99,38;99,90;100,00;93,23
1703826;Cachoeirinha;93,17;93,53;93,54;89,72;87,78;87,13;86,82;88,48;89,26;91,40;91,14;28,19;24,09;17,35;14,42;15,13;15,78;14,78;15,80;16,55;14,77;18,12;;;;;80,58;80,57;80,60;80,29;100,00
1703867;Cariri do Tocantins;63,03;63,60;62,80;64,62;63,29;60,71;59,73;59,24;60,38;61,23;61,82;13,59;11,07;9,46;24,97;20,03;12,43;9,95;7,54;5,06;4,56;4,37;55,73;54,91;54,13;55,73;55,73;54,95;55,73;55,72;72,55
1703883;Carmolândia;58,94;62,48;64,78;66,90;64,98;65,17;62,71;64,50;62,72;62,90;61,57;85,36;89,88;94,24;95,78;96,64;97,14;97,66;96,92;97,11;95,99;95,90;78,77;77,98;77,24;78,75;78,76;78,02;86,67;88,16;84,87
1703891;Carrasco Bonito;94,57;94,46;93,87;93,16;91,37;88,62;88,39;87,56;87,77;89,36;89,69;72,06;79,94;84,62;87,69;89,36;91,22;91,70;92,94;94,83;95,45;95,84;53,28;84,26;83,50;85,97;92,29;92,99;93,75;94,48;79,84
1704105;Centenário;57,32;60,26;60,00;62,45;65,02;65,47;65,36;65,67;66,28;63,98;65,32;16,03;9,04;2,33;0,85;0,27;0,00;0,00;0,44;1,36;1,21;1,30;58,61;57,94;57,28;58,62;58,63;58,00;76,53;78,02;66,03
1704600;Chapada de Areia;70,68;71,54;72,19;70,97;69,17;69,44;68,82;65,54;60,25;58,95;60,83;55,06;53,26;40,43;41,53;27,90;19,35;13,23;9,14;4,90;3,94;3,04;;;;;;55,97;56,10;56,11;61,89
1705102;Chapada da Natividade;51,49;51,03;50,92;50,44;51,56;53,01;56,40;57,10;57,61;58,59;59,07;17,92;19,58;15,23;21,90;31,27;34,76;43,37;45,51;53,47;56,95;60,22;50,52;50,52;50,52;50,54;50,54;50,53;50,53;50,54;70,32
1705508;Colinas do Tocantins;94,89;95,63;96,66;96,61;96,67;96,74;96,49;96,59;96,59;96,49;96,61;61,42;75,96;87,04;91,90;96,85;97,67;97,93;98,06;98,50;98,94;99,11;95,91;99,99;98,73;96,48;97,27;97,46;97,60;97,71;96,01
1705557;Combinado;87,63;87,50;86,88;89,03;90,77;90,83;91,26;91,79;91,91;91,82;91,94;18,28;12,04;9,40;8,98;8,26;7,74;7,00;6,43;5,69;5,45;5,36;85,58;100,00;99,75;87,63;88,66;88,99;89,30;89,59;85,66
1705607;Conceição do Tocantins;66,86;62,72;61,86;55,74;58,55;60,91;62,35;63,99;64,39;67,90;68,81;54,55;42,63;35,87;28,85;38,13;50,84;46,21;39,52;32,57;29,45;23,77;69,60;69,61;69,86;69,61;69,62;94,13;94,32;95,82;95,60
1706001;Couto Magalhães;51,79;52,71;51,33;53,89;52,25;52,50;52,93;56,30;54,81;55,71;54,76;81,02;83,93;84,89;72,47;68,04;73,39;75,49;84,00;47,32;26,57;22,00;37,62;37,24;36,88;37,62;37,61;37,26;95,62;97,12;96,68
1706100;Cristalândia;81,48;81,74;80,49;81,06;81,10;81,27;81,85;81,88;81,72;81,53;81,62;62,28;34,12;18,57;12,28;17,04;14,86;12,25;10,48;7,75;6,73;5,17;81,81;92,77;92,85;84,58;85,78;86,25;86,73;87,20;81,89
1706258;Crixás do Tocantins;60,56;60,23;62,09;61,58;62,70;63,79;62,93;60,30;59,42;58,28;56,73;7,12;2,04;0,55;0,53;0,50;0,51;0,51;0,00;0,00;0,00;0,00;55,76;55,30;54,84;55,74;55,74;55,28;90,37;91,88;88,57
1706506;Darcinópolis;69,21;67,79;70,09;72,87;76,76;75,61;76,35;77,10;78,34;78,25;78,64;25,98;24,55;23,45;24,55;27,19;28,10;26,94;27,23;25,95;25,54;26,34;;;;;;;;;
1707009;Dianópolis;83,61;84,45;84,62;84,96;84,75;83,52;83,95;84,25;84,47;84,97;85,41;81,57;84,86;86,85;84,36;83,46;40,43;28,99;21,56;15,95;11,62;7,92;85,96;94,51;93,23;88,57;89,59;90,10;90,55;90,96;86,04
1707108;Divinópolis do Tocantins;66,37;66,55;67,09;66,44;66,45;66,18;67,18;65,65;63,80;65,21;64,62;21,45;14,56;8,55;4,72;3,06;3,20;4,78;4,45;3,45;2,91;2,28;70,19;69,69;69,22;70,18;70,19;70,19;70,19;70,18;78,76
1707207;Dois Irmãos do Tocantins;53,10;53,01;53,27;53,67;56,08;56,49;56,70;56,34;56,67;56,52;56,77;9,49;5,84;4,87;16,70;29,35;34,57;37,93;38,55;42,55;42,21;42,92;38,78;38,78;38,83;38,77;38,77;38,84;38,78;36,05;41,28
1707306;Dueré;77,58;78,35;80,07;79,77;80,26;78,42;78,57;79,52;79,48;78,62;79,18;20,02;8,69;3,69;2,55;2,11;1,74;1,91;1,52;1,43;1,44;1,53;66,53;66,50;66,46;66,53;66,52;66,50;66,54;66,54;90,77
1707405;Esperantina;69,07;69,27;68,31;68,54;68,70;69,83;68,93;69,49;68,86;67,92;63,10;22,85;20,10;18,73;18,78;17,73;17,58;17,41;18,47;18,26;17,51;16,71;48,69;47,99;47,34;48,69;48,70;48,05;71,40;70,55;99,60
1707553;Fátima;71,81;73,08;75,76;75,47;74,48;72,51;71,97;71,10;68,93;68,76;69,58;95,30;98,06;99,72;99,76;99,52;99,42;98,57;97,87;89,52;88,60;88,15;61,02;61,07;61,13;82,39;82,40;82,53;96,11;97,62;96,60
1707652;Figueirópolis;66,63;67,82;68,22;67,86;67,81;69,04;69,23;70,42;70,92;71,74;71,03;70,34;80,92;83,85;87,92;89,04;90,99;91,82;92,97;94,32;95,60;96,52;75,85;84,92;85,19;79,75;81,07;81,78;82,45;83,17;75,92
1707702;Filadélfia;66,54;68,15;69,17;68,58;69,90;70,66;71,07;71,61;70,27;69,57;70,42;45,59;60,86;68,72;74,25;73,60;63,81;58,81;31,19;21,67;17,82;15,04;73,74;75,55;75,36;70,71;72,19;73,05;73,92;74,80;65,11
1708304;Goianorte;33,77;34,23;34,93;33,10;31,54;31,92;32,12;33,83;38,25;39,66;40,58;21,21;19,53;19,39;19,90;18,09;17,37;28,09;38,79;10,96;5,96;3,90;50,71;50,61;50,52;55,70;55,69;55,67;55,69;55,69;51,03
1709005;Goiatins;58,36;56,41;57,21;57,61;60,18;61,04;62,03;62,68;64,15;63,26;62,11;33,37;33,62;38,61;44,26;57,11;64,51;70,28;72,86;74,98;73,19;74,76;51,15;65,70;65,29;59,45;60,97;61,95;62,95;63,96;41,02
1709302;Guaraí;88,74;89,23;90,18;90,02;90,73;90,56;90,85;91,31;91,09;91,63;92,08;47,46;37,60;38,80;41,48;46,86;49,04;50,14;50,09;52,61;54,44;55,16;90,98;99,99;99,00;92,57;93,52;93,83;94,10;94,35;91,07
1709500;Gurupi;82,95;85,42;87,77;88,66;88,96;88,72;88,83;89,15;89,16;89,20;89,16;47,01;42,41;39,42;41,49;45,28;47,01;49,51;50,65;54,72;56,96;58,61;97,64;99,99;98,90;97,81;98,57;98,70;98,77;98,82;97,71
1709807;Ipueiras;67,64;63,37;65,69;68,39;72,51;71,89;70,02;66,21;64,95;58,64;56,19;79,30;73,05;69,00;67,12;69,29;70,02;71,39;74,35;78,92;82,39;84,36;58,44;57,26;56,15;58,47;58,47;57,37;89,28;90,76;81,82
1710508;Itacajá;60,96;60,30;60,78;61,68;61,55;62,34;62,21;62,60;61,84;60,39;59,17;28,15;30,75;32,73;35,18;38,44;40,47;41,70;44,34;50,18;52,06;50,84;57,84;57,66;57,48;;74,18;78,03;82,00;81,98;91,33
1710706;Itaguatins;67,20;68,04;69,54;69,73;70,25;70,35;70,58;70,04;68,21;68,60;68,40;50,34;64,30;72,94;75,96;74,21;86,28;88,70;91,53;94,01;93,34;92,75;;;56,33;;56,33;56,28;56,33;56,34;57,79
1710904;Itapiratins;37,81;39,45;37,79;38,94;38,57;39,29;38,52;39,19;37,68;36,68;34,38;6,29;5,36;4,96;26,92;41,35;46,83;40,89;32,12;28,03;23,62;17,79;54,19;53,89;53,60;54,19;54,18;54,20;54,20;54,20;41,96
