IBGE;MUNIC;METRO;CAPITAL;VAB21;PIB21;PIBPC21;ATV;POP21;ARREC23;IPSAMZ23;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1718303;Praia Norte;0;0;91207,6;93138,6;10876,87;ADM;8563;1152010,33;54,11;66,22;53,43;42,68;82,38;48,36;87,7;46,46;72,41;5,35;82,71;53,24;29,07;41,07;89,86;10,7;12,35;151,52;0;35,58;5,72;88,69;80,17;65,58;66,19;96,51;88,39;94,46;42,57;6;23,53;5;7,13;1,7;14,8;31,9;4,35;2,3;0,41;0,49;42,73;0,13;70,6;35,3;152,98;35,3;2,39;0;78,01;1,28;12,14;0,7;44,44;1,06;6;4;2;22,22;26,81;72,84;0;1;19,46;40,03;2;16,12;11,21
1718402;Presidente Kennedy;0;0;61572,76;65165,28;17765,89;ADM;3668;4352390,48;51,16;66,92;54,13;32,43;86,84;47,11;97,25;36,48;79,55;14,67;61,59;60,72;18,36;38,28;61,31;11,75;3,85;487,8;27,14;0;5,67;95,47;96,13;87,68;92,7;98,74;99,87;96,47;107,99;6;81,61;6;27,11;1,6;8,9;28,3;5,4;3,8;4,83;2,88;77,51;0,47;108,81;108,81;244,83;108,81;27,14;0;43,62;0;36,53;2,73;44,44;1,09;4;0;2;32,5;5,79;50;0;1;55,62;638,57;5;16,9;12,81
1718451;Pugmil;1;0;75893,35;82663,29;30103,17;ADM;2746;8736925,7;49,68;64,94;58,94;25,14;90,73;37,05;96,47;35,53;73,54;18,87;73,31;70,05;11,87;27,35;52,69;8,65;5;0;22,76;0;3,85;90,12;96,18;94,14;90,41;98,98;98,4;96,51;138,7;6;36,81;5;73,61;0,7;7,7;37,4;4,05;2,1;1,94;3,64;123,16;0,58;36,81;110,42;110,42;73,61;8,39;0;0;0;30,93;15,66;44,44;2,21;1;0;1;39,29;15,65;17,86;0;1;257,2;138,89;4;15,29;7,65
1718501;Recursolândia;0;0;89868,18;91479,79;20842,97;ADM;4389;3739822,57;45,9;56,84;57,33;23,52;82,07;36,1;65,33;43,85;72,6;8,24;80,1;68,39;13,48;38,36;41,36;0,89;54,05;0;9,55;0;6,82;52,46;1,93;85,35;43,62;86,63;67,64;56,86;84,96;6;23,03;5;23,03;1,1;14,4;36,3;4,15;0,1;1,63;1;57,46;0,15;46,06;23,03;253,34;69,09;23,03;0,04;1,79;2,33;29,76;35,54;44,44;0,92;2;0;1;27,03;9,29;51,35;833,33;5;198,02;392,16;4;1,37;0,91
1718550;Riachinho;0;0;67186,28;68536,43;14511,21;ADM;4723;3640385,81;50,58;64,71;51,69;35,34;73,98;30,76;84,39;69,7;72,15;7,21;76,52;50,89;27,26;42,73;63,69;7,68;37,04;1851,85;21,53;21,53;4,92;75,36;9,91;95,43;60,07;96,13;86,06;89,16;0;1;21,35;5;21,35;0,6;18,8;31,3;4,1;0,6;0,85;0,92;52,68;0,13;64,05;42,7;256,19;85,4;0;0;86,95;0,2;43,47;1,91;55,56;16,23;3;0;2;27,78;0;79,63;0;1;127,55;343,05;4;11,22;8,26
1718659;Rio da Conceição;0;0;28534,51;29142,46;13180,67;ADM;2211;3275141,71;54,94;69,66;59,11;36,04;82,55;66,38;90,3;39,4;75,25;10,64;73,49;77,07;14,32;56,8;58,59;14,44;0;0;0;46,95;5,06;80,54;36,79;91,81;91,63;95,19;87,03;87,32;63,69;6;92,12;6;9,39;0,6;13,9;34,2;4,7;2;0,87;1,18;81,18;1,18;46,06;92,12;92,12;92,12;0;27,53;0;0;2,77;22,16;44,44;2,3;2;0;3;17,86;0;35,71;0;1;87,64;931,1;5;19,9;16,28
1718709;Rio dos Bois;0;0;83940,4;85928,25;29846,56;AGR;2879;3604930,4;51,82;64,45;55,85;35,15;76,16;28,06;84,24;69,33;60,58;13,02;80,12;69,68;13,88;44,77;74,52;7,42;18,17;0;70,03;7,11;4,27;62,75;99,87;96,32;60,05;95,82;88,6;86,23;0;1;7,06;3;105,04;2,5;21,5;28;3,8;13,4;6,09;1,75;69,71;0,73;49,76;35,01;105,04;35,01;35,29;0;1,77;0;28,66;13,89;33,33;4,9;2;0;1;23,68;0;21,05;0;1;0;153,37;4;9,73;8,68
1718758;Rio Sono;0;0;108476,46;111443,42;17150,42;ADM;6498;5951037,96;49,09;59,2;58,91;29,15;90,76;24,47;72,2;49,35;76,74;7,98;82,2;68,73;14,48;40,33;55,31;6,46;15,63;0;3,07;0;6,23;66,99;55,06;47,72;56,37;88,8;72,37;66,43;11,74;4;15,41;4;92,48;0,6;10,6;30,8;4,4;0,5;2,84;1,22;45,86;0,07;30,83;77,07;169,54;46,24;9,23;0,01;0;0;43,43;71,71;22,22;1,39;4;0;2;26,56;21,47;28,13;60,61;5;33,58;202,16;4;9,23;7,08
1718808;Sampaio;0;0;143855,6;145863,18;29914,52;AGR;4876;3623149,61;53,13;63,55;55,04;40,8;75,28;53,08;86,98;38,85;73,68;9,12;75;62,34;37,91;39,47;73,79;12,03;24,69;256,41;41,72;20,86;5,52;88,27;87,98;93,44;82,9;92,1;85,66;86;69,98;6;62,58;6;12,74;1,9;17,8;32,9;4,75;0,8;0,42;0,76;75,18;0,34;62,58;62,58;41,72;62,58;21,23;0,17;34,18;0,51;20,77;4,51;44,44;1,88;7;8;2;28,4;9,03;91,36;0;1;8,57;219,46;4;16,61;13,54
1718840;Sandolândia;1;0;112968,2;116736,09;34629,51;PEC;3371;5386634,83;47,25;55,67;54,72;31,36;73,93;21,85;85,72;41,18;76,36;12,63;68,77;61,11;15,99;42,95;55,78;10,7;14,7;2127,66;29,65;29,65;5,02;78,57;9,03;95,7;69,11;95,88;92,45;80,75;26,32;5;88,94;6;29,65;1,7;14,2;23,5;4,6;1,3;0,82;1,75;93,89;0,36;177,88;59,29;296,47;29,65;29,65;1,2;0,21;6,29;138,45;34,71;22,22;3,85;4;0;2;29,79;0;27,66;0;1;120,7;657,03;5;16,02;11,27
1718865;Santa Fé do Araguaia;0;0;167485,9;175926,9;22913,12;ADM;7678;7925058,07;53,32;76,52;53,82;29,63;87,56;50,86;92,07;75,58;70,37;10,28;80,31;54,33;21,67;39,13;49,17;8,56;7,87;0;26,62;0;5,83;85,61;0,85;80,06;89,1;98,29;84,35;95,75;0;1;13,37;4;26,33;2,8;17,8;37,3;4,55;1,4;1,01;0,88;81,73;0,34;52,67;52,67;131,67;13,17;13,17;2,06;76,4;0,02;43,17;2,34;77,78;4,34;2;0;1;25,2;8,92;75,59;70,42;5;105,93;151,82;4;13,28;8,73
1718881;Santa Maria do Tocantins;0;0;137263,56;139630,25;39477,03;AGR;3537;3067869,01;54,27;68,24;60,61;33,95;85,86;33,25;83,92;69,92;78,41;13,56;82,22;68,25;21,68;33,21;69,55;11,35;52,63;0;6,05;0;3,82;70,01;50;59,6;60,67;94,42;88,7;85,91;24,81;5;5,82;2;17,75;0,2;14,6;25;4,7;0,6;2,93;2,09;86,68;1,03;29,76;28,69;200,8;42,29;28,69;0;0;0;38,07;32,8;22,22;3,44;4;4;1;31,58;13,81;52,63;0;1;58,55;223,96;4;16,68;12,16
1718899;Santa Rita do Tocantins;0;0;169778,39;180272,58;74895,13;AGR;2407;4844836,65;48,51;57,92;56,7;30,91;82,34;37,57;86,38;25,38;71,35;11,15;79,26;65,05;18,91;38,65;46,87;19,19;26,32;0;42,28;0;4,41;64,81;2,03;43,12;47,92;96,06;98,84;93,32;37,95;5;41,91;6;125,73;0,74;12,2;35,1;4,95;10,7;2,56;2,04;66,27;0,91;83,82;41,91;167,64;41,91;4,39;0;0,68;1,03;212,27;64,81;44,44;2,51;2;3;2;34,21;0;39,47;0;1;325,73;344,23;4;27,84;20,77
1718907;Santa Rosa do Tocantins;0;0;292236,05;307685,02;63257,61;AGR;4864;9117485,36;52,12;60,82;59,15;36,39;87,62;39,05;79,07;37,55;76,98;15,76;75,62;68,22;21,22;46,68;67,25;10,39;12,35;0;20,64;0;6,27;58,84;20,51;69,59;54;94,77;79,06;81,85;87,95;6;41,27;6;20,64;0,3;16,3;22,8;4,55;1,4;1,14;1,44;125,6;1,17;41,27;82,54;165,08;61,91;20,64;0;0;0;43,39;4,93;44,44;1,86;5;0;2;22,22;7,92;50,62;0;1;85,62;407,17;4;15,63;10,9
1719004;Santa Tereza do Tocantins;0;0;46416,95;48098,44;16427,06;ADM;2928;3009207,97;49,1;58,77;57,82;30,7;92,22;37,21;87,41;18,23;74,38;11,86;77,81;67,23;7,72;43,08;70,29;1,72;11,64;0;7,08;0;4,53;74,4;61,97;96,35;78,5;94,71;88,05;85,84;83,67;6;42,03;6;138,07;0,2;14,3;20,9;4,3;5,8;3,14;1,12;81,18;1,89;56,91;103,56;172,59;34,52;7,06;0;0;0;19,93;16,39;22,22;2,07;1;0;3;30,16;12,25;33,33;0;1;149,93;118,34;3;2,73;1,71
1720002;Santa Terezinha do Tocantins;0;0;40812,73;41930,98;16573,51;ADM;2530;2324528,59;52,02;67,08;58,23;30,75;87,72;37,25;86,5;56,85;78,91;8,34;83,11;62,57;17,6;40,49;54,38;10,53;35,71;0;7,84;0;4,62;84,76;36,18;95,42;62,4;96,92;87,84;92,88;28,09;5;15,82;4;15,82;0,3;10,5;31,4;4,85;0,8;1,02;1,26;58,02;0,36;47,16;39,53;276,68;39,54;7,84;0;28,07;3,37;16,77;3,56;33,33;3,16;4;0;2;22,73;27,41;72,73;0;1;237,34;172,41;4;15,81;11,07
1720101;São Bento do Tocantins;0;0;70444,22;73589,55;13485,35;ADM;5457;7524318,31;51,23;59,82;58,59;35,29;87,61;32,27;81,52;37,89;76,48;10,78;81,23;65,86;19,06;50,18;65,1;6,82;12,7;0;15,39;0;7,38;67,34;2,29;88,44;67,69;95,55;71;88,23;138,41;6;55,65;6;18,55;1,56;16,5;41,1;5,5;0,3;0,96;1,06;84,44;0,31;34,66;74,2;185,49;18,55;7,8;11,8;31,8;0,17;39,25;12,46;44,44;3,71;3;1;2;19,12;0;82,35;0;1;111,03;189,87;4;11,73;6,23
1720150;São Félix do Tocantins;0;0;35566,87;36540,73;22696,11;ADM;1610;1642677,79;54,99;75,23;62,95;26,78;81,05;82,89;72,55;64,44;74,4;16,45;83,16;77,81;18,1;38,63;26,54;23,85;68,97;0;0;0;7,24;67,84;2,51;98,63;61,31;80,9;79,4;65,16;0;1;62,58;6;12,62;0,2;11,7;27,5;3,75;0,6;2,86;2,51;108,82;1,59;63,96;51,45;187,73;25,56;0;25,12;0;0;6,92;88,2;55,56;1,25;3;0;1;25;17,97;33,33;20,2;4;420,76;418,41;4;34,16;26,09
1720200;São Miguel do Tocantins;0;0;250330,56;255814,09;20555,57;FLOR;12445;8869906,82;51,64;64,15;50,61;40,17;85,24;28,57;86,04;56,77;62,15;2,7;85,44;52,14;23,01;39,05;90,15;8,46;15,87;793,65;8,13;8,13;6,04;76,07;42,28;100;78,59;91,59;87,04;84,82;29,78;5;16,27;4;16,27;1,5;20,2;38,4;4,05;11,4;1,95;0,52;8,85;0,12;24,4;40,67;130,14;32,54;8,24;0;84,43;0,74;7,12;0,96;55,56;5,37;4;0;1;26,98;3,34;73,81;0;1;15,99;29,99;2;12,54;9
1720259;São Salvador do Tocantins;1;0;47960,18;49467,49;15926,43;ADM;3106;3247876,77;56,1;69,73;58,52;40,05;88,32;38,12;87,02;65,45;74,21;10,76;83,12;65,99;12,66;44,52;77,47;25,54;29,41;689,66;0;0;4,71;73,51;2,86;89,73;69,93;93,91;91,66;88,21;0;1;64,64;6;6,49;0,8;16,3;35,1;4,6;0,8;2,44;3,15;48,94;0,57;32,32;64,64;96,96;32,32;13,03;0;0;0;25,07;11,91;33,33;2,91;2;0;1;22,22;0;61,11;0;1;65,36;130,04;3;35,42;28,65
1720309;São Sebastião do Tocantins;0;0;60420,87;61804,37;12618,29;ADM;4898;4157750,26;50,88;65,92;57,4;29,31;91,28;38,54;85,92;47,94;78,74;13,35;77,3;60,21;13,54;40,34;54,97;8,4;15,38;0;4,25;0;5,46;87,92;5,56;82,81;78,21;94,8;81,8;86,64;31,77;5;20,61;5;29,26;0,1;12,4;20,5;4,5;1,7;0,32;0,71;117,17;0,12;82,44;82,44;185,49;20,61;20,81;0;48,34;0,08;20,4;4,29;44,44;1,03;2;0;2;26,51;13,91;79,52;20,2;4;85,8;149,7;4;13,68;8,17
1720499;São Valério da Natividade;1;0;149155,05;156734,12;40731,32;AGR;3848;6961910,37;51,72;63,26;57,97;33,94;80,8;28,65;85,48;58,09;80,13;17,02;65,59;69,14;21,45;45,29;57,17;11,86;22,73;357,14;25,25;9,67;6,61;84,63;42,94;62,14;62,58;95,55;92,65;85,15;0;1;51,23;6;51,23;0,02;8,2;19,3;4,95;6;3,17;3,65;98,1;1,31;25,61;128,07;51,23;128,07;25,61;0;0;0;47,05;28,33;55,56;2,82;4;0;3;27,27;13,7;31,82;0;1;204,39;240,67;4;16,11;13,51
1720655;Silvanópolis;1;0;226550,06;240328,58;44080,81;AGR;5452;9085000,34;52,99;65,46;59,6;33,92;89,62;34,73;92,26;45,24;76,25;18,36;73,9;69,88;24,32;48,48;52,4;10,47;10,87;0;7,44;7,48;5,2;66,96;1,47;80,14;83,62;97,38;95,25;90,38;82,37;6;18,42;4;55,27;0,3;10,9;22,1;4,15;3;6,19;3,96;91,18;1,05;55,27;110,54;221,08;73,69;18,42;0;0;0;30,64;11,19;22,22;1,84;8;0;1;18,52;0;41,98;0;1;260,61;238,28;4;15,41;11,19
1720804;Sítio Novo do Tocantins;0;0;127896,56;132862;14820,08;ADM;8965;8075524,4;51,63;65,05;51,49;38,35;84,22;39,33;84,14;52,51;73,36;6,62;77,05;48,9;24,97;41,85;66,81;19,77;19,87;148,15;8,74;11,08;7,46;74,29;11,25;53,28;63,92;92,29;85,38;90,05;77,17;6;11,11;4;11,11;1;14,9;28,9;4,55;4,6;0,82;0,87;47,83;0,21;66,69;77,8;177,84;33,34;11,11;0;97,07;0,25;11,69;0,33;22,22;2,89;8;0;2;28,48;2,59;69,54;0;1;90,87;138,76;4;27,22;22,31
1720853;Sucupira;1;0;528885,82;532373,97;265258,58;FLOR;2007;3306218,91;56,63;76,22;56,61;37,07;90,44;23,1;93,02;98,33;76,11;9,2;73,01;68,13;15,38;44,36;66,36;22,17;8,33;0;0;10,53;5,59;69,78;0,43;94,92;77,48;98,17;97,97;94,53;0;1;0;1;10,17;0,4;12,7;19,4;4,8;8;1,47;1,84;55,8;0,98;41,25;100,7;100,7;101,73;5,39;0;0;0;91,72;9,97;44,44;4,03;2;0;1;22,22;4,27;37,04;0;1;96,15;224,72;4;29,9;25,41
1720903;Taguatinga;0;0;302591,8;318252,68;18758,26;ADM;16966;24191967,31;51,77;60,83;58,75;35,74;85,59;39,29;82,37;36,05;69,55;14,17;80,86;70,42;18,9;51,26;61,13;11,67;25,86;107,53;17,83;0;6,16;75,03;5,37;78,53;68,08;86,49;91,18;80;94,03;6;47,55;6;29,72;0,7;22,1;31,3;4,7;7,3;2,99;3,21;77,87;0,75;29,72;59,44;178,31;83,21;5,94;0;0;0;15,59;6,48;54,55;2,85;3;0;2;18,97;4,59;26,72;0;1;157,82;163,62;4;17,62;12,2
1720937;Taipas do Tocantins;0;0;34336,95;35246,27;16145,79;ADM;2183;2750485,67;58,34;81;57,12;36,91;71,13;72,58;93,68;86,61;68,88;13,17;76,71;69,72;25,13;44,55;66,69;11,26;8;0;46,17;46,17;5,62;81,11;66,28;95,51;79,88;97,74;99,18;94,47;0;1;9,39;3;0;1,1;23,7;35,8;4,15;0,8;2,13;1,73;91,25;1,69;46,17;46,17;138,5;46,17;34,46;0;0;0;26,19;21,07;33,33;1,85;5;4;2;26,67;3,61;33,33;0;1;92,25;178,57;4;16,03;12,37
1720978;Talismã;1;0;142017,67;146707,97;51821,96;AGR;2831;4466415,03;51,98;58;61,08;36,85;88,75;41,08;90,35;11,81;77,04;16,76;82,9;67,63;13,49;57,11;54;22,82;0;3571,43;7,25;0;5,56;68,3;37,07;84,78;61,56;97,23;98,94;96,72;28,45;5;35,56;5;248,93;0,3;9,7;25,3;4,9;7;4,45;3,3;93,96;0,79;35,56;71,12;71,12;35,56;7,31;0;0;0;122,67;5,65;33,33;4,27;2;0;2;13,04;0;39,13;0;1;141,74;722,02;5;35,32;23,31
1721000;Palmas;1;1;8983888,28;10333418,52;32977,35;SERV;313349;2374557583;72,98;77,83;75,27;65,83;90,13;81,33;97,84;42;89,99;52,8;87,24;71,05;59,93;73,36;30,04;100;14,96;40,44;11,1;0,65;4,91;94,63;88,92;98,86;98,06;98,36;99,02;95,85;63,61;6;34,61;5;34,28;0,2;4,5;12,1;5,7;0,3;26,3;16,87;146,54;2,8;18,61;75,42;80,31;24,81;4,57;4,48;0;0;2,04;0,48;73,68;8,63;11;10;6;12,17;0,93;20,54;96,85;5;331,41;246,02;4;162,48;97,37
1721109;Tocantínia;1;0;187624,91;191372,85;24892,41;AGR;7688;6987179,62;52,62;58,47;60,77;38,63;83,95;36,88;58,26;54,79;60,89;6;85,46;90,75;40,36;37,16;68,14;8,84;20,94;529,1;26,26;2,73;4,8;43,58;3,82;72,22;41,26;70,71;58,22;58,22;18,96;4;21,26;5;18,69;2,7;26,9;50,3;4,6;7,1;3,21;1,05;26,47;0,72;39,39;65,64;170,67;26,26;5,88;69,98;0;0;9,26;40,45;44,44;1,44;10;5;1;32,46;0;19,9;2,39;2;26,98;158,79;4;13,14;9,37
1721208;Tocantinópolis;0;0;331510,7;372641,87;16329,62;ADM;22820;38676458,78;52,5;66,92;60,86;29,72;88,98;44,36;87,41;46,92;70,44;14,67;76,56;81,79;26,85;45,58;36,75;9,7;2,68;268,1;4,38;8,75;6,89;84,83;57,38;93,65;88,2;95,44;84,83;80,69;105,19;6;39,4;5;4,38;0,5;18,8;34,3;4,55;5,9;2,97;3,91;73,82;0,55;65,66;65,66;192,6;65,66;8,75;58,19;27,73;0,25;4,15;3,77;36,36;25,21;2;0;2;24,93;2,05;56,3;69,61;5;252,31;211,12;4;14,94;9,95
1721257;Tupirama;0;0;112637,38;118838,58;60880,42;AGR;1952;3425421,92;56,12;66,75;57,49;44,12;91,94;39,2;90,33;45,55;81,51;9,64;71,31;67,52;38,69;59,79;65,68;12,33;8,33;0;0;0;7,04;74,29;96,54;97,13;72,17;96,7;94,1;93,87;40,98;6;10,58;4;53,41;0,14;4,5;15,4;4,95;7,2;10,6;2,09;8,86;0,99;52,03;52,88;364,2;52,03;52,03;0;0;0;57,57;12,3;22,22;8,32;8;7;2;10,53;0;26,32;0;1;104,17;208,77;4;17,93;13,32
1721307;Tupiratins;0;0;37667,82;38618,57;13866,63;ADM;2785;3118988,26;55,71;74,37;56,47;36,27;92,88;52,59;80,04;71,98;71,71;16,69;67,59;69,89;13,12;49,26;68,01;14,69;0;0;0;8,13;5,25;63,96;1,73;93,07;52,12;92,55;91,03;77,01;0;1;36,64;5;7,49;2,22;16,3;32,5;4,7;4,1;3,08;1,84;120;0,31;109,93;36,64;219,86;37,44;37,44;0;0,25;0;29,02;10,05;33,33;3,66;2;0;2;21,43;0;53,57;0;1;76,69;493,42;4;19,75;16,88
1722081;Wanderlândia;0;0;171916,61;183424,38;15566,87;ADM;11783;5562695,46;56,5;65,9;58,26;45,33;87,17;35,5;91,12;49,82;79,1;8,29;81,16;64,47;29,52;51,78;90,04;9,96;14,49;150,38;8,52;8,52;6,11;82,76;25,64;66,26;80,98;97,15;90,9;92,83;53,89;6;8,52;3;68,18;1;12,1;18,8;4,6;1,1;1,6;1,28;54,17;0,38;8,52;59,66;144,88;51,13;17,04;0;23,09;0,96;19,03;3,65;44,44;1,79;6;4;2;16,67;3,6;72,46;0;1;17,27;37,74;2;13,92;11,12
1722107;Xambioá;0;0;424246,13;471019,83;40958,25;IND;11500;32392013,18;55,25;69,88;56,29;39,59;85,3;37,4;92,1;64,72;81,09;16,2;75,78;52,1;18,99;49,45;81,48;8,44;36,27;518,13;8,68;0;5,25;83,17;1,6;90,04;85,49;98;87,81;95,41;34,14;5;8,68;3;8,68;1,52;9,3;19,6;4,95;1;2,67;2,06;114,26;0,41;104,17;52,08;295,14;60,76;5,13;0;84,26;0,29;25,11;0,96;66,67;3,3;2;0;2;20,21;2,4;60,62;0;1;18,13;76,37;3;13,65;8,26
2100055;Açailândia;1;0;3372703,03;3828780,05;33649,84;IND;113783;295956350,2;58,04;67,09;57,54;49,5;89,31;48,4;94,37;36,29;76,74;26,04;76,92;50,46;37,14;56,24;90,91;13,71;14,74;56,69;12,38;1,77;5,17;93,36;91,32;100;90,78;96,82;92,87;96,13;101,37;6;60,11;6;28,29;2;12,6;23,1;4,8;2,8;27,27;1,32;89,57;0,43;53,92;76,02;172,38;36,24;8,84;0;92,42;0,89;22,58;2,02;58,82;4,03;10;0;4;21,15;1,08;66,67;0;1;6,99;3,52;2;21,43;13,89
2100204;Alcântara;1;0;142208,02;148797,44;6725;ADM;22126;6875822,07;54,43;65,26;54,81;43,22;89,99;34,89;61,2;74,98;74,11;7,29;82,73;55,13;28,7;55,95;82,24;5,98;4,72;125;4,52;4,52;7,07;54,38;3,97;27,94;24,25;83,57;61,95;65,33;18,33;4;4,52;2;18,09;1,2;17,6;28,8;4,4;0,3;1,05;0,39;47,8;12,89;58,79;36,18;108,54;49,75;0,46;0,03;74,64;0,02;6,09;0,99;54,55;4,3;3;6;3;17,45;0,58;63,68;0;1;9,12;53,8;3;12,47;4,11
2100402;Altamira do Maranhão;0;0;68916,2;71525,56;8669,76;ADM;8250;3179329,58;53,56;70,92;52,38;37,39;89,47;41,57;78,27;74,37;61,56;10,71;87,74;49,5;11,4;41,6;76,99;19,55;12,2;0;12,3;0;6,18;92,51;87,73;8,24;76,17;99,66;78,35;56,39;8,94;3;7,38;3;12,21;6,4;25,4;29,9;4,3;5,7;6,25;0,26;63,53;3,58;24,42;48,85;109,9;36,63;0;0;100;0;19,89;1,82;33,33;0,85;2;0;1;26,67;0;36;0;1;70,94;104,6;3;29,45;20,48
2100436;Alto Alegre do Maranhão;0;0;267103,08;303156,31;10801,55;ADM;28066;9080016,49;54,57;65,04;55,34;43,33;89,07;46,64;82,11;42,32;72,67;9,13;84,89;54,65;23,5;41,28;91,51;17,05;20,15;93,29;3,59;0;6,77;91,11;4,35;66,15;66,08;93,4;80,61;84,07;52,97;6;28,72;5;32,31;4;14,1;20,1;4,2;1,5;3,79;0,14;64,93;1,23;53,84;50,25;157,94;21,54;7,18;0;76,82;0,05;6,25;1,32;45,45;1,36;6;0;2;30,73;1,68;39,04;0;1;0;25,61;2;24,94;18,31
2100477;Alto Alegre do Pindaré;0;0;238288,91;251785,5;7876,42;ADM;31967;5569640,5;57,43;68,43;57,29;46,57;87,66;51,12;69,83;65,12;86,87;8,15;83,93;50,2;31,29;52,65;87,74;14,62;20,45;0;12,52;1,91;5,96;93,28;58,77;26,98;56,64;84,85;65,17;68,8;22,52;5;6,26;3;6,26;0,44;4,2;16,5;5,3;0,4;4,78;0,16;50,86;0,35;34,44;46,96;144,01;37,57;9,4;0,06;96,27;0,04;23,28;2,13;38,46;0,66;5;8;5;31,36;1,26;24,32;0;1;44,38;21,83;2;23,4;14,45
2100501;Alto Parnaíba;0;0;559065,33;578991,39;51543,79;AGR;11233;15646312;57,81;63,04;63,73;46,66;84,71;28,62;71,39;67,43;76,62;14,2;84,23;79,88;28,54;52,12;89,96;16,01;26,18;223,47;8,94;1,79;8,15;65,62;37,42;65,25;63,62;80,05;71,1;68,37;13,03;4;8,92;3;23,26;0,9;17,2;21,1;4,65;1,8;2,94;1,8;59,49;0,9;8,92;80,27;214,06;35,68;8,92;32,64;0;0;16,97;95,52;44,44;1,25;2;10;2;15,71;6,38;67,02;0;1;18,24;21,48;2;23,32;17,27
2100550;Amapá do Maranhão;0;0;66257,2;70213,3;9963,57;ADM;7047;5495324,4;49,59;62,7;53,14;32,94;90,61;43,48;71,43;45,27;64,69;10,82;83,72;53,32;15,56;24,51;80,64;11,06;15,87;0;2,92;2,92;5,54;69,67;15,38;36,01;48,18;88,54;73,91;68,62;48,08;6;28,55;5;14,38;4,1;18,2;30,6;4,3;8,7;0,35;0,18;76,09;26,4;28,55;57,1;99,93;14,28;14,36;0;79,05;0,69;26,53;5,96;55,56;1;2;0;1;17,46;261,5;46,83;0;1;27,99;48,24;3;17,03;11,35
2100600;Amarante do Maranhão;1;0;372008,33;388693,19;9250,86;ADM;42017;8494866,7;49,55;57,5;56;35,16;86;35,12;69,92;38,97;56,97;8,42;84,28;74,35;24,36;42,01;66,74;7,51;23,32;137,17;14,38;4,79;5,5;71,2;69,53;11,93;47,72;83,19;69,83;73,16;79,03;6;45,53;6;11,98;4,8;30,3;32,4;3,8;8,3;5,02;0,19;51,4;0,87;28,76;40,74;167,75;67,1;4,79;55,61;31,79;1,21;37,1;5,09;38,46;0,53;4;5;3;31,41;4,08;87,11;10,88;4;147,23;14,96;2;11,57;7,71
2100709;Anajatuba;0;0;197540,11;207642,87;7642,36;ADM;27170;6937522,95;54,93;70,34;55,23;39,23;84,67;40,32;69,41;86,97;71,04;9,32;76,88;63,67;17,58;49,06;81,75;8,54;25,45;727,27;3,71;3,73;7,32;57,49;76,57;35,43;25,41;91,49;78,38;70,84;5,5;2;3,71;2;7,41;3,8;19,4;35,1;4,9;1,1;1,21;0,12;59,97;24,17;37,05;66,7;151,92;92,63;7,41;0;30,99;0,18;14,01;1,03;54,55;0,7;3;0;2;18,91;6,76;71,64;0;1;14,9;62,17;3;12,7;9,05
2100832;Apicum-Açu;0;0;127470,9;133978,87;7620,23;ADM;17582;5081270,32;50,85;61,48;59,28;31,79;85,21;40,63;65,05;55,03;69,12;8,85;89,75;69,38;12,03;33,85;71,01;10,29;19,61;145,91;17,23;5,8;6,09;90,39;10,81;98,71;36;74,89;77,69;64,14;18,62;4;22,97;5;17,23;4,3;23,6;22,7;4,2;0,1;0,3;0,11;72,57;10,54;11,49;22,97;155,06;28,71;5,74;32,58;50,96;0,04;4,24;1,14;36,36;0,98;2;0;1;34,12;3,41;46,67;0;1;141,46;115,42;3;15,47;10,81
2100873;Araguanã (Maranhão);0;0;97530,09;101753,94;6491,48;ADM;15675;3102293,34;55,91;74,27;55,67;37,79;86,86;58,76;72,61;78,84;71,89;7,05;88,5;55,24;11,23;44,36;90,42;5,14;21,98;168,07;6,43;6,43;6,04;45,61;42,54;11,36;58,8;79,53;72,51;76,14;9,33;3;2,59;2;25,72;2;13,6;36,9;4,2;0,3;3,28;0,2;40,02;8,77;25,72;25,72;135,04;32,15;2,06;14,25;93,71;0,02;9,75;1,4;33,33;0,58;2;0;2;25,27;3,26;72,53;0;1;12,86;21,75;2;7,08;5,81
2100956;Arame;0;0;275043,65;290362,26;8845,77;ADM;32825;15948087,3;49,12;59,41;51,88;36,07;84,67;37,37;53,04;62,56;55,45;6,78;86,95;58,35;10,69;42,86;78,43;12,29;34,36;521,74;9,16;3,05;5,27;54,55;68,75;22,37;38,16;88,73;43,94;35,31;10,34;4;18,31;4;12,21;7,8;31,6;34,6;3,65;2,7;3,65;0,18;42,56;1,22;21,36;36,63;115,98;33,57;9,16;14,24;67,95;2,82;41,45;7,71;30,77;0,46;2;0;2;28,18;3,13;46,22;3,29;3;57,71;20,07;2;19,13;12,49
