IBGE;MUNIC;OP3114;OP3115;OP3116;OP3117;OP3118;OP3119;OP3120;OP3121;OP3122;OP3123;OP3214;OP3215;OP3216;OP3217;OP3218;OP3219;OP3220;OP3221;OP3222;OP3223;OP33A14;OP33A15;OP33A16;OP33A17;OP33A18;OP33A19;OP33A20;OP33A21;OP33A22;OP33A23
1507102;São Caetano de Odivelas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146,47;48,82;0;0;0;0;0;0;0;0;79,64;0
1507151;São Domingos do Araguaia;0;0;0;0;0;0;0;0;0;0;0;0;96,38;38,55;57,83;0;19,28;19,28;67,46;86,74;0;0;74,34;92,92;74,34;0;37,17;37,17;74,34;55,75
1507201;São Domingos do Capim;0;0;0;0;0;0;0;0;0;0;137,14;27,43;68,57;68,57;109,71;253,7;61,71;123,42;185,13;308,56;103,45;11,49;34,48;68,97;114,94;195,4;34,48;149,43;22,99;160,92
1507300;São Félix do Xingu;0;0;0;0;0;0;0;0;0;4,1;0;0;0;3,27;0;0;0;35,96;13,08;35,96;0;0;0;0;0;0;0;53,49;11,89;23,77
1507409;São Francisco do Pará;0;0;0;0;0;0;0;0;0;0;27,22;54,44;27,22;13,61;27,22;68,05;40,83;13,61;68,05;27,22;30,12;30,12;0;0;30,12;60,24;60,24;0;0;0
1507458;São Geraldo do Araguaia;0;0;0;0;0;0;0;0;0;0;0;0;0;133,19;49,95;149,84;124,86;108,22;199,78;258,05;0;0;0;93,41;46,71;77,85;93,41;77,85;155,69;217,97
1507466;São João da Ponta;0;0;0;0;0;0;0;0;0;0;0;46,66;0;0;0;0;139,99;93,33;46,66;233,32;0;0;91,58;0;0;0;183,15;0;0;183,15
1507474;São João de Pirabas;0;0;0;0;0;0;0;0;0;0;29,91;39,88;29,91;29,91;69,78;59,81;49,85;9,97;59,81;49,85;0;0;20,06;40,12;60,18;60,18;20,06;20,06;60,18;80,24
1507508;São João do Araguaia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,38;31,38;0;0;0;0;0;0;0;0;54,11;27,06
1507607;São Miguel do Guamá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,74;3,74;0;0;48,67;22,46;0;0;0;0;0;0;0;0;14,78;14,78
1507706;São Sebastião da Boa Vista;0;0;0;0;0;0;0;0;0;0;48,73;16,24;0;32,48;0;0;0;0;0;0;26,91;0;0;53,83;0;0;0;0;0;0
1507755;Sapucaia;0;0;0;0;0;0;0;0;0;0;0;0;0;173,67;0;0;0;0;104,2;0;0;0;0;63,45;0;0;0;0;0;0
1507805;Senador José Porfírio;0;0;0;0;0;0;0;0;0;0;0;28,9;0;0;9,63;9,63;0;0;0;9,63;0;29,6;0;0;14,8;0;0;0;0;29,6
1507904;Soure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1507953;Tailândia;117,65;0;0;0;0;117,65;0;0;0;0;22,27;8,35;55,67;448,18;503,86;835,12;701,5;762,74;771,09;829,55;14,62;9,74;34,11;160,79;126,68;194,89;160,79;175,4;190,02;243,62
1507961;Terra Alta;0;0;0;0;0;0;0;0;0;0;0;39,19;78,39;78,39;39,19;39,19;39,19;78,39;78,39;215,56;0;0;0;39,59;39,59;39,59;0;79,18;39,59;158,35
1507979;Terra Santa;0;0;0;0;0;0;0;0;0;0;32,39;10,8;0;10,8;10,8;21,59;10,8;75,57;194,32;53,98;19,43;0;0;0;0;0;0;38,86;77,72;38,86
1508001;Tomé-Açu;0;0;0;0;0;0;0;18,9;0;37,81;0;3,01;0;12,06;12,06;24,12;36,17;69,33;123,59;482,32;0;5,15;0;15,45;10,3;25,76;66,97;123,63;195,75;355,43
1508035;Tracuateua;0;0;0;0;0;0;0;0;0;0;0;0;7,2;0;28,8;35,99;64,79;57,59;28,8;7,2;0;0;0;0;27,8;13,9;55,59;69,49;41,7;13,9
1508050;Trairão;0;0;0;0;0;0;0;0;0;29,07;41,54;27,69;0;27,69;0;83,08;13,85;152,31;429,24;512,32;48,1;0;0;0;0;24,05;0;120,25;360,75;456,95
1508084;Tucumã;0;0;0;0;0;512,82;0;256,41;0;0;5,05;0;10,1;0;10,1;25,26;10,1;50,52;65,68;80,84;9,89;0;19,78;0;9,89;29,66;0;69,22;118,66;128,55
1508100;Tucuruí;12,42;0;12,42;161,49;136,65;37,27;12,42;49,69;0;86,96;370,65;179,91;567,9;1077,27;1473,94;1144,47;437,85;1246,34;1250,68;1385,07;141,47;225,47;274,11;672;954,95;468,63;168;565,9;791,37;968,21
1508126;Ulianópolis;0;0;0;0;0;0;0;0;0;0;0;15,81;31,63;184,48;42,17;126,5;26,35;52,71;57,98;21,08;0;0;45,63;102,66;57,03;11,41;34,22;0;11,41;0
1508159;Uruará;0;0;0;0;0;0;0;0;100;0;4,82;4,82;0;4,82;4,82;9,64;4,82;4,82;168,71;380,8;0;0;0;8,61;0;0;0;0;94,66;68,85
1508209;Vigia;0;0;0;0;0;0;0;0;0;0;3,98;27,85;27,85;55,69;23,87;47,74;39,78;15,91;71,61;55,69;0;0;17,55;52,64;0;26,32;0;8,77;8,77;8,77
1508308;Viseu;0;0;0;0;0;0;0;0;0;0;0;0;3,54;10,63;0;3,54;0;0;21,26;38,98;0;0;0;5,77;0;0;0;0;11,55;28,87
1508357;Vitória do Xingu;0;0;0;0;0;0;0;0;0;38,68;0;13,2;0;13,2;26,4;26,4;13,2;118,8;369,59;1346,36;0;23,04;0;0;46,08;0;0;0;69,12;829,49
1508407;Xinguara;0;0;0;0;0;0;0;0;0;0;3,8;7,6;7,6;7,6;7,6;15,21;26,61;129,26;307,95;414,4;0;7,69;0;0;7,69;0;15,38;15,38;53,82;76,89
1600055;Serra do Navio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,27;44,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1600105;Amapá;0;0;0;0;0;0;0;0;0;0;235,97;157,32;78,66;183,53;78,66;131,1;0;498,16;131,1;235,97;41,74;125,21;0;125,21;41,74;166,94;0;333,89;0;166,94
1600154;Pedra Branca do Amapari;5,99;0;0;0;0;0;0;5,99;0;0;97,34;227,13;0;0;178,46;162,23;178,46;275,79;194,68;81,12;21,97;65,92;0;0;87,89;65,92;21,97;65,92;43,95;0
1600204;Calçoene;0;588,24;0;0;0;0;0;0;0;0;119,09;138,94;119,09;595,47;178,64;59,55;59,55;19,85;119,09;158,79;31;62;31;743,96;62;0;0;0;31;62
1600212;Cutias;0;0;0;0;0;0;0;0;0;0;0;46,08;0;46,08;0;184,33;0;46,08;230,41;184,33;0;0;0;0;0;0;0;0;68,63;0
1600238;Ferreira Gomes;0;0;0;0;0;0;0;0;0;0;0;30,23;0;90,69;151,15;0;30,23;120,92;60,46;272,07;46,17;0;0;0;0;0;0;138,5;46,17;184,67
1600253;Itaubal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,02;37,02;74,05;74,05;111,07;148,09;0;0;0;0;0;0;52,97;52,97;52,97;158,9
1600279;Laranjal do Jari;0;0;0;0;0;0;0;0;0;137,93;0;109,76;69,32;346,6;508,35;502,57;248,4;207,96;381,26;340,82;0;51,48;0;144,14;154,43;144,14;92,66;92,66;113,25;133,84
1600303;Macapá;18,54;0;9,27;9,27;0;9,27;27,8;46,34;18,54;259,5;53,01;32,25;69,79;53,01;79,95;126,34;52,57;121,92;182,44;181,55;71,76;48,73;101,88;65,56;77,96;132,01;77,08;119,6;172,76;155,04
1600402;Mazagão;0;0;0;0;0;0;0;0;0;0;0;0;85,53;133,04;123,54;47,51;142,54;123,54;57,02;0;0;0;42,8;28,53;14,27;28,53;42,8;85,6;42,8;0
1600501;Oiapoque;0;0;2,74;2,74;9,61;2,74;2,74;4,12;9,61;13,72;112,11;29,9;433,48;156,95;261,58;179,37;119,58;291,48;568,01;590,43;11,6;34,81;58,02;46,41;81,23;34,81;11,6;116,04;127,64;197,26
1600535;Porto Grande;0;714,29;0;0;0;0;0;0;0;0;1301,99;898,72;357,18;829,59;898,72;1325,04;1002,42;622,19;437,84;748,93;148,15;111,11;0;92,59;74,07;203,7;148,15;129,63;55,56;222,22
1600550;Pracuúba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55,25;0;0;0;0;0;0;0;0;74,96;74,96
1600600;Santana;0;0;0;0;0;0;0;0;0;166,67;14,8;9,25;27,74;208,99;140,56;138,71;85,08;138,71;273,72;336,61;10,6;10,6;67,16;201,48;236,83;332,27;10,6;113,11;173,21;123,72
1600709;Tartarugalzinho;0;0;0;0;0;0;0;0;0;0;0;0;0;16,24;389,86;16,24;48,73;0;32,49;211,18;0;0;0;0;44,9;22,45;22,45;0;0;269,42
1600808;Vitória do Jari;0;0;0;0;0;0;0;0;0;0;54,74;0;0;54,74;18,25;164,23;0;18,25;54,74;18,25;0;0;0;57,16;28,58;142,9;0;28,58;85,74;28,58
1700251;Abreulândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82,58;82,58;578,03;0;165,15;247,73;0;0;0;0;0;167,5;0;0;0;0
1700301;Aguiarnópolis;0;0;0;0;0;0;0;0;0;0;0;133,57;0;44,52;0;44,52;44,52;44,52;44,52;133,57;0;0;0;92,17;0;0;0;0;0;92,17
1700350;Aliança do Tocantins;0;0;0;0;0;1428,57;0;0;0;0;38,96;38,96;38,96;77,91;77,91;740,16;116,87;38,96;272,69;467,47;94,7;0;0;94,7;0;378,79;94,7;0;189,39;284,09
1700400;Almas;0;0;0;0;0;0;0;0;0;0;127,51;31,88;127,51;63,76;31,88;0;0;31,88;0;31,88;59,14;0;118,27;59,14;0;0;0;59,14;0;0
1700707;Alvorada;0;0;0;0;0;0;0;1111,11;0;0;22,3;66,9;22,3;22,3;44,6;66,9;200,71;356,82;267,62;401,43;0;53,48;0;0;53,48;53,48;106,95;160,43;106,95;106,95
1701002;Ananás;0;0;0;0;0;0;0;0;0;0;137,63;78,65;117,97;78,65;117,97;176,96;117,97;58,99;117,97;117,97;122,25;81,5;81,5;40,75;203,75;122,25;40,75;0;81,5;40,75
1701051;Angico;0;0;0;0;0;0;0;0;0;0;0;0;0;293,69;513,95;146,84;220,26;73,42;73,42;0;0;0;0;298,95;149,48;0;0;0;0;0
1701101;Aparecida do Rio Negro;0;0;0;0;0;0;0;0;0;0;0;0;86,02;43,01;86,02;129,03;0;43,01;0;0;0;0;87,03;0;0;174,06;0;0;0;0
1701309;Aragominas;0;0;0;0;0;0;0;0;0;0;0;0;40,1;120,29;120,29;40,1;120,29;200,48;240,58;120,29;0;0;0;256,63;85,54;0;85,54;85,54;0;0
1701903;Araguacema;0;0;0;0;0;0;0;0;0;0;0;0;35,09;105,26;35,09;245,61;350,88;70,18;175,44;105,26;0;0;0;0;143,47;143,47;71,74;71,74;0;0
1702000;Araguaçu;0;0;1714,29;285,71;0;0;285,71;0;0;0;50,7;76,05;278,83;304,18;202,79;253,49;152,09;253,49;126,74;228,14;125,79;125,79;125,79;188,68;62,89;62,89;0;125,79;62,89;0
1702109;Araguaína;111,42;194,99;417,83;389,97;445,68;250,7;222,84;278,55;334,26;557,1;433,71;500,69;563,14;412,13;438,25;411;424,62;485,93;566,54;707,33;565,98;868;1210,63;697,95;428,92;352,78;426,39;408,62;472,07;487,3
1702158;Araguanã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142,25;0;0;94,83;0;0;0;0;0;0;0;0;0;0;0
1702208;Araguatins;0;0;0;0;0;476,19;0;0;0;0;6,31;37,86;56,79;107,26;195,6;63,1;145,12;201,91;265;220,83;0;12,95;0;25,9;103,6;12,95;25,9;77,7;51,8;90,65
1702307;Arapoema;0;0;0;0;0;0;0;0;0;0;184,98;258,97;147,98;295,97;443,95;110,99;37;147,98;221,98;332,96;81,5;244,5;163;244,5;81,5;81,5;0;81,5;81,5;244,5
1702406;Arraias;0;0;0;0;0;0;0;0;0;0;99,78;0;19,96;299,34;359,21;199,56;59,87;458,99;279,39;578,73;45,17;0;0;225,84;271;135,5;90,33;135,5;135,5;180,67
1702554;Augustinópolis;0;0;0;0;0;0;476,19;0;0;2857,14;122,95;190,01;346,48;413,55;659,44;882,98;625,91;704,15;1229,46;1497,71;278,1;254,92;1019,7;1181,92;1181,92;1993,05;1112,4;1066,05;2873,7;3221,32
1702703;Aurora do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1702901;Axixá do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,1;0;0;0;0;38,2;0;0;0;0;34,77;0;0;0;0;69,54
1703008;Babaçulândia;0;0;0;0;0;0;0;0;0;0;0;0;0;26,7;26,7;26,7;53,39;0;26,7;106,78;0;0;0;0;59,95;0;119,9;0;0;0
1703057;Bandeirantes do Tocantins;0;0;0;0;0;0;0;0;0;0;123,76;185,64;0;0;309,41;123,76;61,88;247,52;61,88;61,88;124,38;124,38;0;0;373,13;0;124,38;0;0;0
1703073;Barra do Ouro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1703107;Barrolândia;0;0;0;0;0;0;0;0;0;0;252,95;42,16;0;0;126,48;0;42,16;0;126,48;337,27;398,41;99,6;0;0;498,01;0;99,6;0;0;199,2
1703206;Bernardo Sayão;0;0;0;0;0;0;0;0;0;0;0;0;0;48,15;48,15;337,02;288,88;48,15;96,29;96,29;0;0;0;0;0;103,09;0;0;0;103,09
1703305;Bom Jesus do Tocantins;0;0;0;0;0;0;0;0;588,24;0;0;51,57;0;0;51,57;722,02;567,3;51,57;567,3;361,01;0;92,42;92,42;0;92,42;184,84;462,11;0;554,53;277,26
1703602;Brasilândia do Tocantins;0;0;0;0;0;0;0;0;0;0;103,73;0;0;0;0;0;103,73;0;0;0;0;0;0;0;0;0;0;0;0;0
1703701;Brejinho de Nazaré;0;0;0;0;0;0;0;0;0;0;0;0;0;86,24;215,61;301,85;474,34;172,49;344,98;172,49;0;0;0;0;0;0;0;0;0;95,06
1703800;Buriti do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,53;38,53;19,26;19,26;57,79;38,53;0;0;0;0;75,7;37,85;37,85;37,85;75,7;37,85
1703826;Cachoeirinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218,34;0;0;0;0;0;0;0;0;0;0;0;0;0
1703842;Campos Lindos;0;0;0;0;0;0;0;0;0;0;0;0;24,07;0;96,27;24,07;0;48,13;48,13;96,27;0;0;0;0;0;38,31;0;38,31;0;0
1703867;Cariri do Tocantins;0;0;0;0;0;0;2000;0;0;0;0;0;170,16;340,33;226,89;964,27;964,27;226,89;453,77;623,94;0;0;123,76;123,76;0;1608,91;1732,67;247,52;247,52;495,05
1703883;Carmolândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450,86;270,51;0;90,17;360,69;90,17;0;0;0;0;383,88;0;0;0;191,94;0
1703891;Carrasco Bonito;0;0;0;0;0;0;0;0;0;0;0;0;124,61;249,22;186,92;124,61;0;0;0;0;0;0;0;110,62;110,62;110,62;0;0;0;0
1703909;Caseara;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,22;0;43,22;43,22;86,43;129,65;0;0;0;0;0;0;0;0;0;0
1704105;Centenário;0;0;0;0;0;0;0;0;0;0;0;0;0;99,21;198,41;297,62;198,41;793,65;595,24;99,21;0;0;0;0;0;235,85;235,85;0;235,85;0
1704600;Chapada de Areia;0;0;0;0;0;0;0;0;0;0;142,25;0;142,25;0;142,25;0;142,25;0;142,25;142,25;0;0;0;0;0;0;0;0;0;0
1705102;Chapada da Natividade;0;0;0;0;0;0;0;0;0;0;0;0;67,7;0;0;0;0;0;67,7;0;0;0;137,74;0;0;0;0;0;0;0
1705508;Colinas do Tocantins;0;0;0;131,58;0;0;0;0;0;0;74,76;97,77;235,79;270,3;218,54;235,79;207,04;126,52;322,06;362,32;37,25;49,67;99,34;136,6;99,34;49,67;74,51;62,09;173,85;273,19
1705557;Combinado;0;0;0;0;0;0;0;0;0;0;0;0;0;42,16;126,48;42,16;42,16;0;0;0;0;0;0;0;0;0;0;0;0;0
1705607;Conceição do Tocantins;0;0;0;0;0;0;0;0;0;0;155,93;0;51,98;311,85;155,93;467,78;207,9;363,83;467,78;155,93;313,81;0;0;313,81;104,6;418,41;209,21;0;209,21;0
1706001;Couto Magalhães;0;0;0;0;0;0;0;0;0;0;0;0;78,06;0;0;0;0;78,06;0;39,03;0;0;0;0;0;0;0;0;0;79,62
1706100;Cristalândia;0;0;0;0;0;0;0;0;0;0;0;95,79;159,64;351,21;223,5;159,64;223,5;255,43;127,71;0;0;156,01;78;156,01;78;0;234,01;78;156,01;0
1706258;Crixás do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;138,7;138,7;0;0;0;0;0;138,7;0;0;0;0;0;0;0;0;0;0
1706506;Darcinópolis;0;0;0;0;0;0;0;0;0;0;386,64;105,45;210,9;210,9;386,64;175,75;0;175,75;175,75;492,09;136,89;0;136,89;68,45;205,34;0;0;68,45;68,45;0
1707009;Dianópolis;0;0;0;1428,57;0;0;0;0;0;0;498,7;487,36;566,7;646,04;850,05;918,06;736,71;555,37;634,7;906,72;117,9;165,06;259,37;306,53;306,53;306,53;353,69;188,63;212,21;377,27
1707108;Divinópolis do Tocantins;0;0;0;0;0;0;0;0;0;0;116,69;320,89;262,54;262,54;350,06;320,89;87,51;87,51;262,54;87,51;260,59;65,15;65,15;65,15;130,29;195,44;0;195,44;0;65,15
1707207;Dois Irmãos do Tocantins;0;0;344,83;0;0;0;0;0;0;0;170,01;306,02;68;204,01;68;442,03;272,02;238,01;204,01;170,01;223,21;0;0;148,81;0;0;0;223,21;74,4;0
1707306;Dueré;0;0;0;0;0;0;0;0;0;0;0;50,51;101,01;202,02;101,01;101,01;50,51;0;50,51;0;0;115,87;0;115,87;0;115,87;0;0;0;0
1707405;Esperantina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,18;54,36;0;81,54;54,36;0;0;0;0;0;50,61;0;0;0;0
1707553;Fátima;0;0;0;0;0;0;0;0;0;0;58,31;174,93;116,62;0;0;116,62;116,62;58,31;116,62;0;130,72;0;0;0;0;0;130,72;0;0;0
1707652;Figueirópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,02;0;78,03;117,05;156,07;0;0;0;0;0;0;0;0;95,33;285,99
1707702;Filadélfia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,01;108,02;189,04;81,02;0;0;0;57,57;0;0;0;115,14;57,57;0
1708205;Formoso do Araguaia;32,3;58,14;103,36;83,98;25,84;167,96;109,82;109,82;71,06;58,14;87,96;43,98;175,92;241,89;175,92;373,83;241,89;285,87;362,84;197,91;47,15;47,15;94,3;94,3;47,15;212,16;70,72;165,02;730,79;141,44
1708254;Tabocão;0;0;0;0;0;0;0;0;0;0;58,07;0;0;116,14;406,5;696,86;522,65;464,58;522,65;406,5;118,48;0;0;0;118,48;118,48;236,97;118,48;0;236,97
1708304;Goianorte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219,88;43,98;263,85;131,93;175,9;0;0;0;0;0;103,09;0;0;206,19;0
1709005;Goiatins;0;0;7,65;3,83;22,96;11,48;72,71;22,96;0;34,44;16,71;33,42;200,53;150,4;434,49;250,67;217,25;167,11;16,71;150,4;0;26,87;53,73;134,34;80,6;214,94;80,6;53,73;26,87;107,47
1709302;Guaraí;0;0;0;263,16;263,16;0;0;0;0;0;161,37;258,19;330,81;451,83;661,61;629,34;532,52;814,91;992,42;944,01;77,04;77,04;134,82;288,91;134,82;885,98;211,86;2446,07;1829,74;1136,36
1709500;Gurupi;167,22;133,78;234,11;0;66,89;0;100,33;0;100,33;568,56;134,79;331,26;1103,45;692,22;756,19;628,26;486,61;301,56;708,22;1590,06;246,64;1227,58;4147,98;2942,83;2741,03;2068,39;1636,77;1098,65;2365,47;4921,52
1709807;Ipueiras;0;0;0;0;0;0;0;0;0;0;0;0;0;132,1;660,5;528,4;396,3;264,2;264,2;0;0;0;0;0;281,69;281,69;0;0;281,69;0
1710508;Itacajá;0;0;0;0;34,39;8,6;8,6;197,76;94,58;318,14;0;0;0;0;90,72;60,48;60,48;362,87;241,91;483,82;0;0;0;0;0;0;0;0;386,53;110,44
1710706;Itaguatins;0;0;0;0;0;0;0;0;0;0;0;120,1;0;0;40,03;120,1;200,16;0;120,1;120,1;0;169,2;0;0;0;0;0;0;84,6;84,6
1710904;Itapiratins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57,94;173,81;57,94;173,81;173,81;0;0;0;0;0;0;121,51;0;0;0;0
1711100;Itaporã do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;256,85;256,85;171,23;0;85,62;171,23;0;0;0;0;764,82;191,2;0;0;0;191,2;0
1711506;Jaú do Tocantins;0;0;0;30000;0;0;0;0;0;0;0;0;497,51;1430,35;310,95;373,13;0;124,38;435,32;621,89;0;0;722,54;3034,68;867,05;1300,58;0;0;2023,12;1445,09
1711803;Juarina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1711902;Lagoa da Confusão;0;0;0;4,56;0;9,12;0;4,56;4,56;13,69;0;0;27,34;109,35;82,01;136,69;218,7;218,7;396,39;533,08;0;0;23,94;23,94;0;23,94;71,82;23,94;191,53;191,53
1711951;Lagoa do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;115,81;0;173,71;57,9;0;231,62;347,42;0;0;0;98,14;0;0;0;0;0;98,14
1712009;Lajeado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,29;0;0;63,29;0;0;0;0;0;0;0;0;0;0
1712157;Lavandeira;0;0;0;0;0;0;0;0;0;0;0;0;128,7;128,7;0;0;0;0;0;128,7;0;0;0;0;0;270,27;0;0;0;270,27
1712405;Lizarda;0;0;0;0;0;0;0;0;0;5000;0;0;71,38;71,38;428,27;214,13;0;0;0;356,89;0;0;0;0;0;135,69;0;0;0;0
1712454;Luzinópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75,02;225,06;150,04;0;0;150,04;0;0;0;0;0;289,44;0;0;144,72;144,72
1712504;Marianópolis do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,13;46,13;46,13;322,88;138,38;322,88;0;0;0;0;91,58;91,58;0;274,73;91,58;91,58
1712702;Mateiros;0;0;0;0;0;0;0;0;0;0;0;0;0;230,59;76,86;384,32;230,59;76,86;307,46;614,91;0;0;0;0;0;0;0;0;138,89;277,78
1712801;Maurilândia do Tocantins;0;0;0;0;21,74;21,74;0;21,74;21,74;0;133,24;66,62;0;266,49;466,36;599,6;199,87;399,73;66,62;333,11;121,8;0;0;243,61;243,61;609,01;0;365,41;0;243,61
1713205;Miracema do Tocantins;344,83;172,41;603,45;517,24;1379,31;431,03;603,45;517,24;603,45;1120,69;635,91;495,8;592,8;776,03;786,81;765,25;441,91;280,23;485,02;862,25;432,02;177,89;228,72;203,3;203,3;228,72;203,3;228,72;177,89;787,8
1713304;Miranorte;0;0;0;0;0;0;0;0;0;0;0;64,01;48,01;48,01;96,02;0;0;0;16;96,02;0;37;37;37;37;0;0;0;37;147,98
1713601;Monte do Carmo;0;0;0;0;0;0;0;0;0;0;0;36,39;72,78;218,34;327,51;181,95;327,51;109,17;181,95;109,17;0;0;74,96;224,89;0;74,96;149,93;0;0;149,93
1713700;Monte Santo do Tocantins;0;0;0;0;0;0;0;0;0;0;173,76;260,64;86,88;0;86,88;86,88;0;86,88;173,76;173,76;191,94;383,88;191,94;0;191,94;191,94;0;0;0;383,88
1713809;Palmeiras do Tocantins;0;0;0;0;0;0;0;0;0;0;0;42,03;84,07;126,1;0;42,03;0;42,03;0;0;0;86,81;173,61;86,81;0;86,81;0;86,81;0;0
1713957;Muricilândia;0;0;0;0;0;0;0;0;0;0;184,96;61,65;61,65;123,3;246,61;246,61;246,61;123,3;184,96;369,91;246,91;123,46;0;246,91;0;246,91;0;0;0;370,37
1714203;Natividade;0;0;0;0;0;0;0;0;1666,67;0;117,34;117,34;187,75;117,34;187,75;234,69;469,37;234,69;164,28;469,37;104,06;104,06;260,15;0;104,06;208,12;104,06;52,03;52,03;156,09
1714302;Nazaré;0;0;0;0;0;0;0;0;0;0;44,27;0;0;132,8;44,27;0;132,8;44,27;44,27;88,53;0;0;0;100,1;0;0;200,2;0;100,1;0
1714880;Nova Olinda;0;0;0;0;0;0;0;0;0;0;20,07;0;0;20,07;0;60,2;40,14;160,55;160,55;200,68;0;0;0;39,43;0;39,43;0;0;0;118,3
1715002;Nova Rosalândia;0;0;0;0;0;0;0;0;0;0;0;60,64;181,93;363,86;121,29;121,29;363,86;181,93;545,79;363,86;0;0;0;0;135,14;0;0;0;405,41;0
1715101;Novo Acordo;0;0;0;0;0;0;0;0;0;0;101,83;0;50,92;50,92;101,83;101,83;0;0;0;152,75;0;0;0;0;98,72;0;0;0;0;98,72
1715150;Novo Alegre;0;0;0;0;0;0;0;0;0;0;0;0;109,05;109,05;218,1;218,1;327,15;0;218,1;0;0;0;0;0;277,01;0;0;0;0;0
1715259;Novo Jardim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183,15;91,58;91,58;0;183,15;0;0;0;0;0;176,37;0;0;0;0;0
1715507;Oliveira de Fátima;0;0;0;0;0;0;0;0;0;0;0;0;0;171,82;0;0;0;0;859,11;0;0;0;0;0;0;0;0;0;0;0
1715705;Palmeirante;0;0;0;0;0;0;0;0;0;0;0;0;44,39;0;0;133,16;44,39;44,39;0;0;0;0;0;0;0;0;0;0;0;0
1715754;Palmeirópolis;0;0;0;0;0;0;0;0;0;0;86,98;173,96;86,98;318,93;202,96;173,96;0;347,93;318,93;405,91;0;142,15;284,29;142,15;355,37;71,07;0;284,29;71,07;497,51
1716109;Paraíso do Tocantins;83,33;0;0;0;0;0;0;0;83,33;0;219,31;223,09;139,9;241,99;313,84;192,84;211,74;173,93;192,84;241,99;172,06;258,09;137,65;163,45;318,31;172,06;292,5;146,25;292,5;395,73
1716208;Paranã;0;0;0;0;0;0;0;0;625;0;0;0;0;140,2;120,17;120,17;60,08;80,11;180,25;240,34;0;0;0;40,98;40,98;81,97;81,97;81,97;163,93;204,92
1716307;Pau D'Arco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,89;103,79;0;0;0;51,89;0;0;0;0;0;0;0;0;0;0
1716505;Pedro Afonso;108,7;0;0;108,7;0;0;0;0;0;0;375,61;361,17;173,36;245,59;57,79;57,79;130,02;404,51;650,1;780,12;357,25;744,27;327,48;238,17;59,54;29,77;59,54;29,77;119,08;297,71
1716604;Peixe;0;0;0;0;0;0;454,55;0;454,55;0;110,72;22,14;22,14;155;199,29;287,87;487,16;354,3;287,87;509,3;51,49;0;51,49;102,99;154,48;102,99;154,48;51,49;102,99;308,96
1716653;Pequizeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;42,32;0;169,28;0;84,64;84,64;211,6;0;0;0;93,63;0;0;93,63;0;93,63;0
1716703;Colméia;0;0;0;0;0;0;0;0;0;0;0;0;22,91;0;45,83;45,83;137,49;91,66;0;22,91;0;0;55,22;0;0;55,22;331,31;165,65;0;55,22
1717008;Pindorama do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,86;187,44;187,44;93,72;281,16;0;0;0;0;0;0;94,34;0;0;94,34
1717206;Piraquê;0;0;0;0;0;0;0;0;0;0;0;0;96,34;0;0;0;96,34;0;385,36;96,34;0;0;0;0;0;0;0;0;195,69;195,69
