IBGE;MUNIC;OP3114;OP3115;OP3116;OP3117;OP3118;OP3119;OP3120;OP3121;OP3122;OP3123;OP3214;OP3215;OP3216;OP3217;OP3218;OP3219;OP3220;OP3221;OP3222;OP3223;OP33A14;OP33A15;OP33A16;OP33A17;OP33A18;OP33A19;OP33A20;OP33A21;OP33A22;OP33A23
1100015;Alta Floresta D'Oeste;0;0;0;0;13,99;13,99;13,99;41,96;97,9;153,85;28,17;0;93,9;319,25;319,25;244,13;450,7;488,26;535,21;798,12;0;0;64,84;172,9;108,06;86,45;129,67;151,29;129,67;237,74
1100023;Ariquemes;0;0;0;0;0;103,09;309,28;103,09;0;103,09;59,37;110,55;67,56;182,21;165,83;245,68;139,22;184,26;446,31;560,96;75,82;94,77;118,46;156,37;85,29;118,46;104,25;127,94;165,85;213,23
1100031;Cabixi;0;0;0;0;0;0;0;0;0;0;37,78;0;37,78;0;0;0;0;37,78;151,11;37,78;91,24;0;0;0;0;0;0;0;0;0
1100049;Cacoal;5,97;5,97;11,94;11,94;29,85;17,91;17,91;41,79;89,55;35,82;24,81;67,65;90,2;101,48;81,18;160,11;227,76;169,13;207,46;326,98;22,9;28,62;28,62;62,97;22,9;80,15;57,25;68,7;80,15;85,87
1100056;Cerejeiras;0;0;0;0;0;0;0;0;0;0;286,64;24,93;0;12,46;24,93;24,93;62,31;74,78;24,93;37,39;59,21;59,21;0;29,6;59,21;0;29,6;29,6;0;29,6
1100064;Colorado do Oeste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,72;38,16;38,16;76,32;0;0;0;0;0;0;0;64,83;0;0
1100072;Corumbiara;0;0;0;0;0;0;0;0;0;0;0;27,75;0;55,49;27,75;0;0;27,75;0;27,75;0;0;0;65,32;65,32;0;0;0;0;0
1100080;Costa Marques;0;0;0;0;0;0;0;0;24,39;170,73;0;0;16,43;164,26;361,37;262,81;246,39;65,7;213,53;279,24;0;0;0;0;31,38;94,13;31,38;0;31,38;31,38
1100098;Espigão D'Oeste;0;0;0;0;0;0;0;0;15,55;31,1;0;0;0;6,82;0;6,82;81,89;0;61,42;150,13;0;0;0;0;0;0;31,56;0;31,56;205,14
1100106;Guajará-Mirim;0;5,61;7,48;0;3,74;1,87;1,87;3,74;33,67;80,43;71,22;111,91;71,22;81,39;127,17;203,48;71,22;50,87;86,48;213,65;0;37,82;18,91;9,45;28,36;85,09;18,91;0;94,54;160,73
1100114;Jaru;0;0;0;0;298,51;0;0;149,25;0;3432,84;39,01;11,7;7,8;27,31;120,94;105,34;93,63;132,65;113,14;113,14;18,89;18,89;18,89;37,78;66,12;47,23;9,45;37,78;66,12;122,79
1100122;Ji-Paraná;0;0;0;0;19,22;6,41;6,41;12,81;12,81;57,66;11,08;11,08;47,49;77,56;61,73;145,63;129,8;207,36;277,01;174,12;7,51;15,02;18,77;48,81;22,53;71,34;52,57;105,14;161,46;71,34
1100130;Machadinho D'Oeste;0;0;0;256,41;0;0;0;0;0;256,41;27,23;13,61;0;20,42;40,84;20,42;40,84;20,42;54,45;313,1;13,83;13,83;0;13,83;13,83;13,83;13,83;13,83;27,66;235,13
1100148;Nova Brasilândia D'Oeste;0;0;0;0;0;0;0;0;0;0;104,34;0;0;78,26;26,09;26,09;13,04;13,04;13,04;156,51;130,08;0;0;130,08;0;32,52;32,52;0;65,04;227,64
1100155;Ouro Preto do Oeste;0;0;0;0;0;0;227,27;0;0;0;5,61;5,61;0;0;0;22,46;50,52;5,61;106,66;123,51;0;0;0;0;0;0;28,6;0;14,3;42,91
1100189;Pimenta Bueno;0;0;0;0;0;0;0;0;0;0;17,14;5,71;5,71;0;205,67;291,36;114,26;17,14;0;0;13,35;0;13,35;0;93,43;146,82;26,7;0;0;0
1100205;Porto Velho;22,83;11,42;11,42;15,22;7,61;15,22;11,42;11,42;41,86;57,08;73,07;125,21;171,36;170,08;165,8;121,79;130,33;117,94;192,3;252,98;73,2;149,3;236,95;215,76;181,08;136,78;146,41;120,4;195,53;225,39
1100254;Presidente Médici;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124,06;134,39;41,35;113,72;248,11;0;0;0;0;0;157,94;26,32;0;105,29;236,9
1100262;Rio Crespo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184,84;246,46;369,69;492,91;0;0;0;0;0;0;133,33;0;133,33;400
1100288;Rolim de Moura;0;0;0;0;0;0;103,09;0;0;0;3,5;21;31,51;238,05;171,53;49,01;91,02;28,01;157,53;115,52;0;17;8,5;85;42,5;25,5;76,5;34;85;34
1100296;Santa Luzia D'Oeste;0;0;0;0;0;0;0;0;0;0;379,71;108,49;54,24;135,61;162,73;27,12;0;27,12;298,35;27,12;205,06;0;0;68,35;0;0;0;0;205,06;68,35
1100304;Vilhena;543,29;237,69;118,85;203,74;101,87;84,89;288,62;118,85;254,67;101,87;135,62;100,68;110,96;195,2;324,66;326,71;279,45;285,61;248,63;410,96;71,8;38,3;62,23;119,67;129,25;76,59;57,44;71,8;143,61;138,82
1100320;São Miguel do Guaporé;0;0;0;0;0;0;0;0;0;0;9,41;28,22;9,41;0;9,41;37,62;75,24;65,84;141,08;65,84;0;0;0;20,89;41,79;0;20,89;20,89;20,89;0
1100338;Nova Mamoré;0;0;0;0;0;0;0;0;0;0;0;32,24;8,06;24,18;24,18;16,12;24,18;24,18;161,21;475,58;0;15,21;15,21;15,21;0;0;30,42;0;45,63;152,09
1100346;Alvorada D'Oeste;0;0;0;0;0;0;0;0;0;0;0;30,75;123;123;107,63;30,75;15,38;138,38;46,13;107,63;0;0;0;38,28;38,28;38,28;0;38,28;0;76,57
1100379;Alto Alegre dos Parecis;0;0;0;0;0;0;0;0;0;0;53,57;0;0;17,86;53,57;0;0;17,86;17,86;53,57;38,36;0;0;38,36;0;0;0;0;0;0
1100403;Alto Paraíso;0;0;0;0;0;0;0;0;0;0;0;12,53;0;0;25,07;62,67;87,74;75,21;62,67;137,88;0;27,17;0;0;0;108,7;54,35;27,17;54,35;54,35
1100452;Buritis;0;0;0;212,77;0;0;0;0;0;0;7,26;14,52;7,26;123,42;159,72;333,96;181,5;145,2;304,92;326,7;15,47;0;0;154,73;170,2;201,14;46,42;77,36;123,78;77,36
1100502;Novo Horizonte do Oeste;0;0;0;0;0;0;0;0;0;0;26,71;0;0;0;0;0;160,26;0;0;53,42;66,36;0;0;0;0;0;66,36;0;0;66,36
1100601;Cacaulândia;0;0;0;0;0;0;0;0;0;0;0;0;49,7;49,7;49,7;0;248,51;198,81;248,51;198,81;0;0;0;107,64;0;0;322,93;107,64;322,93;215,29
1100700;Campo Novo de Rondônia;0;0;0;0;0;0;0;0;0;0;23,92;0;23,92;0;167,42;143,51;47,84;119,59;191,34;143,51;0;0;0;0;193,8;96,9;0;0;0;96,9
1100809;Candeias do Jamari;0;0;0;0;0;0;0;0;0;0;0;0;0;27,67;36,89;0;9,22;9,22;36,89;147,57;0;0;0;0;0;0;17,88;0;17,88;35,77
1100908;Castanheiras;0;0;0;0;0;0;0;0;0;0;0;63,49;0;63,49;190,48;0;126,98;0;63,49;0;0;153,14;0;0;153,14;0;153,14;0;0;0
1100924;Chupinguaia;0;0;0;0;0;0;0;0;0;31,95;43,56;0;0;0;0;0;0;65,35;87,13;43,56;0;0;0;0;0;0;0;84,32;0;0
1100940;Cujubim;0;0;0;0;0;0;0;0;0;0;223,25;97,67;27,91;111,62;97,67;41,86;83,72;111,62;167,43;195,34;241,09;53,58;0;133,94;80,36;26,79;53,58;26,79;80,36;107,15
1101005;Governador Jorge Teixeira;0;0;0;0;129,87;0;0;0;0;0;25,49;0;0;101,96;50,98;0;0;0;25,49;0;0;58,45;0;58,45;0;0;0;0;0;0
1101104;Itapuã do Oeste;0;0;0;0;0;0;0;0;0;0;48,88;0;0;48,88;97,75;0;0;0;0;0;0;0;0;45,25;0;0;0;0;0;0
1101203;Ministro Andreazza;0;0;0;0;0;0;0;0;0;0;31,42;0;0;0;0;0;125,67;0;62,83;31,42;0;82,1;0;0;0;0;82,1;0;0;0
1101302;Mirante da Serra;0;0;0;0;0;0;0;141,84;0;0;0;0;0;43,8;43,8;328,52;240,91;328,52;109,51;43,8;0;0;0;0;109,59;54,79;54,79;54,79;54,79;0
1101401;Monte Negro;0;0;0;0;416,67;0;0;0;0;0;126,06;36,02;36,02;234,11;198,09;252,12;432,2;486,22;486,22;324,15;82,1;0;0;41,05;41,05;287,36;164,2;123,15;287,36;41,05
1101435;Nova União;0;0;0;0;0;0;0;0;0;0;65,72;131,45;262,9;98,59;32,86;164,31;65,72;0;0;131,45;79,55;238,66;238,66;0;0;0;0;0;0;0
1101450;Parecis;0;0;0;0;0;0;0;0;0;0;50,97;50,97;50,97;305,81;0;0;50,97;101,94;50,97;152,91;0;0;0;110,25;0;0;0;0;0;0
1101468;Pimenteiras do Oeste;0;0;0;0;0;0;0;0;0;0;93,98;0;0;0;93,98;0;0;0;93,98;939,85;0;0;0;0;0;0;0;0;0;747,66
1101476;Primavera de Rondônia;0;0;0;0;0;0;0;0;0;0;0;133,69;334,22;0;66,84;200,53;0;0;133,69;133,69;0;0;151,75;0;0;0;0;0;0;151,75
1101484;São Felipe D'Oeste;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1101492;São Francisco do Guaporé;0;0;0;0;0;0;0;44,54;0;0;0;12,48;361,91;336,95;99,84;199,68;99,84;336,95;474,23;511,67;0;0;101,04;101,04;101,04;75,78;0;202,07;151,55;252,59
1101500;Seringueiras;0;0;0;0;0;0;0;0;0;0;0;18,37;0;0;0;18,37;0;18,37;73,46;73,46;0;0;0;0;0;0;0;0;81,17;40,58
1101559;Teixeirópolis;0;0;0;0;0;0;0;0;0;0;47,64;0;0;0;0;0;95,28;95,28;0;95,28;0;0;0;0;0;0;0;0;0;123,46
1101609;Theobroma;0;0;0;0;0;0;0;0;0;0;25,48;25,48;0;25,48;25,48;0;50,97;25,48;50,97;152,91;0;0;0;60,31;0;0;60,31;0;120,63;60,31
1101708;Urupá;0;0;0;0;0;0;0;0;0;0;0;75,67;132,43;75,67;0;113,51;0;0;113,51;113,51;0;92,59;138,89;46,3;0;277,78;0;0;0;46,3
1101757;Vale do Anari;0;0;0;0;0;0;0;0;0;0;0;0;26,82;53,65;53,65;53,65;53,65;80,47;53,65;160,94;0;0;58,45;58,45;0;0;58,45;0;58,45;58,45
1101807;Vale do Paraíso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94,55;0;31,52;126,06;0;0;0;0;0;0;83,06;0;0;0
1200013;Acrelândia;0;0;0;0;0;333,33;0;0;0;333,33;29,12;116,5;160,19;160,19;189,31;262,12;334,94;145,62;291,25;407,75;26,03;52,07;182,24;0;52,07;104,14;208,28;78,1;78,1;182,24
1200054;Assis Brasil;0;0;0;8,37;0;16,74;16,74;8,37;33,47;8,37;50,45;100,91;25,23;252,27;151,36;378,41;25,23;151,36;151,36;201,82;77,25;77,25;38,62;38,62;154,5;347,62;77,25;231,75;154,5;38,62
1200104;Brasiléia;180,51;180,51;72,2;180,51;108,3;108,3;36,1;288,81;216,61;72,2;1815,64;2079,45;2032,9;2971,76;3142,46;1567,35;1482;1916,51;1590,63;907,82;742,79;771,92;801,05;961,26;1281,68;859,31;582,58;801,05;859,31;553,45
1200138;Bujari;0;0;0;0;0;0;0;0;0;0;32,25;0;0;32,25;0;112,87;48,37;80,62;64,5;177,36;28,23;0;0;0;0;112,93;56,47;112,93;56,47;225,86
1200179;Capixaba;0;0;0;1428,57;0;0;0;0;0;0;0;0;40,37;121,11;201,86;161,49;242,23;161,49;181,67;262,41;0;0;0;72,02;144,04;72,02;108,03;180,05;36,01;144,04
1200203;Cruzeiro do Sul;12,25;6,13;49,02;42,89;91,91;0;18,38;67,4;55,15;110,29;212,86;295,4;349,7;273,68;171,59;132,49;197,65;460,47;364,9;438,75;270,12;262,05;258,02;266,09;173,36;100,79;145,14;423,32;330,59;395,1
1200252;Epitaciolândia;0;0;0;0;0;0;0;0;0;0;0;0;0;42,87;0;10,72;0;0;21,44;42,87;0;0;20,27;20,27;0;20,27;0;0;40,54;60,81
1200302;Feijó;0;0;0;2,39;2,39;7,16;2,39;11,93;2,39;7,16;34,85;5,81;23,23;17,42;63,89;180,05;104,55;87,12;34,85;92,93;43,28;8,66;25,97;25,97;95,22;164,47;103,88;86,57;34,63;60,6
1200328;Jordão;0;2,64;23,73;15,82;2,64;2,64;0;7,91;0;5,27;89,83;89,83;471,59;336,85;89,83;404,22;157,2;381,77;67,37;89,83;25,99;77,96;181,91;259,88;77,96;285,86;155,93;129,94;77,96;25,99
1200336;Mâncio Lima;0;0;0;0;4,86;0;4,86;0;0;14,58;10,62;21,23;10,62;42,46;63,69;95,54;31,85;84,93;31,85;169,85;17,37;34,75;0;52,12;0;69,49;0;104,24;17,37;156,36
1200344;Manoel Urbano;0;0;10,47;0;0;0;0;0;10,47;20,94;140,94;105,71;123,33;105,71;0;17,62;0;35,24;176,18;229,03;53,04;132,59;53,04;53,04;0;0;0;0;159,11;185,63
1200351;Marechal Thaumaturgo;0;3,36;0;0;3,36;13,44;13,44;10,08;6,72;26,87;12,3;98,4;0;0;86,1;98,4;110,7;147,6;221,4;528,91;0;32,83;0;0;16,41;49,24;49,24;164,15;246,22;426,79
1200385;Plácido de Castro;192,31;0;0;0;0;0;0;0;192,31;0;447,15;633,46;422,31;248,42;124,21;136,63;74,52;186,31;211,15;347,78;137,36;480,77;251,83;137,36;45,79;68,68;45,79;22,89;91,58;251,83
1200393;Porto Walter;0;0;0;0;0;0;0;0;0;0;0;0;19,6;78,39;19,6;117,58;39,19;117,58;19,6;195,96;0;0;0;25,99;0;129,97;0;77,98;25,99;25,99
1200401;Rio Branco;28,38;34,05;51,08;85,13;68,1;113,51;68,1;45,4;45,4;113,51;243,48;320,56;303,55;440,17;412;484,83;375,32;445,49;494,93;563,51;297,77;350,94;303,67;280,04;322,58;306,04;245,78;275,32;242,23;298,95
1200427;Rodrigues Alves;129,87;0;0;0;0;0;0;0;0;0;41,95;55,94;55,94;69,92;83,9;83,9;41,95;13,98;125,86;195,78;0;21,85;65,56;21,85;21,85;21,85;0;0;43,71;21,85
1200435;Santa Rosa do Purus;0;2,35;0;4,7;4,7;2,35;0;7,05;9,41;2,35;0;30,3;0;90,91;30,3;0;30,3;90,91;90,91;60,61;0;0;0;34,42;68,85;0;0;68,85;34,42;34,42
1200450;Senador Guiomard;0;0;0;0;0;0;0;0;0;0;0;0;0;28,81;230,46;19,2;38,41;28,81;182,45;316,88;0;0;0;37,14;92,85;0;18,57;18,57;74,28;222,84
1200500;Sena Madureira;6,32;0;0;0;0;6,32;0;0;0;12,64;130,66;5,03;40,2;15,08;40,2;65,33;35,18;150,76;306,55;291,47;70,75;8,84;44,22;17,69;26,53;35,38;17,69;79,6;176,88;185,73
1200609;Tarauacá;0;0;27,03;42,04;27,03;15,02;3;3;6,01;15,02;91,94;101,62;517,76;846,8;411,3;227,43;285,49;324,2;319,37;358,08;48,39;82,95;228,12;497,72;331,81;235,03;262,68;241,95;248,86;297,25
1200708;Xapuri;0;0;0;0;0;0;0;0;238,1;238,1;735,88;1607,61;1868;1494,4;1007,59;577,38;690,59;769,84;543,42;418,88;516,21;1342,14;1094,36;825,93;805,29;536,86;433,62;289,08;474,91;516,21
1200807;Porto Acre;0;0;0;0;0;0;0;0;0;0;12,47;12,47;12,47;12,47;0;12,47;0;0;12,47;0;22,41;22,41;0;0;0;0;0;22,41;22,41;0
1300029;Alvarães;0;10,08;13,45;3,36;0;3,36;0;20,17;0;13,45;13,11;222,8;511,14;524,25;340,76;209,7;117,96;91,74;393,18;301,44;0;54,23;126,54;235;253,07;162,69;18,08;72,31;216,92;108,46
1300060;Amaturá;39,15;17,94;17,94;34,25;45,67;138,64;35,88;21,2;79,92;153,32;303,78;151,89;94,93;303,78;360,74;1063,22;170,88;113,92;626,54;949,31;74,98;24,99;49,99;124,97;49,99;424,89;99,98;49,99;174,96;574,86
1300086;Anamã;0;0;0;0;0;0;0;30,86;0;30,86;42,11;0;0;42,11;21,05;21,05;21,05;63,16;63,16;357,89;64,83;0;0;32,41;0;0;0;32,41;64,83;194,49
1300102;Anori;0;0;0;0;0;0;0;0;0;0;12,19;12,19;0;24,37;0;0;12,19;134,05;231,54;97,49;19,22;0;0;19,22;0;19,22;0;115,3;134,51;38,43
1300144;Apuí;0;0;0;0;32,47;0;0;0;0;0;0;164,02;287,03;225,53;430,55;399,79;297,28;143,52;184,52;348,54;0;130,5;93,21;149,14;316,93;261;55,93;18,64;149,14;223,71
1300201;Atalaia do Norte;1,41;2,81;0;4,22;29,55;16,88;2,81;12,66;32,36;40,8;13,47;350,17;175,08;484,85;161,62;242,42;53,87;511,78;808,08;1023,57;17,02;255,36;102,15;187,27;102,15;187,27;51,07;187,27;289,41;357,51
1300300;Autazes;0;0,65;2,58;0;0;0,65;0,65;3,23;3,23;0,65;5,07;0;5,07;10,14;0;25,36;15,22;101,44;106,51;35,5;0;7,53;15,06;0;0;22,58;7,53;82,81;120,45;45,17
1300409;Barcelos;0;1,01;1,01;10,13;15,2;9,12;31,41;11,15;6,08;35,47;55,64;0;0;44,51;89,03;189,18;122,41;111,28;100,16;934,79;45,32;15,11;15,11;120,85;135,95;151,06;0;75,53;30,21;241,69
1300508;Barreirinha;0;0;24,36;6,5;6,5;6,5;9,75;4,87;22,74;14,62;94,33;53,9;67,38;40,43;215,62;175,19;141,5;188,67;350,38;303,21;38,26;9,56;38,26;9,56;162,6;47,82;105,21;86,08;239,12;210,43
1300607;Benjamin Constant;20,57;41,82;43,87;56,9;98,72;89,81;81,58;61,01;88,43;60,33;226,15;393,06;506,14;586,91;818,44;926,13;780,75;813,05;1141,5;915,36;110,06;220,12;183,43;198,11;388,88;542,96;403,55;381,54;653,02;513,61
1300631;Beruri;0;0;0;0;0;0;0;10,02;0;0;0;0;0;70,54;50,38;10,08;20,15;20,15;171,3;282,14;0;0;0;54,41;13,6;0;0;27,2;136,02;176,82
1300680;Boa Vista do Ramos;0;0;0;0;0;0;0;0;0;19,49;17,72;8,86;0;53,17;35,45;124,07;79,76;70,9;132,93;159,52;0;27,05;0;13,52;0;121,7;81,14;13,52;94,66;121,7
1300706;Boca do Acre;0;0;0;0;0;0;0;10,59;0;5,29;5,86;11,73;29,32;0;5,86;5,86;105,54;93,81;64,5;41,04;0;0;20,85;0;0;0;125,12;156,4;72,99;20,85
1300805;Borba;1,55;3,1;0;3,1;3,1;0;1,55;7,74;3,1;21,68;108,19;50,91;171,83;311,84;311,84;229,11;241,84;292,75;610,96;1056,45;85,91;28,64;95,46;190,91;238,64;162,28;124,09;95,46;381,83;515,46
1300839;Caapiranga;0;0;0;0;0;0;0;0;0;0;15,47;0;0;123,78;15,47;30,95;30,95;77,36;77,36;61,89;24,99;0;0;0;0;99,95;0;74,96;74,96;99,95
1300904;Canutama;0;0;0;0;0;0;8,74;0;0;0;76,59;102,12;178,71;114,88;63,82;25,53;102,12;12,76;63,82;25,53;22,03;110,16;264,38;220,31;110,16;44,06;154,22;0;110,16;44,06
1301001;Carauari;0;0;45,77;22,88;68,65;68,65;91,53;22,88;91,53;45,77;14,29;0;14,29;7,14;35,72;64,29;28,57;57,15;278,59;492,89;22,22;11,11;0;0;22,22;66,66;22,22;33,33;144,43;277,75
1301100;Careiro;0;29,24;0;9,75;0;0;0;9,75;9,75;0;81,12;74,36;81,12;114,93;141,97;47,32;67,6;40,56;47,32;169,01;124,08;90,24;112,8;90,24;124,08;22,56;33,84;45,12;45,12;214,33
1301159;Careiro da Várzea;0;0;0;0;0;0;0;0;0;0;0;0;0;10,7;32,11;96,32;32,11;21,4;21,4;32,11;0;0;0;18,78;0;75,1;0;37,55;18,78;56,33
1301209;Coari;0;0;0;0;0;2,29;4,58;6,87;6,87;34,37;23,03;100,77;164,11;103,65;43,19;80,61;48,94;143,96;377,16;512,48;22,76;45,52;77,38;68,28;36,41;22,76;13,66;95,59;291,32;596,29
1301308;Codajás;0;0;0;0;0;0;0;0;0;0;0;8,83;0;0;0;0;0;0;44,13;35,3;0;0;0;0;0;0;0;0;68,62;27,45
1301407;Eirunepé;135,21;431,62;520,02;114,4;161,21;202,81;187,21;166,41;150,81;176,81;110,1;452,63;397,58;183,5;165,15;171,26;122,33;207,96;244,66;336,41;36,78;229,86;156,31;64,36;101,14;18,39;73,56;156,31;211,47;248,25
1301506;Envira;108,59;217,18;286,28;493,58;355,38;424,48;414,61;355,38;187,56;296,15;166,77;190,59;226,33;369,27;333,53;345,44;357,36;357,36;512,21;1250,74;53,58;53,58;35,72;196,46;178,6;285,77;196,46;107,16;267,9;625,11
1301605;Fonte Boa;2,95;0;0;0;0;0;11,8;0;11,8;38,35;119,83;103,85;71,9;39,94;7,99;15,98;0;0;15,98;127,82;82,58;35,39;58,98;0;0;0;11,8;0;0;129,76
1301654;Guajará;0;0;0;0;0;0;0;0;104,17;104,17;14,91;0;104,4;59,66;29,83;29,83;44,74;44,74;208,8;372,86;0;0;46,83;23,41;0;23,41;0;23,41;23,41;187,31
1301704;Humaitá;0;0;0;0;10,19;10,19;10,19;3,4;3,4;54,35;7,15;3,57;393,17;357,42;468,23;543,28;135,82;293,09;128,67;386,02;0;0;110,43;98,16;128,83;220,86;67,48;159,51;104,29;263,8
1301803;Ipixuna;18,62;27,93;158,29;46,55;13,97;60,52;9,31;13,97;13,97;13,97;16,8;41,99;134,36;58,78;16,8;67,18;25,19;58,78;67,18;167,95;0;0;35,68;11,89;11,89;35,68;35,68;0;35,68;118,92
1301852;Iranduba;0;0;11,47;0;0;0;0;0;0;11,47;20,13;20,13;30,2;16,78;20,13;40,27;70,47;127,52;110,74;281,89;29,84;23,87;35,8;17,9;47,74;47,74;83,54;59,67;83,54;167,08
1301902;Itacoatiara;5,34;5,34;0;0;0;0;0;10,68;0;0;203,04;258,23;289,77;299,63;268,09;571,65;262,17;173,47;240,49;331,16;132,06;125,11;173,77;218,95;218,95;253,7;180,72;173,77;208,52;253,7
1301951;Itamarati;0;0;5,26;0;0;0;0;0;0;5,26;0;0;18,93;18,93;0;37,86;0;0;18,93;18,93;0;0;0;24,96;0;24,96;0;0;24,96;24,96
1302009;Itapiranga;0;0;0;156,25;0;0;0;0;0;0;20,24;0;60,73;242,91;20,24;80,97;20,24;20,24;161,94;627,53;0;0;0;368,02;33,46;133,82;0;0;100,37;468,38
1302108;Japurá;0;0;0;0;0;5,1;5,1;5,1;15,31;5,1;0;0;23,98;23,98;0;95,9;0;119,88;119,88;167,83;0;0;30,49;30,49;0;121,95;0;91,46;152,44;30,49
1302207;Juruá;39,22;117,65;0;0;0;261,44;758,17;0;26,14;535,95;77,35;96,69;0;58,02;38,68;367,43;618,84;174,05;58,02;560,82;0;58,38;0;29,19;0;29,19;291,89;0;58,38;58,38
1302306;Jutaí;1,78;17,76;10,66;1,78;10,66;7,1;19,54;8,88;21,31;21,31;0;32,76;24,57;0;65,51;73,7;73,7;90,08;327,57;196,54;10,21;20,41;0;0;30,62;61,24;71,44;71,44;122,47;112,27
1302405;Lábrea;7,25;0;0;1,21;0;1,21;1,21;0;9,67;18,13;124,17;4,6;13,8;68,98;0;4,6;13,8;50,59;179,36;248,34;168,86;7,34;22,02;88,1;0;0;14,68;7,34;146,83;183,54
1302504;Manacapuru;0;0;24,1;96,39;96,39;12,05;12,05;12,05;12,05;36,14;88,17;108,21;316,6;490,93;573,09;292,56;595,13;222,42;605,15;755,44;102,62;171,03;256,55;246,29;236,03;263,39;236,03;194,98;335,23;458,37
1302553;Manaquiri;0;0;0;0;0;0;10;0;0;10;36,5;24,33;0;0;0;0;60,83;12,17;60,83;133,82;59,99;20;0;0;0;0;79,98;20;39,99;20
1302603;Manaus;2,65;4,77;4,77;4,77;5,3;5,83;5,3;12,2;11,67;7,43;149,13;134,01;117,48;152,89;135,98;143,59;107,72;161,06;166,5;156,74;246,33;216,88;204,11;278,05;272,7;237,27;190,11;292,68;293,5;276,61
1302702;Manicoré;0;0;0;0;0;2,8;0;2,8;0;14,01;3,8;0;0;15,2;3,8;15,2;26,59;87,37;117,76;129,16;6,06;0;0;0;0;24,25;30,31;90,92;109,1;109,1
1302801;Maraã;0;0;0;4,92;9,84;0;4,92;0;4,92;9,84;0;0;0;13,5;54,02;67,52;40,51;81,03;148,55;351,11;0;0;0;0;34,9;69,8;34,9;104,69;157,04;209,39
1302900;Maués;1,23;0;16,04;8,64;0;4,94;0;2,47;3,7;18,51;13,72;13,72;68,58;34,29;17,15;41,15;10,29;113,16;462,95;949,9;0;14,26;47,52;23,76;19,01;9,5;9,5;90,29;204,33;380,16
1303007;Nhamundá;0;0;0;0;0;0;0;0;10,1;0;10,25;0;0;20,5;0;0;20,5;61,5;123;143,5;0;0;0;16,53;0;0;0;49,59;33,06;115,72
1303106;Nova Olinda do Norte;0;0;0;0;0;2,95;0;5,89;5,89;17,68;0;23,04;0;53,76;0;445,4;622,02;430,04;368,61;407;0;22,24;0;66,72;0;233,51;300,23;211,28;277,99;233,51
1303205;Novo Airão;0;0;0;0;3,54;0;0;3,54;3,54;10,61;129,65;155,58;116,69;168,55;129,65;713,08;103,72;116,69;207,44;557,5;98,97;257,32;158,35;237,53;217,74;217,74;59,38;138,56;277,12;692,79
1303304;Novo Aripuanã;0;0;0;0;0;0;0;0;0;0;8,75;0;0;34,99;52,48;69,97;8,75;17,49;26,24;192,43;0;0;0;28,58;28,58;28,58;0;0;0;100,01
1303403;Parintins;10,22;0;0;20,45;10,22;30,67;0;10,22;20,45;163,6;577,04;100,72;33,57;96,52;258,09;220,32;54,56;201,44;262,29;488,91;251,67;85,13;29,61;77,72;318,29;284,98;62,92;244,27;318,29;562,57
1303502;Pauini;3,43;0;0;10,3;34,32;48,04;75,5;37,75;37,75;85,79;0;0;0;66,06;44,04;220,19;429,37;275,24;275,24;352,31;0;0;0;31,14;31,14;155,69;295,81;124,55;140,12;295,81
1303536;Presidente Figueiredo;0;0;0;0;0;0;0;0;0;12,41;165,25;284,22;0;13,22;145,42;152,03;152,03;204,9;257,78;343,71;104,97;279,92;0;34,99;46,65;81,64;93,31;163,28;198,27;174,95
1303569;Rio Preto da Eva;13,16;0;0;0;0;0;13,16;0;52,63;0;49,68;281,5;182,15;0;66,24;157,31;99,35;140,75;322,9;206,99;0;57,14;14,29;0;0;157,14;71,43;171,43;228,57;128,57
1303601;Santa Isabel do Rio Negro;4,16;7,49;3,33;9,99;24,97;39,11;52,43;47,44;27,46;94,87;29,09;87,26;29,09;87,26;159,98;232,69;349,04;290,87;261,78;785,34;76,1;57,08;0;19,03;152,21;133,18;285,39;76,1;114,16;266,36
1303700;Santo Antônio do Içá;13,97;4,89;4,89;17,46;25,84;32,13;23,05;27,24;23,05;32,83;57,87;14,47;21,7;94,04;115,74;151,91;217,01;159,14;137,44;629,34;27,87;9,29;18,58;37,16;37,16;74,32;102,19;102,19;55,74;743,22
1303809;São Gabriel da Cachoeira;1,09;0,44;0,65;10,24;15,68;41,38;25,26;22;26,57;55,31;15,77;7,89;11,83;90,69;153,78;414,02;319,39;224,75;378,53;555,97;5,5;0;0;49,5;38,5;181,51;104,5;132,01;99;187,01
1303908;São Paulo de Olivença;10,56;18,6;22,62;15,59;25,14;30,67;25,64;27,15;56,81;52,29;74,94;131,14;124,9;68,69;212,33;237,31;162,37;206,08;405,92;512,08;15,42;61,67;131,04;23,12;92,5;123,33;69,37;92,5;200,42;308,33
1303957;São Sebastião do Uatumã;0;0;0;0;0;0;0;0;0;0;36,42;0;0;0;18,21;0;18,21;455,29;582,77;491,71;54,75;0;0;0;0;0;0;136,87;219;109,5
